LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SF
0.171000,1421762.000,27147,1,SF,1,100,7.2450
0.495000,1422086.000,27196,1,SF,1,100,7.1612
0.883000,1422474.000,27249,1,SF,1,100,7.0783
1.144000,1422735.000,27298,1,SF,1,100,6.9965
1.466000,1423057.000,27348,1,SF,1,100,6.9155
1.795000,1423386.000,27400,1,SF,1,100,6.8355
2.185000,1423776.000,27466,1,SF,1,100,6.7565
2.445000,1424036.000,27516,1,SF,1,100,6.6783
2.771000,1424362.000,27568,1,SF,1,100,6.6010
3.095000,1424686.000,27618,1,SF,1,100,6.5247
3.484000,1425075.000,27686,1,SF,1,100,6.4492
3.809000,1425400.000,27735,1,SF,1,100,6.3746
4.067000,1425658.000,27786,1,SF,1,100,6.3009
4.395000,1425986.000,27835,1,SF,1,100,6.2280
4.719000,1426310.000,27887,1,SF,1,100,6.1559
5.112000,1426703.000,27953,1,SF,1,100,6.0847
5.372000,1426963.000,28003,1,SF,1,100,6.0143
5.695000,1427286.000,28055,1,SF,1,100,5.9447
6.088000,1427679.000,28106,1,SF,1,100,5.8760
6.346000,1427937.000,28156,1,SF,1,100,5.8080
6.675000,1428266.000,28207,1,SF,1,100,5.7408
6.998000,1428589.000,28258,1,SF,1,100,5.6744
7.388000,1428979.000,28326,1,SF,1,100,5.6088
7.649000,1429240.000,28375,1,SF,1,100,5.5439
7.971000,1429562.000,28426,1,SF,1,100,5.4797
8.295000,1429886.000,28475,1,SF,1,100,5.4164
8.620000,1430211.000,28527,1,SF,1,100,5.3537
9.012000,1430603.000,28593,1,SF,1,100,5.2918
9.339000,1430930.000,28643,1,SF,1,100,5.2306
9.598000,1431189.000,28695,1,SF,1,100,5.1700
9.926000,1431517.000,28744,1,SF,1,100,5.1102
10.251000,1431842.000,28795,1,SF,1,100,5.0511
10.639000,1432230.000,28863,1,SF,1,100,4.9927
10.902000,1432493.000,28912,1,SF,1,100,4.9349
11.291000,1432882.000,28966,1,SF,1,100,4.8778
11.554000,1433145.000,29015,1,SF,1,100,4.8214
11.879000,1433470.000,29066,1,SF,1,100,4.7656
12.205000,1433796.000,29115,1,SF,1,100,4.7105
12.593000,1434184.000,29185,1,SF,1,100,4.6560
12.918000,1434509.000,29235,1,SF,1,100,4.6022
13.181000,1434772.000,29285,1,SF,1,100,4.5489
13.504000,1435095.000,29337,1,SF,1,100,4.4963
13.832000,1435423.000,29388,1,SF,1,100,4.4443
14.219000,1435810.000,29456,1,SF,1,100,4.3929
14.544000,1436135.000,29507,1,SF,1,100,4.3421
14.802000,1436393.000,29558,1,SF,1,100,4.2918
15.127000,1436718.000,29608,1,SF,1,100,4.2422
15.450000,1437041.000,29660,1,SF,1,100,4.1931
15.838000,1437429.000,29728,1,SF,1,100,4.1446
16.163000,1437754.000,29779,1,SF,1,100,4.0967
16.490000,1438081.000,29831,1,SF,1,100,4.0493
16.814000,1438405.000,29881,1,SF,1,100,4.0024
17.075000,1438666.000,29933,1,SF,1,100,3.9561
17.400000,1438991.000,29985,1,SF,1,100,3.9104
17.722000,1439313.000,30034,1,SF,1,100,3.8651
18.116000,1439707.000,30104,1,SF,1,100,3.8204
18.438000,1440029.000,30155,1,SF,1,100,3.7762
18.700000,1440291.000,30204,1,SF,1,100,3.7325
19.025000,1440616.000,30254,1,SF,1,100,3.6894
19.418000,1441009.000,30323,1,SF,1,100,3.6467
19.741000,1441332.000,30374,1,SF,1,100,3.6045
19.999000,1441590.000,30424,1,SF,1,100,3.5628
20.327000,1441918.000,30476,1,SF,1,100,3.5216
20.650000,1442241.000,30528,1,SF,1,100,3.4808
21.044000,1442635.000,30596,1,SF,1,100,3.4406
21.304000,1442895.000,30645,1,SF,1,100,3.4008
21.629000,1443220.000,30696,1,SF,1,100,3.3614
21.952000,1443543.000,30747,1,SF,1,100,3.3226
22.341000,1443932.000,30817,1,SF,1,100,3.2841
22.665000,1444256.000,30867,1,SF,1,100,3.2461
22.927000,1444518.000,30917,1,SF,1,100,3.2086
23.252000,1444843.000,30971,1,SF,1,100,3.1715
23.578000,1445169.000,31020,1,SF,1,100,3.1348
23.967000,1445558.000,31089,1,SF,1,100,3.0985
24.293000,1445884.000,31139,1,SF,1,100,3.0627
24.553000,1446144.000,31188,1,SF,1,100,3.0272
24.876000,1446467.000,31239,1,SF,1,100,2.9922
25.204000,1446795.000,31290,1,SF,1,100,2.9576
25.591000,1447182.000,31358,1,SF,1,100,2.9234
25.920000,1447511.000,31408,1,SF,1,100,2.8896
26.178000,1447769.000,31460,1,SF,1,100,2.8561
26.503000,1448094.000,31510,1,SF,1,100,2.8231
26.826000,1448417.000,31559,1,SF,1,100,2.7904
27.214000,1448805.000,31629,1,SF,1,100,2.7582
27.478000,1449069.000,31680,1,SF,1,100,2.7263
27.801000,1449392.000,31729,1,SF,1,100,2.6947
28.129000,1449720.000,31781,1,SF,1,100,2.6635
28.517000,1450108.000,31848,1,SF,1,100,2.6327
28.841000,1450432.000,31901,1,SF,1,100,2.6023
29.100000,1450691.000,31951,1,SF,1,100,2.5722
29.424000,1451015.000,32003,1,SF,1,100,2.5424
29.748000,1451339.000,32053,1,SF,1,100,2.5130
30.139000,1451730.000,32121,1,SF,1,100,2.4839
30.463000,1452054.000,32170,1,SF,1,100,2.4552
30.727000,1452318.000,32221,1,SF,1,100,2.4268
31.050000,1452641.000,32274,1,SF,1,100,2.3987
31.375000,1452966.000,32324,1,SF,1,100,2.3710
31.768000,1453359.000,32392,1,SF,1,100,2.3436
32.026000,1453617.000,32442,1,SF,1,100,2.3164
32.355000,1453946.000,32492,1,SF,1,100,2.2896
32.677000,1454268.000,32543,1,SF,1,100,2.2632
33.069000,1454660.000,32612,1,SF,1,100,2.2370
33.328000,1454919.000,32646,1,SF,1,100,2.2111
33.653000,1455244.000,32696,1,SF,1,100,2.1855
33.976000,1455567.000,32750,1,SF,1,100,2.1602
34.366000,1455957.000,32816,1,SF,1,100,2.1353
34.692000,1456283.000,32866,1,SF,1,100,2.1105
34.952000,1456543.000,32918,1,SF,1,100,2.0861
35.277000,1456868.000,32967,1,SF,1,100,2.0620
35.600000,1457191.000,33018,1,SF,1,100,2.0381
35.990000,1457581.000,33086,1,SF,1,100,2.0146
36.312000,1457903.000,33135,1,SF,1,100,1.9913
36.572000,1458163.000,33186,1,SF,1,100,1.9682
36.896000,1458487.000,33239,1,SF,1,100,1.9455
37.224000,1458815.000,33289,1,SF,1,100,1.9230
37.613000,1459204.000,33357,1,SF,1,100,1.9007
37.939000,1459530.000,33407,1,SF,1,100,1.8787
38.199000,1459790.000,33459,1,SF,1,100,1.8570
38.521000,1460112.000,33509,1,SF,1,100,1.8355
38.850000,1460441.000,33561,1,SF,1,100,1.8143
39.240000,1460831.000,33627,1,SF,1,100,1.7933
39.566000,1461157.000,33676,1,SF,1,100,1.7725
