LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PI
0.092000,1421683.000,27131,6,PI,1,100,164772
0.092000,1421683.000,27131,6,PI,1,100,164780
0.092000,1421683.000,27131,6,PI,1,100,164805
0.092000,1421683.000,27131,6,PI,1,100,164812
0.092000,1421683.000,27131,6,PI,1,100,164807
0.092000,1421683.000,27131,6,PI,1,100,164794
0.131333,1421722.333,27149,3,PI,1,100,164815
0.170667,1421761.667,27149,3,PI,1,100,164786
0.210000,1421801.000,27149,3,PI,1,100,164821
0.249000,1421840.000,27164,2,PI,1,100,164820
0.288000,1421879.000,27164,2,PI,1,100,164818
0.327000,1421918.000,27181,3,PI,1,100,164817
0.366000,1421957.000,27181,3,PI,1,100,164830
0.405000,1421996.000,27181,3,PI,1,100,164836
0.444000,1422035.000,27198,3,PI,1,100,164822
0.483000,1422074.000,27198,3,PI,1,100,164831
0.522000,1422113.000,27198,3,PI,1,100,164846
0.560000,1422151.000,27217,2,PI,1,100,164830
0.598000,1422189.000,27217,2,PI,1,100,164856
0.637000,1422228.000,27233,3,PI,1,100,164849
0.676000,1422267.000,27233,3,PI,1,100,164844
0.715000,1422306.000,27233,3,PI,1,100,164845
0.754000,1422345.000,27251,4,PI,1,100,164854
0.793000,1422384.000,27251,4,PI,1,100,164860
0.832000,1422423.000,27251,4,PI,1,100,164853
0.871000,1422462.000,27251,4,PI,1,100,164882
0.910000,1422501.000,27267,2,PI,1,100,164883
0.949000,1422540.000,27267,2,PI,1,100,164861
0.988000,1422579.000,27283,3,PI,1,100,164868
1.027000,1422618.000,27283,3,PI,1,100,164862
1.066000,1422657.000,27283,3,PI,1,100,164867
1.104667,1422695.667,27300,3,PI,1,100,164862
1.143333,1422734.333,27300,3,PI,1,100,164880
1.182000,1422773.000,27300,3,PI,1,100,164867
1.220500,1422811.500,27317,2,PI,1,100,164862
1.259000,1422850.000,27317,2,PI,1,100,164879
1.298000,1422889.000,27333,3,PI,1,100,164888
1.337000,1422928.000,27333,3,PI,1,100,164876
1.376000,1422967.000,27333,3,PI,1,100,164866
1.421000,1423012.000,27350,2,PI,1,100,164884
1.466000,1423057.000,27350,2,PI,1,100,164884
1.505000,1423096.000,27368,3,PI,1,100,164876
1.544000,1423135.000,27368,3,PI,1,100,164878
1.583000,1423174.000,27368,3,PI,1,100,164865
1.623000,1423214.000,27385,2,PI,1,100,164867
1.663000,1423254.000,27385,2,PI,1,100,164900
1.702667,1423293.667,27402,3,PI,1,100,164898
1.742333,1423333.333,27402,3,PI,1,100,164890
1.782000,1423373.000,27402,3,PI,1,100,164902
1.821000,1423412.000,27419,2,PI,1,100,164897
1.860000,1423451.000,27419,2,PI,1,100,164887
