LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AX
0.106000,1421697.000,27137,14,AX,1,100,-0.372
0.106000,1421697.000,27137,14,AX,1,100,-0.346
0.106000,1421697.000,27137,14,AX,1,100,-0.367
0.106000,1421697.000,27137,14,AX,1,100,-0.370
0.106000,1421697.000,27137,14,AX,1,100,-0.389
0.106000,1421697.000,27137,14,AX,1,100,-0.397
0.106000,1421697.000,27137,14,AX,1,100,-0.385
0.106000,1421697.000,27137,14,AX,1,100,-0.377
0.106000,1421697.000,27137,14,AX,1,100,-0.380
0.106000,1421697.000,27137,14,AX,1,100,-0.368
0.106000,1421697.000,27137,14,AX,1,100,-0.374
0.106000,1421697.000,27137,14,AX,1,100,-0.378
0.106000,1421697.000,27137,14,AX,1,100,-0.381
0.106000,1421697.000,27137,14,AX,1,100,-0.369
0.145000,1421736.000,27154,3,AX,1,100,-0.385
0.184000,1421775.000,27154,3,AX,1,100,-0.390
0.223000,1421814.000,27154,3,AX,1,100,-0.372
0.255500,1421846.500,27170,2,AX,1,100,-0.391
0.288000,1421879.000,27170,2,AX,1,100,-0.376
0.327000,1421918.000,27187,3,AX,1,100,-0.379
0.366000,1421957.000,27187,3,AX,1,100,-0.385
0.405000,1421996.000,27187,3,AX,1,100,-0.372
0.444000,1422035.000,27204,3,AX,1,100,-0.409
0.483000,1422074.000,27204,3,AX,1,100,-0.361
0.522000,1422113.000,27204,3,AX,1,100,-0.378
0.560000,1422151.000,27223,2,AX,1,100,-0.385
0.598000,1422189.000,27223,2,AX,1,100,-0.386
0.637000,1422228.000,27238,3,AX,1,100,-0.375
0.676000,1422267.000,27238,3,AX,1,100,-0.380
0.715000,1422306.000,27238,3,AX,1,100,-0.382
0.754000,1422345.000,27257,4,AX,1,100,-0.376
0.793000,1422384.000,27257,4,AX,1,100,-0.387
0.832000,1422423.000,27257,4,AX,1,100,-0.375
0.871000,1422462.000,27257,4,AX,1,100,-0.373
0.910000,1422501.000,27272,2,AX,1,100,-0.386
0.949000,1422540.000,27272,2,AX,1,100,-0.369
0.988000,1422579.000,27289,3,AX,1,100,-0.375
1.027000,1422618.000,27289,3,AX,1,100,-0.384
1.066000,1422657.000,27289,3,AX,1,100,-0.370
1.104667,1422695.667,27306,3,AX,1,100,-0.372
1.143333,1422734.333,27306,3,AX,1,100,-0.373
1.182000,1422773.000,27306,3,AX,1,100,-0.366
1.220500,1422811.500,27323,2,AX,1,100,-0.372
1.259000,1422850.000,27323,2,AX,1,100,-0.373
1.298000,1422889.000,27338,3,AX,1,100,-0.374
1.337000,1422928.000,27338,3,AX,1,100,-0.366
1.376000,1422967.000,27338,3,AX,1,100,-0.383
1.415000,1423006.000,27356,2,AX,1,100,-0.364
1.454000,1423045.000,27356,2,AX,1,100,-0.380
1.493000,1423084.000,27374,3,AX,1,100,-0.374
1.532000,1423123.000,27374,3,AX,1,100,-0.369
1.571000,1423162.000,27374,3,AX,1,100,-0.379
1.610667,1423201.667,27391,3,AX,1,100,-0.376
1.650333,1423241.333,27391,3,AX,1,100,-0.370
1.690000,1423281.000,27391,3,AX,1,100,-0.364
1.729500,1423320.500,27408,2,AX,1,100,-0.365
1.769000,1423360.000,27408,2,AX,1,100,-0.369
1.808000,1423399.000,27424,3,AX,1,100,-0.365
1.847000,1423438.000,27424,3,AX,1,100,-0.377
1.886000,1423477.000,27424,3,AX,1,100,-0.372
1.925000,1423516.000,27440,2,AX,1,100,-0.374
1.964000,1423555.000,27440,2,AX,1,100,-0.363
1.998000,1423589.000,27457,3,AX,1,100,-0.367
2.032000,1423623.000,27457,3,AX,1,100,-0.364
2.066000,1423657.000,27457,3,AX,1,100,-0.376
2.105667,1423696.667,27474,3,AX,1,100,-0.364
2.145333,1423736.333,27474,3,AX,1,100,-0.368
2.185000,1423776.000,27474,3,AX,1,100,-0.369
2.224000,1423815.000,27490,2,AX,1,100,-0.367
2.263000,1423854.000,27490,2,AX,1,100,-0.366
2.302000,1423893.000,27506,3,AX,1,100,-0.373
2.341000,1423932.000,27506,3,AX,1,100,-0.370
2.380000,1423971.000,27506,3,AX,1,100,-0.363
2.419000,1424010.000,27524,3,AX,1,100,-0.368
2.458000,1424049.000,27524,3,AX,1,100,-0.367
2.497000,1424088.000,27524,3,AX,1,100,-0.370
2.536000,1424127.000,27542,2,AX,1,100,-0.372
2.575000,1424166.000,27542,2,AX,1,100,-0.359
2.613667,1424204.667,27559,3,AX,1,100,-0.372
2.652333,1424243.333,27559,3,AX,1,100,-0.372
2.691000,1424282.000,27559,3,AX,1,100,-0.372
2.731000,1424322.000,27575,2,AX,1,100,-0.366
2.771000,1424362.000,27575,2,AX,1,100,-0.372
2.810000,1424401.000,27592,3,AX,1,100,-0.360
2.849000,1424440.000,27592,3,AX,1,100,-0.375
2.888000,1424479.000,27592,3,AX,1,100,-0.368
2.927000,1424518.000,27608,3,AX,1,100,-0.366
2.966000,1424557.000,27608,3,AX,1,100,-0.374
3.005000,1424596.000,27608,3,AX,1,100,-0.359
3.044000,1424635.000,27626,2,AX,1,100,-0.380
3.083000,1424674.000,27626,2,AX,1,100,-0.364
3.122000,1424713.000,27641,3,AX,1,100,-0.375
3.161000,1424752.000,27641,3,AX,1,100,-0.360
3.200000,1424791.000,27641,3,AX,1,100,-0.371
3.239000,1424830.000,27658,2,AX,1,100,-0.366
3.278000,1424869.000,27658,2,AX,1,100,-0.385
3.316667,1424907.667,27674,3,AX,1,100,-0.363
3.355333,1424946.333,27674,3,AX,1,100,-0.374
3.394000,1424985.000,27674,3,AX,1,100,-0.369
3.432667,1425023.667,27694,3,AX,1,100,-0.362
3.471333,1425062.333,27694,3,AX,1,100,-0.370
3.510000,1425101.000,27694,3,AX,1,100,-0.365
3.549000,1425140.000,27710,2,AX,1,100,-0.374
3.588000,1425179.000,27710,2,AX,1,100,-0.370
3.627000,1425218.000,27726,3,AX,1,100,-0.367
3.666000,1425257.000,27726,3,AX,1,100,-0.364
3.705000,1425296.000,27726,3,AX,1,100,-0.372
3.739667,1425330.667,27743,3,AX,1,100,-0.362
3.774333,1425365.333,27743,3,AX,1,100,-0.367
3.809000,1425400.000,27743,3,AX,1,100,-0.372
3.848000,1425439.000,27760,2,AX,1,100,-0.373
3.887000,1425478.000,27760,2,AX,1,100,-0.358
3.926000,1425517.000,27776,3,AX,1,100,-0.376
