LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PR
0.092000,1421683.000,27132,6,PR,1,100,129872
0.092000,1421683.000,27132,6,PR,1,100,129874
0.092000,1421683.000,27132,6,PR,1,100,129883
0.092000,1421683.000,27132,6,PR,1,100,129887
0.092000,1421683.000,27132,6,PR,1,100,129889
0.092000,1421683.000,27132,6,PR,1,100,129877
0.131333,1421722.333,27150,3,PR,1,100,129889
0.170667,1421761.667,27150,3,PR,1,100,129884
0.210000,1421801.000,27150,3,PR,1,100,129900
0.249000,1421840.000,27165,2,PR,1,100,129886
0.288000,1421879.000,27165,2,PR,1,100,129896
0.327000,1421918.000,27182,3,PR,1,100,129897
0.366000,1421957.000,27182,3,PR,1,100,129902
0.405000,1421996.000,27182,3,PR,1,100,129909
0.444000,1422035.000,27199,3,PR,1,100,129890
0.483000,1422074.000,27199,3,PR,1,100,129906
0.522000,1422113.000,27199,3,PR,1,100,129908
0.560000,1422151.000,27218,2,PR,1,100,129907
0.598000,1422189.000,27218,2,PR,1,100,129919
0.637000,1422228.000,27234,3,PR,1,100,129918
0.676000,1422267.000,27234,3,PR,1,100,129927
0.715000,1422306.000,27234,3,PR,1,100,129913
0.754000,1422345.000,27252,4,PR,1,100,129921
0.793000,1422384.000,27252,4,PR,1,100,129928
0.832000,1422423.000,27252,4,PR,1,100,129924
0.871000,1422462.000,27252,4,PR,1,100,129933
0.910000,1422501.000,27268,2,PR,1,100,129936
0.949000,1422540.000,27268,2,PR,1,100,129942
0.988000,1422579.000,27284,3,PR,1,100,129942
1.027000,1422618.000,27284,3,PR,1,100,129925
1.066000,1422657.000,27284,3,PR,1,100,129941
1.104667,1422695.667,27301,3,PR,1,100,129933
1.143333,1422734.333,27301,3,PR,1,100,129931
1.182000,1422773.000,27301,3,PR,1,100,129927
1.220500,1422811.500,27318,2,PR,1,100,129942
1.259000,1422850.000,27318,2,PR,1,100,129941
1.298000,1422889.000,27334,3,PR,1,100,129944
1.337000,1422928.000,27334,3,PR,1,100,129948
1.376000,1422967.000,27334,3,PR,1,100,129953
1.421000,1423012.000,27351,2,PR,1,100,129951
1.466000,1423057.000,27351,2,PR,1,100,129940
1.505000,1423096.000,27369,3,PR,1,100,129950
1.544000,1423135.000,27369,3,PR,1,100,129937
1.583000,1423174.000,27369,3,PR,1,100,129943
