LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,GY
0.106000,1421697.000,27141,14,GY,1,100,-3.815
0.106000,1421697.000,27141,14,GY,1,100,-5.402
0.106000,1421697.000,27141,14,GY,1,100,0.244
0.106000,1421697.000,27141,14,GY,1,100,2.472
0.106000,1421697.000,27141,14,GY,1,100,0.763
0.106000,1421697.000,27141,14,GY,1,100,0.000
0.106000,1421697.000,27141,14,GY,1,100,0.427
0.106000,1421697.000,27141,14,GY,1,100,-0.977
0.106000,1421697.000,27141,14,GY,1,100,-1.190
0.106000,1421697.000,27141,14,GY,1,100,-1.404
0.106000,1421697.000,27141,14,GY,1,100,-0.519
0.106000,1421697.000,27141,14,GY,1,100,1.892
0.106000,1421697.000,27141,14,GY,1,100,0.702
0.106000,1421697.000,27141,14,GY,1,100,-0.824
0.145000,1421736.000,27158,3,GY,1,100,0.397
0.184000,1421775.000,27158,3,GY,1,100,0.427
0.223000,1421814.000,27158,3,GY,1,100,-0.244
0.255500,1421846.500,27174,2,GY,1,100,1.160
0.288000,1421879.000,27174,2,GY,1,100,1.068
0.327000,1421918.000,27191,3,GY,1,100,0.397
0.366000,1421957.000,27191,3,GY,1,100,-0.519
0.405000,1421996.000,27191,3,GY,1,100,0.519
0.444000,1422035.000,27208,3,GY,1,100,2.441
0.483000,1422074.000,27208,3,GY,1,100,-0.793
0.522000,1422113.000,27208,3,GY,1,100,-2.502
0.560000,1422151.000,27227,2,GY,1,100,0.610
0.598000,1422189.000,27227,2,GY,1,100,1.495
0.637000,1422228.000,27242,3,GY,1,100,-1.160
0.676000,1422267.000,27242,3,GY,1,100,0.000
0.715000,1422306.000,27242,3,GY,1,100,1.343
0.754000,1422345.000,27261,4,GY,1,100,-0.122
0.793000,1422384.000,27261,4,GY,1,100,-0.671
0.832000,1422423.000,27261,4,GY,1,100,-0.488
0.871000,1422462.000,27261,4,GY,1,100,0.366
0.910000,1422501.000,27276,2,GY,1,100,2.167
0.949000,1422540.000,27276,2,GY,1,100,0.153
0.988000,1422579.000,27293,3,GY,1,100,-0.244
1.027000,1422618.000,27293,3,GY,1,100,1.068
1.066000,1422657.000,27293,3,GY,1,100,0.092
1.104667,1422695.667,27310,3,GY,1,100,0.092
1.143333,1422734.333,27310,3,GY,1,100,1.831
1.182000,1422773.000,27310,3,GY,1,100,0.916
1.220500,1422811.500,27327,2,GY,1,100,0.854
1.259000,1422850.000,27327,2,GY,1,100,1.434
1.298000,1422889.000,27342,3,GY,1,100,1.160
1.337000,1422928.000,27342,3,GY,1,100,1.312
1.376000,1422967.000,27342,3,GY,1,100,1.923
1.415000,1423006.000,27360,2,GY,1,100,0.153
1.454000,1423045.000,27360,2,GY,1,100,0.641
1.493000,1423084.000,27378,3,GY,1,100,2.075
1.532000,1423123.000,27378,3,GY,1,100,1.343
1.571000,1423162.000,27378,3,GY,1,100,0.610
1.610667,1423201.667,27395,3,GY,1,100,-0.092
1.650333,1423241.333,27395,3,GY,1,100,0.488
1.690000,1423281.000,27395,3,GY,1,100,3.418
1.729500,1423320.500,27412,2,GY,1,100,4.425
1.769000,1423360.000,27412,2,GY,1,100,1.862
1.808000,1423399.000,27428,3,GY,1,100,-0.336
1.847000,1423438.000,27428,3,GY,1,100,-0.549
1.886000,1423477.000,27428,3,GY,1,100,0.000
1.925000,1423516.000,27444,2,GY,1,100,0.031
1.964000,1423555.000,27444,2,GY,1,100,0.580
1.998000,1423589.000,27461,3,GY,1,100,1.678
2.032000,1423623.000,27461,3,GY,1,100,1.953
2.066000,1423657.000,27461,3,GY,1,100,2.686
2.105667,1423696.667,27478,3,GY,1,100,0.824
2.145333,1423736.333,27478,3,GY,1,100,-0.153
2.185000,1423776.000,27478,3,GY,1,100,0.549
2.224000,1423815.000,27494,2,GY,1,100,0.763
2.263000,1423854.000,27494,2,GY,1,100,0.885
2.302000,1423893.000,27510,3,GY,1,100,1.526
2.341000,1423932.000,27510,3,GY,1,100,1.038
2.380000,1423971.000,27510,3,GY,1,100,0.214
2.419000,1424010.000,27528,3,GY,1,100,0.946
2.458000,1424049.000,27528,3,GY,1,100,0.641
2.497000,1424088.000,27528,3,GY,1,100,0.732
2.536000,1424127.000,27546,2,GY,1,100,0.824
2.575000,1424166.000,27546,2,GY,1,100,0.061
2.613667,1424204.667,27563,3,GY,1,100,1.221
2.652333,1424243.333,27563,3,GY,1,100,1.892
2.691000,1424282.000,27563,3,GY,1,100,-0.122
2.731000,1424322.000,27579,2,GY,1,100,-0.061
2.771000,1424362.000,27579,2,GY,1,100,1.373
2.810000,1424401.000,27596,3,GY,1,100,-0.244
2.849000,1424440.000,27596,3,GY,1,100,0.397
2.888000,1424479.000,27596,3,GY,1,100,0.946
2.927000,1424518.000,27612,3,GY,1,100,0.183
2.966000,1424557.000,27612,3,GY,1,100,0.977
3.005000,1424596.000,27612,3,GY,1,100,-0.214
3.044000,1424635.000,27630,2,GY,1,100,0.549
3.083000,1424674.000,27630,2,GY,1,100,0.824
3.122000,1424713.000,27645,3,GY,1,100,0.214
3.161000,1424752.000,27645,3,GY,1,100,0.092
3.200000,1424791.000,27645,3,GY,1,100,0.885
3.239000,1424830.000,27662,2,GY,1,100,1.343
3.278000,1424869.000,27662,2,GY,1,100,1.373
3.316667,1424907.667,27678,3,GY,1,100,-0.977
3.355333,1424946.333,27678,3,GY,1,100,0.671
3.394000,1424985.000,27678,3,GY,1,100,1.343
3.432667,1425023.667,27698,3,GY,1,100,0.000
3.471333,1425062.333,27698,3,GY,1,100,1.343
3.510000,1425101.000,27698,3,GY,1,100,1.099
3.549000,1425140.000,27714,2,GY,1,100,0.061
3.588000,1425179.000,27714,2,GY,1,100,0.366
3.627000,1425218.000,27730,3,GY,1,100,0.732
3.666000,1425257.000,27730,3,GY,1,100,0.610
3.705000,1425296.000,27730,3,GY,1,100,1.068
3.739667,1425330.667,27747,3,GY,1,100,0.580
3.774333,1425365.333,27747,3,GY,1,100,-0.061
3.809000,1425400.000,27747,3,GY,1,100,1.068
3.848000,1425439.000,27764,2,GY,1,100,1.892
3.887000,1425478.000,27764,2,GY,1,100,-0.275
3.926000,1425517.000,27780,3,GY,1,100,1.007
3.965000,1425556.000,27780,3,GY,1,100,0.946
4.004000,1425595.000,27780,3,GY,1,100,0.122
4.042333,1425633.333,27797,3,GY,1,100,0.946
4.080667,1425671.667,27797,3,GY,1,100,1.587
4.119000,1425710.000,27797,3,GY,1,100,0.275
4.158000,1425749.000,27813,2,GY,1,100,0.214
4.197000,1425788.000,27813,2,GY,1,100,0.305
4.236333,1425827.333,27830,3,GY,1,100,0.854
4.275667,1425866.667,27830,3,GY,1,100,0.641
4.315000,1425906.000,27830,3,GY,1,100,0.061
4.355000,1425946.000,27847,2,GY,1,100,0.061
4.395000,1425986.000,27847,2,GY,1,100,0.885
4.434000,1426025.000,27866,3,GY,1,100,1.099
4.473000,1426064.000,27866,3,GY,1,100,0.305
4.512000,1426103.000,27866,3,GY,1,100,0.000
4.551000,1426142.000,27881,2,GY,1,100,0.549
4.590000,1426181.000,27881,2,GY,1,100,0.366
4.629000,1426220.000,27899,3,GY,1,100,0.641
4.668000,1426259.000,27899,3,GY,1,100,1.678
4.707000,1426298.000,27899,3,GY,1,100,1.343
4.746000,1426337.000,27915,3,GY,1,100,0.214
4.785000,1426376.000,27915,3,GY,1,100,0.641
4.824000,1426415.000,27915,3,GY,1,100,0.427
4.863000,1426454.000,27932,2,GY,1,100,1.343
4.902000,1426493.000,27932,2,GY,1,100,1.099
4.941667,1426532.667,27947,3,GY,1,100,0.031
4.981333,1426572.333,27947,3,GY,1,100,0.061
5.021000,1426612.000,27947,3,GY,1,100,1.343
5.060000,1426651.000,27965,2,GY,1,100,1.648
5.099000,1426690.000,27965,2,GY,1,100,-0.763
5.138000,1426729.000,27981,3,GY,1,100,0.183
5.177000,1426768.000,27981,3,GY,1,100,0.519
5.216000,1426807.000,27981,3,GY,1,100,-1.251
5.255000,1426846.000,27998,2,GY,1,100,-0.061
5.294000,1426885.000,27998,2,GY,1,100,1.740
5.333000,1426924.000,28015,3,GY,1,100,0.397
5.372000,1426963.000,28015,3,GY,1,100,0.153
5.411000,1427002.000,28015,3,GY,1,100,-0.214
5.445000,1427036.000,28033,3,GY,1,100,-0.580
5.479000,1427070.000,28033,3,GY,1,100,0.916
5.513000,1427104.000,28033,3,GY,1,100,0.519
5.552000,1427143.000,28049,3,GY,1,100,0.122
5.591000,1427182.000,28049,3,GY,1,100,0.885
5.630000,1427221.000,28049,3,GY,1,100,1.312
5.669000,1427260.000,28067,2,GY,1,100,-0.092
5.708000,1427299.000,28067,2,GY,1,100,0.000
5.747000,1427338.000,28083,3,GY,1,100,0.519
5.786000,1427377.000,28083,3,GY,1,100,0.244
