TE0,TE1,TL0,TL1,TimeSyncsReceived,EmotiBitStartTime, EmotiBitEndTime, DataParserVersion
1421591.000000,1461262.000000,0.000000,39.671000,0,1.42159e+06,1.46126e+06,1.8.4
