LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,GX
0.106000,1421697.000,27140,14,GX,1,100,-6.104
0.106000,1421697.000,27140,14,GX,1,100,-6.744
0.106000,1421697.000,27140,14,GX,1,100,-2.350
0.106000,1421697.000,27140,14,GX,1,100,2.289
0.106000,1421697.000,27140,14,GX,1,100,4.517
0.106000,1421697.000,27140,14,GX,1,100,3.510
0.106000,1421697.000,27140,14,GX,1,100,0.580
0.106000,1421697.000,27140,14,GX,1,100,-0.885
0.106000,1421697.000,27140,14,GX,1,100,-1.373
0.106000,1421697.000,27140,14,GX,1,100,-1.556
0.106000,1421697.000,27140,14,GX,1,100,-1.099
0.106000,1421697.000,27140,14,GX,1,100,0.427
0.106000,1421697.000,27140,14,GX,1,100,1.404
0.106000,1421697.000,27140,14,GX,1,100,0.214
0.145000,1421736.000,27157,3,GX,1,100,-0.366
0.184000,1421775.000,27157,3,GX,1,100,-0.488
0.223000,1421814.000,27157,3,GX,1,100,-0.885
0.255500,1421846.500,27173,2,GX,1,100,-1.007
0.288000,1421879.000,27173,2,GX,1,100,-1.038
0.327000,1421918.000,27190,3,GX,1,100,0.244
0.366000,1421957.000,27190,3,GX,1,100,-0.092
0.405000,1421996.000,27190,3,GX,1,100,-2.075
0.444000,1422035.000,27207,3,GX,1,100,-2.563
0.483000,1422074.000,27207,3,GX,1,100,-1.709
0.522000,1422113.000,27207,3,GX,1,100,-0.458
0.560000,1422151.000,27226,2,GX,1,100,0.183
0.598000,1422189.000,27226,2,GX,1,100,1.312
0.637000,1422228.000,27241,3,GX,1,100,1.648
0.676000,1422267.000,27241,3,GX,1,100,0.275
0.715000,1422306.000,27241,3,GX,1,100,-0.488
0.754000,1422345.000,27260,4,GX,1,100,0.336
0.793000,1422384.000,27260,4,GX,1,100,0.519
0.832000,1422423.000,27260,4,GX,1,100,-0.305
0.871000,1422462.000,27260,4,GX,1,100,-0.549
0.910000,1422501.000,27275,2,GX,1,100,0.488
0.949000,1422540.000,27275,2,GX,1,100,0.702
0.988000,1422579.000,27292,3,GX,1,100,-0.549
1.027000,1422618.000,27292,3,GX,1,100,-0.854
1.066000,1422657.000,27292,3,GX,1,100,-0.153
1.104667,1422695.667,27309,3,GX,1,100,-0.275
1.143333,1422734.333,27309,3,GX,1,100,-0.244
1.182000,1422773.000,27309,3,GX,1,100,-0.153
1.220500,1422811.500,27326,2,GX,1,100,-0.397
1.259000,1422850.000,27326,2,GX,1,100,-0.671
1.298000,1422889.000,27341,3,GX,1,100,-0.641
1.337000,1422928.000,27341,3,GX,1,100,-0.214
1.376000,1422967.000,27341,3,GX,1,100,0.000
1.415000,1423006.000,27359,2,GX,1,100,-0.214
1.454000,1423045.000,27359,2,GX,1,100,-0.275
1.493000,1423084.000,27377,3,GX,1,100,-0.214
1.532000,1423123.000,27377,3,GX,1,100,-0.031
1.571000,1423162.000,27377,3,GX,1,100,-0.275
1.610667,1423201.667,27394,3,GX,1,100,-0.702
1.650333,1423241.333,27394,3,GX,1,100,-1.343
1.690000,1423281.000,27394,3,GX,1,100,-1.465
1.729500,1423320.500,27411,2,GX,1,100,-0.702
1.769000,1423360.000,27411,2,GX,1,100,0.305
1.808000,1423399.000,27427,3,GX,1,100,1.007
1.847000,1423438.000,27427,3,GX,1,100,0.214
1.886000,1423477.000,27427,3,GX,1,100,-0.977
1.925000,1423516.000,27443,2,GX,1,100,-1.190
1.964000,1423555.000,27443,2,GX,1,100,-0.641
1.998000,1423589.000,27460,3,GX,1,100,0.092
2.032000,1423623.000,27460,3,GX,1,100,0.122
2.066000,1423657.000,27460,3,GX,1,100,-0.031
2.105667,1423696.667,27477,3,GX,1,100,-0.122
2.145333,1423736.333,27477,3,GX,1,100,-0.671
2.185000,1423776.000,27477,3,GX,1,100,-1.373
2.224000,1423815.000,27493,2,GX,1,100,-0.488
2.263000,1423854.000,27493,2,GX,1,100,0.336
2.302000,1423893.000,27509,3,GX,1,100,0.336
2.341000,1423932.000,27509,3,GX,1,100,0.061
2.380000,1423971.000,27509,3,GX,1,100,-0.244
2.419000,1424010.000,27527,3,GX,1,100,-0.305
2.458000,1424049.000,27527,3,GX,1,100,-0.122
2.497000,1424088.000,27527,3,GX,1,100,0.000
2.536000,1424127.000,27545,2,GX,1,100,0.244
2.575000,1424166.000,27545,2,GX,1,100,-0.031
2.613667,1424204.667,27562,3,GX,1,100,-0.397
2.652333,1424243.333,27562,3,GX,1,100,0.366
2.691000,1424282.000,27562,3,GX,1,100,0.488
2.731000,1424322.000,27578,2,GX,1,100,-0.885
2.771000,1424362.000,27578,2,GX,1,100,-0.885
2.810000,1424401.000,27595,3,GX,1,100,-0.305
2.849000,1424440.000,27595,3,GX,1,100,-0.092
2.888000,1424479.000,27595,3,GX,1,100,0.580
2.927000,1424518.000,27611,3,GX,1,100,0.549
2.966000,1424557.000,27611,3,GX,1,100,0.214
3.005000,1424596.000,27611,3,GX,1,100,-0.183
3.044000,1424635.000,27629,2,GX,1,100,-0.092
3.083000,1424674.000,27629,2,GX,1,100,0.122
3.122000,1424713.000,27644,3,GX,1,100,0.458
3.161000,1424752.000,27644,3,GX,1,100,0.092
3.200000,1424791.000,27644,3,GX,1,100,0.336
3.239000,1424830.000,27661,2,GX,1,100,0.092
3.278000,1424869.000,27661,2,GX,1,100,0.183
3.316667,1424907.667,27677,3,GX,1,100,-0.061
3.355333,1424946.333,27677,3,GX,1,100,-0.824
3.394000,1424985.000,27677,3,GX,1,100,-0.671
3.432667,1425023.667,27697,3,GX,1,100,-0.275
3.471333,1425062.333,27697,3,GX,1,100,0.275
3.510000,1425101.000,27697,3,GX,1,100,0.244
3.549000,1425140.000,27713,2,GX,1,100,0.122
3.588000,1425179.000,27713,2,GX,1,100,-0.397
3.627000,1425218.000,27729,3,GX,1,100,-0.244
3.666000,1425257.000,27729,3,GX,1,100,0.061
3.705000,1425296.000,27729,3,GX,1,100,-0.031
3.739667,1425330.667,27746,3,GX,1,100,0.305
3.774333,1425365.333,27746,3,GX,1,100,0.000
3.809000,1425400.000,27746,3,GX,1,100,-0.275
3.848000,1425439.000,27763,2,GX,1,100,0.519
3.887000,1425478.000,27763,2,GX,1,100,-0.061
3.926000,1425517.000,27779,3,GX,1,100,-0.824
3.965000,1425556.000,27779,3,GX,1,100,-0.641
4.004000,1425595.000,27779,3,GX,1,100,-0.092
4.042333,1425633.333,27796,3,GX,1,100,-0.092
4.080667,1425671.667,27796,3,GX,1,100,0.366
4.119000,1425710.000,27796,3,GX,1,100,0.183
4.158000,1425749.000,27812,2,GX,1,100,-0.061
4.197000,1425788.000,27812,2,GX,1,100,-0.336
4.236333,1425827.333,27829,3,GX,1,100,-0.244
4.275667,1425866.667,27829,3,GX,1,100,-0.031
4.315000,1425906.000,27829,3,GX,1,100,0.061
4.355000,1425946.000,27846,2,GX,1,100,-0.092
4.395000,1425986.000,27846,2,GX,1,100,0.000
4.434000,1426025.000,27865,3,GX,1,100,0.458
4.473000,1426064.000,27865,3,GX,1,100,0.458
4.512000,1426103.000,27865,3,GX,1,100,-0.336
4.551000,1426142.000,27880,2,GX,1,100,-0.641
4.590000,1426181.000,27880,2,GX,1,100,-0.244
4.629000,1426220.000,27898,3,GX,1,100,-0.092
4.668000,1426259.000,27898,3,GX,1,100,-0.183
4.707000,1426298.000,27898,3,GX,1,100,-0.061
4.746000,1426337.000,27914,3,GX,1,100,-0.519
4.785000,1426376.000,27914,3,GX,1,100,-0.427
4.824000,1426415.000,27914,3,GX,1,100,-0.671
4.863000,1426454.000,27931,2,GX,1,100,-0.336
4.902000,1426493.000,27931,2,GX,1,100,0.153
4.941667,1426532.667,27946,3,GX,1,100,0.336
4.981333,1426572.333,27946,3,GX,1,100,-0.153
5.021000,1426612.000,27946,3,GX,1,100,-0.214
5.060000,1426651.000,27964,2,GX,1,100,0.580
5.099000,1426690.000,27964,2,GX,1,100,0.366
5.138000,1426729.000,27980,3,GX,1,100,-0.458
5.177000,1426768.000,27980,3,GX,1,100,-0.366
5.216000,1426807.000,27980,3,GX,1,100,0.000
5.255000,1426846.000,27997,2,GX,1,100,-0.122
5.294000,1426885.000,27997,2,GX,1,100,0.336
5.333000,1426924.000,28014,3,GX,1,100,0.763
5.372000,1426963.000,28014,3,GX,1,100,0.031
5.411000,1427002.000,28014,3,GX,1,100,-0.061
5.445000,1427036.000,28032,3,GX,1,100,-0.122
5.479000,1427070.000,28032,3,GX,1,100,0.183
5.513000,1427104.000,28032,3,GX,1,100,0.519
5.552000,1427143.000,28048,3,GX,1,100,0.183
5.591000,1427182.000,28048,3,GX,1,100,0.336
5.630000,1427221.000,28048,3,GX,1,100,0.671
5.669000,1427260.000,28066,2,GX,1,100,0.031
5.708000,1427299.000,28066,2,GX,1,100,-0.610
5.747000,1427338.000,28082,3,GX,1,100,-0.702
5.786000,1427377.000,28082,3,GX,1,100,-0.519
5.825000,1427416.000,28082,3,GX,1,100,-0.488
5.864500,1427455.500,28100,4,GX,1,100,0.092
5.904000,1427495.000,28100,4,GX,1,100,0.732
5.943500,1427534.500,28100,4,GX,1,100,-0.275
5.983000,1427574.000,28100,4,GX,1,100,-1.251
6.022500,1427613.500,28117,2,GX,1,100,-1.038
6.062000,1427653.000,28117,2,GX,1,100,-0.610
6.101000,1427692.000,28133,3,GX,1,100,-0.092
6.140000,1427731.000,28133,3,GX,1,100,-0.671
6.179000,1427770.000,28133,3,GX,1,100,-0.854
6.217667,1427808.667,28149,3,GX,1,100,-0.366
6.256333,1427847.333,28149,3,GX,1,100,0.122
6.295000,1427886.000,28149,3,GX,1,100,-0.397
6.334000,1427925.000,28167,2,GX,1,100,-0.946
6.373000,1427964.000,28167,2,GX,1,100,-0.153
6.412000,1428003.000,28185,3,GX,1,100,-0.031
6.451000,1428042.000,28185,3,GX,1,100,0.092
6.490000,1428081.000,28185,3,GX,1,100,0.488
6.530000,1428121.000,28201,2,GX,1,100,0.000
6.570000,1428161.000,28201,2,GX,1,100,-0.580
6.609333,1428200.333,28218,3,GX,1,100,-0.244
6.648667,1428239.667,28218,3,GX,1,100,-0.122
