LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,MY
0.106000,1421697.000,27144,14,MY,1,100, 0
0.106000,1421697.000,27144,14,MY,1,100,-1
0.106000,1421697.000,27144,14,MY,1,100, 0
0.106000,1421697.000,27144,14,MY,1,100,-1
0.106000,1421697.000,27144,14,MY,1,100, 0
0.106000,1421697.000,27144,14,MY,1,100,-1
0.106000,1421697.000,27144,14,MY,1,100,-1
0.106000,1421697.000,27144,14,MY,1,100,-1
0.106000,1421697.000,27144,14,MY,1,100,-2
0.106000,1421697.000,27144,14,MY,1,100,-1
0.106000,1421697.000,27144,14,MY,1,100,-1
0.106000,1421697.000,27144,14,MY,1,100,-1
0.106000,1421697.000,27144,14,MY,1,100,-2
0.106000,1421697.000,27144,14,MY,1,100,-1
0.145000,1421736.000,27161,3,MY,1,100, 0
0.184000,1421775.000,27161,3,MY,1,100,-2
0.223000,1421814.000,27161,3,MY,1,100, 0
0.255500,1421846.500,27177,2,MY,1,100, 0
0.288000,1421879.000,27177,2,MY,1,100,-1
0.327000,1421918.000,27194,3,MY,1,100,-1
0.366000,1421957.000,27194,3,MY,1,100,-1
0.405000,1421996.000,27194,3,MY,1,100,-1
0.444000,1422035.000,27211,3,MY,1,100,-1
0.483000,1422074.000,27211,3,MY,1,100,-1
0.522000,1422113.000,27211,3,MY,1,100,-1
0.560000,1422151.000,27230,2,MY,1,100,-1
0.598000,1422189.000,27230,2,MY,1,100,-1
0.637000,1422228.000,27245,3,MY,1,100,-1
0.676000,1422267.000,27245,3,MY,1,100,-1
0.715000,1422306.000,27245,3,MY,1,100,-1
0.754000,1422345.000,27264,4,MY,1,100,-1
0.793000,1422384.000,27264,4,MY,1,100,-2
0.832000,1422423.000,27264,4,MY,1,100,-1
0.871000,1422462.000,27264,4,MY,1,100,-1
0.910000,1422501.000,27279,2,MY,1,100, 0
0.949000,1422540.000,27279,2,MY,1,100,-2
0.988000,1422579.000,27296,3,MY,1,100, 0
1.027000,1422618.000,27296,3,MY,1,100,-1
1.066000,1422657.000,27296,3,MY,1,100,-1
1.104667,1422695.667,27313,3,MY,1,100,-1
1.143333,1422734.333,27313,3,MY,1,100,-1
1.182000,1422773.000,27313,3,MY,1,100,-1
1.220500,1422811.500,27330,2,MY,1,100,-1
1.259000,1422850.000,27330,2,MY,1,100,-1
1.298000,1422889.000,27345,3,MY,1,100,-1
1.337000,1422928.000,27345,3,MY,1,100, 0
1.376000,1422967.000,27345,3,MY,1,100,-2
1.415000,1423006.000,27363,2,MY,1,100,-1
1.454000,1423045.000,27363,2,MY,1,100,-1
1.493000,1423084.000,27381,3,MY,1,100,-1
1.532000,1423123.000,27381,3,MY,1,100,-1
1.571000,1423162.000,27381,3,MY,1,100,-1
1.610667,1423201.667,27398,3,MY,1,100, 0
1.650333,1423241.333,27398,3,MY,1,100,-1
1.690000,1423281.000,27398,3,MY,1,100, 0
1.729500,1423320.500,27415,2,MY,1,100, 0
1.769000,1423360.000,27415,2,MY,1,100, 0
1.808000,1423399.000,27431,3,MY,1,100, 0
1.847000,1423438.000,27431,3,MY,1,100, 0
1.886000,1423477.000,27431,3,MY,1,100,-1
1.925000,1423516.000,27447,2,MY,1,100,-1
1.964000,1423555.000,27447,2,MY,1,100, 0
1.998000,1423589.000,27464,3,MY,1,100,-1
2.032000,1423623.000,27464,3,MY,1,100,-1
2.066000,1423657.000,27464,3,MY,1,100,-1
2.105667,1423696.667,27481,3,MY,1,100,-1
2.145333,1423736.333,27481,3,MY,1,100, 0
2.185000,1423776.000,27481,3,MY,1,100,-1
2.224000,1423815.000,27497,2,MY,1,100, 0
2.263000,1423854.000,27497,2,MY,1,100, 0
2.302000,1423893.000,27513,3,MY,1,100,-1
2.341000,1423932.000,27513,3,MY,1,100, 0
2.380000,1423971.000,27513,3,MY,1,100, 0
2.419000,1424010.000,27531,3,MY,1,100, 0
2.458000,1424049.000,27531,3,MY,1,100, 0
2.497000,1424088.000,27531,3,MY,1,100,-1
2.536000,1424127.000,27549,2,MY,1,100, 0
2.575000,1424166.000,27549,2,MY,1,100, 0
2.613667,1424204.667,27566,3,MY,1,100,-1
2.652333,1424243.333,27566,3,MY,1,100, 0
2.691000,1424282.000,27566,3,MY,1,100,-1
2.731000,1424322.000,27582,2,MY,1,100, 0
2.771000,1424362.000,27582,2,MY,1,100, 0
2.810000,1424401.000,27599,3,MY,1,100,-1
2.849000,1424440.000,27599,3,MY,1,100, 0
2.888000,1424479.000,27599,3,MY,1,100,-1
2.927000,1424518.000,27615,3,MY,1,100,-1
2.966000,1424557.000,27615,3,MY,1,100, 0
3.005000,1424596.000,27615,3,MY,1,100, 0
3.044000,1424635.000,27633,2,MY,1,100,-1
3.083000,1424674.000,27633,2,MY,1,100, 0
3.122000,1424713.000,27648,3,MY,1,100,-1
3.161000,1424752.000,27648,3,MY,1,100,-1
3.200000,1424791.000,27648,3,MY,1,100,-1
3.239000,1424830.000,27665,2,MY,1,100, 0
3.278000,1424869.000,27665,2,MY,1,100,-1
3.316667,1424907.667,27681,3,MY,1,100,-1
3.355333,1424946.333,27681,3,MY,1,100, 0
3.394000,1424985.000,27681,3,MY,1,100,-1
3.432667,1425023.667,27701,3,MY,1,100,-1
3.471333,1425062.333,27701,3,MY,1,100, 0
3.510000,1425101.000,27701,3,MY,1,100, 0
3.549000,1425140.000,27717,2,MY,1,100,-1
3.588000,1425179.000,27717,2,MY,1,100, 0
3.627000,1425218.000,27733,3,MY,1,100, 0
3.666000,1425257.000,27733,3,MY,1,100, 0
3.705000,1425296.000,27733,3,MY,1,100,-1
3.739667,1425330.667,27750,3,MY,1,100, 0
3.774333,1425365.333,27750,3,MY,1,100, 0
3.809000,1425400.000,27750,3,MY,1,100,-1
3.848000,1425439.000,27767,2,MY,1,100,-1
3.887000,1425478.000,27767,2,MY,1,100,-1
3.926000,1425517.000,27783,3,MY,1,100, 0
3.965000,1425556.000,27783,3,MY,1,100,-1
4.004000,1425595.000,27783,3,MY,1,100,-1
4.042333,1425633.333,27800,3,MY,1,100, 0
4.080667,1425671.667,27800,3,MY,1,100, 0
4.119000,1425710.000,27800,3,MY,1,100,-1
4.158000,1425749.000,27816,2,MY,1,100, 0
4.197000,1425788.000,27816,2,MY,1,100, 0
4.236333,1425827.333,27833,3,MY,1,100,-1
4.275667,1425866.667,27833,3,MY,1,100,-1
4.315000,1425906.000,27833,3,MY,1,100, 0
4.355000,1425946.000,27850,2,MY,1,100, 0
4.395000,1425986.000,27850,2,MY,1,100,-1
4.434000,1426025.000,27869,3,MY,1,100, 0
4.473000,1426064.000,27869,3,MY,1,100, 0
4.512000,1426103.000,27869,3,MY,1,100,-1
4.551000,1426142.000,27884,2,MY,1,100,-1
4.590000,1426181.000,27884,2,MY,1,100,-1
4.629000,1426220.000,27902,3,MY,1,100,-1
4.668000,1426259.000,27902,3,MY,1,100, 0
4.707000,1426298.000,27902,3,MY,1,100,-1
4.746000,1426337.000,27918,3,MY,1,100,-1
4.785000,1426376.000,27918,3,MY,1,100, 0
4.824000,1426415.000,27918,3,MY,1,100, 0
4.863000,1426454.000,27935,2,MY,1,100, 0
4.902000,1426493.000,27935,2,MY,1,100,-1
4.941667,1426532.667,27950,3,MY,1,100, 0
4.981333,1426572.333,27950,3,MY,1,100, 0
5.021000,1426612.000,27950,3,MY,1,100,-1
5.060000,1426651.000,27968,2,MY,1,100,-1
5.099000,1426690.000,27968,2,MY,1,100, 0
5.138000,1426729.000,27984,3,MY,1,100, 0
5.177000,1426768.000,27984,3,MY,1,100, 0
5.216000,1426807.000,27984,3,MY,1,100,-1
5.255000,1426846.000,28001,2,MY,1,100, 0
5.294000,1426885.000,28001,2,MY,1,100, 0
5.333000,1426924.000,28018,3,MY,1,100, 0
5.372000,1426963.000,28018,3,MY,1,100,-1
5.411000,1427002.000,28018,3,MY,1,100, 0
5.445000,1427036.000,28036,3,MY,1,100,-1
5.479000,1427070.000,28036,3,MY,1,100,-1
5.513000,1427104.000,28036,3,MY,1,100, 0
5.552000,1427143.000,28052,3,MY,1,100, 0
5.591000,1427182.000,28052,3,MY,1,100,-1
5.630000,1427221.000,28052,3,MY,1,100,-1
5.669000,1427260.000,28070,2,MY,1,100,-1
5.708000,1427299.000,28070,2,MY,1,100, 0
5.747000,1427338.000,28086,3,MY,1,100,-1
5.786000,1427377.000,28086,3,MY,1,100, 0
5.825000,1427416.000,28086,3,MY,1,100, 0
5.864500,1427455.500,28104,4,MY,1,100, 0
5.904000,1427495.000,28104,4,MY,1,100,-1
5.943500,1427534.500,28104,4,MY,1,100,-1
5.983000,1427574.000,28104,4,MY,1,100, 0
6.022500,1427613.500,28121,2,MY,1,100, 0
6.062000,1427653.000,28121,2,MY,1,100, 0
6.101000,1427692.000,28137,3,MY,1,100,-1
6.140000,1427731.000,28137,3,MY,1,100, 0
6.179000,1427770.000,28137,3,MY,1,100, 0
6.217667,1427808.667,28153,3,MY,1,100, 0
6.256333,1427847.333,28153,3,MY,1,100,-1
6.295000,1427886.000,28153,3,MY,1,100, 0
6.334000,1427925.000,28171,2,MY,1,100, 0
6.373000,1427964.000,28171,2,MY,1,100,-1
6.412000,1428003.000,28189,3,MY,1,100,-1
6.451000,1428042.000,28189,3,MY,1,100, 0
6.490000,1428081.000,28189,3,MY,1,100,-1
