LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AY
0.106000,1421697.000,27138,14,AY,1,100,0.835
0.106000,1421697.000,27138,14,AY,1,100,0.809
0.106000,1421697.000,27138,14,AY,1,100,0.827
0.106000,1421697.000,27138,14,AY,1,100,0.835
0.106000,1421697.000,27138,14,AY,1,100,0.854
0.106000,1421697.000,27138,14,AY,1,100,0.851
0.106000,1421697.000,27138,14,AY,1,100,0.835
0.106000,1421697.000,27138,14,AY,1,100,0.833
0.106000,1421697.000,27138,14,AY,1,100,0.832
0.106000,1421697.000,27138,14,AY,1,100,0.827
0.106000,1421697.000,27138,14,AY,1,100,0.829
0.106000,1421697.000,27138,14,AY,1,100,0.838
0.106000,1421697.000,27138,14,AY,1,100,0.839
0.106000,1421697.000,27138,14,AY,1,100,0.834
0.145000,1421736.000,27155,3,AY,1,100,0.832
0.184000,1421775.000,27155,3,AY,1,100,0.833
0.223000,1421814.000,27155,3,AY,1,100,0.832
0.255500,1421846.500,27171,2,AY,1,100,0.836
0.288000,1421879.000,27171,2,AY,1,100,0.824
0.327000,1421918.000,27188,3,AY,1,100,0.820
0.366000,1421957.000,27188,3,AY,1,100,0.831
0.405000,1421996.000,27188,3,AY,1,100,0.832
0.444000,1422035.000,27205,3,AY,1,100,0.835
0.483000,1422074.000,27205,3,AY,1,100,0.831
0.522000,1422113.000,27205,3,AY,1,100,0.832
0.560000,1422151.000,27224,2,AY,1,100,0.844
0.598000,1422189.000,27224,2,AY,1,100,0.848
0.637000,1422228.000,27239,3,AY,1,100,0.843
0.676000,1422267.000,27239,3,AY,1,100,0.840
0.715000,1422306.000,27239,3,AY,1,100,0.839
0.754000,1422345.000,27258,4,AY,1,100,0.842
0.793000,1422384.000,27258,4,AY,1,100,0.838
0.832000,1422423.000,27258,4,AY,1,100,0.837
0.871000,1422462.000,27258,4,AY,1,100,0.833
0.910000,1422501.000,27273,2,AY,1,100,0.846
0.949000,1422540.000,27273,2,AY,1,100,0.842
0.988000,1422579.000,27290,3,AY,1,100,0.842
1.027000,1422618.000,27290,3,AY,1,100,0.835
1.066000,1422657.000,27290,3,AY,1,100,0.833
1.104667,1422695.667,27307,3,AY,1,100,0.835
1.143333,1422734.333,27307,3,AY,1,100,0.839
1.182000,1422773.000,27307,3,AY,1,100,0.841
1.220500,1422811.500,27324,2,AY,1,100,0.841
1.259000,1422850.000,27324,2,AY,1,100,0.841
1.298000,1422889.000,27339,3,AY,1,100,0.838
1.337000,1422928.000,27339,3,AY,1,100,0.842
1.376000,1422967.000,27339,3,AY,1,100,0.838
1.415000,1423006.000,27357,2,AY,1,100,0.842
1.454000,1423045.000,27357,2,AY,1,100,0.841
1.493000,1423084.000,27375,3,AY,1,100,0.847
1.532000,1423123.000,27375,3,AY,1,100,0.843
1.571000,1423162.000,27375,3,AY,1,100,0.842
1.610667,1423201.667,27392,3,AY,1,100,0.849
1.650333,1423241.333,27392,3,AY,1,100,0.839
1.690000,1423281.000,27392,3,AY,1,100,0.835
1.729500,1423320.500,27409,2,AY,1,100,0.831
1.769000,1423360.000,27409,2,AY,1,100,0.835
1.808000,1423399.000,27425,3,AY,1,100,0.845
1.847000,1423438.000,27425,3,AY,1,100,0.850
1.886000,1423477.000,27425,3,AY,1,100,0.846
1.925000,1423516.000,27441,2,AY,1,100,0.844
1.964000,1423555.000,27441,2,AY,1,100,0.852
1.998000,1423589.000,27458,3,AY,1,100,0.839
2.032000,1423623.000,27458,3,AY,1,100,0.842
