LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PG
0.092000,1421683.000,27133,6,PG,1,100,12618
0.092000,1421683.000,27133,6,PG,1,100,12613
0.092000,1421683.000,27133,6,PG,1,100,12614
0.092000,1421683.000,27133,6,PG,1,100,12619
0.092000,1421683.000,27133,6,PG,1,100,12626
0.092000,1421683.000,27133,6,PG,1,100,12619
0.131333,1421722.333,27151,3,PG,1,100,12619
0.170667,1421761.667,27151,3,PG,1,100,12619
0.210000,1421801.000,27151,3,PG,1,100,12619
0.249000,1421840.000,27166,2,PG,1,100,12622
0.288000,1421879.000,27166,2,PG,1,100,12620
0.327000,1421918.000,27183,3,PG,1,100,12628
0.366000,1421957.000,27183,3,PG,1,100,12625
0.405000,1421996.000,27183,3,PG,1,100,12628
0.444000,1422035.000,27200,3,PG,1,100,12621
0.483000,1422074.000,27200,3,PG,1,100,12621
0.522000,1422113.000,27200,3,PG,1,100,12630
0.560000,1422151.000,27219,2,PG,1,100,12622
0.598000,1422189.000,27219,2,PG,1,100,12627
0.637000,1422228.000,27235,3,PG,1,100,12627
0.676000,1422267.000,27235,3,PG,1,100,12622
0.715000,1422306.000,27235,3,PG,1,100,12627
0.754000,1422345.000,27253,4,PG,1,100,12633
0.793000,1422384.000,27253,4,PG,1,100,12641
0.832000,1422423.000,27253,4,PG,1,100,12635
0.871000,1422462.000,27253,4,PG,1,100,12637
0.910000,1422501.000,27269,2,PG,1,100,12637
0.949000,1422540.000,27269,2,PG,1,100,12640
0.988000,1422579.000,27285,3,PG,1,100,12639
1.027000,1422618.000,27285,3,PG,1,100,12632
1.066000,1422657.000,27285,3,PG,1,100,12641
1.104667,1422695.667,27302,3,PG,1,100,12636
1.143333,1422734.333,27302,3,PG,1,100,12631
1.182000,1422773.000,27302,3,PG,1,100,12636
1.220500,1422811.500,27319,2,PG,1,100,12633
1.259000,1422850.000,27319,2,PG,1,100,12634
1.298000,1422889.000,27335,3,PG,1,100,12630
1.337000,1422928.000,27335,3,PG,1,100,12637
1.376000,1422967.000,27335,3,PG,1,100,12642
1.421000,1423012.000,27352,2,PG,1,100,12639
1.466000,1423057.000,27352,2,PG,1,100,12646
1.505000,1423096.000,27370,3,PG,1,100,12643
1.544000,1423135.000,27370,3,PG,1,100,12646
1.583000,1423174.000,27370,3,PG,1,100,12640
1.623000,1423214.000,27387,2,PG,1,100,12635
1.663000,1423254.000,27387,2,PG,1,100,12630
1.702667,1423293.667,27404,3,PG,1,100,12631
1.742333,1423333.333,27404,3,PG,1,100,12637
1.782000,1423373.000,27404,3,PG,1,100,12634
1.821000,1423412.000,27421,2,PG,1,100,12644
1.860000,1423451.000,27421,2,PG,1,100,12650
1.898667,1423489.667,27436,3,PG,1,100,12635
1.937333,1423528.333,27436,3,PG,1,100,12647
1.976000,1423567.000,27436,3,PG,1,100,12648
2.014667,1423605.667,27453,3,PG,1,100,12645
2.053333,1423644.333,27453,3,PG,1,100,12648
2.092000,1423683.000,27453,3,PG,1,100,12643
2.132000,1423723.000,27470,2,PG,1,100,12645
2.172000,1423763.000,27470,2,PG,1,100,12639
2.211000,1423802.000,27487,3,PG,1,100,12659
2.250000,1423841.000,27487,3,PG,1,100,12644
2.289000,1423880.000,27487,3,PG,1,100,12643
2.328000,1423919.000,27502,2,PG,1,100,12656
2.367000,1423958.000,27502,2,PG,1,100,12649
2.406000,1423997.000,27520,3,PG,1,100,12652
2.445000,1424036.000,27520,3,PG,1,100,12648
2.484000,1424075.000,27520,3,PG,1,100,12653
2.522667,1424113.667,27538,3,PG,1,100,12658
2.561333,1424152.333,27538,3,PG,1,100,12654
2.600000,1424191.000,27538,3,PG,1,100,12657
2.638500,1424229.500,27555,2,PG,1,100,12658
2.677000,1424268.000,27555,2,PG,1,100,12657
2.717000,1424308.000,27572,3,PG,1,100,12650
2.757000,1424348.000,27572,3,PG,1,100,12655
2.797000,1424388.000,27572,3,PG,1,100,12652
2.842500,1424433.500,27588,2,PG,1,100,12649
2.888000,1424479.000,27588,2,PG,1,100,12654
2.927000,1424518.000,27604,3,PG,1,100,12645
2.966000,1424557.000,27604,3,PG,1,100,12655
3.005000,1424596.000,27604,3,PG,1,100,12653
3.044000,1424635.000,27622,2,PG,1,100,12652
3.083000,1424674.000,27622,2,PG,1,100,12655
3.122000,1424713.000,27638,3,PG,1,100,12658
3.161000,1424752.000,27638,3,PG,1,100,12661
3.200000,1424791.000,27638,3,PG,1,100,12662
3.239000,1424830.000,27654,2,PG,1,100,12660
3.278000,1424869.000,27654,2,PG,1,100,12662
3.316667,1424907.667,27670,3,PG,1,100,12660
3.355333,1424946.333,27670,3,PG,1,100,12666
3.394000,1424985.000,27670,3,PG,1,100,12666
3.432667,1425023.667,27690,3,PG,1,100,12658
