LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,BI
1700426646.479353,34677,2205,1,BI,1,100,2680
1700426648.367811,36479,2510,1,BI,1,100,1840
1700426652.463312,40387,3156,1,BI,1,100,3960
1700426653.522819,41398,3326,1,BI,1,100,1040
1700426655.635545,43414,3637,1,BI,1,100,2040
1700426659.835844,47422,4300,1,BI,1,100,4080
1700426662.483039,49948,4722,1,BI,1,100,2560
1700426664.053960,51447,4976,1,BI,1,100,1520
1700426667.761709,54985,5568,1,BI,1,100,3600
1700426670.569245,57664,6008,1,BI,1,100,2720
1700426673.159849,60136,6413,1,BI,1,100,2520
1700426674.153333,61084,6583,1,BI,1,100,960
1700426675.885642,62737,6839,1,BI,1,100,1680
1700426679.893113,66561,7480,1,BI,1,100,3880
1700426681.120297,67732,7683,1,BI,1,100,1200
1700426684.168868,70641,8171,1,BI,1,100,2960
1700426685.330028,71749,8359,1,BI,1,100,1120
1700426686.572931,72935,8544,1,BI,1,100,1200
1700426687.689029,74000,8734,1,BI,1,100,1080
1700426689.994583,76200,9088,1,BI,1,100,2240
1700426690.704064,76877,9209,1,BI,1,100,680
1700426691.930200,78047,9395,1,BI,1,100,1200
1700426694.159251,80174,9750,1,BI,1,100,2160
1700426695.154831,81124,9902,1,BI,1,100,960
1700426696.880852,82771,10191,1,BI,1,100,1680
1700426700.012213,85759,10666,1,BI,1,100,3040
1700426716.973752,101944,13166,1,BI,1,100,16440
1700426718.946049,103826,13474,1,BI,1,100,1920
1700426719.616755,104466,13561,1,BI,1,100,640
1700426721.137373,105917,13814,1,BI,1,100,1480
1700426726.776548,111298,14709,1,BI,1,100,5480
1700426730.330244,114689,15267,1,BI,1,100,3440
1700426732.179927,116454,15554,1,BI,1,100,1800
1700426734.705556,118864,15961,1,BI,1,100,2440
1700426744.599526,128305,17511,1,BI,1,100,9600
1700426747.772806,131333,18005,1,BI,1,100,3080
1700426749.337438,132826,18259,1,BI,1,100,1520
1700426756.883935,140027,19444,1,BI,1,100,7320
1700426758.159325,141244,19649,1,BI,1,100,1240
1700426760.595876,143569,20037,1,BI,1,100,2360
