LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EL
1700426645.716424,33949.000,2092,2,EL,1,100,26526.400391
1700426645.716424,33949.000,2092,2,EL,1,100,26526.800781
1700426645.785067,34014.500,2111,2,EL,1,100,26526.599609
1700426645.853709,34080.000,2111,2,EL,1,100,26526.199219
1700426645.920780,34144.000,2127,1,EL,1,100,26526.400391
1700426645.988374,34208.500,2145,2,EL,1,100,26526.400391
1700426646.055969,34273.000,2145,2,EL,1,100,26526.000000
1700426646.125136,34339.000,2161,1,EL,1,100,26526.199219
1700426646.193254,34404.000,2177,2,EL,1,100,26526.000000
1700426646.261373,34469.000,2177,2,EL,1,100,26526.199219
1700426646.329492,34534.000,2193,1,EL,1,100,26526.400391
1700426646.397610,34599.000,2213,2,EL,1,100,26526.000000
1700426646.465729,34664.000,2213,2,EL,1,100,26526.000000
1700426646.532800,34728.000,2229,1,EL,1,100,26526.000000
1700426646.600918,34793.000,2246,2,EL,1,100,26526.000000
1700426646.669037,34858.000,2246,2,EL,1,100,26526.000000
1700426646.737679,34923.500,2262,2,EL,1,100,26526.000000
1700426646.806322,34989.000,2262,2,EL,1,100,26526.000000
1700426646.872345,35052.000,2281,1,EL,1,100,26526.000000
1700426646.940464,35117.000,2297,2,EL,1,100,26526.000000
1700426647.008582,35182.000,2297,2,EL,1,100,26526.000000
1700426647.076701,35247.000,2315,1,EL,1,100,26526.000000
1700426647.144819,35312.000,2330,2,EL,1,100,26526.199219
1700426647.212938,35377.000,2330,2,EL,1,100,26526.000000
1700426647.280009,35441.000,2347,1,EL,1,100,26526.000000
1700426647.348651,35506.500,2364,2,EL,1,100,26526.000000
1700426647.417294,35572.000,2364,2,EL,1,100,26526.000000
1700426647.484365,35636.000,2381,2,EL,1,100,26526.199219
1700426647.551435,35700.000,2381,2,EL,1,100,26526.199219
1700426647.619554,35765.000,2397,1,EL,1,100,26526.000000
1700426647.687148,35829.500,2414,2,EL,1,100,26526.400391
1700426647.754743,35894.000,2414,2,EL,1,100,26526.000000
1700426647.823910,35960.000,2432,1,EL,1,100,26526.199219
1700426647.892552,36025.500,2449,2,EL,1,100,26527.000000
1700426647.961195,36091.000,2449,2,EL,1,100,26526.199219
1700426648.029314,36156.000,2465,1,EL,1,100,26526.800781
1700426648.097432,36221.000,2482,2,EL,1,100,26527.000000
1700426648.165551,36286.000,2482,2,EL,1,100,26526.599609
1700426648.232621,36350.000,2498,1,EL,1,100,26527.000000
1700426648.300216,36414.500,2517,2,EL,1,100,26526.800781
1700426648.367811,36479.000,2517,2,EL,1,100,26527.000000
1700426648.437501,36545.500,2534,2,EL,1,100,26526.800781
1700426648.507192,36612.000,2534,2,EL,1,100,26527.000000
1700426648.575311,36677.000,2551,1,EL,1,100,26526.800781
1700426648.643429,36742.000,2566,2,EL,1,100,26526.800781
1700426648.711548,36807.000,2566,2,EL,1,100,26527.000000
1700426648.779666,36872.000,2584,1,EL,1,100,26526.599609
1700426648.847785,36937.000,2602,2,EL,1,100,26526.800781
1700426648.915904,37002.000,2602,2,EL,1,100,26527.000000
1700426648.984022,37067.000,2624,2,EL,1,100,26526.800781
1700426649.052141,37132.000,2624,2,EL,1,100,26527.000000
1700426649.121832,37198.500,2641,2,EL,1,100,26527.000000
1700426649.191522,37265.000,2641,2,EL,1,100,26526.800781
1700426649.259641,37330.000,2658,1,EL,1,100,26526.800781
1700426649.327760,37395.000,2674,2,EL,1,100,26527.000000
1700426649.395878,37460.000,2674,2,EL,1,100,26527.000000
1700426649.464521,37525.500,2691,2,EL,1,100,26527.000000
1700426649.533163,37591.000,2691,2,EL,1,100,26527.000000
1700426649.602330,37657.000,2707,1,EL,1,100,26527.000000
1700426649.670449,37722.000,2724,2,EL,1,100,26527.000000
1700426649.738567,37787.000,2724,2,EL,1,100,26526.800781
1700426649.806686,37852.000,2741,1,EL,1,100,26527.000000
1700426649.873233,37915.500,2759,2,EL,1,100,26527.000000
1700426649.939779,37979.000,2759,2,EL,1,100,26527.000000
1700426650.008946,38045.000,2775,1,EL,1,100,26527.000000
1700426650.077588,38110.500,2793,2,EL,1,100,26527.000000
1700426650.146231,38176.000,2793,2,EL,1,100,26527.000000
1700426650.216446,38243.000,2809,1,EL,1,100,26527.000000
1700426650.284564,38308.000,2826,2,EL,1,100,26527.199219
1700426650.352683,38373.000,2826,2,EL,1,100,26527.199219
1700426650.420278,38437.500,2842,2,EL,1,100,26527.000000
1700426650.487872,38502.000,2842,2,EL,1,100,26527.199219
1700426650.553895,38565.000,2859,1,EL,1,100,26527.199219
1700426650.622014,38630.000,2875,2,EL,1,100,26527.599609
1700426650.690132,38695.000,2875,2,EL,1,100,26527.800781
1700426650.760347,38762.000,2893,2,EL,1,100,26527.400391
1700426650.830561,38829.000,2893,2,EL,1,100,26527.400391
1700426650.899728,38895.000,2911,1,EL,1,100,26527.000000
1700426650.967847,38960.000,2927,2,EL,1,100,26527.199219
1700426651.035965,39025.000,2927,2,EL,1,100,26527.400391
1700426651.104084,39090.000,2943,1,EL,1,100,26528.000000
1700426651.171679,39154.500,2961,2,EL,1,100,26527.400391
1700426651.239273,39219.000,2961,2,EL,1,100,26527.599609
1700426651.306868,39283.500,2977,2,EL,1,100,26527.400391
1700426651.374462,39348.000,2977,2,EL,1,100,26527.599609
1700426651.442581,39413.000,2994,1,EL,1,100,26527.599609
1700426651.510700,39478.000,3010,2,EL,1,100,26527.400391
1700426651.578818,39543.000,3010,2,EL,1,100,26527.199219
1700426651.645889,39607.000,3027,1,EL,1,100,26527.400391
1700426651.714008,39672.000,3043,2,EL,1,100,26527.800781
1700426651.782126,39737.000,3043,2,EL,1,100,26527.000000
1700426651.850245,39802.000,3061,1,EL,1,100,26527.400391
1700426651.917840,39866.500,3078,2,EL,1,100,26527.000000
1700426651.985434,39931.000,3078,2,EL,1,100,26527.000000
1700426652.053553,39996.000,3095,1,EL,1,100,26527.199219
1700426652.121671,40061.000,3112,2,EL,1,100,26527.000000
1700426652.189790,40126.000,3112,2,EL,1,100,26527.199219
1700426652.257909,40191.000,3129,2,EL,1,100,26527.000000
1700426652.326027,40256.000,3129,2,EL,1,100,26527.000000
1700426652.393098,40320.000,3145,1,EL,1,100,26527.000000
1700426652.463312,40387.000,3164,2,EL,1,100,26527.400391
1700426652.533527,40454.000,3164,2,EL,1,100,26527.000000
1700426652.602694,40520.000,3180,1,EL,1,100,26527.199219
1700426652.670812,40585.000,3197,2,EL,1,100,26527.400391
1700426652.738931,40650.000,3197,2,EL,1,100,26527.199219
1700426652.806002,40714.000,3213,1,EL,1,100,26527.199219
1700426652.873072,40778.000,3232,2,EL,1,100,26528.000000
1700426652.940143,40842.000,3232,2,EL,1,100,26527.000000
1700426653.007214,40906.000,3248,1,EL,1,100,26527.199219
1700426653.075332,40971.000,3265,2,EL,1,100,26527.199219
1700426653.143451,41036.000,3265,2,EL,1,100,26527.000000
