LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PI
1700426645.688129,33922.000,2088,2,PI,1,100,149880
1700426645.688129,33922.000,2088,2,PI,1,100,149852
1700426645.729524,33961.500,2107,4,PI,1,100,149846
1700426645.770919,34001.000,2107,4,PI,1,100,149843
1700426645.812314,34040.500,2107,4,PI,1,100,149847
1700426645.853709,34080.000,2107,4,PI,1,100,149836
1700426645.894580,34119.000,2123,2,PI,1,100,149854
1700426645.935452,34158.000,2123,2,PI,1,100,149864
1700426645.975624,34196.333,2141,3,PI,1,100,149868
1700426646.015797,34234.667,2141,3,PI,1,100,149883
1700426646.055969,34273.000,2141,3,PI,1,100,149891
1700426646.097364,34312.500,2157,2,PI,1,100,149908
1700426646.138760,34352.000,2157,2,PI,1,100,149925
1700426646.184172,34395.333,2173,3,PI,1,100,149935
1700426646.229584,34438.667,2173,3,PI,1,100,149961
1700426646.274997,34482.000,2173,3,PI,1,100,149967
1700426646.315868,34521.000,2189,2,PI,1,100,149970
1700426646.356739,34560.000,2189,2,PI,1,100,149985
1700426646.397610,34599.000,2209,3,PI,1,100,149987
1700426646.438482,34638.000,2209,3,PI,1,100,149988
1700426646.479353,34677.000,2209,3,PI,1,100,149992
1700426646.520224,34716.000,2225,2,PI,1,100,149974
1700426646.561095,34755.000,2225,2,PI,1,100,149976
1700426646.601966,34794.000,2242,3,PI,1,100,149977
1700426646.642838,34833.000,2242,3,PI,1,100,149983
1700426646.683709,34872.000,2242,3,PI,1,100,149981
1700426646.724580,34911.000,2258,3,PI,1,100,149987
1700426646.765451,34950.000,2258,3,PI,1,100,149981
1700426646.806322,34989.000,2258,3,PI,1,100,149970
1700426646.846145,35027.000,2277,2,PI,1,100,149986
1700426646.885968,35065.000,2277,2,PI,1,100,149979
1700426646.926840,35104.000,2293,3,PI,1,100,149990
1700426646.967711,35143.000,2293,3,PI,1,100,149988
1700426647.008582,35182.000,2293,3,PI,1,100,149991
1700426647.049453,35221.000,2311,3,PI,1,100,149990
1700426647.090324,35260.000,2311,3,PI,1,100,149991
1700426647.131196,35299.000,2311,3,PI,1,100,149993
1700426647.172067,35338.000,2326,2,PI,1,100,149985
1700426647.212938,35377.000,2326,2,PI,1,100,149986
1700426647.253809,35416.000,2343,3,PI,1,100,149981
1700426647.294680,35455.000,2343,3,PI,1,100,149951
1700426647.335552,35494.000,2343,3,PI,1,100,149866
1700426647.376423,35533.000,2360,2,PI,1,100,149796
1700426647.417294,35572.000,2360,2,PI,1,100,149766
1700426647.457466,35610.333,2377,3,PI,1,100,149719
1700426647.497639,35648.667,2377,3,PI,1,100,149689
1700426647.537812,35687.000,2377,3,PI,1,100,149670
1700426647.578683,35726.000,2393,3,PI,1,100,149666
1700426647.619554,35765.000,2393,3,PI,1,100,149645
1700426647.660425,35804.000,2393,3,PI,1,100,149618
1700426647.707584,35849.000,2410,2,PI,1,100,149528
1700426647.754743,35894.000,2410,2,PI,1,100,149452
1700426647.796138,35933.500,2428,2,PI,1,100,149429
1700426647.837533,35973.000,2428,2,PI,1,100,149373
1700426647.878754,36012.333,2445,3,PI,1,100,149383
1700426647.919974,36051.667,2445,3,PI,1,100,149394
1700426647.961195,36091.000,2445,3,PI,1,100,149429
1700426648.002066,36130.000,2461,3,PI,1,100,149482
