LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,MZ
1700426645.716424,33949.000,2102,15,MZ,1,100,-57
1700426645.716424,33949.000,2102,15,MZ,1,100,-57
1700426645.716424,33949.000,2102,15,MZ,1,100,-56
1700426645.716424,33949.000,2102,15,MZ,1,100,-54
1700426645.716424,33949.000,2102,15,MZ,1,100,-55
1700426645.716424,33949.000,2102,15,MZ,1,100,-54
1700426645.716424,33949.000,2102,15,MZ,1,100,-54
1700426645.716424,33949.000,2102,15,MZ,1,100,-52
1700426645.716424,33949.000,2102,15,MZ,1,100,-53
1700426645.716424,33949.000,2102,15,MZ,1,100,-51
1700426645.716424,33949.000,2102,15,MZ,1,100,-51
1700426645.716424,33949.000,2102,15,MZ,1,100,-51
1700426645.716424,33949.000,2102,15,MZ,1,100,-49
1700426645.716424,33949.000,2102,15,MZ,1,100,-51
1700426645.716424,33949.000,2102,15,MZ,1,100,-50
1700426645.757645,33988.333,2121,3,MZ,1,100,-50
1700426645.798865,34027.667,2121,3,MZ,1,100,-51
1700426645.840086,34067.000,2121,3,MZ,1,100,-51
1700426645.876415,34101.667,2137,3,MZ,1,100,-51
1700426645.912745,34136.333,2137,3,MZ,1,100,-50
1700426645.949075,34171.000,2137,3,MZ,1,100,-51
1700426645.988899,34209.000,2155,2,MZ,1,100,-51
1700426646.028722,34247.000,2155,2,MZ,1,100,-51
1700426646.070292,34286.667,2170,3,MZ,1,100,-51
1700426646.111861,34326.333,2170,3,MZ,1,100,-51
1700426646.153431,34366.000,2170,3,MZ,1,100,-52
1700426646.193953,34404.667,2187,3,MZ,1,100,-51
1700426646.234475,34443.333,2187,3,MZ,1,100,-52
1700426646.274997,34482.000,2187,3,MZ,1,100,-51
1700426646.315868,34521.000,2203,2,MZ,1,100,-51
1700426646.356739,34560.000,2203,2,MZ,1,100,-52
1700426646.397610,34599.000,2223,3,MZ,1,100,-51
1700426646.438482,34638.000,2223,3,MZ,1,100,-52
1700426646.479353,34677.000,2223,3,MZ,1,100,-51
1700426646.520224,34716.000,2239,2,MZ,1,100,-51
1700426646.561095,34755.000,2239,2,MZ,1,100,-51
1700426646.601966,34794.000,2255,3,MZ,1,100,-52
1700426646.642838,34833.000,2255,3,MZ,1,100,-53
1700426646.683709,34872.000,2255,3,MZ,1,100,-52
1700426646.724580,34911.000,2272,3,MZ,1,100,-52
1700426646.765451,34950.000,2272,3,MZ,1,100,-51
1700426646.806322,34989.000,2272,3,MZ,1,100,-51
1700426646.846145,35027.000,2291,2,MZ,1,100,-51
1700426646.885968,35065.000,2291,2,MZ,1,100,-52
1700426646.926840,35104.000,2307,3,MZ,1,100,-51
1700426646.967711,35143.000,2307,3,MZ,1,100,-51
1700426647.008582,35182.000,2307,3,MZ,1,100,-52
1700426647.049453,35221.000,2324,3,MZ,1,100,-52
1700426647.090324,35260.000,2324,3,MZ,1,100,-51
1700426647.131196,35299.000,2324,3,MZ,1,100,-51
1700426647.172067,35338.000,2340,2,MZ,1,100,-50
1700426647.212938,35377.000,2340,2,MZ,1,100,-53
1700426647.253809,35416.000,2357,3,MZ,1,100,-52
1700426647.294680,35455.000,2357,3,MZ,1,100,-52
1700426647.335552,35494.000,2357,3,MZ,1,100,-52
1700426647.376423,35533.000,2374,2,MZ,1,100,-53
1700426647.417294,35572.000,2374,2,MZ,1,100,-53
1700426647.457466,35610.333,2391,3,MZ,1,100,-54
1700426647.497639,35648.667,2391,3,MZ,1,100,-53
1700426647.537812,35687.000,2391,3,MZ,1,100,-54
1700426647.578683,35726.000,2406,3,MZ,1,100,-55
1700426647.619554,35765.000,2406,3,MZ,1,100,-54
1700426647.660425,35804.000,2406,3,MZ,1,100,-55
1700426647.696406,35838.333,2424,3,MZ,1,100,-55
1700426647.732386,35872.667,2424,3,MZ,1,100,-56
1700426647.768367,35907.000,2424,3,MZ,1,100,-54
1700426647.810286,35947.000,2442,2,MZ,1,100,-54
1700426647.852205,35987.000,2442,2,MZ,1,100,-55
1700426647.893076,36026.000,2459,3,MZ,1,100,-54
1700426647.933948,36065.000,2459,3,MZ,1,100,-53
1700426647.974819,36104.000,2459,3,MZ,1,100,-53
1700426648.015690,36143.000,2474,2,MZ,1,100,-53
1700426648.056561,36182.000,2474,2,MZ,1,100,-53
1700426648.097432,36221.000,2492,3,MZ,1,100,-53
1700426648.138303,36260.000,2492,3,MZ,1,100,-52
1700426648.179175,36299.000,2492,3,MZ,1,100,-54
1700426648.220046,36338.000,2508,2,MZ,1,100,-53
1700426648.260917,36377.000,2508,2,MZ,1,100,-53
1700426648.301090,36415.333,2527,3,MZ,1,100,-55
1700426648.341262,36453.667,2527,3,MZ,1,100,-53
1700426648.381434,36492.000,2527,3,MZ,1,100,-54
1700426648.423354,36532.000,2544,3,MZ,1,100,-54
1700426648.465273,36572.000,2544,3,MZ,1,100,-53
1700426648.507192,36612.000,2544,3,MZ,1,100,-54
1700426648.548063,36651.000,2560,2,MZ,1,100,-54
1700426648.588934,36690.000,2560,2,MZ,1,100,-54
1700426648.629806,36729.000,2576,3,MZ,1,100,-54
1700426648.670677,36768.000,2576,3,MZ,1,100,-54
1700426648.711548,36807.000,2576,3,MZ,1,100,-54
1700426648.752419,36846.000,2594,2,MZ,1,100,-55
1700426648.793290,36885.000,2594,2,MZ,1,100,-54
1700426648.834162,36924.000,2612,3,MZ,1,100,-54
1700426648.875033,36963.000,2612,3,MZ,1,100,-54
1700426648.915904,37002.000,2612,3,MZ,1,100,-55
1700426648.957037,37041.250,2634,4,MZ,1,100,-55
1700426648.998170,37080.500,2634,4,MZ,1,100,-54
1700426649.039303,37119.750,2634,4,MZ,1,100,-55
1700426649.080436,37159.000,2634,4,MZ,1,100,-55
1700426649.122006,37198.667,2651,3,MZ,1,100,-54
1700426649.163576,37238.333,2651,3,MZ,1,100,-55
1700426649.205146,37278.000,2651,3,MZ,1,100,-54
1700426649.246017,37317.000,2668,2,MZ,1,100,-54
1700426649.286888,37356.000,2668,2,MZ,1,100,-55
1700426649.327760,37395.000,2683,3,MZ,1,100,-55
1700426649.368631,37434.000,2683,3,MZ,1,100,-55
1700426649.409502,37473.000,2683,3,MZ,1,100,-55
1700426649.446181,37508.000,2701,3,MZ,1,100,-55
1700426649.482860,37543.000,2701,3,MZ,1,100,-55
1700426649.519540,37578.000,2701,3,MZ,1,100,-55
1700426649.560760,37617.333,2717,3,MZ,1,100,-55
1700426649.601981,37656.667,2717,3,MZ,1,100,-55
1700426649.643201,37696.000,2717,3,MZ,1,100,-55
1700426649.684072,37735.000,2734,2,MZ,1,100,-54
1700426649.724943,37774.000,2734,2,MZ,1,100,-55
1700426649.765465,37812.667,2750,3,MZ,1,100,-55
1700426649.805987,37851.333,2750,3,MZ,1,100,-56
1700426649.846509,37890.000,2750,3,MZ,1,100,-55
1700426649.886856,37928.500,2769,2,MZ,1,100,-55
1700426649.927203,37967.000,2769,2,MZ,1,100,-56
1700426649.968075,38006.000,2785,3,MZ,1,100,-54
1700426650.008946,38045.000,2785,3,MZ,1,100,-55
1700426650.049817,38084.000,2785,3,MZ,1,100,-55
1700426650.091387,38123.667,2803,3,MZ,1,100,-54
1700426650.132957,38163.333,2803,3,MZ,1,100,-54
1700426650.174526,38203.000,2803,3,MZ,1,100,-55
1700426650.215922,38242.500,2819,2,MZ,1,100,-55
1700426650.257317,38282.000,2819,2,MZ,1,100,-54
1700426650.298188,38321.000,2835,3,MZ,1,100,-54
1700426650.339059,38360.000,2835,3,MZ,1,100,-55
1700426650.379930,38399.000,2835,3,MZ,1,100,-55
1700426650.420802,38438.000,2852,2,MZ,1,100,-54
1700426650.461673,38477.000,2852,2,MZ,1,100,-54
1700426650.501845,38515.333,2869,3,MZ,1,100,-54
1700426650.542018,38553.667,2869,3,MZ,1,100,-55
1700426650.582190,38592.000,2869,3,MZ,1,100,-54
1700426650.623061,38631.000,2885,2,MZ,1,100,-55
1700426650.663933,38670.000,2885,2,MZ,1,100,-55
1700426650.705590,38709.750,2903,4,MZ,1,100,-55
1700426650.747247,38749.500,2903,4,MZ,1,100,-54
1700426650.788904,38789.250,2903,4,MZ,1,100,-55
