LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,BV
1700426645.680793,33915.000,2103,1,BV,1,100,3.98
1700426646.703620,34891.000,2273,1,BV,1,100,3.98
1700426647.720160,35861.000,2425,1,BV,1,100,3.98
1700426648.745083,36839.000,2595,1,BV,1,100,3.97
1700426649.772103,37819.000,2751,1,BV,1,100,3.97
1700426650.794930,38795.000,2904,1,BV,1,100,3.96
1700426651.816710,39770.000,3071,1,BV,1,100,3.96
1700426652.838489,40745.000,3223,1,BV,1,100,3.96
1700426653.859221,41719.000,3394,1,BV,1,100,3.96
1700426654.877856,42691.000,3535,1,BV,1,100,3.96
1700426655.901731,43668.000,3706,1,BV,1,100,3.95
1700426656.926655,44646.000,3875,1,BV,1,100,3.95
1700426657.950530,45623.000,4025,1,BV,1,100,3.95
1700426658.972310,46598.000,4194,1,BV,1,100,3.95
1700426659.994089,47573.000,4352,1,BV,1,100,3.95
1700426661.017965,48550.000,4520,1,BV,1,100,3.96
1700426662.040792,49526.000,4670,1,BV,1,100,3.95
1700426663.066763,50505.000,4841,1,BV,1,100,3.96
1700426664.087495,51479.000,5011,1,BV,1,100,3.96
1700426665.108227,52453.000,5164,1,BV,1,100,3.95
1700426666.126862,53425.000,5314,1,BV,1,100,3.95
1700426667.145498,54397.000,5483,1,BV,1,100,3.96
1700426668.167277,55372.000,5636,1,BV,1,100,3.96
1700426669.188009,56346.000,5805,1,BV,1,100,3.95
1700426670.211884,57323.000,5972,1,BV,1,100,3.95
1700426671.230520,58295.000,6127,1,BV,1,100,3.95
1700426672.247059,59265.000,6295,1,BV,1,100,3.94
1700426673.275126,60246.000,6447,1,BV,1,100,3.95
1700426674.296906,61221.000,6618,1,BV,1,100,3.95
1700426675.321829,62199.000,6786,1,BV,1,100,3.94
1700426676.343609,63174.000,6939,1,BV,1,100,3.94
1700426677.365388,64149.000,7090,1,BV,1,100,3.94
1700426678.391360,65128.000,7259,1,BV,1,100,3.94
1700426679.409995,66100.000,7428,1,BV,1,100,3.94
1700426680.431775,67075.000,7580,1,BV,1,100,3.95
1700426681.454602,68051.000,7751,1,BV,1,100,3.96
1700426682.473238,69023.000,7918,1,BV,1,100,3.96
1700426683.498161,70001.000,8069,1,BV,1,100,3.97
1700426684.520988,70977.000,8240,1,BV,1,100,3.97
1700426685.545912,71955.000,8410,1,BV,1,100,3.97
1700426686.565595,72928.000,8562,1,BV,1,100,3.97
1700426687.588423,73904.000,8731,1,BV,1,100,3.97
1700426688.613346,74882.000,8885,1,BV,1,100,3.97
1700426689.636174,75858.000,9053,1,BV,1,100,3.96
1700426690.660049,76835.000,9206,1,BV,1,100,3.97
1700426691.677637,77806.000,9376,1,BV,1,100,3.97
1700426692.697320,78779.000,9529,1,BV,1,100,3.97
1700426693.718052,79753.000,9698,1,BV,1,100,3.96
1700426694.739831,80728.000,9850,1,BV,1,100,3.97
1700426695.762659,81704.000,10021,1,BV,1,100,3.97
1700426696.779198,82674.000,10188,1,BV,1,100,3.97
1700426697.804122,83652.000,10342,1,BV,1,100,3.97
1700426698.822757,84624.000,10512,1,BV,1,100,3.97
1700426699.842441,85597.000,10663,1,BV,1,100,3.96
1700426700.866316,86574.000,10817,1,BV,1,100,3.95
1700426701.890192,87551.000,10985,1,BV,1,100,3.95
1700426702.917211,88531.000,11153,1,BV,1,100,3.94
1700426703.933751,89501.000,11304,1,BV,1,100,3.94
1700426704.958674,90479.000,11443,1,BV,1,100,3.94
1700426705.982549,91456.000,11594,1,BV,1,100,3.93
1700426707.000137,92427.000,11763,1,BV,1,100,3.94
1700426708.027156,93407.000,11931,1,BV,1,100,3.94
1700426709.048936,94382.000,12081,1,BV,1,100,3.94
1700426710.068619,95355.000,12250,1,BV,1,100,3.93
1700426711.090399,96330.000,12418,1,BV,1,100,3.95
1700426712.112178,97305.000,12568,1,BV,1,100,3.96
1700426713.138150,98284.000,12675,1,BV,1,100,3.96
1700426714.160977,99260.000,12728,1,BV,1,100,3.96
1700426715.182757,100235.000,12896,1,BV,1,100,3.94
1700426716.204536,101210.000,13046,1,BV,1,100,3.94
1700426717.228411,102187.000,13217,1,BV,1,100,3.94
1700426718.250191,103162.000,13385,1,BV,1,100,3.94
1700426719.268826,104134.000,13526,1,BV,1,100,3.93
1700426720.290606,105109.000,13696,1,BV,1,100,3.94
1700426721.310289,106082.000,13848,1,BV,1,100,3.93
1700426722.336261,107061.000,14017,1,BV,1,100,3.93
1700426723.352800,108031.000,14184,1,BV,1,100,3.93
1700426724.370388,109002.000,14339,1,BV,1,100,3.93
1700426725.395311,109980.000,14489,1,BV,1,100,3.93
1700426726.413947,110952.000,14658,1,BV,1,100,3.93
1700426727.437822,111929.000,14827,1,BV,1,100,3.93
1700426728.457506,112902.000,14978,1,BV,1,100,3.94
1700426729.478237,113876.000,15147,1,BV,1,100,3.94
1700426730.501065,114852.000,15302,1,BV,1,100,3.93
1700426731.519700,115824.000,15469,1,BV,1,100,3.93
1700426732.543576,116801.000,15622,1,BV,1,100,3.93
1700426733.566403,117777.000,15791,1,BV,1,100,3.94
1700426734.587135,118751.000,15959,1,BV,1,100,3.94
1700426735.607866,119725.000,16113,1,BV,1,100,3.93
1700426736.631742,120702.000,16264,1,BV,1,100,3.93
1700426737.654569,121678.000,16433,1,BV,1,100,3.93
1700426738.674253,122651.000,16600,1,BV,1,100,3.93
1700426739.693936,123624.000,16750,1,BV,1,100,3.93
1700426740.717812,124601.000,16905,1,BV,1,100,3.93
1700426741.745879,125582.000,17074,1,BV,1,100,3.93
1700426742.766610,126556.000,17242,1,BV,1,100,3.93
1700426743.786294,127529.000,17393,1,BV,1,100,3.93
1700426744.809121,128505.000,17563,1,BV,1,100,3.93
1700426745.830901,129480.000,17718,1,BV,1,100,3.93
