LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,MX
1700426645.716424,33949.000,2100,15,MX,1,100,43
1700426645.716424,33949.000,2100,15,MX,1,100,43
1700426645.716424,33949.000,2100,15,MX,1,100,44
1700426645.716424,33949.000,2100,15,MX,1,100,45
1700426645.716424,33949.000,2100,15,MX,1,100,45
1700426645.716424,33949.000,2100,15,MX,1,100,45
1700426645.716424,33949.000,2100,15,MX,1,100,46
1700426645.716424,33949.000,2100,15,MX,1,100,46
1700426645.716424,33949.000,2100,15,MX,1,100,46
1700426645.716424,33949.000,2100,15,MX,1,100,47
1700426645.716424,33949.000,2100,15,MX,1,100,48
1700426645.716424,33949.000,2100,15,MX,1,100,47
1700426645.716424,33949.000,2100,15,MX,1,100,50
1700426645.716424,33949.000,2100,15,MX,1,100,48
1700426645.716424,33949.000,2100,15,MX,1,100,49
1700426645.757645,33988.333,2119,3,MX,1,100,49
1700426645.798865,34027.667,2119,3,MX,1,100,50
1700426645.840086,34067.000,2119,3,MX,1,100,50
1700426645.876415,34101.667,2135,3,MX,1,100,50
1700426645.912745,34136.333,2135,3,MX,1,100,49
1700426645.949075,34171.000,2135,3,MX,1,100,49
1700426645.988899,34209.000,2153,2,MX,1,100,50
1700426646.028722,34247.000,2153,2,MX,1,100,49
1700426646.070292,34286.667,2168,3,MX,1,100,51
1700426646.111861,34326.333,2168,3,MX,1,100,50
1700426646.153431,34366.000,2168,3,MX,1,100,50
1700426646.193953,34404.667,2185,3,MX,1,100,51
1700426646.234475,34443.333,2185,3,MX,1,100,51
1700426646.274997,34482.000,2185,3,MX,1,100,51
1700426646.315868,34521.000,2201,2,MX,1,100,50
1700426646.356739,34560.000,2201,2,MX,1,100,51
1700426646.397610,34599.000,2221,3,MX,1,100,50
1700426646.438482,34638.000,2221,3,MX,1,100,51
1700426646.479353,34677.000,2221,3,MX,1,100,50
1700426646.520224,34716.000,2237,2,MX,1,100,50
1700426646.561095,34755.000,2237,2,MX,1,100,51
1700426646.601966,34794.000,2253,3,MX,1,100,50
1700426646.642838,34833.000,2253,3,MX,1,100,50
1700426646.683709,34872.000,2253,3,MX,1,100,50
1700426646.724580,34911.000,2270,3,MX,1,100,50
1700426646.765451,34950.000,2270,3,MX,1,100,51
1700426646.806322,34989.000,2270,3,MX,1,100,50
1700426646.846145,35027.000,2289,2,MX,1,100,50
1700426646.885968,35065.000,2289,2,MX,1,100,50
1700426646.926840,35104.000,2305,3,MX,1,100,50
1700426646.967711,35143.000,2305,3,MX,1,100,49
1700426647.008582,35182.000,2305,3,MX,1,100,50
1700426647.049453,35221.000,2322,3,MX,1,100,51
1700426647.090324,35260.000,2322,3,MX,1,100,51
