LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AY
1700426646.642838,34833.000,2248,3,AY,1,100,0.879
1700426646.683709,34872.000,2248,3,AY,1,100,0.900
1700426646.724580,34911.000,2265,3,AY,1,100,0.903
1700426646.765451,34950.000,2265,3,AY,1,100,0.903
1700426646.806322,34989.000,2265,3,AY,1,100,0.875
1700426646.846145,35027.000,2284,2,AY,1,100,0.874
1700426646.885968,35065.000,2284,2,AY,1,100,0.894
1700426646.926840,35104.000,2300,3,AY,1,100,0.879
1700426646.967711,35143.000,2300,3,AY,1,100,0.890
1700426647.008582,35182.000,2300,3,AY,1,100,0.897
1700426647.049453,35221.000,2317,3,AY,1,100,0.880
1700426647.090324,35260.000,2317,3,AY,1,100,0.875
1700426647.131196,35299.000,2317,3,AY,1,100,0.878
1700426647.172067,35338.000,2333,2,AY,1,100,0.834
1700426647.212938,35377.000,2333,2,AY,1,100,0.817
1700426647.253809,35416.000,2350,3,AY,1,100,0.843
1700426647.294680,35455.000,2350,3,AY,1,100,0.857
1700426647.335552,35494.000,2350,3,AY,1,100,0.913
1700426647.376423,35533.000,2367,2,AY,1,100,0.935
1700426647.417294,35572.000,2367,2,AY,1,100,0.933
1700426647.457466,35610.333,2384,3,AY,1,100,0.960
1700426647.497639,35648.667,2384,3,AY,1,100,0.887
1700426647.537812,35687.000,2384,3,AY,1,100,0.867
1700426647.578683,35726.000,2399,3,AY,1,100,0.892
1700426647.619554,35765.000,2399,3,AY,1,100,0.796
1700426647.660425,35804.000,2399,3,AY,1,100,0.897
1700426647.696406,35838.333,2417,3,AY,1,100,0.976
1700426647.732386,35872.667,2417,3,AY,1,100,0.900
1700426647.768367,35907.000,2417,3,AY,1,100,0.998
1700426647.810286,35947.000,2435,2,AY,1,100,0.963
1700426647.852205,35987.000,2435,2,AY,1,100,0.982
1700426647.893076,36026.000,2452,3,AY,1,100,1.008
1700426647.933948,36065.000,2452,3,AY,1,100,0.940
1700426647.974819,36104.000,2452,3,AY,1,100,0.873
1700426648.015690,36143.000,2467,2,AY,1,100,0.851
1700426648.056561,36182.000,2467,2,AY,1,100,0.859
1700426648.097432,36221.000,2485,3,AY,1,100,0.858
1700426648.138303,36260.000,2485,3,AY,1,100,0.910
1700426648.179175,36299.000,2485,3,AY,1,100,0.920
1700426648.220046,36338.000,2501,2,AY,1,100,0.910
1700426648.260917,36377.000,2501,2,AY,1,100,0.907
1700426648.301090,36415.333,2520,3,AY,1,100,0.890
1700426648.341262,36453.667,2520,3,AY,1,100,0.898
1700426648.381434,36492.000,2520,3,AY,1,100,0.898
1700426648.423354,36532.000,2537,3,AY,1,100,0.910
1700426648.465273,36572.000,2537,3,AY,1,100,0.920
1700426648.507192,36612.000,2537,3,AY,1,100,0.925
1700426648.548063,36651.000,2553,2,AY,1,100,0.912
1700426648.588934,36690.000,2553,2,AY,1,100,0.911
1700426648.629806,36729.000,2569,3,AY,1,100,0.905
1700426648.670677,36768.000,2569,3,AY,1,100,0.903
1700426648.711548,36807.000,2569,3,AY,1,100,0.940
1700426648.752419,36846.000,2587,2,AY,1,100,0.902
1700426648.793290,36885.000,2587,2,AY,1,100,0.916
1700426648.834162,36924.000,2605,3,AY,1,100,0.897
1700426648.875033,36963.000,2605,3,AY,1,100,0.904
1700426648.915904,37002.000,2605,3,AY,1,100,0.921
1700426648.957037,37041.250,2627,4,AY,1,100,0.897
1700426648.998170,37080.500,2627,4,AY,1,100,0.927
1700426649.039303,37119.750,2627,4,AY,1,100,0.898
1700426649.080436,37159.000,2627,4,AY,1,100,0.935
1700426649.122006,37198.667,2644,3,AY,1,100,0.891
1700426649.163576,37238.333,2644,3,AY,1,100,0.929
1700426649.205146,37278.000,2644,3,AY,1,100,0.950
1700426649.246017,37317.000,2661,2,AY,1,100,0.957
1700426649.286888,37356.000,2661,2,AY,1,100,0.894
1700426649.327760,37395.000,2676,3,AY,1,100,0.905
1700426649.368631,37434.000,2676,3,AY,1,100,0.889
1700426649.409502,37473.000,2676,3,AY,1,100,0.922
1700426649.446181,37508.000,2694,3,AY,1,100,0.886
1700426649.482860,37543.000,2694,3,AY,1,100,0.935
1700426649.519540,37578.000,2694,3,AY,1,100,0.929
1700426649.560760,37617.333,2710,3,AY,1,100,0.887
1700426649.601981,37656.667,2710,3,AY,1,100,0.941
1700426649.643201,37696.000,2710,3,AY,1,100,0.917
1700426649.684072,37735.000,2727,2,AY,1,100,0.920
1700426649.724943,37774.000,2727,2,AY,1,100,0.908
1700426649.765465,37812.667,2743,3,AY,1,100,0.900
1700426649.805987,37851.333,2743,3,AY,1,100,0.916
1700426649.846509,37890.000,2743,3,AY,1,100,0.896
1700426649.886856,37928.500,2762,2,AY,1,100,0.928
1700426649.927203,37967.000,2762,2,AY,1,100,0.923
1700426649.968075,38006.000,2778,3,AY,1,100,0.935
1700426650.008946,38045.000,2778,3,AY,1,100,0.910
1700426650.049817,38084.000,2778,3,AY,1,100,0.897
1700426650.091387,38123.667,2796,3,AY,1,100,0.913
1700426650.132957,38163.333,2796,3,AY,1,100,0.922
1700426650.174526,38203.000,2796,3,AY,1,100,0.932
1700426650.215922,38242.500,2812,2,AY,1,100,0.915
1700426650.257317,38282.000,2812,2,AY,1,100,0.932
1700426650.298188,38321.000,2828,3,AY,1,100,0.913
1700426650.339059,38360.000,2828,3,AY,1,100,0.910
1700426650.379930,38399.000,2828,3,AY,1,100,0.914
1700426650.420802,38438.000,2845,2,AY,1,100,0.926
1700426650.461673,38477.000,2845,2,AY,1,100,0.921
1700426650.501845,38515.333,2862,3,AY,1,100,0.922
1700426650.542018,38553.667,2862,3,AY,1,100,0.912
1700426650.582190,38592.000,2862,3,AY,1,100,0.913
1700426650.623061,38631.000,2878,2,AY,1,100,0.912
1700426650.663933,38670.000,2878,2,AY,1,100,0.917
1700426650.705590,38709.750,2896,4,AY,1,100,0.918
1700426650.747247,38749.500,2896,4,AY,1,100,0.919
1700426650.788904,38789.250,2896,4,AY,1,100,0.906
1700426650.830561,38829.000,2896,4,AY,1,100,0.900
1700426650.871782,38868.333,2913,3,AY,1,100,0.923
1700426650.913002,38907.667,2913,3,AY,1,100,0.927
1700426650.954223,38947.000,2913,3,AY,1,100,0.922
1700426650.995094,38986.000,2930,2,AY,1,100,0.923
1700426651.035965,39025.000,2930,2,AY,1,100,0.913
1700426651.076836,39064.000,2946,3,AY,1,100,0.911
1700426651.117707,39103.000,2946,3,AY,1,100,0.908
1700426651.158579,39142.000,2946,3,AY,1,100,0.904
1700426651.194909,39176.667,2964,3,AY,1,100,0.917
1700426651.231239,39211.333,2964,3,AY,1,100,0.916
1700426651.267569,39246.000,2964,3,AY,1,100,0.924
1700426651.307392,39284.000,2980,2,AY,1,100,0.926
1700426651.347215,39322.000,2980,2,AY,1,100,0.915
1700426651.388086,39361.000,2996,3,AY,1,100,0.931
1700426651.428957,39400.000,2996,3,AY,1,100,0.926
1700426651.469828,39439.000,2996,3,AY,1,100,0.888
1700426651.510700,39478.000,3013,2,AY,1,100,0.917
1700426651.551571,39517.000,3013,2,AY,1,100,0.919
1700426651.592442,39556.000,3030,3,AY,1,100,0.915
1700426651.633313,39595.000,3030,3,AY,1,100,0.910
1700426651.674184,39634.000,3030,3,AY,1,100,0.921
1700426651.715055,39673.000,3046,3,AY,1,100,0.920
1700426651.755927,39712.000,3046,3,AY,1,100,0.918
1700426651.796798,39751.000,3046,3,AY,1,100,0.909
1700426651.837669,39790.000,3063,2,AY,1,100,0.917
1700426651.878540,39829.000,3063,2,AY,1,100,0.919
1700426651.918713,39867.333,3081,3,AY,1,100,0.913
1700426651.958885,39905.667,3081,3,AY,1,100,0.924
1700426651.999058,39944.000,3081,3,AY,1,100,0.944
1700426652.039929,39983.000,3098,2,AY,1,100,0.895
1700426652.080800,40022.000,3098,2,AY,1,100,0.916
1700426652.121671,40061.000,3115,3,AY,1,100,0.924
1700426652.162543,40100.000,3115,3,AY,1,100,0.918
1700426652.203414,40139.000,3115,3,AY,1,100,0.933
1700426652.244285,40178.000,3132,3,AY,1,100,0.906
1700426652.285156,40217.000,3132,3,AY,1,100,0.921
1700426652.326027,40256.000,3132,3,AY,1,100,0.922
1700426652.366899,40295.000,3147,2,AY,1,100,0.924
1700426652.407770,40334.000,3147,2,AY,1,100,0.906
1700426652.449689,40374.000,3167,3,AY,1,100,0.933
1700426652.491608,40414.000,3167,3,AY,1,100,0.895
1700426652.533527,40454.000,3167,3,AY,1,100,0.898
1700426652.574922,40493.500,3183,2,AY,1,100,0.925
1700426652.616318,40533.000,3183,2,AY,1,100,0.918
1700426652.657189,40572.000,3200,3,AY,1,100,0.932
1700426652.698060,40611.000,3200,3,AY,1,100,0.897
1700426652.738931,40650.000,3200,3,AY,1,100,0.939
1700426652.779104,40688.333,3215,3,AY,1,100,0.925
1700426652.819276,40726.667,3215,3,AY,1,100,0.925
1700426652.859448,40765.000,3215,3,AY,1,100,0.944
1700426652.899796,40803.500,3235,2,AY,1,100,0.912
1700426652.940143,40842.000,3235,2,AY,1,100,0.912
1700426652.976124,40876.333,3251,3,AY,1,100,0.931
1700426653.012104,40910.667,3251,3,AY,1,100,0.928
1700426653.048085,40945.000,3251,3,AY,1,100,0.902
1700426653.088956,40984.000,3268,3,AY,1,100,0.883
1700426653.129827,41023.000,3268,3,AY,1,100,0.917
1700426653.170698,41062.000,3268,3,AY,1,100,0.924
1700426653.211570,41101.000,3285,2,AY,1,100,0.943
1700426653.252441,41140.000,3285,2,AY,1,100,0.910
1700426653.293312,41179.000,3301,3,AY,1,100,0.924
1700426653.334183,41218.000,3301,3,AY,1,100,0.947
1700426653.375054,41257.000,3301,3,AY,1,100,0.933
1700426653.415227,41295.333,3317,3,AY,1,100,0.916
1700426653.455399,41333.667,3317,3,AY,1,100,0.927
1700426653.495572,41372.000,3317,3,AY,1,100,0.930
1700426653.537491,41412.000,3337,2,AY,1,100,0.928
1700426653.579410,41452.000,3337,2,AY,1,100,0.921
1700426653.620631,41491.333,3353,3,AY,1,100,0.927
1700426653.661851,41530.667,3353,3,AY,1,100,0.913
1700426653.703072,41570.000,3353,3,AY,1,100,0.914
1700426653.743943,41609.000,3369,2,AY,1,100,0.903
1700426653.784814,41648.000,3369,2,AY,1,100,0.923
1700426653.825685,41687.000,3386,3,AY,1,100,0.935
1700426653.866556,41726.000,3386,3,AY,1,100,0.935
1700426653.907428,41765.000,3386,3,AY,1,100,0.927
1700426653.948299,41804.000,3405,2,AY,1,100,0.933
1700426653.989170,41843.000,3405,2,AY,1,100,0.922
1700426654.030041,41882.000,3421,3,AY,1,100,0.928
1700426654.070912,41921.000,3421,3,AY,1,100,0.938
1700426654.111783,41960.000,3421,3,AY,1,100,0.929
1700426654.152655,41999.000,3439,3,AY,1,100,0.923
1700426654.193526,42038.000,3439,3,AY,1,100,0.935
1700426654.234397,42077.000,3439,3,AY,1,100,0.928
1700426654.274849,42115.600,3461,5,AY,1,100,0.925
1700426654.315301,42154.200,3461,5,AY,1,100,0.925
1700426654.355753,42192.800,3461,5,AY,1,100,0.927
1700426654.396205,42231.400,3461,5,AY,1,100,0.930
1700426654.436657,42270.000,3461,5,AY,1,100,0.927
1700426654.477528,42309.000,3478,3,AY,1,100,0.932
1700426654.518399,42348.000,3478,3,AY,1,100,0.931
1700426654.559270,42387.000,3478,3,AY,1,100,0.927
1700426654.600142,42426.000,3495,3,AY,1,100,0.932
1700426654.641013,42465.000,3495,3,AY,1,100,0.932
1700426654.681884,42504.000,3495,3,AY,1,100,0.929
1700426654.722755,42543.000,3511,2,AY,1,100,0.927
1700426654.763626,42582.000,3511,2,AY,1,100,0.925
1700426654.799607,42616.333,3527,3,AY,1,100,0.934
1700426654.835588,42650.667,3527,3,AY,1,100,0.925
1700426654.871568,42685.000,3527,3,AY,1,100,0.930
1700426654.911741,42723.333,3546,3,AY,1,100,0.929
1700426654.951913,42761.667,3546,3,AY,1,100,0.917
1700426654.992086,42800.000,3546,3,AY,1,100,0.922
1700426655.032957,42839.000,3563,2,AY,1,100,0.933
1700426655.073828,42878.000,3563,2,AY,1,100,0.932
1700426655.114699,42917.000,3579,3,AY,1,100,0.928
1700426655.155571,42956.000,3579,3,AY,1,100,0.925
1700426655.196442,42995.000,3579,3,AY,1,100,0.930
1700426655.238361,43035.000,3597,3,AY,1,100,0.931
1700426655.280280,43075.000,3597,3,AY,1,100,0.930
1700426655.322199,43115.000,3597,3,AY,1,100,0.927
1700426655.363070,43154.000,3612,2,AY,1,100,0.920
1700426655.403941,43193.000,3612,2,AY,1,100,0.919
1700426655.444813,43232.000,3629,3,AY,1,100,0.917
1700426655.485684,43271.000,3629,3,AY,1,100,0.928
1700426655.526555,43310.000,3629,3,AY,1,100,0.938
1700426655.567426,43349.000,3648,2,AY,1,100,0.926
1700426655.608297,43388.000,3648,2,AY,1,100,0.919
1700426655.649168,43427.000,3665,3,AY,1,100,0.924
1700426655.690040,43466.000,3665,3,AY,1,100,0.938
1700426655.730911,43505.000,3665,3,AY,1,100,0.961
1700426655.771782,43544.000,3681,3,AY,1,100,0.996
1700426655.812653,43583.000,3681,3,AY,1,100,0.996
1700426655.853524,43622.000,3681,3,AY,1,100,1.047
1700426655.895443,43662.000,3698,2,AY,1,100,1.079
1700426655.937363,43702.000,3698,2,AY,1,100,1.052
1700426655.978583,43741.333,3717,3,AY,1,100,1.019
1700426656.019804,43780.667,3717,3,AY,1,100,1.052
1700426656.061024,43820.000,3717,3,AY,1,100,1.023
1700426656.101895,43859.000,3734,2,AY,1,100,0.922
1700426656.142766,43898.000,3734,2,AY,1,100,0.869
1700426656.183638,43937.000,3751,3,AY,1,100,0.862
1700426656.224509,43976.000,3751,3,AY,1,100,0.745
1700426656.265380,44015.000,3751,3,AY,1,100,0.646
1700426656.306251,44054.000,3767,3,AY,1,100,0.620
1700426656.347122,44093.000,3767,3,AY,1,100,0.569
1700426656.387994,44132.000,3767,3,AY,1,100,0.760
1700426656.427817,44170.000,3783,2,AY,1,100,0.974
1700426656.467640,44208.000,3783,2,AY,1,100,1.026
1700426656.504669,44243.333,3800,3,AY,1,100,1.162
1700426656.541697,44278.667,3800,3,AY,1,100,1.084
1700426656.578726,44314.000,3800,3,AY,1,100,1.030
1700426656.619597,44353.000,3817,3,AY,1,100,1.018
1700426656.660468,44392.000,3817,3,AY,1,100,1.040
1700426656.701339,44431.000,3817,3,AY,1,100,1.015
1700426656.742211,44470.000,3833,2,AY,1,100,0.959
1700426656.783082,44509.000,3833,2,AY,1,100,0.961
1700426656.823953,44548.000,3849,3,AY,1,100,0.957
1700426656.864824,44587.000,3849,3,AY,1,100,0.938
1700426656.905695,44626.000,3849,3,AY,1,100,0.951
1700426656.947614,44666.000,3867,2,AY,1,100,0.966
1700426656.989534,44706.000,3867,2,AY,1,100,1.025
1700426657.030754,44745.333,3885,3,AY,1,100,1.021
1700426657.071975,44784.667,3885,3,AY,1,100,0.969
1700426657.113195,44824.000,3885,3,AY,1,100,1.076
1700426657.154066,44863.000,3902,3,AY,1,100,0.894
1700426657.194937,44902.000,3902,3,AY,1,100,0.651
1700426657.235809,44941.000,3902,3,AY,1,100,0.719
1700426657.276156,44979.500,3918,2,AY,1,100,0.861
1700426657.316503,45018.000,3918,2,AY,1,100,0.582
1700426657.357025,45056.667,3935,3,AY,1,100,0.584
1700426657.397547,45095.333,3935,3,AY,1,100,0.626
1700426657.438069,45134.000,3935,3,AY,1,100,0.658
1700426657.478940,45173.000,3951,2,AY,1,100,0.745
1700426657.519811,45212.000,3951,2,AY,1,100,0.795
1700426657.561730,45252.000,3969,3,AY,1,100,0.800
1700426657.603649,45292.000,3969,3,AY,1,100,0.811
1700426657.645568,45332.000,3969,3,AY,1,100,0.819
1700426657.686964,45371.500,3984,2,AY,1,100,0.818
1700426657.728359,45411.000,3984,2,AY,1,100,0.839
1700426657.769230,45450.000,4001,3,AY,1,100,0.864
1700426657.810101,45489.000,4001,3,AY,1,100,0.875
1700426657.850972,45528.000,4001,3,AY,1,100,0.875
1700426657.891145,45566.333,4017,3,AY,1,100,0.898
1700426657.931317,45604.667,4017,3,AY,1,100,0.880
1700426657.971490,45643.000,4017,3,AY,1,100,0.955
1700426658.011837,45681.500,4037,2,AY,1,100,0.979
1700426658.052184,45720.000,4037,2,AY,1,100,0.949
1700426658.093055,45759.000,4053,3,AY,1,100,0.951
1700426658.133927,45798.000,4053,3,AY,1,100,0.846
1700426658.174798,45837.000,4053,3,AY,1,100,0.911
1700426658.216717,45877.000,4069,2,AY,1,100,0.935
1700426658.258636,45917.000,4069,2,AY,1,100,0.919
1700426658.299857,45956.333,4086,3,AY,1,100,0.940
1700426658.341077,45995.667,4086,3,AY,1,100,0.955
1700426658.382298,46035.000,4086,3,AY,1,100,0.932
1700426658.418628,46069.667,4103,3,AY,1,100,1.016
1700426658.454957,46104.333,4103,3,AY,1,100,0.910
1700426658.491287,46139.000,4103,3,AY,1,100,0.923
1700426658.532159,46178.000,4119,2,AY,1,100,0.915
1700426658.573030,46217.000,4119,2,AY,1,100,0.959
1700426658.613901,46256.000,4136,3,AY,1,100,0.960
1700426658.654772,46295.000,4136,3,AY,1,100,0.938
1700426658.695643,46334.000,4136,3,AY,1,100,0.977
1700426658.735816,46372.333,4152,3,AY,1,100,0.906
1700426658.775988,46410.667,4152,3,AY,1,100,0.904
1700426658.816161,46449.000,4152,3,AY,1,100,0.947
1700426658.857032,46488.000,4169,2,AY,1,100,0.963
1700426658.897903,46527.000,4169,2,AY,1,100,0.912
1700426658.938774,46566.000,4186,3,AY,1,100,0.924
1700426658.979645,46605.000,4186,3,AY,1,100,0.974
1700426659.020517,46644.000,4186,3,AY,1,100,0.938
1700426659.061388,46683.000,4205,2,AY,1,100,0.941
1700426659.102259,46722.000,4205,2,AY,1,100,1.021
1700426659.143130,46761.000,4220,3,AY,1,100,0.927
1700426659.184001,46800.000,4220,3,AY,1,100,0.885
1700426659.224873,46839.000,4220,3,AY,1,100,0.877
1700426659.265744,46878.000,4238,3,AY,1,100,0.872
1700426659.306615,46917.000,4238,3,AY,1,100,0.912
1700426659.347486,46956.000,4238,3,AY,1,100,0.961
1700426659.387833,46994.500,4254,2,AY,1,100,0.980
1700426659.428181,47033.000,4254,2,AY,1,100,0.934
1700426659.468703,47071.667,4271,3,AY,1,100,0.918
1700426659.509224,47110.333,4271,3,AY,1,100,0.935
1700426659.549746,47149.000,4271,3,AY,1,100,0.901
1700426659.590617,47188.000,4286,2,AY,1,100,0.918
1700426659.631489,47227.000,4286,2,AY,1,100,0.898
1700426659.672360,47266.000,4311,5,AY,1,100,0.866
1700426659.713231,47305.000,4311,5,AY,1,100,0.955
1700426659.754102,47344.000,4311,5,AY,1,100,0.989
1700426659.794973,47383.000,4311,5,AY,1,100,0.953
1700426659.835844,47422.000,4311,5,AY,1,100,0.896
1700426659.876716,47461.000,4327,2,AY,1,100,0.881
1700426659.917587,47500.000,4327,2,AY,1,100,0.897
1700426659.959157,47539.667,4344,3,AY,1,100,0.919
1700426660.000726,47579.333,4344,3,AY,1,100,0.952
1700426660.042296,47619.000,4344,3,AY,1,100,0.946
1700426660.083167,47658.000,4362,2,AY,1,100,0.949
1700426660.124039,47697.000,4362,2,AY,1,100,0.929
1700426660.160368,47731.667,4379,3,AY,1,100,0.961
1700426660.196698,47766.333,4379,3,AY,1,100,0.931
1700426660.233028,47801.000,4379,3,AY,1,100,0.905
1700426660.273550,47839.667,4396,3,AY,1,100,0.919
1700426660.314072,47878.333,4396,3,AY,1,100,0.899
1700426660.354594,47917.000,4396,3,AY,1,100,0.944
1700426660.396164,47956.667,4412,3,AY,1,100,0.924
1700426660.437734,47996.333,4412,3,AY,1,100,0.918
1700426660.479303,48036.000,4412,3,AY,1,100,0.927
1700426660.520175,48075.000,4428,2,AY,1,100,0.931
1700426660.561046,48114.000,4428,2,AY,1,100,0.952
1700426660.601917,48153.000,4445,3,AY,1,100,0.980
1700426660.642788,48192.000,4445,3,AY,1,100,0.944
1700426660.683659,48231.000,4445,3,AY,1,100,0.886
1700426660.724530,48270.000,4462,2,AY,1,100,0.905
1700426660.765402,48309.000,4462,2,AY,1,100,0.937
1700426660.806273,48348.000,4478,3,AY,1,100,0.927
1700426660.847144,48387.000,4478,3,AY,1,100,0.947
1700426660.888015,48426.000,4478,3,AY,1,100,0.945
1700426660.929236,48465.333,4494,3,AY,1,100,0.922
1700426660.970456,48504.667,4494,3,AY,1,100,0.913
1700426661.011677,48544.000,4494,3,AY,1,100,0.971
1700426661.053596,48584.000,4512,2,AY,1,100,0.893
1700426661.095515,48624.000,4512,2,AY,1,100,0.953
1700426661.136386,48663.000,4530,3,AY,1,100,0.891
1700426661.177258,48702.000,4530,3,AY,1,100,0.890
1700426661.218129,48741.000,4530,3,AY,1,100,0.909
1700426661.259000,48780.000,4547,2,AY,1,100,0.913
1700426661.299871,48819.000,4547,2,AY,1,100,0.924
1700426661.340742,48858.000,4563,3,AY,1,100,0.908
1700426661.381613,48897.000,4563,3,AY,1,100,0.908
1700426661.422485,48936.000,4563,3,AY,1,100,0.944
1700426661.463356,48975.000,4580,2,AY,1,100,0.924
1700426661.504227,49014.000,4580,2,AY,1,100,0.909
1700426661.545098,49053.000,4596,3,AY,1,100,0.914
1700426661.585969,49092.000,4596,3,AY,1,100,0.914
1700426661.626840,49131.000,4596,3,AY,1,100,0.917
1700426661.667362,49169.667,4614,3,AY,1,100,0.946
1700426661.707884,49208.333,4614,3,AY,1,100,0.911
1700426661.748406,49247.000,4614,3,AY,1,100,0.928
1700426661.788753,49285.500,4629,2,AY,1,100,0.865
1700426661.829100,49324.000,4629,2,AY,1,100,0.954
1700426661.869972,49363.000,4646,3,AY,1,100,1.006
1700426661.910843,49402.000,4646,3,AY,1,100,1.012
1700426661.951714,49441.000,4646,3,AY,1,100,0.996
1700426661.988393,49476.000,4662,3,AY,1,100,0.966
1700426662.025072,49511.000,4662,3,AY,1,100,0.951
1700426662.061752,49546.000,4662,3,AY,1,100,0.908
1700426662.103671,49586.000,4682,2,AY,1,100,0.904
1700426662.145590,49626.000,4682,2,AY,1,100,0.892
1700426662.186461,49665.000,4698,3,AY,1,100,0.872
1700426662.227332,49704.000,4698,3,AY,1,100,0.883
1700426662.268203,49743.000,4698,3,AY,1,100,0.870
1700426662.309075,49782.000,4714,2,AY,1,100,0.840
1700426662.349946,49821.000,4714,2,AY,1,100,0.917
1700426662.390118,49859.333,4733,3,AY,1,100,0.888
1700426662.430291,49897.667,4733,3,AY,1,100,0.885
1700426662.470464,49936.000,4733,3,AY,1,100,0.923
1700426662.511335,49975.000,4750,3,AY,1,100,0.915
1700426662.552206,50014.000,4750,3,AY,1,100,0.901
1700426662.593077,50053.000,4750,3,AY,1,100,0.921
1700426662.634472,50092.500,4766,2,AY,1,100,0.891
1700426662.675867,50132.000,4766,2,AY,1,100,0.936
1700426662.717787,50172.000,4783,3,AY,1,100,0.953
1700426662.759706,50212.000,4783,3,AY,1,100,0.987
1700426662.801625,50252.000,4783,3,AY,1,100,0.960
1700426662.842496,50291.000,4799,2,AY,1,100,0.905
1700426662.883367,50330.000,4799,2,AY,1,100,0.917
1700426662.924238,50369.000,4816,3,AY,1,100,0.870
1700426662.965110,50408.000,4816,3,AY,1,100,0.877
1700426663.005981,50447.000,4816,3,AY,1,100,0.893
1700426663.046852,50486.000,4833,2,AY,1,100,0.847
1700426663.087723,50525.000,4833,2,AY,1,100,0.851
1700426663.128594,50564.000,4852,3,AY,1,100,0.859
1700426663.169466,50603.000,4852,3,AY,1,100,0.862
1700426663.210337,50642.000,4852,3,AY,1,100,0.873
1700426663.250859,50680.667,4867,3,AY,1,100,0.903
1700426663.291380,50719.333,4867,3,AY,1,100,0.844
1700426663.331902,50758.000,4867,3,AY,1,100,0.872
1700426663.373821,50798.000,4885,2,AY,1,100,1.049
1700426663.415740,50838.000,4885,2,AY,1,100,0.726
1700426663.456612,50877.000,4901,3,AY,1,100,0.746
1700426663.497483,50916.000,4901,3,AY,1,100,0.840
1700426663.538354,50955.000,4901,3,AY,1,100,0.825
1700426663.579225,50994.000,4918,2,AY,1,100,0.875
1700426663.620096,51033.000,4918,2,AY,1,100,0.950
1700426663.656426,51067.667,4933,3,AY,1,100,0.894
1700426663.692756,51102.333,4933,3,AY,1,100,0.853
1700426663.729086,51137.000,4933,3,AY,1,100,0.813
1700426663.769957,51176.000,4951,3,AY,1,100,0.818
1700426663.810828,51215.000,4951,3,AY,1,100,0.837
1700426663.851700,51254.000,4951,3,AY,1,100,0.856
1700426663.891872,51292.333,4967,3,AY,1,100,0.860
1700426663.932045,51330.667,4967,3,AY,1,100,0.842
1700426663.972217,51369.000,4967,3,AY,1,100,0.837
1700426664.013088,51408.000,4986,2,AY,1,100,0.808
1700426664.053960,51447.000,4986,2,AY,1,100,0.817
1700426664.094831,51486.000,5003,3,AY,1,100,0.835
1700426664.135702,51525.000,5003,3,AY,1,100,0.844
1700426664.176573,51564.000,5003,3,AY,1,100,0.841
1700426664.217444,51603.000,5021,2,AY,1,100,0.836
1700426664.258316,51642.000,5021,2,AY,1,100,0.886
1700426664.299187,51681.000,5037,3,AY,1,100,0.885
1700426664.340058,51720.000,5037,3,AY,1,100,0.935
1700426664.380929,51759.000,5037,3,AY,1,100,0.896
1700426664.421800,51798.000,5055,3,AY,1,100,0.874
1700426664.462672,51837.000,5055,3,AY,1,100,0.900
1700426664.503543,51876.000,5055,3,AY,1,100,0.904
