LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,MY
1700426645.716424,33949.000,2101,15,MY,1,100,52
1700426645.716424,33949.000,2101,15,MY,1,100,53
1700426645.716424,33949.000,2101,15,MY,1,100,52
1700426645.716424,33949.000,2101,15,MY,1,100,53
1700426645.716424,33949.000,2101,15,MY,1,100,53
1700426645.716424,33949.000,2101,15,MY,1,100,52
1700426645.716424,33949.000,2101,15,MY,1,100,51
1700426645.716424,33949.000,2101,15,MY,1,100,52
1700426645.716424,33949.000,2101,15,MY,1,100,52
1700426645.716424,33949.000,2101,15,MY,1,100,52
1700426645.716424,33949.000,2101,15,MY,1,100,51
1700426645.716424,33949.000,2101,15,MY,1,100,52
1700426645.716424,33949.000,2101,15,MY,1,100,51
1700426645.716424,33949.000,2101,15,MY,1,100,51
1700426645.716424,33949.000,2101,15,MY,1,100,50
1700426645.757645,33988.333,2120,3,MY,1,100,50
1700426645.798865,34027.667,2120,3,MY,1,100,50
1700426645.840086,34067.000,2120,3,MY,1,100,49
1700426645.876415,34101.667,2136,3,MY,1,100,50
1700426645.912745,34136.333,2136,3,MY,1,100,51
1700426645.949075,34171.000,2136,3,MY,1,100,50
1700426645.988899,34209.000,2154,2,MY,1,100,50
1700426646.028722,34247.000,2154,2,MY,1,100,50
1700426646.070292,34286.667,2169,3,MY,1,100,49
1700426646.111861,34326.333,2169,3,MY,1,100,50
1700426646.153431,34366.000,2169,3,MY,1,100,50
1700426646.193953,34404.667,2186,3,MY,1,100,49
1700426646.234475,34443.333,2186,3,MY,1,100,49
1700426646.274997,34482.000,2186,3,MY,1,100,49
1700426646.315868,34521.000,2202,2,MY,1,100,48
1700426646.356739,34560.000,2202,2,MY,1,100,48
1700426646.397610,34599.000,2222,3,MY,1,100,50
1700426646.438482,34638.000,2222,3,MY,1,100,49
1700426646.479353,34677.000,2222,3,MY,1,100,49
1700426646.520224,34716.000,2238,2,MY,1,100,49
1700426646.561095,34755.000,2238,2,MY,1,100,48
1700426646.601966,34794.000,2254,3,MY,1,100,49
1700426646.642838,34833.000,2254,3,MY,1,100,49
1700426646.683709,34872.000,2254,3,MY,1,100,49
1700426646.724580,34911.000,2271,3,MY,1,100,49
1700426646.765451,34950.000,2271,3,MY,1,100,48
1700426646.806322,34989.000,2271,3,MY,1,100,47
1700426646.846145,35027.000,2290,2,MY,1,100,48
1700426646.885968,35065.000,2290,2,MY,1,100,49
1700426646.926840,35104.000,2306,3,MY,1,100,49
1700426646.967711,35143.000,2306,3,MY,1,100,49
1700426647.008582,35182.000,2306,3,MY,1,100,48
1700426647.049453,35221.000,2323,3,MY,1,100,49
1700426647.090324,35260.000,2323,3,MY,1,100,48
1700426647.131196,35299.000,2323,3,MY,1,100,49
1700426647.172067,35338.000,2339,2,MY,1,100,48
1700426647.212938,35377.000,2339,2,MY,1,100,48
1700426647.253809,35416.000,2356,3,MY,1,100,49
1700426647.294680,35455.000,2356,3,MY,1,100,49
1700426647.335552,35494.000,2356,3,MY,1,100,49
1700426647.376423,35533.000,2373,2,MY,1,100,49
1700426647.417294,35572.000,2373,2,MY,1,100,49
1700426647.457466,35610.333,2390,3,MY,1,100,47
1700426647.497639,35648.667,2390,3,MY,1,100,48
1700426647.537812,35687.000,2390,3,MY,1,100,48
1700426647.578683,35726.000,2405,3,MY,1,100,47
1700426647.619554,35765.000,2405,3,MY,1,100,47
1700426647.660425,35804.000,2405,3,MY,1,100,47
1700426647.696406,35838.333,2423,3,MY,1,100,48
1700426647.732386,35872.667,2423,3,MY,1,100,47
1700426647.768367,35907.000,2423,3,MY,1,100,47
1700426647.810286,35947.000,2441,2,MY,1,100,48
1700426647.852205,35987.000,2441,2,MY,1,100,47
1700426647.893076,36026.000,2458,3,MY,1,100,47
1700426647.933948,36065.000,2458,3,MY,1,100,47
1700426647.974819,36104.000,2458,3,MY,1,100,47
1700426648.015690,36143.000,2473,2,MY,1,100,47
1700426648.056561,36182.000,2473,2,MY,1,100,47
1700426648.097432,36221.000,2491,3,MY,1,100,47
1700426648.138303,36260.000,2491,3,MY,1,100,47
1700426648.179175,36299.000,2491,3,MY,1,100,47
1700426648.220046,36338.000,2507,2,MY,1,100,47
1700426648.260917,36377.000,2507,2,MY,1,100,47
1700426648.301090,36415.333,2526,3,MY,1,100,47
1700426648.341262,36453.667,2526,3,MY,1,100,48
1700426648.381434,36492.000,2526,3,MY,1,100,47
1700426648.423354,36532.000,2543,3,MY,1,100,47
1700426648.465273,36572.000,2543,3,MY,1,100,48
1700426648.507192,36612.000,2543,3,MY,1,100,46
1700426648.548063,36651.000,2559,2,MY,1,100,47
1700426648.588934,36690.000,2559,2,MY,1,100,47
1700426648.629806,36729.000,2575,3,MY,1,100,47
1700426648.670677,36768.000,2575,3,MY,1,100,47
1700426648.711548,36807.000,2575,3,MY,1,100,46
1700426648.752419,36846.000,2593,2,MY,1,100,47
1700426648.793290,36885.000,2593,2,MY,1,100,48
1700426648.834162,36924.000,2611,3,MY,1,100,47
1700426648.875033,36963.000,2611,3,MY,1,100,48
1700426648.915904,37002.000,2611,3,MY,1,100,47
1700426648.957037,37041.250,2633,4,MY,1,100,47
1700426648.998170,37080.500,2633,4,MY,1,100,48
1700426649.039303,37119.750,2633,4,MY,1,100,47
1700426649.080436,37159.000,2633,4,MY,1,100,49
