LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,RD
1700426649.004982,37087.000,2617,2,RD,1,100,TL
1700426649.004982,37087.000,2617,2,RD,1,100,TU
1700426651.684664,39644.000,3451,2,RD,1,100,TL
1700426654.364346,42201.000,3451,2,RD,1,100,TU
1700426657.050316,44764.000,4298,2,RD,1,100,TL
1700426659.736286,47327.000,4298,2,RD,1,100,TU
1700426662.404441,49873.000,5145,2,RD,1,100,TL
1700426665.072595,52419.000,5145,2,RD,1,100,TU
1700426667.754373,54978.000,5990,2,RD,1,100,TL
1700426670.436152,57537.000,5990,2,RD,1,100,TU
1700426673.112690,60091.000,6837,2,RD,1,100,TL
1700426675.789228,62645.000,6837,2,RD,1,100,TU
1700426687.322236,73650.000,10493,2,RD,1,100,TL
1700426698.855245,84655.000,10493,2,RD,1,100,TU
1700426701.547503,87224.000,11340,2,RD,1,100,TL
1700426704.239760,89793.000,11340,2,RD,1,100,TU
1700426708.928942,94267.500,12654,2,RD,1,100,TL
1700426713.618124,98742.000,12654,2,RD,1,100,TU
1700426716.300426,101301.500,13472,2,RD,1,100,TL
1700426718.982728,103861.000,13472,2,RD,1,100,TU
1700426721.658218,106414.000,14320,2,RD,1,100,TL
1700426724.333709,108967.000,14320,2,RD,1,100,TU
1700426727.011295,111522.000,15165,2,RD,1,100,TL
1700426729.688881,114077.000,15165,2,RD,1,100,TU
1700426732.365419,116631.000,16012,2,RD,1,100,TL
1700426735.041958,119185.000,16012,2,RD,1,100,TU
1700426737.727404,121747.500,16854,2,RD,1,100,TL
1700426740.412850,124310.000,16854,2,RD,1,100,TU
1700426743.103536,126877.500,17699,2,RD,1,100,TL
1700426745.794222,129445.000,17699,2,RD,1,100,TU
1700426748.485955,132013.500,18549,2,RD,1,100,TL
1700426751.177690,134582.000,18549,2,RD,1,100,TU
1700426753.854228,137136.000,19392,2,RD,1,100,TL
1700426756.530766,139690.000,19392,2,RD,1,100,TU
1700426759.201016,142238.000,20223,2,RD,1,100,TL
1700426761.871267,144786.000,20223,2,RD,1,100,TU
