LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,B%
1700426645.680793,33915.000,2104,1,B%,1,100,77
1700426646.703620,34891.000,2274,1,B%,1,100,77
1700426647.720160,35861.000,2426,1,B%,1,100,76
1700426648.745083,36839.000,2596,1,B%,1,100,76
1700426649.772103,37819.000,2752,1,B%,1,100,75
1700426650.794930,38795.000,2905,1,B%,1,100,74
1700426651.816710,39770.000,3072,1,B%,1,100,73
1700426652.838489,40745.000,3224,1,B%,1,100,74
1700426653.859221,41719.000,3395,1,B%,1,100,74
1700426654.877856,42691.000,3536,1,B%,1,100,73
1700426655.901731,43668.000,3707,1,B%,1,100,72
1700426656.926655,44646.000,3876,1,B%,1,100,72
1700426657.950530,45623.000,4026,1,B%,1,100,73
1700426658.972310,46598.000,4195,1,B%,1,100,72
1700426659.994089,47573.000,4353,1,B%,1,100,72
1700426661.017965,48550.000,4521,1,B%,1,100,73
1700426662.040792,49526.000,4671,1,B%,1,100,73
1700426663.066763,50505.000,4842,1,B%,1,100,73
1700426664.087495,51479.000,5012,1,B%,1,100,73
1700426665.108227,52453.000,5165,1,B%,1,100,71
1700426666.126862,53425.000,5315,1,B%,1,100,72
1700426667.145498,54397.000,5484,1,B%,1,100,73
1700426668.167277,55372.000,5637,1,B%,1,100,73
1700426669.188009,56346.000,5806,1,B%,1,100,72
1700426670.211884,57323.000,5973,1,B%,1,100,71
1700426671.230520,58295.000,6128,1,B%,1,100,71
1700426672.247059,59265.000,6296,1,B%,1,100,71
1700426673.275126,60246.000,6448,1,B%,1,100,71
1700426674.296906,61221.000,6619,1,B%,1,100,71
1700426675.321829,62199.000,6787,1,B%,1,100,70
1700426676.343609,63174.000,6940,1,B%,1,100,70
1700426677.365388,64149.000,7091,1,B%,1,100,70
1700426678.391360,65128.000,7260,1,B%,1,100,69
1700426679.409995,66100.000,7429,1,B%,1,100,70
1700426680.431775,67075.000,7581,1,B%,1,100,72
1700426681.454602,68051.000,7752,1,B%,1,100,74
1700426682.473238,69023.000,7919,1,B%,1,100,75
1700426683.498161,70001.000,8070,1,B%,1,100,75
1700426684.520988,70977.000,8241,1,B%,1,100,75
1700426685.545912,71955.000,8411,1,B%,1,100,75
1700426686.565595,72928.000,8563,1,B%,1,100,75
1700426687.588423,73904.000,8732,1,B%,1,100,75
1700426688.613346,74882.000,8886,1,B%,1,100,75
1700426689.636174,75858.000,9054,1,B%,1,100,75
1700426690.660049,76835.000,9207,1,B%,1,100,75
1700426691.677637,77806.000,9377,1,B%,1,100,75
1700426692.697320,78779.000,9530,1,B%,1,100,75
1700426693.718052,79753.000,9699,1,B%,1,100,74
1700426694.739831,80728.000,9851,1,B%,1,100,75
1700426695.762659,81704.000,10022,1,B%,1,100,75
1700426696.779198,82674.000,10189,1,B%,1,100,75
1700426697.804122,83652.000,10343,1,B%,1,100,75
1700426698.822757,84624.000,10513,1,B%,1,100,75
1700426699.842441,85597.000,10664,1,B%,1,100,73
1700426700.866316,86574.000,10818,1,B%,1,100,72
1700426701.890192,87551.000,10986,1,B%,1,100,72
1700426702.917211,88531.000,11154,1,B%,1,100,71
1700426703.933751,89501.000,11305,1,B%,1,100,70
1700426704.958674,90479.000,11444,1,B%,1,100,70
1700426705.982549,91456.000,11595,1,B%,1,100,69
1700426707.000137,92427.000,11764,1,B%,1,100,71
1700426708.027156,93407.000,11932,1,B%,1,100,71
1700426709.048936,94382.000,12082,1,B%,1,100,69
1700426710.068619,95355.000,12251,1,B%,1,100,69
1700426711.090399,96330.000,12419,1,B%,1,100,72
1700426712.112178,97305.000,12569,1,B%,1,100,73
1700426713.138150,98284.000,12676,1,B%,1,100,74
1700426714.160977,99260.000,12729,1,B%,1,100,73
1700426715.182757,100235.000,12897,1,B%,1,100,70
1700426716.204536,101210.000,13047,1,B%,1,100,70
1700426717.228411,102187.000,13218,1,B%,1,100,70
1700426718.250191,103162.000,13386,1,B%,1,100,69
1700426719.268826,104134.000,13527,1,B%,1,100,68
1700426720.290606,105109.000,13697,1,B%,1,100,70
1700426721.310289,106082.000,13849,1,B%,1,100,68
1700426722.336261,107061.000,14018,1,B%,1,100,67
1700426723.352800,108031.000,14185,1,B%,1,100,68
1700426724.370388,109002.000,14340,1,B%,1,100,68
1700426725.395311,109980.000,14490,1,B%,1,100,69
1700426726.413947,110952.000,14659,1,B%,1,100,69
1700426727.437822,111929.000,14828,1,B%,1,100,69
1700426728.457506,112902.000,14979,1,B%,1,100,69
1700426729.478237,113876.000,15148,1,B%,1,100,69
1700426730.501065,114852.000,15303,1,B%,1,100,69
1700426731.519700,115824.000,15470,1,B%,1,100,68
1700426732.543576,116801.000,15623,1,B%,1,100,69
1700426733.566403,117777.000,15792,1,B%,1,100,69
1700426734.587135,118751.000,15960,1,B%,1,100,69
1700426735.607866,119725.000,16114,1,B%,1,100,68
1700426736.631742,120702.000,16265,1,B%,1,100,67
1700426737.654569,121678.000,16434,1,B%,1,100,69
1700426738.674253,122651.000,16601,1,B%,1,100,69
1700426739.693936,123624.000,16751,1,B%,1,100,68
1700426740.717812,124601.000,16906,1,B%,1,100,68
1700426741.745879,125582.000,17075,1,B%,1,100,68
1700426742.766610,126556.000,17243,1,B%,1,100,68
1700426743.786294,127529.000,17394,1,B%,1,100,68
1700426744.809121,128505.000,17564,1,B%,1,100,68
1700426745.830901,129480.000,17719,1,B%,1,100,68
1700426746.854776,130457.000,17869,1,B%,1,100,69
1700426747.875508,131431.000,18040,1,B%,1,100,68
1700426748.896239,132405.000,18208,1,B%,1,100,69
1700426749.920115,133382.000,18361,1,B%,1,100,69
1700426750.937702,134353.000,18530,1,B%,1,100,68
1700426751.958434,135327.000,18684,1,B%,1,100,67
1700426752.980213,136302.000,18835,1,B%,1,100,67
1700426754.003041,137278.000,19004,1,B%,1,100,67
1700426755.027964,138256.000,19172,1,B%,1,100,69
1700426756.045552,139227.000,19322,1,B%,1,100,68
1700426757.068379,140203.000,19496,1,B%,1,100,68
1700426758.087015,141175.000,19648,1,B%,1,100,68
1700426759.104602,142146.000,19818,1,B%,1,100,67
1700426760.131622,143126.000,19968,1,B%,1,100,68
1700426761.152353,144100.000,20139,1,B%,1,100,68
1700426762.172037,145073.000,20276,1,B%,1,100,67
1700426763.190672,146045.000,20445,1,B%,1,100,67
