LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,DC
1700426645.723760,33956.000,2087,4,DC,2,100,EA
1700426645.723760,33956.000,2087,4,DC,2,100,2
1700426645.723760,33956.000,2087,4,DC,2,100,EL
1700426645.723760,33956.000,2087,4,DC,2,100,2
1700426645.757033,33987.750,2106,4,DC,2,100,EA
1700426645.790307,34019.500,2106,4,DC,2,100,2
1700426645.823580,34051.250,2106,4,DC,2,100,EL
1700426645.856853,34083.000,2106,4,DC,2,100,2
1700426645.883053,34108.000,2122,4,DC,2,100,EA
1700426645.909252,34133.000,2122,4,DC,2,100,1
1700426645.935452,34158.000,2122,4,DC,2,100,EL
1700426645.961651,34183.000,2122,4,DC,2,100,1
1700426645.988113,34208.250,2140,4,DC,2,100,EA
1700426646.014574,34233.500,2140,4,DC,2,100,2
1700426646.041035,34258.750,2140,4,DC,2,100,EL
1700426646.067497,34284.000,2140,4,DC,2,100,2
1700426646.093958,34309.250,2156,4,DC,2,100,EA
1700426646.120420,34334.500,2156,4,DC,2,100,1
1700426646.146881,34359.750,2156,4,DC,2,100,EL
1700426646.173343,34385.000,2156,4,DC,2,100,1
1700426646.199804,34410.250,2172,4,DC,2,100,EA
1700426646.226266,34435.500,2172,4,DC,2,100,2
1700426646.252727,34460.750,2172,4,DC,2,100,EL
1700426646.279189,34486.000,2172,4,DC,2,100,2
1700426646.305650,34511.250,2188,4,DC,2,100,EA
1700426646.332112,34536.500,2188,4,DC,2,100,1
1700426646.358573,34561.750,2188,4,DC,2,100,EL
1700426646.385035,34587.000,2188,4,DC,2,100,1
1700426646.412020,34612.750,2208,4,DC,2,100,EA
1700426646.439006,34638.500,2208,4,DC,2,100,2
1700426646.465991,34664.250,2208,4,DC,2,100,EL
1700426646.492976,34690.000,2208,4,DC,2,100,2
1700426646.518914,34714.750,2224,4,DC,2,100,EA
1700426646.544851,34739.500,2224,4,DC,2,100,1
