LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EA
1700426645.716424,33949.000,2091,2,EA,1,100,0.030195
1700426645.716424,33949.000,2091,2,EA,1,100,0.030195
1700426645.785067,34014.500,2110,2,EA,1,100,0.030195
1700426645.853709,34080.000,2110,2,EA,1,100,0.030195
1700426645.920780,34144.000,2126,1,EA,1,100,0.030195
1700426645.988374,34208.500,2144,2,EA,1,100,0.030195
1700426646.055969,34273.000,2144,2,EA,1,100,0.030195
1700426646.125136,34339.000,2160,1,EA,1,100,0.030195
1700426646.193254,34404.000,2176,2,EA,1,100,0.030195
1700426646.261373,34469.000,2176,2,EA,1,100,0.030195
1700426646.329492,34534.000,2192,1,EA,1,100,0.030195
1700426646.397610,34599.000,2212,2,EA,1,100,0.030195
1700426646.465729,34664.000,2212,2,EA,1,100,0.030195
1700426646.532800,34728.000,2228,1,EA,1,100,0.030195
1700426646.600918,34793.000,2245,2,EA,1,100,0.030195
1700426646.669037,34858.000,2245,2,EA,1,100,0.030195
1700426646.737679,34923.500,2261,2,EA,1,100,0.030195
1700426646.806322,34989.000,2261,2,EA,1,100,0.030195
1700426646.872345,35052.000,2280,1,EA,1,100,0.030195
1700426646.940464,35117.000,2296,2,EA,1,100,0.030195
1700426647.008582,35182.000,2296,2,EA,1,100,0.030195
1700426647.076701,35247.000,2314,1,EA,1,100,0.030195
1700426647.144819,35312.000,2329,2,EA,1,100,0.030195
1700426647.212938,35377.000,2329,2,EA,1,100,0.030195
1700426647.280009,35441.000,2346,1,EA,1,100,0.030195
1700426647.348651,35506.500,2363,2,EA,1,100,0.030195
1700426647.417294,35572.000,2363,2,EA,1,100,0.030195
1700426647.484365,35636.000,2380,2,EA,1,100,0.030195
1700426647.551435,35700.000,2380,2,EA,1,100,0.030195
1700426647.619554,35765.000,2396,1,EA,1,100,0.030195
1700426647.687148,35829.500,2413,2,EA,1,100,0.030195
1700426647.754743,35894.000,2413,2,EA,1,100,0.030195
1700426647.823910,35960.000,2431,1,EA,1,100,0.030195
1700426647.892552,36025.500,2448,2,EA,1,100,0.030194
1700426647.961195,36091.000,2448,2,EA,1,100,0.030195
1700426648.029314,36156.000,2464,1,EA,1,100,0.030195
1700426648.097432,36221.000,2481,2,EA,1,100,0.030194
1700426648.165551,36286.000,2481,2,EA,1,100,0.030195
1700426648.232621,36350.000,2497,1,EA,1,100,0.030194
1700426648.300216,36414.500,2516,2,EA,1,100,0.030195
1700426648.367811,36479.000,2516,2,EA,1,100,0.030194
1700426648.437501,36545.500,2533,2,EA,1,100,0.030195
1700426648.507192,36612.000,2533,2,EA,1,100,0.030194
