RD,TS_received,TS_sent,AK,RoundTrip,
37087,42173,2023-11-19_21-44-11-792003,42188,5086,
42201,47307,2023-11-19_21-44-17-706565,47315,5106,
47327,
52419,
57537,
62645,
84655,89790,2023-11-19_21-45-00-458717,89793,5135,
89793,
98742,103858,2023-11-19_21-45-15-117679,103861,5116,
103861,0,,108967,-103861,
108967,
114077,
119185,124306,2023-11-19_21-45-38-080147,124309,5121,
124310,129441,2023-11-19_21-45-43-473083,129444,5131,
129445,134578,2023-11-19_21-45-48-740837,134582,5133,
134582,139687,2023-11-19_21-45-53-975122,139689,5105,
139690,
144786,
