LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,TL
1700426648.981926,37065.000,2613,1,TL,1,100,2023-11-19_21-44-06-498430
1700426649.001838,37084.000,2615,1,TL,1,100,2023-11-19_21-44-06-498542
1700426654.335003,42173.000,3447,1,TL,1,100,2023-11-19_21-44-11-792003
1700426654.360154,42197.000,3449,1,TL,1,100,2023-11-19_21-44-11-792171
1700426659.715327,47307.000,4294,1,TL,1,100,2023-11-19_21-44-17-706565
1700426659.733142,47324.000,4296,1,TL,1,100,2023-11-19_21-44-17-723749
1700426704.236616,89790.000,11338,1,TL,1,100,2023-11-19_21-45-00-458717
1700426718.979584,103858.000,13470,1,TL,1,100,2023-11-19_21-45-15-117679
1700426740.408658,124306.000,16852,1,TL,1,100,2023-11-19_21-45-38-080147
1700426745.790030,129441.000,17697,1,TL,1,100,2023-11-19_21-45-43-473083
1700426751.173497,134578.000,18547,1,TL,1,100,2023-11-19_21-45-48-740837
1700426756.527622,139687.000,19390,1,TL,1,100,2023-11-19_21-45-53-975122
