LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AK
1700426648.991358,37074.000,2614,2,AK,1,100,1834
1700426648.991358,37074.000,2614,2,AK,1,100,RD
1700426648.997646,37080.000,2616,2,AK,1,100,1834
1700426649.003934,37086.000,2616,2,AK,1,100,RD
1700426651.677328,39637.000,3448,2,AK,1,100,2617
1700426654.350723,42188.000,3448,2,AK,1,100,RD
1700426654.357010,42194.000,3450,2,AK,1,100,2617
1700426654.363298,42200.000,3450,2,AK,1,100,RD
1700426657.043504,44757.500,4295,2,AK,1,100,3451
1700426659.723711,47315.000,4295,2,AK,1,100,RD
1700426659.729999,47321.000,4297,2,AK,1,100,3451
1700426659.736286,47327.000,4297,2,AK,1,100,RD
1700426681.988023,68560.000,11339,2,AK,1,100,10493
1700426704.239760,89793.000,11339,2,AK,1,100,RD
1700426711.611244,96827.000,13471,2,AK,1,100,12654
1700426718.982728,103861.000,13471,2,AK,1,100,RD
1700426721.658218,106414.000,14319,2,AK,1,100,13472
1700426724.333709,108967.000,14319,2,AK,1,100,RD
1700426732.372755,116638.000,16853,2,AK,1,100,16012
1700426740.411802,124309.000,16853,2,AK,1,100,RD
1700426743.102488,126876.500,17698,2,AK,1,100,16854
1700426745.793174,129444.000,17698,2,AK,1,100,RD
1700426748.485431,132013.000,18548,2,AK,1,100,17699
1700426751.177690,134582.000,18548,2,AK,1,100,RD
1700426753.853704,137135.500,19391,2,AK,1,100,18549
1700426756.529718,139689.000,19391,2,AK,1,100,RD
