LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PG
1700426645.688129,33922.000,2090,2,PG,1,100,10054
1700426645.688129,33922.000,2090,2,PG,1,100,10046
1700426645.729524,33961.500,2109,4,PG,1,100,10046
1700426645.770919,34001.000,2109,4,PG,1,100,10033
1700426645.812314,34040.500,2109,4,PG,1,100,10028
1700426645.853709,34080.000,2109,4,PG,1,100,10025
1700426645.894580,34119.000,2125,2,PG,1,100,10015
1700426645.935452,34158.000,2125,2,PG,1,100,10008
1700426645.975624,34196.333,2143,3,PG,1,100,9993
1700426646.015797,34234.667,2143,3,PG,1,100,10001
1700426646.055969,34273.000,2143,3,PG,1,100,9990
1700426646.097364,34312.500,2159,2,PG,1,100,9989
1700426646.138760,34352.000,2159,2,PG,1,100,9985
1700426646.184172,34395.333,2175,3,PG,1,100,9989
1700426646.229584,34438.667,2175,3,PG,1,100,9980
1700426646.274997,34482.000,2175,3,PG,1,100,9982
1700426646.315868,34521.000,2191,2,PG,1,100,9980
1700426646.356739,34560.000,2191,2,PG,1,100,9980
1700426646.397610,34599.000,2211,3,PG,1,100,9997
1700426646.438482,34638.000,2211,3,PG,1,100,9976
1700426646.479353,34677.000,2211,3,PG,1,100,9979
1700426646.520224,34716.000,2227,2,PG,1,100,9968
1700426646.561095,34755.000,2227,2,PG,1,100,9970
1700426646.601966,34794.000,2244,3,PG,1,100,9969
1700426646.642838,34833.000,2244,3,PG,1,100,9958
1700426646.683709,34872.000,2244,3,PG,1,100,9950
1700426646.724580,34911.000,2260,3,PG,1,100,9950
1700426646.765451,34950.000,2260,3,PG,1,100,9956
1700426646.806322,34989.000,2260,3,PG,1,100,9947
1700426646.846145,35027.000,2279,2,PG,1,100,9950
1700426646.885968,35065.000,2279,2,PG,1,100,9943
1700426646.926840,35104.000,2295,3,PG,1,100,9942
1700426646.967711,35143.000,2295,3,PG,1,100,9944
1700426647.008582,35182.000,2295,3,PG,1,100,9944
1700426647.049453,35221.000,2313,3,PG,1,100,9945
1700426647.090324,35260.000,2313,3,PG,1,100,9939
1700426647.131196,35299.000,2313,3,PG,1,100,9944
1700426647.172067,35338.000,2328,2,PG,1,100,9949
