LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,HR
1669790657.202647,22784,1527,1,HR,1,100,41
1669790657.929540,23494,1647,1,HR,1,100,46
1669790658.777241,24322,1766,1,HR,1,100,49
1669790659.590134,25116,1902,1,HR,1,100,52
1669790660.430668,25937,2043,1,HR,1,100,55
1669790661.283489,26770,2181,1,HR,1,100,57
1669790662.042120,27511,2317,1,HR,1,100,59
1669790662.852964,28303,2453,1,HR,1,100,61
1669790663.813283,29241,2604,1,HR,1,100,61
1669790664.622080,30031,2741,1,HR,1,100,63
1669790665.512781,30901,2883,1,HR,1,100,63
1669790666.510979,31876,3037,1,HR,1,100,63
1669790667.282920,32630,3174,1,HR,1,100,65
1669790668.161335,33488,3311,1,HR,1,100,65
1669790669.138034,34442,3464,1,HR,1,100,65
1669790669.852642,35140,3582,1,HR,1,100,67
1669790670.669630,35938,3703,1,HR,1,100,68
1669790671.678066,36923,3878,1,HR,1,100,67
1669790673.129806,38341,4101,1,HR,1,100,64
1669790674.779138,39952,4354,1,HR,1,100,61
1669790675.502960,40659,4459,1,HR,1,100,64
1669790676.394684,41530,4618,1,HR,1,100,64
1669790677.152292,42270,4737,1,HR,1,100,66
1669790677.960065,43059,4874,1,HR,1,100,67
1669790678.840528,43919,5028,1,HR,1,100,67
1669790679.650348,44710,5146,1,HR,1,100,68
1669790680.506240,45546,5300,1,HR,1,100,68
1669790681.464511,46482,5457,1,HR,1,100,68
1669790682.197547,47198,5578,1,HR,1,100,70
1669790683.076986,48057,5714,1,HR,1,100,69
1669790683.889878,48851,5852,1,HR,1,100,70
1669790684.722223,49664,5986,1,HR,1,100,70
1669790685.579138,50501,6139,1,HR,1,100,70
1669790686.432982,51335,6260,1,HR,1,100,70
1669790687.358491,52239,6418,1,HR,1,100,70
1669790688.250216,53110,6572,1,HR,1,100,70
1669790689.084608,53925,6708,1,HR,1,100,70
1669790690.180067,54995,6878,1,HR,1,100,68
1669790690.782058,55583,6979,1,HR,1,100,72
1669790691.710639,56490,7139,1,HR,1,100,71
1669790692.607482,57366,7276,1,HR,1,100,71
1669790693.523777,58261,7428,1,HR,1,100,70
1669790694.496381,59211,7582,1,HR,1,100,69
1669790695.251941,59949,7719,1,HR,1,100,70
1669790696.102714,60780,7855,1,HR,1,100,71
1669790697.030271,61686,7998,1,HR,1,100,70
1669790697.831901,62469,8132,1,HR,1,100,70
1669790698.681650,63299,8270,1,HR,1,100,71
1669790699.606136,64202,8422,1,HR,1,100,70
1669790700.416981,64994,8559,1,HR,1,100,71
1669790701.251372,65809,8696,1,HR,1,100,71
1669790702.143097,66680,8854,1,HR,1,100,70
1669790702.996941,67514,8991,1,HR,1,100,70
1669790703.795500,68294,9129,1,HR,1,100,71
1669790704.611463,69091,9246,1,HR,1,100,71
1669790705.331190,69794,9366,1,HR,1,100,73
1669790706.660075,71092,9586,1,HR,1,100,70
1669790707.754510,72161,9777,1,HR,1,100,68
1669790708.508022,72897,9898,1,HR,1,100,69
1669790709.199083,73572,10018,1,HR,1,100,72
1669790710.037570,74391,10154,1,HR,1,100,72
1669790710.809511,75145,10272,1,HR,1,100,72
1669790711.607046,75924,10409,1,HR,1,100,73
1669790712.423010,76721,10545,1,HR,1,100,73
1669790713.218497,77498,10672,1,HR,1,100,73
1669790714.075413,78335,10809,1,HR,1,100,73
1669790714.888305,79129,10946,1,HR,1,100,73
1669790715.764673,79985,11080,1,HR,1,100,73
1669790716.617493,80818,11217,1,HR,1,100,72
1669790717.457003,81638,11371,1,HR,1,100,72
1669790718.309824,82471,11496,1,HR,1,100,72
1669790719.154454,83296,11632,1,HR,1,100,72
1669790720.001131,84123,11786,1,HR,1,100,72
1669790720.892855,84994,11924,1,HR,1,100,72
1669790721.687319,85770,12058,1,HR,1,100,72
1669790722.619995,86681,12196,1,HR,1,100,71
1669790723.497386,87538,12337,1,HR,1,100,71
1669790724.271374,88294,12457,1,HR,1,100,72
1669790725.237836,89238,12626,1,HR,1,100,71
1669790726.034347,90016,12763,1,HR,1,100,71
1669790726.888191,90850,12900,1,HR,1,100,71
1669790727.724631,91667,13034,1,HR,1,100,71
1669790728.656283,92577,13178,1,HR,1,100,71
1669790729.453819,93356,13315,1,HR,1,100,71
1669790730.385471,94266,13467,1,HR,1,100,70
1669790731.159459,95022,13589,1,HR,1,100,71
1669790732.115682,95956,13758,1,HR,1,100,70
1669790733.008430,96828,13895,1,HR,1,100,70
1669790733.884798,97684,14035,1,HR,1,100,70
