LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PR
1669790657.163743,22746.000,1511,6,PR,1,100,149233
1669790657.163743,22746.000,1511,6,PR,1,100,149240
1669790657.163743,22746.000,1511,6,PR,1,100,149243
1669790657.163743,22746.000,1511,6,PR,1,100,149229
1669790657.163743,22746.000,1511,6,PR,1,100,149217
1669790657.163743,22746.000,1511,6,PR,1,100,149207
1669790657.203671,22785.000,1531,2,PR,1,100,149200
1669790657.243598,22824.000,1531,2,PR,1,100,149193
1669790657.283526,22863.000,1546,3,PR,1,100,149193
1669790657.323454,22902.000,1546,3,PR,1,100,149191
1669790657.363382,22941.000,1546,3,PR,1,100,149184
1669790657.403310,22980.000,1563,3,PR,1,100,149191
1669790657.443238,23019.000,1563,3,PR,1,100,149188
1669790657.483166,23058.000,1563,3,PR,1,100,149181
1669790657.523094,23097.000,1580,2,PR,1,100,149190
1669790657.563022,23136.000,1580,2,PR,1,100,149190
1669790657.602950,23175.000,1597,3,PR,1,100,149201
1669790657.642878,23214.000,1597,3,PR,1,100,149196
1669790657.682806,23253.000,1597,3,PR,1,100,149211
1669790657.721710,23291.000,1612,2,PR,1,100,149209
1669790657.760614,23329.000,1612,2,PR,1,100,149214
1669790657.800542,23368.000,1630,3,PR,1,100,149235
1669790657.840470,23407.000,1630,3,PR,1,100,149237
1669790657.880398,23446.000,1630,3,PR,1,100,149231
1669790657.924080,23488.667,1650,3,PR,1,100,149220
1669790657.967762,23531.333,1650,3,PR,1,100,149218
1669790658.011444,23574.000,1650,3,PR,1,100,149194
1669790658.051372,23613.000,1667,2,PR,1,100,149177
1669790658.091300,23652.000,1667,2,PR,1,100,149180
1669790658.131740,23691.500,1684,4,PR,1,100,149178
1669790658.172179,23731.000,1684,4,PR,1,100,149163
1669790658.212619,23770.500,1684,4,PR,1,100,149176
1669790658.253059,23810.000,1684,4,PR,1,100,149169
1669790658.294011,23850.000,1701,2,PR,1,100,149168
1669790658.334963,23890.000,1701,2,PR,1,100,149173
1669790658.374891,23929.000,1716,3,PR,1,100,149172
1669790658.414819,23968.000,1716,3,PR,1,100,149175
1669790658.454746,24007.000,1716,3,PR,1,100,149173
1669790658.494674,24046.000,1734,2,PR,1,100,149200
1669790658.534602,24085.000,1734,2,PR,1,100,149204
1669790658.574530,24124.000,1750,3,PR,1,100,149200
1669790658.614458,24163.000,1750,3,PR,1,100,149223
1669790658.654386,24202.000,1750,3,PR,1,100,149214
1669790658.695338,24242.000,1769,3,PR,1,100,149231
1669790658.736290,24282.000,1769,3,PR,1,100,149214
1669790658.777241,24322.000,1769,3,PR,1,100,149207
1669790658.817169,24361.000,1786,2,PR,1,100,149192
1669790658.857097,24400.000,1786,2,PR,1,100,149173
1669790658.897025,24439.000,1804,3,PR,1,100,149181
1669790658.936953,24478.000,1804,3,PR,1,100,149160
1669790658.976881,24517.000,1804,3,PR,1,100,149150
1669790659.016809,24556.000,1820,2,PR,1,100,149162
1669790659.056737,24595.000,1820,2,PR,1,100,149165
1669790659.096324,24633.667,1838,3,PR,1,100,149169
1669790659.135911,24672.333,1838,3,PR,1,100,149151
1669790659.175497,24711.000,1838,3,PR,1,100,149169
1669790659.215425,24750.000,1854,3,PR,1,100,149163
1669790659.255353,24789.000,1854,3,PR,1,100,149171
1669790659.295281,24828.000,1854,3,PR,1,100,149181
1669790659.336233,24868.000,1870,2,PR,1,100,149186
1669790659.377185,24908.000,1870,2,PR,1,100,149190
1669790659.423767,24953.500,1886,2,PR,1,100,149201
1669790659.470350,24999.000,1886,2,PR,1,100,149204
1669790659.510278,25038.000,1906,3,PR,1,100,149210
1669790659.550206,25077.000,1906,3,PR,1,100,149226
1669790659.590134,25116.000,1906,3,PR,1,100,149213
1669790659.630062,25155.000,1922,3,PR,1,100,149196
1669790659.669990,25194.000,1922,3,PR,1,100,149196
1669790659.709918,25233.000,1922,3,PR,1,100,149175
1669790659.749846,25272.000,1939,2,PR,1,100,149163
1669790659.789773,25311.000,1939,2,PR,1,100,149142
1669790659.829701,25350.000,1957,3,PR,1,100,149158
1669790659.869629,25389.000,1957,3,PR,1,100,149150
1669790659.909557,25428.000,1957,3,PR,1,100,149153
1669790659.949485,25467.000,1974,2,PR,1,100,149150
1669790659.989413,25506.000,1974,2,PR,1,100,149159
1669790660.028659,25544.333,1990,3,PR,1,100,149160
1669790660.067904,25582.667,1990,3,PR,1,100,149157
1669790660.107150,25621.000,1990,3,PR,1,100,149165
1669790660.147078,25660.000,2008,3,PR,1,100,149177
1669790660.187006,25699.000,2008,3,PR,1,100,149185
1669790660.226933,25738.000,2008,3,PR,1,100,149191
1669790660.267544,25777.667,2027,3,PR,1,100,149204
1669790660.308155,25817.333,2027,3,PR,1,100,149202
1669790660.348765,25857.000,2027,3,PR,1,100,149211
1669790660.389717,25897.000,2046,2,PR,1,100,149230
1669790660.430668,25937.000,2046,2,PR,1,100,149217
1669790660.470596,25976.000,2063,3,PR,1,100,149209
1669790660.510524,26015.000,2063,3,PR,1,100,149195
1669790660.550452,26054.000,2063,3,PR,1,100,149199
1669790660.590380,26093.000,2080,2,PR,1,100,149175
1669790660.630308,26132.000,2080,2,PR,1,100,149169
1669790660.669212,26170.000,2096,3,PR,1,100,149176
1669790660.708117,26208.000,2096,3,PR,1,100,149174
1669790660.747021,26246.000,2096,3,PR,1,100,149175
1669790660.786949,26285.000,2113,3,PR,1,100,149170
1669790660.826877,26324.000,2113,3,PR,1,100,149181
1669790660.866805,26363.000,2113,3,PR,1,100,149177
1669790660.914411,26409.500,2131,2,PR,1,100,149181
1669790660.962017,26456.000,2131,2,PR,1,100,149176
1669790661.002969,26496.000,2148,2,PR,1,100,149200
1669790661.043921,26536.000,2148,2,PR,1,100,149202
1669790661.083849,26575.000,2165,3,PR,1,100,149203
1669790661.123777,26614.000,2165,3,PR,1,100,149217
1669790661.163705,26653.000,2165,3,PR,1,100,149229
1669790661.203633,26692.000,2184,3,PR,1,100,149231
1669790661.243561,26731.000,2184,3,PR,1,100,149209
1669790661.283489,26770.000,2184,3,PR,1,100,149186
1669790661.323416,26809.000,2199,2,PR,1,100,149183
1669790661.363344,26848.000,2199,2,PR,1,100,149172
1669790661.402931,26886.667,2216,3,PR,1,100,149174
1669790661.442518,26925.333,2216,3,PR,1,100,149168
1669790661.482105,26964.000,2216,3,PR,1,100,149176
1669790661.521521,27002.500,2233,2,PR,1,100,149165
1669790661.560937,27041.000,2233,2,PR,1,100,149171
1669790661.601888,27081.000,2250,3,PR,1,100,149165
1669790661.642840,27121.000,2250,3,PR,1,100,149185
1669790661.683792,27161.000,2250,3,PR,1,100,149193
1669790661.723720,27200.000,2266,3,PR,1,100,149193
1669790661.763648,27239.000,2266,3,PR,1,100,149209
1669790661.803576,27278.000,2266,3,PR,1,100,149210
1669790661.843504,27317.000,2283,2,PR,1,100,149208
1669790661.883432,27356.000,2283,2,PR,1,100,149213
1669790661.923360,27395.000,2301,3,PR,1,100,149232
1669790661.963288,27434.000,2301,3,PR,1,100,149243
1669790662.003216,27473.000,2301,3,PR,1,100,149243
1669790662.043144,27512.000,2320,2,PR,1,100,149224
1669790662.083071,27551.000,2320,2,PR,1,100,149209
1669790662.122317,27589.333,2337,3,PR,1,100,149198
1669790662.161562,27627.667,2337,3,PR,1,100,149181
1669790662.200808,27666.000,2337,3,PR,1,100,149178
1669790662.240736,27705.000,2353,3,PR,1,100,149174
1669790662.280664,27744.000,2353,3,PR,1,100,149179
1669790662.320592,27783.000,2353,3,PR,1,100,149171
1669790662.360520,27822.000,2369,2,PR,1,100,149187
1669790662.400448,27861.000,2369,2,PR,1,100,149175
1669790662.446518,27906.000,2387,2,PR,1,100,149170
1669790662.492589,27951.000,2387,2,PR,1,100,149192
1669790662.533200,27990.667,2403,3,PR,1,100,149201
1669790662.573810,28030.333,2403,3,PR,1,100,149205
1669790662.614420,28070.000,2403,3,PR,1,100,149215
1669790662.655031,28109.667,2419,3,PR,1,100,149227
1669790662.695642,28149.333,2419,3,PR,1,100,149233
1669790662.736252,28189.000,2419,3,PR,1,100,149242
1669790662.776180,28228.000,2435,2,PR,1,100,149261
1669790662.816108,28267.000,2435,2,PR,1,100,149266
1669790662.855695,28305.667,2457,3,PR,1,100,149272
1669790662.895281,28344.333,2457,3,PR,1,100,149276
1669790662.934868,28383.000,2457,3,PR,1,100,149272
1669790662.973772,28421.000,2473,2,PR,1,100,149256
1669790663.012676,28459.000,2473,2,PR,1,100,149244
1669790663.052604,28498.000,2490,3,PR,1,100,149239
1669790663.092532,28537.000,2490,3,PR,1,100,149232
1669790663.132460,28576.000,2490,3,PR,1,100,149236
1669790663.173071,28615.667,2506,3,PR,1,100,149231
1669790663.213681,28655.333,2506,3,PR,1,100,149233
1669790663.254292,28695.000,2506,3,PR,1,100,149226
1669790663.295243,28735.000,2523,2,PR,1,100,149225
1669790663.336195,28775.000,2523,2,PR,1,100,149236
1669790663.376123,28814.000,2539,3,PR,1,100,149226
1669790663.416051,28853.000,2539,3,PR,1,100,149254
1669790663.455979,28892.000,2539,3,PR,1,100,149240
1669790663.495907,28931.000,2557,2,PR,1,100,149250
1669790663.535835,28970.000,2557,2,PR,1,100,149266
