LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,MX
1669790657.163743,22746.000,1522,10,MX,1,100,18
1669790657.163743,22746.000,1522,10,MX,1,100,18
1669790657.163743,22746.000,1522,10,MX,1,100,19
1669790657.163743,22746.000,1522,10,MX,1,100,19
1669790657.163743,22746.000,1522,10,MX,1,100,19
1669790657.163743,22746.000,1522,10,MX,1,100,19
1669790657.163743,22746.000,1522,10,MX,1,100,19
1669790657.163743,22746.000,1522,10,MX,1,100,19
1669790657.163743,22746.000,1522,10,MX,1,100,19
1669790657.163743,22746.000,1522,10,MX,1,100,18
1669790657.203671,22785.000,1541,2,MX,1,100,19
1669790657.243598,22824.000,1541,2,MX,1,100,18
1669790657.283526,22863.000,1557,3,MX,1,100,18
1669790657.323454,22902.000,1557,3,MX,1,100,18
1669790657.363382,22941.000,1557,3,MX,1,100,19
1669790657.403310,22980.000,1574,3,MX,1,100,19
1669790657.443238,23019.000,1574,3,MX,1,100,18
1669790657.483166,23058.000,1574,3,MX,1,100,19
1669790657.523094,23097.000,1591,2,MX,1,100,18
1669790657.563022,23136.000,1591,2,MX,1,100,19
1669790657.602950,23175.000,1607,3,MX,1,100,18
1669790657.642878,23214.000,1607,3,MX,1,100,18
1669790657.682806,23253.000,1607,3,MX,1,100,18
1669790657.721710,23291.000,1623,2,MX,1,100,19
1669790657.760614,23329.000,1623,2,MX,1,100,18
1669790657.800542,23368.000,1641,3,MX,1,100,19
1669790657.840470,23407.000,1641,3,MX,1,100,19
1669790657.880398,23446.000,1641,3,MX,1,100,18
1669790657.919985,23484.667,1661,3,MX,1,100,18
1669790657.959572,23523.333,1661,3,MX,1,100,19
1669790657.999158,23562.000,1661,3,MX,1,100,18
1669790658.039086,23601.000,1678,2,MX,1,100,19
1669790658.079014,23640.000,1678,2,MX,1,100,19
1669790658.119198,23679.250,1695,4,MX,1,100,19
1669790658.159382,23718.500,1695,4,MX,1,100,19
1669790658.199566,23757.750,1695,4,MX,1,100,18
1669790658.239750,23797.000,1695,4,MX,1,100,18
1669790658.280360,23836.667,1711,3,MX,1,100,19
1669790658.320971,23876.333,1711,3,MX,1,100,19
1669790658.361581,23916.000,1711,3,MX,1,100,19
1669790658.401509,23955.000,1727,2,MX,1,100,18
1669790658.441437,23994.000,1727,2,MX,1,100,19
1669790658.476929,24028.667,1745,3,MX,1,100,18
1669790658.512420,24063.333,1745,3,MX,1,100,19
1669790658.547912,24098.000,1745,3,MX,1,100,18
1669790658.588181,24137.333,1761,3,MX,1,100,18
1669790658.628450,24176.667,1761,3,MX,1,100,18
1669790658.668720,24216.000,1761,3,MX,1,100,19
1669790658.709671,24256.000,1780,2,MX,1,100,19
1669790658.750623,24296.000,1780,2,MX,1,100,18
1669790658.790551,24335.000,1796,3,MX,1,100,18
1669790658.830479,24374.000,1796,3,MX,1,100,18
1669790658.870407,24413.000,1796,3,MX,1,100,18
1669790658.910335,24452.000,1815,2,MX,1,100,18
1669790658.950263,24491.000,1815,2,MX,1,100,19
1669790658.990191,24530.000,1831,3,MX,1,100,18
1669790659.030119,24569.000,1831,3,MX,1,100,18
1669790659.070047,24608.000,1831,3,MX,1,100,18
1669790659.109633,24646.667,1849,3,MX,1,100,19
1669790659.149220,24685.333,1849,3,MX,1,100,19
1669790659.188807,24724.000,1849,3,MX,1,100,19
1669790659.228734,24763.000,1864,2,MX,1,100,19
1669790659.268662,24802.000,1864,2,MX,1,100,18
1669790659.309273,24841.667,1881,3,MX,1,100,18
1669790659.349884,24881.333,1881,3,MX,1,100,19
1669790659.390494,24921.000,1881,3,MX,1,100,18
1669790659.430422,24960.000,1897,2,MX,1,100,19
1669790659.470350,24999.000,1897,2,MX,1,100,19
1669790659.510278,25038.000,1917,3,MX,1,100,18
1669790659.550206,25077.000,1917,3,MX,1,100,18
1669790659.590134,25116.000,1917,3,MX,1,100,19
1669790659.630062,25155.000,1933,3,MX,1,100,18
1669790659.669990,25194.000,1933,3,MX,1,100,18
1669790659.709918,25233.000,1933,3,MX,1,100,18
1669790659.749846,25272.000,1949,2,MX,1,100,18
1669790659.789773,25311.000,1949,2,MX,1,100,18
1669790659.829701,25350.000,1968,3,MX,1,100,19
1669790659.869629,25389.000,1968,3,MX,1,100,17
1669790659.909557,25428.000,1968,3,MX,1,100,18
1669790659.949485,25467.000,1985,2,MX,1,100,19
1669790659.989413,25506.000,1985,2,MX,1,100,19
1669790660.028659,25544.333,2001,3,MX,1,100,19
1669790660.067904,25582.667,2001,3,MX,1,100,18
1669790660.107150,25621.000,2001,3,MX,1,100,18
1669790660.147078,25660.000,2018,3,MX,1,100,18
1669790660.187006,25699.000,2018,3,MX,1,100,19
1669790660.226933,25738.000,2018,3,MX,1,100,18
1669790660.263108,25773.333,2038,3,MX,1,100,18
1669790660.299282,25808.667,2038,3,MX,1,100,19
1669790660.335456,25844.000,2038,3,MX,1,100,19
1669790660.376407,25884.000,2057,2,MX,1,100,19
1669790660.417359,25924.000,2057,2,MX,1,100,19
1669790660.457287,25963.000,2074,3,MX,1,100,19
1669790660.497215,26002.000,2074,3,MX,1,100,19
1669790660.537143,26041.000,2074,3,MX,1,100,18
1669790660.577071,26080.000,2091,3,MX,1,100,18
1669790660.616999,26119.000,2091,3,MX,1,100,19
1669790660.656927,26158.000,2091,3,MX,1,100,18
1669790660.695831,26196.000,2106,2,MX,1,100,19
1669790660.734735,26234.000,2106,2,MX,1,100,17
1669790660.774663,26273.000,2124,3,MX,1,100,18
1669790660.814591,26312.000,2124,3,MX,1,100,19
1669790660.854519,26351.000,2124,3,MX,1,100,18
1669790660.895129,26390.667,2142,3,MX,1,100,18
1669790660.935740,26430.333,2142,3,MX,1,100,18
1669790660.976351,26470.000,2142,3,MX,1,100,18
1669790661.016790,26509.500,2159,2,MX,1,100,18
1669790661.057230,26549.000,2159,2,MX,1,100,19
1669790661.097158,26588.000,2176,3,MX,1,100,18
1669790661.137086,26627.000,2176,3,MX,1,100,18
1669790661.177014,26666.000,2176,3,MX,1,100,18
1669790661.216942,26705.000,2194,2,MX,1,100,18
1669790661.256870,26744.000,2194,2,MX,1,100,19
1669790661.296798,26783.000,2210,3,MX,1,100,19
1669790661.336726,26822.000,2210,3,MX,1,100,18
1669790661.376654,26861.000,2210,3,MX,1,100,18
1669790661.416240,26899.667,2227,3,MX,1,100,18
1669790661.455827,26938.333,2227,3,MX,1,100,19
1669790661.495414,26977.000,2227,3,MX,1,100,18
1669790661.535342,27016.000,2244,2,MX,1,100,18
1669790661.575270,27055.000,2244,2,MX,1,100,19
1669790661.615880,27094.667,2261,3,MX,1,100,18
1669790661.656491,27134.333,2261,3,MX,1,100,19
1669790661.697101,27174.000,2261,3,MX,1,100,19
1669790661.737029,27213.000,2276,2,MX,1,100,18
1669790661.776957,27252.000,2276,2,MX,1,100,18
1669790661.816885,27291.000,2294,3,MX,1,100,18
1669790661.856813,27330.000,2294,3,MX,1,100,18
1669790661.896741,27369.000,2294,3,MX,1,100,18
1669790661.932233,27403.667,2312,3,MX,1,100,19
1669790661.967724,27438.333,2312,3,MX,1,100,18
1669790662.003216,27473.000,2312,3,MX,1,100,19
1669790662.043144,27512.000,2331,2,MX,1,100,19
1669790662.083071,27551.000,2331,2,MX,1,100,18
1669790662.122317,27589.333,2347,3,MX,1,100,19
1669790662.161562,27627.667,2347,3,MX,1,100,18
1669790662.200808,27666.000,2347,3,MX,1,100,18
1669790662.240736,27705.000,2364,3,MX,1,100,19
1669790662.280664,27744.000,2364,3,MX,1,100,18
1669790662.320592,27783.000,2364,3,MX,1,100,18
1669790662.360520,27822.000,2380,2,MX,1,100,19
1669790662.400448,27861.000,2380,2,MX,1,100,18
1669790662.440376,27900.000,2398,3,MX,1,100,18
1669790662.480304,27939.000,2398,3,MX,1,100,18
1669790662.520231,27978.000,2398,3,MX,1,100,18
1669790662.560671,28017.500,2413,2,MX,1,100,19
1669790662.601111,28057.000,2413,2,MX,1,100,19
1669790662.641722,28096.667,2430,3,MX,1,100,18
1669790662.682332,28136.333,2430,3,MX,1,100,19
1669790662.722943,28176.000,2430,3,MX,1,100,19
1669790662.762871,28215.000,2446,2,MX,1,100,17
1669790662.802799,28254.000,2446,2,MX,1,100,17
1669790662.842726,28293.000,2468,3,MX,1,100,18
1669790662.882654,28332.000,2468,3,MX,1,100,17
1669790662.922582,28371.000,2468,3,MX,1,100,18
1669790662.961828,28409.333,2484,3,MX,1,100,18
1669790663.001073,28447.667,2484,3,MX,1,100,18
1669790663.040319,28486.000,2484,3,MX,1,100,17
1669790663.080247,28525.000,2500,2,MX,1,100,18
1669790663.120175,28564.000,2500,2,MX,1,100,18
1669790663.160444,28603.333,2517,3,MX,1,100,19
1669790663.200713,28642.667,2517,3,MX,1,100,18
1669790663.240982,28682.000,2517,3,MX,1,100,18
1669790663.281934,28722.000,2534,2,MX,1,100,18
1669790663.322886,28762.000,2534,2,MX,1,100,16
1669790663.362814,28801.000,2550,3,MX,1,100,17
1669790663.402742,28840.000,2550,3,MX,1,100,18
1669790663.442670,28879.000,2550,3,MX,1,100,18
1669790663.482598,28918.000,2567,3,MX,1,100,18
1669790663.522526,28957.000,2567,3,MX,1,100,18
1669790663.562454,28996.000,2567,3,MX,1,100,19
1669790663.601870,29034.500,2583,2,MX,1,100,18
1669790663.641286,29073.000,2583,2,MX,1,100,18
1669790663.676777,29107.667,2600,3,MX,1,100,18
1669790663.712269,29142.333,2600,3,MX,1,100,18
1669790663.747760,29177.000,2600,3,MX,1,100,18
1669790663.787688,29216.000,2619,3,MX,1,100,17
1669790663.827616,29255.000,2619,3,MX,1,100,17
1669790663.867544,29294.000,2619,3,MX,1,100,19
1669790663.907472,29333.000,2638,2,MX,1,100,19
1669790663.947400,29372.000,2638,2,MX,1,100,17
1669790663.987328,29411.000,2653,3,MX,1,100,18
1669790664.027256,29450.000,2653,3,MX,1,100,18
1669790664.067184,29489.000,2653,3,MX,1,100,18
1669790664.107112,29528.000,2671,3,MX,1,100,19
1669790664.147040,29567.000,2671,3,MX,1,100,19
1669790664.186968,29606.000,2671,3,MX,1,100,18
1669790664.226896,29645.000,2687,2,MX,1,100,18
1669790664.266824,29684.000,2687,2,MX,1,100,18
1669790664.306410,29722.667,2704,3,MX,1,100,18
1669790664.345997,29761.333,2704,3,MX,1,100,18
1669790664.385584,29800.000,2704,3,MX,1,100,19
1669790664.425000,29838.500,2720,2,MX,1,100,18
1669790664.464416,29877.000,2720,2,MX,1,100,19
1669790664.504344,29916.000,2737,3,MX,1,100,19
1669790664.544272,29955.000,2737,3,MX,1,100,18
1669790664.584200,29994.000,2737,3,MX,1,100,19
1669790664.624128,30033.000,2755,3,MX,1,100,18
1669790664.664056,30072.000,2755,3,MX,1,100,18
1669790664.703984,30111.000,2755,3,MX,1,100,19
1669790664.743912,30150.000,2772,2,MX,1,100,19
1669790664.783839,30189.000,2772,2,MX,1,100,18
1669790664.823767,30228.000,2791,3,MX,1,100,18
1669790664.863695,30267.000,2791,3,MX,1,100,18
1669790664.903623,30306.000,2791,3,MX,1,100,18
1669790664.943551,30345.000,2807,2,MX,1,100,18
1669790664.983479,30384.000,2807,2,MX,1,100,18
1669790665.022725,30422.333,2823,3,MX,1,100,17
1669790665.061970,30460.667,2823,3,MX,1,100,18
1669790665.101216,30499.000,2823,3,MX,1,100,18
1669790665.141143,30538.000,2841,4,MX,1,100,19
1669790665.181071,30577.000,2841,4,MX,1,100,17
1669790665.220999,30616.000,2841,4,MX,1,100,18
1669790665.260927,30655.000,2841,4,MX,1,100,17
1669790665.300855,30694.000,2857,2,MX,1,100,19
1669790665.340783,30733.000,2857,2,MX,1,100,17
