LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,DC
1669790657.178076,22760.000,1509,4,DC,2,100,EA
1669790657.178076,22760.000,1509,4,DC,2,100,1
1669790657.178076,22760.000,1509,4,DC,2,100,EL
1669790657.178076,22760.000,1509,4,DC,2,100,1
1669790657.204182,22785.500,1529,4,DC,2,100,EA
1669790657.230289,22811.000,1529,4,DC,2,100,2
1669790657.256396,22836.500,1529,4,DC,2,100,EL
1669790657.282503,22862.000,1529,4,DC,2,100,2
1669790657.307842,22886.750,1544,4,DC,2,100,EA
1669790657.333180,22911.500,1544,4,DC,2,100,2
1669790657.358519,22936.250,1544,4,DC,2,100,EL
1669790657.383858,22961.000,1544,4,DC,2,100,2
1669790657.409965,22986.500,1561,4,DC,2,100,EA
1669790657.436072,23012.000,1561,4,DC,2,100,1
1669790657.462178,23037.500,1561,4,DC,2,100,EL
1669790657.488285,23063.000,1561,4,DC,2,100,1
1669790657.513880,23088.000,1578,4,DC,2,100,EA
1669790657.539475,23113.000,1578,4,DC,2,100,2
1669790657.565070,23138.000,1578,4,DC,2,100,EL
1669790657.590665,23163.000,1578,4,DC,2,100,2
1669790657.616515,23188.250,1595,4,DC,2,100,EA
1669790657.642366,23213.500,1595,4,DC,2,100,1
1669790657.668217,23238.750,1595,4,DC,2,100,EL
1669790657.694068,23264.000,1595,4,DC,2,100,1
1669790657.719918,23289.250,1610,4,DC,2,100,EA
1669790657.745769,23314.500,1610,4,DC,2,100,2
1669790657.771620,23339.750,1610,4,DC,2,100,EL
1669790657.797471,23365.000,1610,4,DC,2,100,2
1669790657.823322,23390.250,1628,4,DC,2,100,EA
1669790657.849173,23415.500,1628,4,DC,2,100,1
1669790657.875023,23440.750,1628,4,DC,2,100,EL
1669790657.900874,23466.000,1628,4,DC,2,100,1
1669790657.929284,23493.750,1648,4,DC,2,100,EA
1669790657.957695,23521.500,1648,4,DC,2,100,2
1669790657.986105,23549.250,1648,4,DC,2,100,EL
1669790658.014515,23577.000,1648,4,DC,2,100,2
1669790658.040110,23602.000,1665,4,DC,2,100,EA
1669790658.065705,23627.000,1665,4,DC,2,100,2
1669790658.091300,23652.000,1665,4,DC,2,100,EL
1669790658.116894,23677.000,1665,4,DC,2,100,2
1669790658.153751,23713.000,1682,4,DC,2,100,EA
1669790658.190608,23749.000,1682,4,DC,2,100,2
1669790658.227464,23785.000,1682,4,DC,2,100,EL
1669790658.264321,23821.000,1682,4,DC,2,100,2
1669790658.289916,23846.000,1699,4,DC,2,100,EA
1669790658.315511,23871.000,1699,4,DC,2,100,1
1669790658.341105,23896.000,1699,4,DC,2,100,EL
1669790658.366700,23921.000,1699,4,DC,2,100,1
1669790658.392551,23946.250,1714,4,DC,2,100,EA
1669790658.418402,23971.500,1714,4,DC,2,100,2
1669790658.444253,23996.750,1714,4,DC,2,100,EL
1669790658.470104,24022.000,1714,4,DC,2,100,2
1669790658.495954,24047.250,1732,4,DC,2,100,EA
1669790658.521805,24072.500,1732,4,DC,2,100,1
1669790658.547656,24097.750,1732,4,DC,2,100,EL
1669790658.573507,24123.000,1732,4,DC,2,100,1
1669790658.599357,24148.250,1748,4,DC,2,100,EA
1669790658.625208,24173.500,1748,4,DC,2,100,2
1669790658.651059,24198.750,1748,4,DC,2,100,EL
1669790658.676910,24224.000,1748,4,DC,2,100,2
1669790658.703017,24249.500,1767,4,DC,2,100,EA
1669790658.729123,24275.000,1767,4,DC,2,100,2
