LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PG
1669790657.163743,22746.000,1512,6,PG,1,100,14720
1669790657.163743,22746.000,1512,6,PG,1,100,14731
1669790657.163743,22746.000,1512,6,PG,1,100,14739
1669790657.163743,22746.000,1512,6,PG,1,100,14722
1669790657.163743,22746.000,1512,6,PG,1,100,14702
1669790657.163743,22746.000,1512,6,PG,1,100,14675
1669790657.203671,22785.000,1532,2,PG,1,100,14648
1669790657.243598,22824.000,1532,2,PG,1,100,14643
1669790657.283526,22863.000,1547,3,PG,1,100,14634
1669790657.323454,22902.000,1547,3,PG,1,100,14624
1669790657.363382,22941.000,1547,3,PG,1,100,14631
1669790657.403310,22980.000,1564,3,PG,1,100,14620
1669790657.443238,23019.000,1564,3,PG,1,100,14622
1669790657.483166,23058.000,1564,3,PG,1,100,14622
1669790657.523094,23097.000,1581,2,PG,1,100,14645
1669790657.563022,23136.000,1581,2,PG,1,100,14648
1669790657.602950,23175.000,1598,3,PG,1,100,14661
1669790657.642878,23214.000,1598,3,PG,1,100,14680
1669790657.682806,23253.000,1598,3,PG,1,100,14680
1669790657.721710,23291.000,1613,2,PG,1,100,14688
1669790657.760614,23329.000,1613,2,PG,1,100,14702
1669790657.800542,23368.000,1631,3,PG,1,100,14726
1669790657.840470,23407.000,1631,3,PG,1,100,14727
1669790657.880398,23446.000,1631,3,PG,1,100,14714
1669790657.924080,23488.667,1651,3,PG,1,100,14688
1669790657.967762,23531.333,1651,3,PG,1,100,14639
1669790658.011444,23574.000,1651,3,PG,1,100,14603
1669790658.051372,23613.000,1668,2,PG,1,100,14580
1669790658.091300,23652.000,1668,2,PG,1,100,14572
1669790658.131740,23691.500,1685,4,PG,1,100,14574
1669790658.172179,23731.000,1685,4,PG,1,100,14582
1669790658.212619,23770.500,1685,4,PG,1,100,14579
1669790658.253059,23810.000,1685,4,PG,1,100,14579
1669790658.294011,23850.000,1702,2,PG,1,100,14578
1669790658.334963,23890.000,1702,2,PG,1,100,14581
1669790658.374891,23929.000,1717,3,PG,1,100,14586
1669790658.414819,23968.000,1717,3,PG,1,100,14595
1669790658.454746,24007.000,1717,3,PG,1,100,14612
1669790658.494674,24046.000,1735,2,PG,1,100,14628
1669790658.534602,24085.000,1735,2,PG,1,100,14636
1669790658.574530,24124.000,1751,3,PG,1,100,14655
1669790658.614458,24163.000,1751,3,PG,1,100,14663
1669790658.654386,24202.000,1751,3,PG,1,100,14677
1669790658.695338,24242.000,1770,3,PG,1,100,14682
1669790658.736290,24282.000,1770,3,PG,1,100,14683
1669790658.777241,24322.000,1770,3,PG,1,100,14635
1669790658.817169,24361.000,1787,2,PG,1,100,14591
1669790658.857097,24400.000,1787,2,PG,1,100,14550
1669790658.897025,24439.000,1805,3,PG,1,100,14527
1669790658.936953,24478.000,1805,3,PG,1,100,14524
1669790658.976881,24517.000,1805,3,PG,1,100,14525
1669790659.016809,24556.000,1821,2,PG,1,100,14536
1669790659.056737,24595.000,1821,2,PG,1,100,14525
1669790659.096324,24633.667,1839,3,PG,1,100,14522
1669790659.135911,24672.333,1839,3,PG,1,100,14525
1669790659.175497,24711.000,1839,3,PG,1,100,14532
1669790659.215425,24750.000,1855,3,PG,1,100,14535
1669790659.255353,24789.000,1855,3,PG,1,100,14543
1669790659.295281,24828.000,1855,3,PG,1,100,14567
1669790659.336233,24868.000,1871,2,PG,1,100,14570
1669790659.377185,24908.000,1871,2,PG,1,100,14588
1669790659.423767,24953.500,1887,2,PG,1,100,14598
1669790659.470350,24999.000,1887,2,PG,1,100,14618
1669790659.510278,25038.000,1907,3,PG,1,100,14630
1669790659.550206,25077.000,1907,3,PG,1,100,14636
1669790659.590134,25116.000,1907,3,PG,1,100,14631
1669790659.630062,25155.000,1923,3,PG,1,100,14592
1669790659.669990,25194.000,1923,3,PG,1,100,14547
1669790659.709918,25233.000,1923,3,PG,1,100,14505
1669790659.749846,25272.000,1940,2,PG,1,100,14483
1669790659.789773,25311.000,1940,2,PG,1,100,14471
1669790659.829701,25350.000,1958,3,PG,1,100,14479
1669790659.869629,25389.000,1958,3,PG,1,100,14477
1669790659.909557,25428.000,1958,3,PG,1,100,14483
1669790659.949485,25467.000,1975,2,PG,1,100,14477
1669790659.989413,25506.000,1975,2,PG,1,100,14485
1669790660.028659,25544.333,1991,3,PG,1,100,14481
1669790660.067904,25582.667,1991,3,PG,1,100,14492
1669790660.107150,25621.000,1991,3,PG,1,100,14508
1669790660.147078,25660.000,2009,3,PG,1,100,14524
1669790660.187006,25699.000,2009,3,PG,1,100,14534
1669790660.226933,25738.000,2009,3,PG,1,100,14545
1669790660.267544,25777.667,2028,3,PG,1,100,14557
1669790660.308155,25817.333,2028,3,PG,1,100,14583
1669790660.348765,25857.000,2028,3,PG,1,100,14591
1669790660.389717,25897.000,2047,2,PG,1,100,14607
1669790660.430668,25937.000,2047,2,PG,1,100,14586
1669790660.470596,25976.000,2064,3,PG,1,100,14554
1669790660.510524,26015.000,2064,3,PG,1,100,14523
1669790660.550452,26054.000,2064,3,PG,1,100,14490
1669790660.590380,26093.000,2081,2,PG,1,100,14474
1669790660.630308,26132.000,2081,2,PG,1,100,14468
1669790660.669212,26170.000,2097,3,PG,1,100,14474
1669790660.708117,26208.000,2097,3,PG,1,100,14472
1669790660.747021,26246.000,2097,3,PG,1,100,14465
1669790660.786949,26285.000,2114,3,PG,1,100,14463
1669790660.826877,26324.000,2114,3,PG,1,100,14470
1669790660.866805,26363.000,2114,3,PG,1,100,14479
1669790660.914411,26409.500,2132,2,PG,1,100,14495
1669790660.962017,26456.000,2132,2,PG,1,100,14508
1669790661.002969,26496.000,2149,2,PG,1,100,14516
1669790661.043921,26536.000,2149,2,PG,1,100,14541
1669790661.083849,26575.000,2166,3,PG,1,100,14545
1669790661.123777,26614.000,2166,3,PG,1,100,14556
1669790661.163705,26653.000,2166,3,PG,1,100,14567
1669790661.203633,26692.000,2185,3,PG,1,100,14575
1669790661.243561,26731.000,2185,3,PG,1,100,14544
1669790661.283489,26770.000,2185,3,PG,1,100,14488
1669790661.323416,26809.000,2200,2,PG,1,100,14457
1669790661.363344,26848.000,2200,2,PG,1,100,14427
1669790661.402931,26886.667,2217,3,PG,1,100,14419
1669790661.442518,26925.333,2217,3,PG,1,100,14424
1669790661.482105,26964.000,2217,3,PG,1,100,14437
1669790661.521521,27002.500,2234,2,PG,1,100,14439
1669790661.560937,27041.000,2234,2,PG,1,100,14439
1669790661.601888,27081.000,2251,3,PG,1,100,14442
1669790661.642840,27121.000,2251,3,PG,1,100,14440
1669790661.683792,27161.000,2251,3,PG,1,100,14453
1669790661.723720,27200.000,2267,3,PG,1,100,14458
1669790661.763648,27239.000,2267,3,PG,1,100,14479
1669790661.803576,27278.000,2267,3,PG,1,100,14495
1669790661.843504,27317.000,2284,2,PG,1,100,14504
1669790661.883432,27356.000,2284,2,PG,1,100,14521
1669790661.923360,27395.000,2302,3,PG,1,100,14535
1669790661.963288,27434.000,2302,3,PG,1,100,14550
1669790662.003216,27473.000,2302,3,PG,1,100,14552
1669790662.043144,27512.000,2321,2,PG,1,100,14535
1669790662.083071,27551.000,2321,2,PG,1,100,14482
1669790662.122317,27589.333,2338,3,PG,1,100,14431
1669790662.161562,27627.667,2338,3,PG,1,100,14397
1669790662.200808,27666.000,2338,3,PG,1,100,14389
1669790662.240736,27705.000,2354,3,PG,1,100,14385
1669790662.280664,27744.000,2354,3,PG,1,100,14390
1669790662.320592,27783.000,2354,3,PG,1,100,14406
1669790662.360520,27822.000,2370,2,PG,1,100,14405
1669790662.400448,27861.000,2370,2,PG,1,100,14394
1669790662.446518,27906.000,2388,2,PG,1,100,14413
1669790662.492589,27951.000,2388,2,PG,1,100,14410
1669790662.533200,27990.667,2404,3,PG,1,100,14435
1669790662.573810,28030.333,2404,3,PG,1,100,14438
1669790662.614420,28070.000,2404,3,PG,1,100,14461
1669790662.655031,28109.667,2420,3,PG,1,100,14479
1669790662.695642,28149.333,2420,3,PG,1,100,14506
1669790662.736252,28189.000,2420,3,PG,1,100,14511
1669790662.776180,28228.000,2436,2,PG,1,100,14530
1669790662.816108,28267.000,2436,2,PG,1,100,14543
1669790662.855695,28305.667,2458,3,PG,1,100,14554
1669790662.895281,28344.333,2458,3,PG,1,100,14561
1669790662.934868,28383.000,2458,3,PG,1,100,14544
1669790662.973772,28421.000,2474,2,PG,1,100,14531
1669790663.012676,28459.000,2474,2,PG,1,100,14500
1669790663.052604,28498.000,2491,3,PG,1,100,14471
1669790663.092532,28537.000,2491,3,PG,1,100,14459
1669790663.132460,28576.000,2491,3,PG,1,100,14448
1669790663.173071,28615.667,2507,3,PG,1,100,14445
1669790663.213681,28655.333,2507,3,PG,1,100,14438
1669790663.254292,28695.000,2507,3,PG,1,100,14444
1669790663.295243,28735.000,2524,2,PG,1,100,14445
1669790663.336195,28775.000,2524,2,PG,1,100,14449
1669790663.376123,28814.000,2540,3,PG,1,100,14458
1669790663.416051,28853.000,2540,3,PG,1,100,14472
1669790663.455979,28892.000,2540,3,PG,1,100,14487
1669790663.495907,28931.000,2558,2,PG,1,100,14494
1669790663.535835,28970.000,2558,2,PG,1,100,14525
1669790663.575080,29008.333,2573,3,PG,1,100,14527
1669790663.614326,29046.667,2573,3,PG,1,100,14544
1669790663.653571,29085.000,2573,3,PG,1,100,14556
1669790663.693499,29124.000,2590,2,PG,1,100,14578
1669790663.733427,29163.000,2590,2,PG,1,100,14591
1669790663.773696,29202.333,2609,3,PG,1,100,14565
1669790663.813966,29241.667,2609,3,PG,1,100,14544
1669790663.854235,29281.000,2609,3,PG,1,100,14488
1669790663.894163,29320.000,2628,2,PG,1,100,14457
1669790663.934091,29359.000,2628,2,PG,1,100,14433
1669790663.978455,29402.333,2644,3,PG,1,100,14432
1669790664.022820,29445.667,2644,3,PG,1,100,14434
1669790664.067184,29489.000,2644,3,PG,1,100,14449
1669790664.107112,29528.000,2661,3,PG,1,100,14440
1669790664.147040,29567.000,2661,3,PG,1,100,14444
1669790664.186968,29606.000,2661,3,PG,1,100,14447
1669790664.226896,29645.000,2677,2,PG,1,100,14456
1669790664.266824,29684.000,2677,2,PG,1,100,14471
1669790664.306410,29722.667,2694,3,PG,1,100,14477
1669790664.345997,29761.333,2694,3,PG,1,100,14496
1669790664.385584,29800.000,2694,3,PG,1,100,14510
1669790664.425000,29838.500,2710,2,PG,1,100,14522
1669790664.464416,29877.000,2710,2,PG,1,100,14546
1669790664.504344,29916.000,2728,3,PG,1,100,14555
1669790664.544272,29955.000,2728,3,PG,1,100,14570
1669790664.584200,29994.000,2728,3,PG,1,100,14588
1669790664.624128,30033.000,2745,3,PG,1,100,14594
1669790664.664056,30072.000,2745,3,PG,1,100,14580
1669790664.703984,30111.000,2745,3,PG,1,100,14526
1669790664.743912,30150.000,2762,2,PG,1,100,14490
1669790664.783839,30189.000,2762,2,PG,1,100,14450
1669790664.823767,30228.000,2781,3,PG,1,100,14431
1669790664.863695,30267.000,2781,3,PG,1,100,14426
1669790664.903623,30306.000,2781,3,PG,1,100,14438
1669790664.943551,30345.000,2798,2,PG,1,100,14441
1669790664.983479,30384.000,2798,2,PG,1,100,14444
1669790665.022725,30422.333,2813,3,PG,1,100,14455
1669790665.061970,30460.667,2813,3,PG,1,100,14446
1669790665.101216,30499.000,2813,3,PG,1,100,14456
1669790665.141143,30538.000,2831,4,PG,1,100,14471
1669790665.181071,30577.000,2831,4,PG,1,100,14479
1669790665.220999,30616.000,2831,4,PG,1,100,14496
1669790665.260927,30655.000,2831,4,PG,1,100,14509
1669790665.300855,30694.000,2847,2,PG,1,100,14538
1669790665.340783,30733.000,2847,2,PG,1,100,14544
1669790665.380711,30772.000,2864,2,PG,1,100,14567
1669790665.420639,30811.000,2864,2,PG,1,100,14577
1669790665.465003,30854.333,2888,3,PG,1,100,14591
1669790665.509368,30897.667,2888,3,PG,1,100,14609
1669790665.553732,30941.000,2888,3,PG,1,100,14617
1669790665.593660,30980.000,2905,3,PG,1,100,14622
1669790665.633588,31019.000,2905,3,PG,1,100,14603
1669790665.673516,31058.000,2905,3,PG,1,100,14590
1669790665.713444,31097.000,2920,2,PG,1,100,14567
1669790665.753372,31136.000,2920,2,PG,1,100,14554
1669790665.792618,31174.333,2938,3,PG,1,100,14534
1669790665.831863,31212.667,2938,3,PG,1,100,14530
1669790665.871108,31251.000,2938,3,PG,1,100,14523
1669790665.911719,31290.667,2956,3,PG,1,100,14509
1669790665.952329,31330.333,2956,3,PG,1,100,14514
1669790665.992940,31370.000,2956,3,PG,1,100,14516
1669790666.033380,31409.500,2973,2,PG,1,100,14522
1669790666.073820,31449.000,2973,2,PG,1,100,14539
1669790666.113748,31488.000,2990,3,PG,1,100,14550
1669790666.153676,31527.000,2990,3,PG,1,100,14567
1669790666.193604,31566.000,2990,3,PG,1,100,14580
1669790666.233531,31605.000,3006,2,PG,1,100,14589
1669790666.273459,31644.000,3006,2,PG,1,100,14597
1669790666.313387,31683.000,3022,3,PG,1,100,14614
1669790666.353315,31722.000,3022,3,PG,1,100,14623
1669790666.393243,31761.000,3022,3,PG,1,100,14644
1669790666.432489,31799.333,3042,3,PG,1,100,14618
1669790666.471734,31837.667,3042,3,PG,1,100,14574
1669790666.510979,31876.000,3042,3,PG,1,100,14536
1669790666.551419,31915.500,3058,2,PG,1,100,14499
1669790666.591859,31955.000,3058,2,PG,1,100,14485
1669790666.632470,31994.667,3074,3,PG,1,100,14475
1669790666.673080,32034.333,3074,3,PG,1,100,14487
1669790666.713691,32074.000,3074,3,PG,1,100,14490
1669790666.753618,32113.000,3090,2,PG,1,100,14481
1669790666.793546,32152.000,3090,2,PG,1,100,14489
1669790666.833474,32191.000,3110,3,PG,1,100,14494
1669790666.873402,32230.000,3110,3,PG,1,100,14499
1669790666.913330,32269.000,3110,3,PG,1,100,14501
1669790666.959913,32314.500,3126,2,PG,1,100,14527
1669790667.006496,32360.000,3126,2,PG,1,100,14537
1669790667.046424,32399.000,3143,3,PG,1,100,14553
1669790667.086352,32438.000,3143,3,PG,1,100,14570
1669790667.126280,32477.000,3143,3,PG,1,100,14575
1669790667.165696,32515.500,3159,2,PG,1,100,14592
1669790667.205112,32554.000,3159,2,PG,1,100,14601
1669790667.244698,32592.667,3178,3,PG,1,100,14620
1669790667.284285,32631.333,3178,3,PG,1,100,14601
1669790667.323872,32670.000,3178,3,PG,1,100,14562
1669790667.363117,32708.333,3194,3,PG,1,100,14513
1669790667.402363,32746.667,3194,3,PG,1,100,14467
1669790667.441608,32785.000,3194,3,PG,1,100,14447
1669790667.481877,32824.333,3212,3,PG,1,100,14445
1669790667.522146,32863.667,3212,3,PG,1,100,14451
1669790667.562416,32903.000,3212,3,PG,1,100,14451
1669790667.603367,32943.000,3228,3,PG,1,100,14455
1669790667.644319,32983.000,3228,3,PG,1,100,14446
1669790667.685271,33023.000,3228,3,PG,1,100,14453
1669790667.725199,33062.000,3245,2,PG,1,100,14461
1669790667.765127,33101.000,3245,2,PG,1,100,14463
1669790667.805055,33140.000,3263,3,PG,1,100,14483
1669790667.844983,33179.000,3263,3,PG,1,100,14501
1669790667.884911,33218.000,3263,3,PG,1,100,14519
1669790667.923815,33256.000,3280,3,PG,1,100,14529
1669790667.962719,33294.000,3280,3,PG,1,100,14546
1669790668.001623,33332.000,3280,3,PG,1,100,14559
1669790668.041551,33371.000,3296,2,PG,1,100,14567
1669790668.081479,33410.000,3296,2,PG,1,100,14596
1669790668.121748,33449.333,3316,3,PG,1,100,14592
1669790668.162018,33488.667,3316,3,PG,1,100,14594
1669790668.202287,33528.000,3316,3,PG,1,100,14580
1669790668.243238,33568.000,3331,2,PG,1,100,14557
1669790668.284190,33608.000,3331,2,PG,1,100,14542
1669790668.324460,33647.333,3348,3,PG,1,100,14517
1669790668.364729,33686.667,3348,3,PG,1,100,14512
1669790668.404998,33726.000,3348,3,PG,1,100,14506
1669790668.451581,33771.500,3365,2,PG,1,100,14498
1669790668.498163,33817.000,3365,2,PG,1,100,14493
1669790668.538091,33856.000,3382,3,PG,1,100,14491
1669790668.578019,33895.000,3382,3,PG,1,100,14495
1669790668.617947,33934.000,3382,3,PG,1,100,14487
1669790668.657875,33973.000,3398,3,PG,1,100,14504
1669790668.697803,34012.000,3398,3,PG,1,100,14517
1669790668.737731,34051.000,3398,3,PG,1,100,14528
1669790668.777147,34089.500,3415,2,PG,1,100,14535
1669790668.816563,34128.000,3415,2,PG,1,100,14555
1669790668.857173,34167.667,3433,3,PG,1,100,14565
1669790668.897784,34207.333,3433,3,PG,1,100,14567
1669790668.938394,34247.000,3433,3,PG,1,100,14575
1669790668.978322,34286.000,3450,3,PG,1,100,14583
1669790669.018250,34325.000,3450,3,PG,1,100,14543
1669790669.058178,34364.000,3450,3,PG,1,100,14492
1669790669.098106,34403.000,3468,2,PG,1,100,14459
1669790669.138034,34442.000,3468,2,PG,1,100,14431
1669790669.177962,34481.000,3486,3,PG,1,100,14423
1669790669.217890,34520.000,3486,3,PG,1,100,14428
1669790669.257818,34559.000,3486,3,PG,1,100,14435
1669790669.297746,34598.000,3501,2,PG,1,100,14434
1669790669.337674,34637.000,3501,2,PG,1,100,14429
1669790669.376920,34675.333,3518,3,PG,1,100,14432
1669790669.416165,34713.667,3518,3,PG,1,100,14429
1669790669.455410,34752.000,3518,3,PG,1,100,14433
1669790669.495338,34791.000,3535,3,PG,1,100,14446
1669790669.535266,34830.000,3535,3,PG,1,100,14465
1669790669.575194,34869.000,3535,3,PG,1,100,14469
1669790669.615122,34908.000,3552,2,PG,1,100,14483
1669790669.655050,34947.000,3552,2,PG,1,100,14501
1669790669.694978,34986.000,3567,3,PG,1,100,14510
1669790669.734906,35025.000,3567,3,PG,1,100,14525
1669790669.774834,35064.000,3567,3,PG,1,100,14527
1669790669.814762,35103.000,3587,4,PG,1,100,14526
1669790669.854690,35142.000,3587,4,PG,1,100,14470
1669790669.894618,35181.000,3587,4,PG,1,100,14417
1669790669.934546,35220.000,3587,4,PG,1,100,14378
1669790669.981128,35265.500,3605,2,PG,1,100,14357
1669790670.027711,35311.000,3605,2,PG,1,100,14359
1669790670.067639,35350.000,3622,3,PG,1,100,14361
1669790670.107567,35389.000,3622,3,PG,1,100,14362
1669790670.147495,35428.000,3622,3,PG,1,100,14362
1669790670.186911,35466.500,3639,2,PG,1,100,14369
1669790670.226327,35505.000,3639,2,PG,1,100,14368
1669790670.265914,35543.667,3656,3,PG,1,100,14370
1669790670.305500,35582.333,3656,3,PG,1,100,14374
1669790670.345087,35621.000,3656,3,PG,1,100,14388
1669790670.385356,35660.333,3672,3,PG,1,100,14397
1669790670.425626,35699.667,3672,3,PG,1,100,14417
1669790670.465895,35739.000,3672,3,PG,1,100,14438
1669790670.506846,35779.000,3689,2,PG,1,100,14450
1669790670.547798,35819.000,3689,2,PG,1,100,14465
1669790670.588409,35858.667,3707,3,PG,1,100,14484
1669790670.629019,35898.333,3707,3,PG,1,100,14495
1669790670.669630,35938.000,3707,3,PG,1,100,14496
1669790670.709558,35977.000,3729,3,PG,1,100,14473
1669790670.749485,36016.000,3729,3,PG,1,100,14456
1669790670.789413,36055.000,3729,3,PG,1,100,14425
1669790670.828659,36093.333,3748,3,PG,1,100,14398
1669790670.867904,36131.667,3748,3,PG,1,100,14384
1669790670.907150,36170.000,3748,3,PG,1,100,14398
1669790670.948102,36210.000,3765,3,PG,1,100,14414
1669790670.989053,36250.000,3765,3,PG,1,100,14434
1669790671.030005,36290.000,3765,3,PG,1,100,14487
1669790671.069933,36329.000,3781,2,PG,1,100,14516
1669790671.109861,36368.000,3781,2,PG,1,100,14552
1669790671.149789,36407.000,3798,3,PG,1,100,14586
1669790671.189717,36446.000,3798,3,PG,1,100,14627
1669790671.229645,36485.000,3798,3,PG,1,100,14664
1669790671.269573,36524.000,3814,2,PG,1,100,14699
1669790671.309501,36563.000,3814,2,PG,1,100,14735
1669790671.349429,36602.000,3831,3,PG,1,100,14758
1669790671.389357,36641.000,3831,3,PG,1,100,14782
1669790671.429285,36680.000,3831,3,PG,1,100,14807
1669790671.473649,36723.333,3848,3,PG,1,100,14819
1669790671.518013,36766.667,3848,3,PG,1,100,14829
1669790671.562378,36810.000,3848,3,PG,1,100,14810
1669790671.602306,36849.000,3865,2,PG,1,100,14805
1669790671.642234,36888.000,3865,2,PG,1,100,14816
1669790671.681479,36926.333,3882,3,PG,1,100,14829
1669790671.720725,36964.667,3882,3,PG,1,100,14841
1669790671.759970,37003.000,3882,3,PG,1,100,14853
1669790671.799898,37042.000,3900,2,PG,1,100,14875
1669790671.839826,37081.000,3900,2,PG,1,100,14869
1669790671.879754,37120.000,3918,3,PG,1,100,14883
1669790671.919682,37159.000,3918,3,PG,1,100,14875
1669790671.959610,37198.000,3918,3,PG,1,100,14886
1669790671.999538,37237.000,3935,3,PG,1,100,14884
1669790672.039466,37276.000,3935,3,PG,1,100,14879
1669790672.079394,37315.000,3935,3,PG,1,100,14883
1669790672.119322,37354.000,3952,2,PG,1,100,14880
1669790672.159250,37393.000,3952,2,PG,1,100,14874
1669790672.198921,37431.750,3968,4,PG,1,100,14860
1669790672.238594,37470.500,3968,4,PG,1,100,14876
1669790672.278265,37509.250,3968,4,PG,1,100,14857
1669790672.317938,37548.000,3968,4,PG,1,100,14822
1669790672.357354,37586.500,3984,2,PG,1,100,14778
1669790672.396770,37625.000,3984,2,PG,1,100,14733
1669790672.436356,37663.667,4002,3,PG,1,100,14685
1669790672.475943,37702.333,4002,3,PG,1,100,14651
1669790672.515530,37741.000,4002,3,PG,1,100,14650
1669790672.556482,37781.000,4018,2,PG,1,100,14629
1669790672.597433,37821.000,4018,2,PG,1,100,14617
1669790672.638044,37860.667,4035,3,PG,1,100,14616
1669790672.678654,37900.333,4035,3,PG,1,100,14602
1669790672.719265,37940.000,4035,3,PG,1,100,14613
1669790672.759193,37979.000,4051,3,PG,1,100,14618
1669790672.799121,38018.000,4051,3,PG,1,100,14644
1669790672.839049,38057.000,4051,3,PG,1,100,14639
1669790672.878465,38095.500,4070,2,PG,1,100,14649
1669790672.917881,38134.000,4070,2,PG,1,100,14669
1669790672.964463,38179.500,4086,2,PG,1,100,14679
1669790673.011046,38225.000,4086,2,PG,1,100,14696
1669790673.050632,38263.667,4106,3,PG,1,100,14713
1669790673.090219,38302.333,4106,3,PG,1,100,14728
1669790673.129806,38341.000,4106,3,PG,1,100,14733
1669790673.169734,38380.000,4122,3,PG,1,100,14755
1669790673.209662,38419.000,4122,3,PG,1,100,14742
1669790673.249590,38458.000,4122,3,PG,1,100,14744
1669790673.290542,38498.000,4138,2,PG,1,100,14735
1669790673.331493,38538.000,4138,2,PG,1,100,14723
1669790673.371421,38577.000,4154,3,PG,1,100,14704
1669790673.411349,38616.000,4154,3,PG,1,100,14686
1669790673.451277,38655.000,4154,3,PG,1,100,14686
1669790673.491205,38694.000,4172,3,PG,1,100,14663
1669790673.531133,38733.000,4172,3,PG,1,100,14669
1669790673.571061,38772.000,4172,3,PG,1,100,14671
1669790673.610989,38811.000,4188,3,PG,1,100,14670
1669790673.650917,38850.000,4188,3,PG,1,100,14688
1669790673.690845,38889.000,4188,3,PG,1,100,14695
1669790673.730261,38927.500,4205,2,PG,1,100,14718
1669790673.769677,38966.000,4205,2,PG,1,100,14722
1669790673.810287,39005.667,4223,3,PG,1,100,14728
1669790673.850898,39045.333,4223,3,PG,1,100,14733
1669790673.891509,39085.000,4223,3,PG,1,100,14709
1669790673.932460,39125.000,4240,2,PG,1,100,14670
1669790673.973412,39165.000,4240,2,PG,1,100,14625
1669790674.013340,39204.000,4256,3,PG,1,100,14604
1669790674.053268,39243.000,4256,3,PG,1,100,14570
1669790674.093196,39282.000,4256,3,PG,1,100,14568
