LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SR
1669790813.025078,174985,27246,1,SR,1,100,1.800000
1669790814.958000,176873,27473,1,SR,1,100,1.400000
1669790816.753734,178627,27554,1,SR,1,100,0.066667
1669790816.951327,178820,27638,1,SR,1,100,0.400000
1669790817.621912,179475,27688,1,SR,1,100,0.066667
1669790817.954644,179800,27768,1,SR,1,100,0.266667
1669790818.485993,180319,27835,1,SR,1,100,0.200000
1669790818.817703,180643,27899,1,SR,1,100,0.200000
1669790819.148388,180966,27933,1,SR,1,100,0.133333
1669790819.951042,181750,28063,1,SR,1,100,0.133333
1669790820.217229,182010,28112,1,SR,1,100,0.133333
1669790820.618556,182402,28163,1,SR,1,100,0.133333
1669790821.020907,182795,28259,1,SR,1,100,0.333333
1669790821.483661,183247,28291,1,SR,1,100,0.066667
1669790821.686373,183445,28341,1,SR,1,100,0.200000
1669790822.288363,184033,28474,1,SR,1,100,0.466667
1669790823.150398,184875,28538,1,SR,1,100,0.066667
1669790823.349014,185069,28588,1,SR,1,100,0.200000
1669790823.679699,185392,28670,1,SR,1,100,0.333333
1669790824.545829,186238,28798,1,SR,1,100,0.266667
1669790824.945108,186628,28831,1,SR,1,100,0.066667
1669790825.276817,186952,28913,1,SR,1,100,0.266667
1669790826.074353,187731,29009,1,SR,1,100,0.133333
1669790826.336444,187987,29057,1,SR,1,100,0.133333
1669790826.606725,188251,29093,1,SR,1,100,0.066667
1669790826.807389,188447,29125,1,SR,1,100,0.066667
1669790827.006005,188641,29159,1,SR,1,100,0.066667
1669790827.206668,188837,29193,1,SR,1,100,0.133333
1669790827.605948,189227,29244,1,SR,1,100,0.066667
1669790827.939705,189553,29311,1,SR,1,100,0.133333
1669790828.475149,190076,29393,1,SR,1,100,0.133333
1669790828.740311,190335,29488,1,SR,1,100,0.400000
1669790829.541942,191118,29555,1,SR,1,100,0.066667
1669790829.741582,191313,29604,1,SR,1,100,0.266667
1669790830.139838,191702,29795,1,SR,1,100,1.066667
1669790832.803749,194304,30103,1,SR,1,100,0.466667
1669790833.802971,195280,30233,1,SR,1,100,0.266667
1669790834.870788,196323,30428,1,SR,1,100,0.400000
1669790835.803464,197234,30574,1,SR,1,100,0.400000
1669790836.601000,198013,30658,1,SR,1,100,0.200000
1669790837.065802,198467,30724,1,SR,1,100,0.066667
1669790837.395464,198789,30807,1,SR,1,100,0.266667
1669790838.324045,199696,30972,1,SR,1,100,0.466667
1669790839.060152,200415,31068,1,SR,1,100,0.333333
1669790839.525978,200870,31120,1,SR,1,100,0.133333
1669790839.924234,201259,31154,1,SR,1,100,0.066667
1669790840.390060,201714,31218,1,SR,1,100,0.066667
1669790840.725865,202042,31286,1,SR,1,100,0.133333
1669790840.990004,202300,31335,1,SR,1,100,0.133333
1669790841.258237,202562,31403,1,SR,1,100,0.266667
1669790841.793682,203085,31452,1,SR,1,100,0.066667
1669790842.126415,203410,31501,1,SR,1,100,0.066667
1669790842.324007,203603,31535,1,SR,1,100,0.066667
1669790842.522623,203797,31587,1,SR,1,100,0.133333
1669790842.791880,204060,31620,1,SR,1,100,0.133333
1669790843.190136,204449,31670,1,SR,1,100,0.066667
1669790843.660058,204908,31753,1,SR,1,100,0.066667
1669790843.860721,205104,31802,1,SR,1,100,0.200000
1669790844.459641,205689,31916,1,SR,1,100,0.266667
1669790845.118964,206333,32064,1,SR,1,100,0.600000
1669790845.985093,207179,32146,1,SR,1,100,0.266667
1669790846.520537,207702,32197,1,SR,1,100,0.066667
1669790846.857365,208031,32263,1,SR,1,100,0.133333
1669790847.122528,208290,32296,1,SR,1,100,0.066667
1669790847.718376,208872,32396,1,SR,1,100,0.133333
1669790847.987634,209135,32444,1,SR,1,100,0.200000
1669790848.588601,209722,32543,1,SR,1,100,0.133333
1669790848.855811,209983,32593,1,SR,1,100,0.200000
1669790849.451659,210565,32659,1,SR,1,100,0.066667
1669790849.650275,210759,32695,1,SR,1,100,0.066667
1669790849.981984,211083,32743,1,SR,1,100,0.066667
1669790850.319836,211413,32842,1,SR,1,100,0.333333
1669790850.786686,211869,32908,1,SR,1,100,0.333333
1669790851.650768,212713,33006,1,SR,1,100,0.133333
1669790851.916954,212973,33072,1,SR,1,100,0.200000
1669790852.248663,213297,33187,1,SR,1,100,0.600000
1669790853.651261,214667,33319,1,SR,1,100,0.066667
1669790854.118111,215123,33447,1,SR,1,100,0.400000
1669790854.652531,215645,33514,1,SR,1,100,0.266667
1669790855.051811,216035,33580,1,SR,1,100,0.266667
1669790855.985510,216947,33778,1,SR,1,100,0.733333
1669790856.849592,217791,33811,1,SR,1,100,0.066667
1669790857.181301,218115,33908,1,SR,1,100,0.266667
1669790858.113977,219026,34054,1,SR,1,100,0.266667
1669790858.516329,219419,34075,1,SR,1,100,0.066667
1669790858.981131,219873,34218,1,SR,1,100,0.466667
1669790859.578003,220456,34303,1,SR,1,100,0.400000
1669790860.245516,221108,34351,1,SR,1,100,0.066667
1669790861.110622,221953,34513,1,SR,1,100,0.266667
1669790861.508878,222342,34581,1,SR,1,100,0.333333
1669790862.110868,222930,34647,1,SR,1,100,0.133333
1669790862.379102,223192,34700,1,SR,1,100,0.200000
1669790862.843905,223646,34779,1,SR,1,100,0.200000
1669790863.178685,223973,34845,1,SR,1,100,0.266667
1669790863.975197,224751,35025,1,SR,1,100,0.600000
1669790864.974419,225727,35202,1,SR,1,100,0.800000
1669790866.709750,227422,35362,1,SR,1,100,0.133333
1669790866.977984,227684,35479,1,SR,1,100,0.666667
1669790867.908612,228593,35545,1,SR,1,100,0.066667
