LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PI
1671981902.579165,240088.000,36564,3,PI,1,100,171452
1671981902.579165,240088.000,36564,3,PI,1,100,171450
1671981902.579165,240088.000,36564,3,PI,1,100,171456
1671981902.618399,240126.333,36580,3,PI,1,100,171450
1671981902.657634,240164.667,36580,3,PI,1,100,171467
1671981902.696868,240203.000,36580,3,PI,1,100,171472
1671981902.737808,240243.000,36596,3,PI,1,100,171475
1671981902.778748,240283.000,36596,3,PI,1,100,171502
1671981902.819688,240323.000,36596,3,PI,1,100,171505
1671981902.860116,240362.500,36616,2,PI,1,100,171519
1671981902.900544,240402.000,36616,2,PI,1,100,171541
1671981902.940460,240441.000,36630,3,PI,1,100,171540
1671981902.980377,240480.000,36630,3,PI,1,100,171530
1671981903.020293,240519.000,36630,3,PI,1,100,171510
1671981903.060210,240558.000,36646,2,PI,1,100,171497
1671981903.100126,240597.000,36646,2,PI,1,100,171480
1671981903.140043,240636.000,36664,3,PI,1,100,171486
1671981903.179959,240675.000,36664,3,PI,1,100,171488
1671981903.219875,240714.000,36664,3,PI,1,100,171481
1671981903.259109,240752.333,36680,3,PI,1,100,171470
1671981903.298344,240790.667,36680,3,PI,1,100,171470
1671981903.337578,240829.000,36680,3,PI,1,100,171485
1671981903.377494,240868.000,36695,2,PI,1,100,171476
1671981903.417411,240907.000,36695,2,PI,1,100,171485
1671981903.457327,240946.000,36711,3,PI,1,100,171490
1671981903.497243,240985.000,36711,3,PI,1,100,171489
1671981903.537160,241024.000,36711,3,PI,1,100,171490
1671981903.583217,241069.000,36726,2,PI,1,100,171505
1671981903.629275,241114.000,36726,2,PI,1,100,171516
1671981903.669873,241153.667,36748,6,PI,1,100,171502
1671981903.710472,241193.333,36748,6,PI,1,100,171429
1671981903.751071,241233.000,36748,6,PI,1,100,170941
1671981903.791670,241272.667,36748,6,PI,1,100,170448
1671981903.832269,241312.333,36748,6,PI,1,100,170242
1671981903.872867,241352.000,36748,6,PI,1,100,170055
1671981903.912784,241391.000,36766,3,PI,1,100,169963
1671981903.952700,241430.000,36766,3,PI,1,100,170057
1671981903.992617,241469.000,36766,3,PI,1,100,170210
1671981904.032533,241508.000,36782,2,PI,1,100,170298
1671981904.072450,241547.000,36782,2,PI,1,100,170366
1671981904.111684,241585.333,36799,3,PI,1,100,170419
1671981904.150918,241623.667,36799,3,PI,1,100,170464
1671981904.190152,241662.000,36799,3,PI,1,100,170483
1671981904.230068,241701.000,36814,2,PI,1,100,170437
1671981904.269985,241740.000,36814,2,PI,1,100,170383
1671981904.310242,241779.333,36830,3,PI,1,100,170311
1671981904.350500,241818.667,36830,3,PI,1,100,170271
1671981904.390758,241858.000,36830,3,PI,1,100,170220
1671981904.431698,241898.000,36848,3,PI,1,100,170173
1671981904.472637,241938.000,36848,3,PI,1,100,170143
1671981904.513577,241978.000,36848,3,PI,1,100,170120
1671981904.553494,242017.000,36865,2,PI,1,100,170116
1671981904.593410,242056.000,36865,2,PI,1,100,170123
1671981904.632986,242094.667,36880,3,PI,1,100,170116
1671981904.672561,242133.333,36880,3,PI,1,100,170131
1671981904.712136,242172.000,36880,3,PI,1,100,170126
1671981904.751029,242210.000,36897,2,PI,1,100,170129
1671981904.789922,242248.000,36897,2,PI,1,100,170144
1671981904.830862,242288.000,36914,3,PI,1,100,170172
1671981904.871802,242328.000,36914,3,PI,1,100,170210
1671981904.912742,242368.000,36914,3,PI,1,100,170233
1671981904.952658,242407.000,36929,2,PI,1,100,170264
1671981904.992575,242446.000,36929,2,PI,1,100,170259
1671981905.036926,242489.333,36944,3,PI,1,100,170284
1671981905.081278,242532.667,36944,3,PI,1,100,170282
1671981905.125629,242576.000,36944,3,PI,1,100,170249
1671981905.165546,242615.000,36961,2,PI,1,100,170234
1671981905.205462,242654.000,36961,2,PI,1,100,170230
1671981905.245379,242693.000,36978,3,PI,1,100,170235
1671981905.285295,242732.000,36978,3,PI,1,100,170236
1671981905.325212,242771.000,36978,3,PI,1,100,170229
1671981905.365128,242810.000,36994,3,PI,1,100,170216
1671981905.405045,242849.000,36994,3,PI,1,100,170171
1671981905.444961,242888.000,36994,3,PI,1,100,170185
1671981905.484877,242927.000,37009,2,PI,1,100,170196
1671981905.524794,242966.000,37009,2,PI,1,100,170197
1671981905.564028,243004.333,37027,3,PI,1,100,170195
1671981905.603262,243042.667,37027,3,PI,1,100,170207
1671981905.642496,243081.000,37027,3,PI,1,100,170210
1671981905.682413,243120.000,37042,2,PI,1,100,170171
1671981905.722329,243159.000,37042,2,PI,1,100,170151
1671981905.762246,243198.000,37059,3,PI,1,100,170148
1671981905.802162,243237.000,37059,3,PI,1,100,170113
1671981905.842078,243276.000,37059,3,PI,1,100,170066
1671981905.881995,243315.000,37077,3,PI,1,100,170022
1671981905.921911,243354.000,37077,3,PI,1,100,170035
1671981905.961828,243393.000,37077,3,PI,1,100,170063
1671981906.001744,243432.000,37093,2,PI,1,100,170114
1671981906.041661,243471.000,37093,2,PI,1,100,170124
1671981906.081577,243510.000,37111,3,PI,1,100,170136
1671981906.121494,243549.000,37111,3,PI,1,100,170144
1671981906.161410,243588.000,37111,3,PI,1,100,170152
1671981906.200303,243626.000,37127,2,PI,1,100,170162
1671981906.239196,243664.000,37127,2,PI,1,100,170168
1671981906.279112,243703.000,37144,3,PI,1,100,170178
1671981906.319029,243742.000,37144,3,PI,1,100,170196
1671981906.358945,243781.000,37144,3,PI,1,100,170223
1671981906.398862,243820.000,37162,3,PI,1,100,170235
1671981906.438778,243859.000,37162,3,PI,1,100,170247
1671981906.478694,243898.000,37162,3,PI,1,100,170283
1671981906.525264,243943.500,37177,2,PI,1,100,170294
1671981906.571833,243989.000,37177,2,PI,1,100,170317
1671981906.611749,244028.000,37193,2,PI,1,100,170341
1671981906.651666,244067.000,37193,2,PI,1,100,170362
1671981906.691582,244106.000,37208,3,PI,1,100,170409
1671981906.731498,244145.000,37208,3,PI,1,100,170422
1671981906.771415,244184.000,37208,3,PI,1,100,170447
1671981906.811332,244223.000,37228,3,PI,1,100,170472
1671981906.851248,244262.000,37228,3,PI,1,100,170504
1671981906.891164,244301.000,37228,3,PI,1,100,170527
1671981906.931081,244340.000,37243,2,PI,1,100,170528
1671981906.970997,244379.000,37243,2,PI,1,100,170512
1671981907.010231,244417.333,37259,3,PI,1,100,170477
1671981907.049465,244455.667,37259,3,PI,1,100,170452
1671981907.088700,244494.000,37259,3,PI,1,100,170403
1671981907.129639,244534.000,37275,3,PI,1,100,170377
1671981907.170579,244574.000,37275,3,PI,1,100,170358
1671981907.211519,244614.000,37275,3,PI,1,100,170331
1671981907.251436,244653.000,37291,2,PI,1,100,170266
1671981907.291352,244692.000,37291,2,PI,1,100,170219
1671981907.331269,244731.000,37305,3,PI,1,100,170188
1671981907.371185,244770.000,37305,3,PI,1,100,170186
1671981907.411102,244809.000,37305,3,PI,1,100,170183
1671981907.451018,244848.000,37322,2,PI,1,100,170209
1671981907.490934,244887.000,37322,2,PI,1,100,170214
1671981907.530851,244926.000,37337,3,PI,1,100,170211
