LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AK
1671981903.770518,241252.000,36743,2,AK,1,100,36006
1671981903.770518,241252.000,36743,2,AK,1,100,RD
1671981903.783311,241264.500,36746,2,AK,1,100,36744
1671981903.796105,241277.000,36746,2,AK,1,100,RD
1671981906.411144,243832.000,37566,2,AK,1,100,36744
1671981909.026182,246387.000,37566,2,AK,1,100,RD
1671981911.647873,248948.500,38389,2,AK,1,100,37567
1671981914.269565,251510.000,38389,2,AK,1,100,RD
1671981914.275706,251516.000,38391,2,AK,1,100,37567
1671981914.281847,251522.000,38391,2,AK,1,100,RD
1671981914.294129,251534.000,38394,2,AK,1,100,38392
1671981914.306411,251546.000,38394,2,AK,1,100,RD
1671981916.897909,254078.000,39194,2,AK,1,100,38392
1671981919.489407,256610.000,39194,2,AK,1,100,RD
1671981919.506294,256626.500,39197,2,AK,1,100,39195
1671981919.523182,256643.000,39197,2,AK,1,100,RD
1671981922.131056,259191.000,40019,2,AK,1,100,39195
1671981924.738930,261739.000,40019,2,AK,1,100,RD
1671981924.786523,261785.500,40022,2,AK,1,100,40020
1671981924.834116,261832.000,40022,2,AK,1,100,RD
1671981927.405143,264344.000,40850,2,AK,1,100,40020
1671981929.976172,266856.000,40850,2,AK,1,100,RD
1671981930.015065,266894.000,40853,2,AK,1,100,40851
1671981930.053957,266932.000,40853,2,AK,1,100,RD
1671981932.637779,269456.500,41684,2,AK,1,100,40851
1671981935.221601,271981.000,41684,2,AK,1,100,RD
1671981937.847386,274546.500,42516,2,AK,1,100,41685
1671981940.473172,277112.000,42516,2,AK,1,100,RD
1671981940.479825,277118.500,42518,2,AK,1,100,41685
1671981940.486477,277125.000,42518,2,AK,1,100,RD
1671981943.115333,279693.500,43342,2,AK,1,100,42519
1671981945.744189,282262.000,43342,2,AK,1,100,RD
1671981945.750330,282268.000,43344,2,AK,1,100,42519
1671981945.756471,282274.000,43344,2,AK,1,100,RD
1671981948.384303,284841.500,44173,2,AK,1,100,43345
1671981951.012135,287409.000,44173,2,AK,1,100,RD
1671981951.022882,287419.500,44175,2,AK,1,100,43345
1671981951.033629,287430.000,44175,2,AK,1,100,RD
1671981951.059216,287455.000,44178,2,AK,1,100,44176
1671981951.084804,287480.000,44178,2,AK,1,100,RD
1671981953.652249,289988.500,44995,2,AK,1,100,44176
1671981956.219695,292497.000,44995,2,AK,1,100,RD
1671981958.851621,295068.500,45827,2,AK,1,100,44996
1671981961.483548,297640.000,45827,2,AK,1,100,RD
1671981961.495830,297652.000,45829,2,AK,1,100,44996
1671981961.508112,297664.000,45829,2,AK,1,100,RD
1671981964.101657,300198.000,46635,2,AK,1,100,45830
1671981966.695202,302732.000,46635,2,AK,1,100,RD
1671981966.705949,302742.500,46637,2,AK,1,100,45830
1671981966.716695,302753.000,46637,2,AK,1,100,RD
1671981969.328151,305304.500,47450,2,AK,1,100,46638
1671981971.939608,307856.000,47450,2,AK,1,100,RD
1671981971.946772,307863.000,47452,2,AK,1,100,46638
1671981971.953937,307870.000,47452,2,AK,1,100,RD
1671981974.580234,310436.000,48279,2,AK,1,100,47453
1671981977.206531,313002.000,48279,2,AK,1,100,RD
1671981977.212672,313008.000,48281,2,AK,1,100,47453
1671981977.218813,313014.000,48281,2,AK,1,100,RD
1671981977.265382,313059.500,48284,2,AK,1,100,48282
1671981977.311951,313105.000,48284,2,AK,1,100,RD
1671981979.885538,315619.500,49114,2,AK,1,100,48282
1671981982.459125,318134.000,49114,2,AK,1,100,RD
1671981982.471407,318146.000,49117,2,AK,1,100,49115
1671981982.483689,318158.000,49117,2,AK,1,100,RD
1671981985.084398,320699.000,49952,2,AK,1,100,49115
1671981987.685108,323240.000,49952,2,AK,1,100,RD
1671981987.696878,323251.500,49955,2,AK,1,100,49953
1671981987.708648,323263.000,49955,2,AK,1,100,RD
1671981990.319081,325813.500,50759,2,AK,1,100,49953
1671981992.929514,328364.000,50759,2,AK,1,100,RD
1671981992.941796,328376.000,50762,2,AK,1,100,50760
1671981992.954078,328388.000,50762,2,AK,1,100,RD
1671981995.569116,330943.000,51554,2,AK,1,100,50760
1671981998.184155,333498.000,51554,2,AK,1,100,RD
1671981998.196949,333510.500,51557,2,AK,1,100,51555
1671981998.209742,333523.000,51557,2,AK,1,100,RD
1671982000.820687,336074.000,52351,2,AK,1,100,51555
1671982003.431631,338625.000,52351,2,AK,1,100,RD
1671982003.444425,338637.500,52354,2,AK,1,100,52352
1671982003.457219,338650.000,52354,2,AK,1,100,RD
1671982006.058952,341192.000,53155,2,AK,1,100,52352
1671982008.660685,343734.000,53155,2,AK,1,100,RD
1671982008.702137,343774.500,53158,2,AK,1,100,53156
1671982008.743588,343815.000,53158,2,AK,1,100,RD
1671982011.327410,346339.500,53965,2,AK,1,100,53156
1671982013.911232,348864.000,53965,2,AK,1,100,RD
1671982016.529853,351422.500,54755,2,AK,1,100,53966
1671982019.148474,353981.000,54755,2,AK,1,100,RD
1671982019.159220,353991.500,54757,2,AK,1,100,53966
1671982019.169967,354002.000,54757,2,AK,1,100,RD
1671982021.765559,356538.000,55547,2,AK,1,100,54758
1671982024.361151,359074.000,55547,2,AK,1,100,RD
1671982024.370363,359083.000,55549,2,AK,1,100,54758
1671982024.379574,359092.000,55549,2,AK,1,100,RD
