LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,GZ
1671981902.592471,240101.000,36575,15,GZ,1,100,0.305
1671981902.592471,240101.000,36575,15,GZ,1,100,0.336
1671981902.592471,240101.000,36575,15,GZ,1,100,0.427
1671981902.592471,240101.000,36575,15,GZ,1,100,0.366
1671981902.592471,240101.000,36575,15,GZ,1,100,0.366
1671981902.592471,240101.000,36575,15,GZ,1,100,0.214
1671981902.592471,240101.000,36575,15,GZ,1,100,-0.153
1671981902.592471,240101.000,36575,15,GZ,1,100,0.153
1671981902.592471,240101.000,36575,15,GZ,1,100,0.397
1671981902.592471,240101.000,36575,15,GZ,1,100,0.061
1671981902.592471,240101.000,36575,15,GZ,1,100,0.153
1671981902.592471,240101.000,36575,15,GZ,1,100,0.305
1671981902.592471,240101.000,36575,15,GZ,1,100,0.092
1671981902.592471,240101.000,36575,15,GZ,1,100,0.092
1671981902.592471,240101.000,36575,15,GZ,1,100,0.092
1671981902.632046,240139.667,36591,3,GZ,1,100,0.183
1671981902.671621,240178.333,36591,3,GZ,1,100,0.244
1671981902.711197,240217.000,36591,3,GZ,1,100,0.397
1671981902.752137,240257.000,36607,2,GZ,1,100,0.214
1671981902.793077,240297.000,36607,2,GZ,1,100,0.244
1671981902.833334,240336.333,36626,3,GZ,1,100,0.214
1671981902.873592,240375.667,36626,3,GZ,1,100,0.031
1671981902.913849,240415.000,36626,3,GZ,1,100,0.244
1671981902.949331,240449.667,36641,3,GZ,1,100,0.061
1671981902.984812,240484.333,36641,3,GZ,1,100,0.366
1671981903.020293,240519.000,36641,3,GZ,1,100,0.549
1671981903.060210,240558.000,36657,2,GZ,1,100,0.214
1671981903.100126,240597.000,36657,2,GZ,1,100,0.031
1671981903.140043,240636.000,36675,3,GZ,1,100,0.427
1671981903.179959,240675.000,36675,3,GZ,1,100,0.305
1671981903.219875,240714.000,36675,3,GZ,1,100,-0.061
1671981903.259109,240752.333,36691,3,GZ,1,100,-0.305
1671981903.298344,240790.667,36691,3,GZ,1,100,0.214
1671981903.337578,240829.000,36691,3,GZ,1,100,0.977
1671981903.377494,240868.000,36705,2,GZ,1,100,0.397
1671981903.417411,240907.000,36705,2,GZ,1,100,-0.183
1671981903.457327,240946.000,36722,3,GZ,1,100,0.214
1671981903.497243,240985.000,36722,3,GZ,1,100,0.519
1671981903.537160,241024.000,36722,3,GZ,1,100,0.031
1671981903.577076,241063.000,36737,2,GZ,1,100,0.183
1671981903.616993,241102.000,36737,2,GZ,1,100,0.671
1671981903.657421,241141.500,36759,6,GZ,1,100,1.770
1671981903.697849,241181.000,36759,6,GZ,1,100,9.918
1671981903.738277,241220.500,36759,6,GZ,1,100,14.832
1671981903.778706,241260.000,36759,6,GZ,1,100,11.261
1671981903.819134,241299.500,36759,6,GZ,1,100,13.550
