TE0,TE1,TL0,TL1,TimeSyncsReceived,EmotiBitStartTime, EmotiBitEndTime, DataParserVersion
630606.000000,2684754.000000,1671982302.273730,1671984404.691008,519,239439,2.91839e+06,1.5.10
