LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PG
1671981902.579165,240088.000,36566,3,PG,1,100,12026
1671981902.579165,240088.000,36566,3,PG,1,100,12032
1671981902.579165,240088.000,36566,3,PG,1,100,12036
1671981902.618399,240126.333,36582,3,PG,1,100,12041
1671981902.657634,240164.667,36582,3,PG,1,100,12046
1671981902.696868,240203.000,36582,3,PG,1,100,12069
1671981902.737808,240243.000,36598,3,PG,1,100,12068
1671981902.778748,240283.000,36598,3,PG,1,100,12080
1671981902.819688,240323.000,36598,3,PG,1,100,12085
1671981902.860116,240362.500,36618,2,PG,1,100,12096
1671981902.900544,240402.000,36618,2,PG,1,100,12096
1671981902.940460,240441.000,36632,3,PG,1,100,12112
1671981902.980377,240480.000,36632,3,PG,1,100,12114
1671981903.020293,240519.000,36632,3,PG,1,100,12105
1671981903.060210,240558.000,36648,2,PG,1,100,12086
1671981903.100126,240597.000,36648,2,PG,1,100,12062
1671981903.140043,240636.000,36666,3,PG,1,100,12046
1671981903.179959,240675.000,36666,3,PG,1,100,12043
1671981903.219875,240714.000,36666,3,PG,1,100,12036
1671981903.259109,240752.333,36682,3,PG,1,100,12041
1671981903.298344,240790.667,36682,3,PG,1,100,12028
1671981903.337578,240829.000,36682,3,PG,1,100,12029
1671981903.377494,240868.000,36697,2,PG,1,100,12030
1671981903.417411,240907.000,36697,2,PG,1,100,12021
1671981903.457327,240946.000,36713,3,PG,1,100,12022
1671981903.497243,240985.000,36713,3,PG,1,100,12032
1671981903.537160,241024.000,36713,3,PG,1,100,12031
1671981903.583217,241069.000,36728,2,PG,1,100,12039
1671981903.629275,241114.000,36728,2,PG,1,100,12050
1671981903.669873,241153.667,36750,6,PG,1,100,12054
1671981903.710472,241193.333,36750,6,PG,1,100,12058
1671981903.751071,241233.000,36750,6,PG,1,100,12059
1671981903.791670,241272.667,36750,6,PG,1,100,12062
1671981903.832269,241312.333,36750,6,PG,1,100,12090
1671981903.872867,241352.000,36750,6,PG,1,100,12115
