TE0,TE1,TL0,TL1,TimeSyncsReceived,EmotiBitStartTime, EmotiBitEndTime, DataParserVersion
1239184.000000,1633854.000000,1673995954.033957,1673996358.049691,100,1.22622e+06,1.73845e+06,1.8.4
