LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,HR
1673995941.822480,1227255,60337,1,HR,1,100,56
1673995942.797023,1228207,60481,1,HR,1,100,56
1673995943.845271,1229231,60647,1,HR,1,100,57
1673995946.469986,1231795,61043,1,HR,1,100,53
1673995947.582726,1232882,61203,1,HR,1,100,53
1673995948.478446,1233757,61347,1,HR,1,100,55
1673995949.371095,1234629,61468,1,HR,1,100,56
1673995950.382491,1235617,61627,1,HR,1,100,57
1673995951.259784,1236474,61756,1,HR,1,100,58
1673995952.229209,1237421,61901,1,HR,1,100,59
1673995953.070674,1238243,62030,1,HR,1,100,60
1673995953.840482,1238995,62143,1,HR,1,100,62
1673995954.731083,1239865,62279,1,HR,1,100,63
1673995955.984067,1241089,62469,1,HR,1,100,61
1673995957.180749,1242258,62645,1,HR,1,100,60
1673995958.429638,1243478,62837,1,HR,1,100,59
1673995959.605847,1244627,62975,1,HR,1,100,58
1673995960.816860,1245810,63151,1,HR,1,100,57
1673995961.987950,1246954,63343,1,HR,1,100,56
1673995963.081240,1248022,63503,1,HR,1,100,56
1673995964.277921,1249191,63693,1,HR,1,100,55
1673995965.447988,1250334,63873,1,HR,1,100,55
1673995966.656954,1251515,64050,1,HR,1,100,54
1673995967.828043,1252659,64242,1,HR,1,100,54
1673995968.999133,1253803,64417,1,HR,1,100,54
1673995970.132347,1254910,64582,1,HR,1,100,54
1673995971.251229,1256003,64757,1,HR,1,100,54
1673995972.343495,1257070,64918,1,HR,1,100,54
1673995973.477732,1258178,65093,1,HR,1,100,54
1673995974.564880,1259240,65270,1,HR,1,100,54
1673995975.776917,1260424,65451,1,HR,1,100,54
1673995976.777053,1261401,60,1,HR,1,100,54
1673995977.871367,1262470,235,1,HR,1,100,55
1673995979.000485,1263573,412,1,HR,1,100,54
1673995980.051805,1264600,571,1,HR,1,100,55
1673995981.107219,1265631,736,1,HR,1,100,55
1673995982.179011,1266678,911,1,HR,1,100,55
1673995983.107489,1267585,1056,1,HR,1,100,56
1673995984.158808,1268612,1216,1,HR,1,100,57
1673995985.158943,1269589,1360,1,HR,1,100,57
1673995986.212310,1270618,1525,1,HR,1,100,57
1673995987.387495,1271766,1716,1,HR,1,100,56
1673995988.521732,1272874,1876,1,HR,1,100,56
1673995989.607856,1273935,2054,1,HR,1,100,56
1673995990.685791,1274988,2214,1,HR,1,100,56
1673995991.696163,1275975,2379,1,HR,1,100,56
