LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,GX
1673995940.875576,1226330.000,60201,17,GX,1,100,-0.397
1673995940.875576,1226330.000,60201,17,GX,1,100,-1.587
1673995940.875576,1226330.000,60201,17,GX,1,100,-0.916
1673995940.875576,1226330.000,60201,17,GX,1,100,0.549
1673995940.875576,1226330.000,60201,17,GX,1,100,0.610
1673995940.875576,1226330.000,60201,17,GX,1,100,-0.488
1673995940.875576,1226330.000,60201,17,GX,1,100,0.000
1673995940.875576,1226330.000,60201,17,GX,1,100,-0.214
1673995940.875576,1226330.000,60201,17,GX,1,100,-0.793
1673995940.875576,1226330.000,60201,17,GX,1,100,-0.702
1673995940.875576,1226330.000,60201,17,GX,1,100,0.031
1673995940.875576,1226330.000,60201,17,GX,1,100,0.092
1673995940.875576,1226330.000,60201,17,GX,1,100,-0.641
1673995940.875576,1226330.000,60201,17,GX,1,100,-0.610
1673995940.875576,1226330.000,60201,17,GX,1,100,0.183
1673995940.875576,1226330.000,60201,17,GX,1,100,0.427
1673995940.875576,1226330.000,60201,17,GX,1,100,-0.092
1673995940.915158,1226368.667,60218,3,GX,1,100,0.366
1673995940.954741,1226407.333,60218,3,GX,1,100,0.854
1673995940.994323,1226446.000,60218,3,GX,1,100,0.000
1673995941.035270,1226486.000,60233,2,GX,1,100,-0.458
1673995941.076217,1226526.000,60233,2,GX,1,100,0.122
1673995941.116141,1226565.000,60249,3,GX,1,100,0.153
1673995941.156064,1226604.000,60249,3,GX,1,100,0.153
1673995941.195988,1226643.000,60249,3,GX,1,100,0.427
1673995941.235911,1226682.000,60265,3,GX,1,100,-0.061
1673995941.275835,1226721.000,60265,3,GX,1,100,0.092
1673995941.315758,1226760.000,60265,3,GX,1,100,0.214
1673995941.355682,1226799.000,60281,2,GX,1,100,-0.183
1673995941.395605,1226838.000,60281,2,GX,1,100,-0.092
1673995941.435529,1226877.000,60295,3,GX,1,100,-0.031
1673995941.475452,1226916.000,60295,3,GX,1,100,-0.122
1673995941.515376,1226955.000,60295,3,GX,1,100,-0.549
1673995941.554276,1226993.000,60312,2,GX,1,100,-0.885
1673995941.593176,1227031.000,60312,2,GX,1,100,-0.977
1673995941.634123,1227071.000,60329,3,GX,1,100,-1.190
1673995941.675070,1227111.000,60329,3,GX,1,100,-1.617
1673995941.716017,1227151.000,60329,3,GX,1,100,-1.648
1673995941.751505,1227185.667,60347,3,GX,1,100,-1.312
1673995941.786992,1227220.333,60347,3,GX,1,100,-1.007
1673995941.822480,1227255.000,60347,3,GX,1,100,-0.885
1673995941.862403,1227294.000,60362,3,GX,1,100,-0.031
1673995941.902327,1227333.000,60362,3,GX,1,100,0.488
1673995941.942250,1227372.000,60362,3,GX,1,100,-0.732
1673995941.982174,1227411.000,60378,2,GX,1,100,-1.068
