LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AK
1673995943.514623,1228908.000,60592,2,AK,1,100,59886
1673995943.514623,1228908.000,60592,2,AK,1,100,RD
1673995943.558641,1228951.000,60595,2,AK,1,100,60593
1673995943.602659,1228994.000,60595,2,AK,1,100,RD
1673995946.171072,1231503.000,61383,2,AK,1,100,60593
1673995948.739485,1234012.000,61383,2,AK,1,100,RD
1673995948.751769,1234024.000,61386,2,AK,1,100,61384
1673995948.764053,1234036.000,61386,2,AK,1,100,RD
1673995951.389280,1236600.500,62177,2,AK,1,100,61384
1673995954.014507,1239165.000,62177,2,AK,1,100,RD
1673995954.025768,1239176.000,62180,2,AK,1,100,62178
1673995954.037028,1239187.000,62180,2,AK,1,100,RD
1673995956.638199,1241728.000,62920,2,AK,1,100,62178
1673995959.239369,1244269.000,62920,2,AK,1,100,RD
1673995959.251142,1244280.500,62923,2,AK,1,100,62921
1673995959.262914,1244292.000,62923,2,AK,1,100,RD
1673995961.876369,1246845.000,63725,2,AK,1,100,62921
1673995964.489823,1249398.000,63725,2,AK,1,100,RD
1673995964.508761,1249416.500,63728,2,AK,1,100,63726
1673995964.527699,1249435.000,63728,2,AK,1,100,RD
1673995967.181077,1252027.000,64532,2,AK,1,100,64530
1673995969.834456,1254619.000,64532,2,AK,1,100,RD
1673995972.424878,1257149.500,65335,2,AK,1,100,64530
1673995975.015300,1259680.000,65335,2,AK,1,100,RD
1673995975.027584,1259692.000,65338,2,AK,1,100,65336
1673995975.039868,1259704.000,65338,2,AK,1,100,RD
1673995977.654346,1262258.000,603,2,AK,1,100,65336
1673995980.268825,1264812.000,603,2,AK,1,100,RD
1673995980.281109,1264824.000,606,2,AK,1,100,604
1673995980.293393,1264836.000,606,2,AK,1,100,RD
1673995982.895587,1267378.000,1409,2,AK,1,100,604
1673995985.497782,1269920.000,1409,2,AK,1,100,RD
1673995985.510066,1269932.000,1412,2,AK,1,100,1410
1673995985.522350,1269944.000,1412,2,AK,1,100,RD
1673995988.151160,1272512.000,2231,2,AK,1,100,1410
1673995990.779970,1275080.000,2231,2,AK,1,100,RD
1673995990.796349,1275096.000,2234,2,AK,1,100,2232
1673995990.812727,1275112.000,2234,2,AK,1,100,RD
1673995993.407244,1277646.500,3032,2,AK,1,100,2232
1673995996.001760,1280181.000,3032,2,AK,1,100,RD
1673995998.631082,1282749.500,3835,2,AK,1,100,3033
1673996001.260404,1285318.000,3835,2,AK,1,100,RD
1673996001.266546,1285324.000,3837,2,AK,1,100,3033
1673996001.272688,1285330.000,3837,2,AK,1,100,RD
1673996001.285484,1285342.500,3840,2,AK,1,100,3838
1673996001.298280,1285355.000,3840,2,AK,1,100,RD
1673996003.920436,1287916.500,4656,2,AK,1,100,3838
1673996006.542592,1290478.000,4656,2,AK,1,100,RD
1673996006.568184,1290503.000,4659,2,AK,1,100,4657
1673996006.593776,1290528.000,4659,2,AK,1,100,RD
1673996009.181127,1293055.500,5461,2,AK,1,100,4657
1673996011.768478,1295583.000,5461,2,AK,1,100,RD
1673996011.782298,1295596.500,5464,2,AK,1,100,5462
1673996011.796117,1295610.000,5464,2,AK,1,100,RD
1673996014.412131,1298165.500,6281,2,AK,1,100,5462
1673996017.028145,1300721.000,6281,2,AK,1,100,RD
1673996017.066533,1300758.500,6284,2,AK,1,100,6282
1673996017.104921,1300796.000,6284,2,AK,1,100,RD
1673996019.676917,1303308.500,7084,2,AK,1,100,6282
1673996022.248912,1305821.000,7084,2,AK,1,100,RD
1673996022.292419,1305863.500,7087,2,AK,1,100,7085
1673996022.335925,1305906.000,7087,2,AK,1,100,RD
1673996024.906897,1308417.500,7887,2,AK,1,100,7085
1673996027.477869,1310929.000,7887,2,AK,1,100,RD
1673996027.490665,1310941.500,7890,2,AK,1,100,7888
1673996027.503461,1310954.000,7890,2,AK,1,100,RD
1673996030.104632,1313495.000,8692,2,AK,1,100,7888
1673996032.705802,1316036.000,8692,2,AK,1,100,RD
1673996032.745726,1316075.000,8695,2,AK,1,100,8693
1673996032.785649,1316114.000,8695,2,AK,1,100,RD
1673996035.364811,1318633.500,9493,2,AK,1,100,8693
1673996037.943972,1321153.000,9493,2,AK,1,100,RD
1673996037.975706,1321184.000,9496,2,AK,1,100,9494
1673996038.007440,1321215.000,9496,2,AK,1,100,RD
1673996040.586090,1323734.000,10297,2,AK,1,100,9494
1673996043.164740,1326253.000,10297,2,AK,1,100,RD
1673996043.188796,1326276.500,10300,2,AK,1,100,10298
1673996043.212852,1326300.000,10300,2,AK,1,100,RD
1673996045.803274,1328830.500,11103,2,AK,1,100,10298
1673996048.393696,1331361.000,11103,2,AK,1,100,RD
1673996048.405980,1331373.000,11106,2,AK,1,100,11104
1673996048.418265,1331385.000,11106,2,AK,1,100,RD
1673996051.035814,1333942.000,11902,2,AK,1,100,11104
1673996053.653363,1336499.000,11902,2,AK,1,100,RD
1673996053.665648,1336511.000,11905,2,AK,1,100,11903
1673996053.677932,1336523.000,11905,2,AK,1,100,RD
1673996056.279614,1339064.500,12700,2,AK,1,100,11903
1673996058.881297,1341606.000,12700,2,AK,1,100,RD
1673996058.906888,1341631.000,12703,2,AK,1,100,12701
1673996058.932481,1341656.000,12703,2,AK,1,100,RD
1673996061.537234,1344200.500,13490,2,AK,1,100,12701
1673996064.141987,1346745.000,13490,2,AK,1,100,RD
1673996064.155295,1346758.000,13493,2,AK,1,100,13491
1673996064.168603,1346771.000,13493,2,AK,1,100,RD
1673996066.769262,1349311.500,14297,2,AK,1,100,13491
1673996069.369920,1351852.000,14297,2,AK,1,100,RD
1673996069.386299,1351868.000,14300,2,AK,1,100,14298
1673996069.402678,1351884.000,14300,2,AK,1,100,RD
1673996072.006408,1354427.500,15104,2,AK,1,100,14298
1673996074.610138,1356971.000,15104,2,AK,1,100,RD
1673996074.636753,1356997.000,15107,2,AK,1,100,15105
1673996074.663369,1357023.000,15107,2,AK,1,100,RD
1673996077.245602,1359545.500,15907,2,AK,1,100,15105
1673996079.827834,1362068.000,15907,2,AK,1,100,RD
1673996079.843189,1362083.000,15910,2,AK,1,100,15908
1673996079.858544,1362098.000,15910,2,AK,1,100,RD
1673996082.472511,1364651.500,16709,2,AK,1,100,15908
1673996085.086478,1367205.000,16709,2,AK,1,100,RD
1673996087.731666,1369789.000,17512,2,AK,1,100,16710
1673996090.376855,1372373.000,17512,2,AK,1,100,RD
1673996090.386580,1372382.500,17514,2,AK,1,100,16710
1673996090.396305,1372392.000,17514,2,AK,1,100,RD
1673996092.993893,1374929.500,18304,2,AK,1,100,17515
1673996095.591480,1377467.000,18304,2,AK,1,100,RD
1673996095.624238,1377499.000,18307,2,AK,1,100,18305
1673996095.656996,1377531.000,18307,2,AK,1,100,RD
1673996098.242299,1380056.500,19110,2,AK,1,100,18305
1673996100.827603,1382582.000,19110,2,AK,1,100,RD
1673996100.855242,1382609.000,19113,2,AK,1,100,19111
1673996100.882882,1382636.000,19113,2,AK,1,100,RD
1673996103.469721,1385163.000,19913,2,AK,1,100,19111
1673996106.056560,1387690.000,19913,2,AK,1,100,RD
1673996106.080104,1387713.000,19916,2,AK,1,100,19914
1673996106.103649,1387736.000,19916,2,AK,1,100,RD
1673996108.694071,1390266.500,20719,2,AK,1,100,19914
1673996111.284493,1392797.000,20719,2,AK,1,100,RD
1673996111.307526,1392819.500,20722,2,AK,1,100,20720
1673996111.330558,1392842.000,20722,2,AK,1,100,RD
1673996113.923028,1395374.500,21526,2,AK,1,100,20720
1673996116.515497,1397907.000,21526,2,AK,1,100,RD
1673996116.532899,1397924.000,21529,2,AK,1,100,21527
1673996116.550302,1397941.000,21529,2,AK,1,100,RD
1673996119.145842,1400476.500,22330,2,AK,1,100,21527
1673996121.741383,1403012.000,22330,2,AK,1,100,RD
1673996121.757761,1403028.000,22333,2,AK,1,100,22331
1673996121.774140,1403044.000,22333,2,AK,1,100,RD
1673996124.391178,1405600.500,23142,2,AK,1,100,22331
1673996127.008215,1408157.000,23142,2,AK,1,100,RD
1673996127.022035,1408170.500,23145,2,AK,1,100,23143
1673996127.035855,1408184.000,23145,2,AK,1,100,RD
1673996129.640608,1410728.500,23947,2,AK,1,100,23143
1673996132.245362,1413273.000,23947,2,AK,1,100,RD
1673996132.276584,1413303.500,23950,2,AK,1,100,23948
1673996132.307806,1413334.000,23950,2,AK,1,100,RD
1673996134.887991,1415854.500,24751,2,AK,1,100,23948
1673996137.468176,1418375.000,24751,2,AK,1,100,RD
1673996137.479437,1418386.000,24754,2,AK,1,100,24752
1673996137.490697,1418397.000,24754,2,AK,1,100,RD
1673996140.115412,1420961.000,25571,2,AK,1,100,24752
1673996142.740128,1423525.000,25571,2,AK,1,100,RD
1673996142.758042,1423542.500,25574,2,AK,1,100,25572
1673996142.775957,1423560.000,25574,2,AK,1,100,RD
1673996145.400160,1426123.500,26390,2,AK,1,100,25572
1673996148.024363,1428687.000,26390,2,AK,1,100,RD
1673996148.057121,1428719.000,26393,2,AK,1,100,26391
1673996148.089879,1428751.000,26393,2,AK,1,100,RD
1673996150.671088,1431272.500,27192,2,AK,1,100,26391
1673996153.252296,1433794.000,27192,2,AK,1,100,RD
1673996153.282495,1433823.500,27195,2,AK,1,100,27193
1673996153.312693,1433853.000,27195,2,AK,1,100,RD
1673996155.900556,1436381.000,27985,2,AK,1,100,27193
1673996158.488419,1438909.000,27985,2,AK,1,100,RD
1673996158.517594,1438937.500,27988,2,AK,1,100,27986
1673996158.546769,1438966.000,27988,2,AK,1,100,RD
1673996161.147427,1441506.500,28790,2,AK,1,100,27986
1673996163.748086,1444047.000,28790,2,AK,1,100,RD
1673996163.764977,1444063.500,28793,2,AK,1,100,28791
1673996163.781868,1444080.000,28793,2,AK,1,100,RD
1673996166.404535,1446642.000,29593,2,AK,1,100,28791
1673996169.027203,1449204.000,29593,2,AK,1,100,RD
1673996169.062008,1449238.000,29596,2,AK,1,100,29594
1673996169.096813,1449272.000,29596,2,AK,1,100,RD
1673996171.697984,1451813.000,30367,2,AK,1,100,29594
