LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,BI
1673995941.822480,1227255,60336,1,BI,1,100,2040
1673995942.797023,1228207,60480,1,BI,1,100,960
1673995943.845271,1229231,60646,1,BI,1,100,1040
1673995946.469986,1231795,61042,1,BI,1,100,2600
1673995947.582726,1232882,61202,1,BI,1,100,1120
1673995948.478446,1233757,61346,1,BI,1,100,880
1673995949.371095,1234629,61467,1,BI,1,100,880
1673995950.382491,1235617,61626,1,BI,1,100,1000
1673995951.259784,1236474,61755,1,BI,1,100,880
1673995952.229209,1237421,61900,1,BI,1,100,960
1673995953.070674,1238243,62029,1,BI,1,100,840
1673995953.840482,1238995,62142,1,BI,1,100,760
1673995954.731083,1239865,62278,1,BI,1,100,880
1673995955.984067,1241089,62468,1,BI,1,100,1240
1673995957.180749,1242258,62644,1,BI,1,100,1200
1673995958.429638,1243478,62836,1,BI,1,100,1240
1673995959.605847,1244627,62974,1,BI,1,100,1160
1673995960.816860,1245810,63150,1,BI,1,100,1200
1673995961.987950,1246954,63342,1,BI,1,100,1160
1673995963.081240,1248022,63502,1,BI,1,100,1080
1673995964.277921,1249191,63692,1,BI,1,100,1200
1673995965.447988,1250334,63872,1,BI,1,100,1160
1673995966.656954,1251515,64049,1,BI,1,100,1200
1673995967.828043,1252659,64241,1,BI,1,100,1160
1673995968.999133,1253803,64416,1,BI,1,100,1160
1673995970.132347,1254910,64581,1,BI,1,100,1120
1673995971.251229,1256003,64756,1,BI,1,100,1120
1673995972.343495,1257070,64917,1,BI,1,100,1080
1673995973.477732,1258178,65092,1,BI,1,100,1120
1673995974.564880,1259240,65269,1,BI,1,100,1080
1673995975.776917,1260424,65450,1,BI,1,100,1200
1673995976.777053,1261401,59,1,BI,1,100,1000
1673995977.871367,1262470,234,1,BI,1,100,1080
1673995979.000485,1263573,411,1,BI,1,100,1120
1673995980.051805,1264600,570,1,BI,1,100,1040
1673995981.107219,1265631,735,1,BI,1,100,1040
1673995982.179011,1266678,910,1,BI,1,100,1080
1673995983.107489,1267585,1055,1,BI,1,100,920
1673995984.158808,1268612,1215,1,BI,1,100,1040
1673995985.158943,1269589,1359,1,BI,1,100,1000
1673995986.212310,1270618,1524,1,BI,1,100,1040
1673995987.387495,1271766,1715,1,BI,1,100,1160
1673995988.521732,1272874,1875,1,BI,1,100,1120
1673995989.607856,1273935,2053,1,BI,1,100,1080
1673995990.685791,1274988,2213,1,BI,1,100,1080
1673995991.696163,1275975,2378,1,BI,1,100,1000
1673995992.666612,1276923,2522,1,BI,1,100,960
1673995994.472383,1278687,2806,1,BI,1,100,1800
1673995996.739834,1280902,3131,1,BI,1,100,2240
1673995997.794224,1281932,3306,1,BI,1,100,1040
1673995998.749317,1282865,3451,1,BI,1,100,960
1673995999.800637,1283892,3611,1,BI,1,100,1040
1673996000.892903,1284959,3786,1,BI,1,100,1080
1673996001.864375,1285908,3936,1,BI,1,100,960
1673996002.948452,1286967,4096,1,BI,1,100,1080
1673996004.076547,1288069,4272,1,BI,1,100,1120
1673996005.168814,1289136,4447,1,BI,1,100,1080
1673996006.334785,1290275,4623,1,BI,1,100,1160
1673996007.470046,1291384,4803,1,BI,1,100,1120
1673996008.501915,1292392,4963,1,BI,1,100,1040
1673996009.597253,1293462,5141,1,BI,1,100,1080
1673996010.728419,1294567,5300,1,BI,1,100,1120
1673996011.743910,1295559,5465,1,BI,1,100,1000
1673996012.776803,1296568,5625,1,BI,1,100,1040
1673996013.835288,1297602,5785,1,BI,1,100,1040
1673996014.568242,1298318,5898,1,BI,1,100,720
1673996016.618673,1300321,6217,1,BI,1,100,2040
1673996017.629045,1301308,6366,1,BI,1,100,1000
1673996018.386568,1302048,6493,1,BI,1,100,760
1673996020.121706,1303743,6764,1,BI,1,100,1720
1673996021.736049,1305320,7003,1,BI,1,100,1600
1673996022.829339,1306388,7169,1,BI,1,100,1080
1673996023.428192,1306973,7264,1,BI,1,100,600
1673996024.922764,1308433,7489,1,BI,1,100,1480
1673996026.808383,1310275,7791,1,BI,1,100,1880
1673996027.743002,1311188,7940,1,BI,1,100,920
1673996029.111662,1312525,8147,1,BI,1,100,1360
1673996030.683011,1314060,8387,1,BI,1,100,1560
1673996032.468309,1315804,8656,1,BI,1,100,1760
1673996034.115409,1317413,8901,1,BI,1,100,1640
1673996036.121822,1319373,9219,1,BI,1,100,2000
1673996036.695083,1319933,9301,1,BI,1,100,560
1673996038.624719,1321818,9593,1,BI,1,100,1920
1673996039.440592,1322615,9719,1,BI,1,100,800
1673996040.320957,1323475,9864,1,BI,1,100,880
1673996041.253529,1324386,10008,1,BI,1,100,920
1673996042.304848,1325413,10168,1,BI,1,100,1040
1673996043.340812,1326425,10333,1,BI,1,100,1040
1673996044.388037,1327448,10493,1,BI,1,100,1040
1673996045.438333,1328474,10653,1,BI,1,100,1040
1673996046.490675,1329502,10814,1,BI,1,100,1040
1673996047.451911,1330441,10957,1,BI,1,100,960
1673996048.702848,1331663,11156,1,BI,1,100,1240
1673996057.655952,1340409,12507,1,BI,1,100,8880
1673996058.870036,1341595,12704,1,BI,1,100,1200
1673996059.627559,1342335,12817,1,BI,1,100,760
1673996060.394295,1343084,12945,1,BI,1,100,760
1673996061.769098,1344427,13151,1,BI,1,100,1360
1673996062.604420,1345243,13281,1,BI,1,100,840
1673996064.259711,1346860,13510,1,BI,1,100,1640
1673996065.553642,1348124,13719,1,BI,1,100,1280
1673996066.284549,1348838,13830,1,BI,1,100,720
1673996067.134204,1349668,13959,1,BI,1,100,840
1673996068.054492,1350567,14103,1,BI,1,100,920
1673996069.067935,1351557,14247,1,BI,1,100,1000
1673996069.998460,1352466,14397,1,BI,1,100,920
1673996071.075371,1353518,14572,1,BI,1,100,1080
1673996072.123619,1354542,14732,1,BI,1,100,1040
1673996073.098163,1355494,14876,1,BI,1,100,960
1673996074.188382,1356559,15052,1,BI,1,100,1080
1673996075.431129,1357773,15234,1,BI,1,100,1240
1673996076.439454,1358758,15395,1,BI,1,100,1000
1673996077.774332,1360062,15602,1,BI,1,100,1320
1673996078.825651,1361089,15762,1,BI,1,100,1040
1673996079.958865,1362196,15927,1,BI,1,100,1120
1673996081.201612,1363410,16118,1,BI,1,100,1240
1673996082.205842,1364391,16278,1,BI,1,100,1000
1673996083.494655,1365650,16486,1,BI,1,100,1280
1673996085.319876,1367433,16743,1,BI,1,100,1800
1673996086.693655,1368775,16952,1,BI,1,100,1360
1673996087.289437,1369357,17047,1,BI,1,100,600
1673996088.220985,1370267,17192,1,BI,1,100,920
1673996089.872181,1371880,17448,1,BI,1,100,1640
1673996090.924524,1372908,17597,1,BI,1,100,1040
1673996092.097661,1374054,17773,1,BI,1,100,1160
1673996093.099844,1375033,17916,1,BI,1,100,1000
1673996094.148092,1376057,18093,1,BI,1,100,1040
1673996095.156416,1377042,18237,1,BI,1,100,1000
1673996096.073634,1377938,18387,1,BI,1,100,920
1673996097.120858,1378961,18547,1,BI,1,100,1040
