RD,TS_received,TS_sent,AK,RoundTrip,
1228908,1228991,2023-01-17_23-52-23-580556,1228994,83,
1234013,1234033,2023-01-17_23-52-28-746739,1234036,20,
1239165,1239184,2023-01-17_23-52-34-024457,1239187,19,
1244269,1244289,2023-01-17_23-52-39-246916,1244292,20,
1249398,1249432,2023-01-17_23-52-44-510277,1249435,34,
1254527,1254617,2023-01-17_23-52-49-821005,1254619,90,
1259680,1259701,2023-01-17_23-52-55-024131,1259704,21,
1264813,1264833,2023-01-17_23-53-00-271274,1264836,20,
1269921,1269941,2023-01-17_23-53-05-507286,1269944,20,
1275081,1275107,2023-01-17_23-53-10-785868,1275112,26,
1280182,1280304,2023-01-17_23-53-16-105910,1285318,122,
1285330,1285352,2023-01-17_23-53-21-282312,1285355,22,
1290478,1290523,2023-01-17_23-53-26-565052,1290528,45,
1295584,1295607,2023-01-17_23-53-31-778006,1295610,23,
1300722,1300793,2023-01-17_23-53-37-085426,1300796,71,
1305821,1305902,2023-01-17_23-53-42-320793,1305906,81,
1310929,1310950,2023-01-17_23-53-47-486806,1310954,21,
1316038,1316111,2023-01-17_23-53-52-768675,1316114,73,
1321154,1321212,2023-01-17_23-53-57-990543,1321215,58,
1326254,1326297,2023-01-17_23-54-03-196976,1326300,43,
1331362,1331382,2023-01-17_23-54-08-402966,1331385,20,
1336500,1336520,2023-01-17_23-54-13-665963,1336523,20,
1341607,1341653,2023-01-17_23-54-18-914012,1341656,46,
1346745,1346768,2023-01-17_23-54-24-159129,1346771,23,
1351853,1351882,2023-01-17_23-54-29-390394,1351884,29,
1356971,1357020,2023-01-17_23-54-34-651226,1357023,49,
1362068,1362095,2023-01-17_23-54-39-841857,1362098,27,
1367205,1372357,2023-01-17_23-54-45-200010,1372373,5152,
1372392,1377462,2023-01-17_23-54-50-558881,1377467,5070,
1377468,1377528,2023-01-17_23-54-55-639902,1377531,60,
1382582,1382633,2023-01-17_23-55-00-867425,1382636,51,
1387690,1387733,2023-01-17_23-55-06-089578,1387736,43,
1392798,1392839,2023-01-17_23-55-11-314998,1392842,41,
1397907,1397936,2023-01-17_23-55-16-535033,1397941,29,
1403012,1403041,2023-01-17_23-55-21-764299,1403044,29,
1408158,1408182,2023-01-17_23-55-27-021927,1408184,24,
1413274,1413331,2023-01-17_23-55-32-298060,1413334,57,
1418376,1418394,2023-01-17_23-55-37-484939,1418397,18,
1423526,1423557,2023-01-17_23-55-42-762892,1423560,31,
1428687,1428748,2023-01-17_23-55-48-074783,1428751,61,
1433794,1433850,2023-01-17_23-55-53-295150,1433853,56,
1438910,1438963,2023-01-17_23-55-58-530947,1438966,53,
1444048,1444077,2023-01-17_23-56-03-759422,1444080,29,
1449204,1449269,2023-01-17_23-56-09-085694,1449272,65,
1454354,1454394,2023-01-17_23-56-14-336780,1454397,40,
1459464,1459496,2023-01-17_23-56-19-558029,1459499,32,
1464623,1464643,2023-01-17_23-56-24-823939,1464646,20,
1469755,1469774,2023-01-17_23-56-30-080404,1469777,19,
1474866,1474887,2023-01-17_23-56-35-308445,1474890,21,
1479976,1480055,2023-01-17_23-56-40-602443,1480058,79,
1485103,1485137,2023-01-17_23-56-45-807299,1485140,34,
1490229,1490277,2023-01-17_23-56-51-054845,1490280,48,
1495363,1495401,2023-01-17_23-56-56-305866,1495404,38,
1500471,1500491,2023-01-17_23-57-01-520747,1500494,20,
1505608,1505637,2023-01-17_23-57-06-787891,1505640,29,
1510733,1510778,2023-01-17_23-57-12-042870,1510783,45,
1515868,1515888,2023-01-17_23-57-17-286942,1515892,20,
1520990,1521010,2023-01-17_23-57-22-531891,1521013,20,
1526108,1526184,2023-01-17_23-57-27-831081,1526187,76,
1531244,1531280,2023-01-17_23-57-33-037292,1531286,36,
1536350,1536383,2023-01-17_23-57-38-261380,1536388,33,
1541479,1541500,2023-01-17_23-57-43-499867,1541503,21,
1546591,1546676,2023-01-17_23-57-48-799652,1546678,85,
1551698,1551723,2023-01-17_23-57-53-971960,1551726,25,
1556850,1556887,2023-01-17_23-57-59-253368,1556890,37,
1561979,1562017,2023-01-17_23-58-04-503457,1562020,38,
1567090,1567131,2023-01-17_23-58-09-740431,1567134,41,
1572222,1577323,2023-01-17_23-58-15-035255,1577339,5101,
1577360,1577381,2023-01-17_23-58-20-234935,1577385,21,
1582435,1582493,2023-01-17_23-58-25-460337,1582496,58,
1587562,1587590,2023-01-17_23-58-30-683513,1587593,28,
1592702,1592729,2023-01-17_23-58-35-952842,1592732,27,
1597829,1597905,2023-01-17_23-58-41-236069,1597908,76,
1602957,1602979,2023-01-17_23-58-46-440886,1602982,22,
1608198,1608219,2023-01-17_23-58-51-799159,1608222,21,
1613322,1613379,2023-01-17_23-58-57-082770,1613381,57,
1618448,1618508,2023-01-17_23-59-02-331337,1618513,60,
1623584,1623609,2023-01-17_23-59-07-553777,1623612,25,
1628706,1628728,2023-01-17_23-59-12-793223,1628731,22,
1633834,1633854,2023-01-17_23-59-18-039691,1633857,20,
1638953,1639008,2023-01-17_23-59-23-324449,1639011,55,
1644085,1644123,2023-01-17_23-59-28-549898,1644128,38,
1649189,1649214,2023-01-17_23-59-33-768661,1649217,25,
1654291,1654313,2023-01-17_23-59-38-993417,1654317,22,
1659532,1659554,2023-01-17_23-59-44-357001,1659558,22,
1664638,1664716,2023-01-17_23-59-49-635060,1664719,78,
1669756,1669821,2023-01-17_23-59-54-863089,1669823,65,
1674873,1674893,2023-01-18_00-00-00-052914,1674896,20,
1679990,1680031,2023-01-18_00-00-05-314048,1680034,41,
1685096,1685121,2023-01-18_00-00-10-527960,1685124,25,
1690226,1690261,2023-01-18_00-00-15-792581,1690263,35,
1695334,1695356,2023-01-18_00-00-21-004458,1695359,22,
1700460,1700480,2023-01-18_00-00-26-250428,1700482,20,
1705575,1705623,2023-01-18_00-00-31-519951,1705626,48,
1710674,1710726,2023-01-18_00-00-36-739125,1710729,52,
1715801,1715841,2023-01-18_00-00-41-973172,1715844,40,
1720907,1726047,2023-01-18_00-00-47-286438,1726062,5140,
1726082,1726134,2023-01-18_00-00-52-517885,1726137,52,
1731160,1731244,2023-01-18_00-00-57-738270,1731247,84,
1736268,1736339,2023-01-18_00-01-02-959282,1736342,71,
