LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,UN
1669792130.000000,311869,46546,2,UN,1,100,arrabbiato perchè ho sbattuto contro la porta
1669792344.000000,521090,14168,2,UN,1,100,in tensione oer cominciare a lavorare
1669792810.000000,976991,20102,2,UN,1,100,sono in call con i miei colleghi e sono felice
1669795687.000000,3786795,2436,2,UN,1,100,divertito per un test online
1669797631.000000,5685702,38350,2,UN,1,100,in tensione per vedere una piattaforma di project management
1669799342.000000,7357825,38631,2,UN,1,100,felice per la pausa lavoro
