RD,TS_received,TS_sent,AK,RoundTrip,
974212,974306,2022-11-30_09-20-08-272663,974309,94,
979328,984461,2022-11-30_09-20-13-468404,984470,5133,
984482,984507,2022-11-30_09-20-18-713939,984510,25,
989571,994686,2022-11-30_09-20-24-091741,994689,5115,
994689,994711,2022-11-30_09-20-29-162512,994713,22,
999797,999834,2022-11-30_09-20-34-405117,999837,37,
1004895,1004915,2022-11-30_09-20-39-608851,1004919,20,
1010028,1010083,2022-11-30_09-20-44-900650,1010085,55,
1015140,1015160,2022-11-30_09-20-50-097086,1015164,20,
1020252,1020306,2022-11-30_09-20-55-350133,1020311,54,
1025363,1025387,2022-11-30_09-21-00-565530,1025390,24,
1030464,1030499,2022-11-30_09-21-05-799204,1030502,35,
1035611,1035636,2022-11-30_09-21-11-048539,1035638,25,
1040718,1040742,2022-11-30_09-21-16-287375,1040745,24,
1045861,1045905,2022-11-30_09-21-21-566780,1045907,44,
1050990,1051022,2022-11-30_09-21-26-793701,1051025,32,
1056099,1056130,2022-11-30_09-21-32-028569,1056135,31,
1061241,1061260,2022-11-30_09-21-37-290370,1061264,19,
1066361,1066442,2022-11-30_09-21-42-583410,1066445,81,
1071504,1071524,2022-11-30_09-21-47-793789,1071528,20,
1076623,1076642,2022-11-30_09-21-53-035823,1076645,19,
1081731,1081751,2022-11-30_09-21-58-262656,1081754,20,
1086852,1086871,2022-11-30_09-22-03-502309,1086875,19,
1091963,1091983,2022-11-30_09-22-08-736838,1091986,20,
1097072,1097100,2022-11-30_09-22-13-967567,1097103,28,
1102210,1102230,2022-11-30_09-22-19-224609,1102233,20,
1107347,1107369,2022-11-30_09-22-24-477520,1107371,22,
1112477,1112551,2022-11-30_09-22-29-782990,1112554,74,
1117597,1117644,2022-11-30_09-22-35-002300,1117650,47,
1122704,1122748,2022-11-30_09-22-40-224048,1122750,44,
1127839,1127859,2022-11-30_09-22-45-458868,1127862,20,
1132950,1132970,2022-11-30_09-22-50-690696,1132973,20,
1138060,1138079,2022-11-30_09-22-55-922465,1138082,19,
1143184,1143256,2022-11-30_09-23-01-224393,1143273,72,
1148306,1148361,2022-11-30_09-23-06-443393,1148364,55,
1153397,1153419,2022-11-30_09-23-11-625178,1153422,22,
1158524,1163666,2022-11-30_09-23-16-889444,1163674,5142,
1163686,1163738,2022-11-30_09-23-22-192672,1163741,52,
1168811,0,,1173945,-1168811,
1173957,1173980,2022-11-30_09-23-32-668234,1173982,23,
1179097,1179119,2022-11-30_09-23-37-927235,1179122,22,
1184205,1184234,2022-11-30_09-23-43-170975,1184237,29,
1189321,1189378,2022-11-30_09-23-48-430251,1189384,57,
1194432,1194462,2022-11-30_09-23-53-622690,1194465,30,
1199561,1199581,2022-11-30_09-23-58-880636,1199584,20,
1204695,1204715,2022-11-30_09-24-04-131530,1204718,20,
1209814,1209922,2022-11-30_09-24-09-454866,1214924,108,
1214937,1214960,2022-11-30_09-24-14-618644,1214963,23,
1220086,1220121,2022-11-30_09-24-19-899704,1220124,35,
1225182,1225211,2022-11-30_09-24-25-104839,1225217,29,
1230305,1230326,2022-11-30_09-24-30-348481,1230329,21,
1235421,0,,1240534,-1235421,
1240549,1240609,2022-11-30_09-24-40-865647,1240612,60,
1245656,1245700,2022-11-30_09-24-46-085320,1245703,44,
1250788,1250809,2022-11-30_09-24-51-312946,1250813,21,
1255920,1255946,2022-11-30_09-24-56-566878,1255949,26,
1261028,1261046,2022-11-30_09-25-01-794529,1261049,18,
1266152,1266225,2022-11-30_09-25-07-090202,1266228,73,
1271262,1271283,2022-11-30_09-25-12-271390,1271286,21,
1276370,1276418,2022-11-30_09-25-17-529697,1276420,48,
1281487,1281516,2022-11-30_09-25-22-744767,1281519,29,
1286585,1286609,2022-11-30_09-25-27-961335,1286612,24,
1291726,1291747,2022-11-30_09-25-33-228432,1291749,21,
1296833,1296863,2022-11-30_09-25-38-453485,1296866,30,
1301980,1302033,2022-11-30_09-25-43-754486,1302038,53,
1307091,1307148,2022-11-30_09-25-48-985028,1307151,57,
1312198,1312240,2022-11-30_09-25-54-199473,1312243,42,
1317306,1317337,2022-11-30_09-25-59-417953,1317341,31,
1322405,1322428,2022-11-30_09-26-04-636059,1322432,23,
1327542,1327561,2022-11-30_09-26-09-883122,1327565,19,
1332657,1332733,2022-11-30_09-26-15-181837,1332736,76,
1337767,1337830,2022-11-30_09-26-20-406218,1337833,63,
1342998,1343056,2022-11-30_09-26-25-736421,1343059,58,
1348105,1348176,2022-11-30_09-26-30-972837,1348181,71,
1353204,1353224,2022-11-30_09-26-36-157939,1353227,20,
1358353,1358373,2022-11-30_09-26-41-427941,1358375,20,
1363485,1363575,2022-11-30_09-26-46-743179,1363581,90,
1368601,1368677,2022-11-30_09-26-51-975345,1368680,76,
1373702,1373774,2022-11-30_09-26-57-175085,1373779,72,
1378817,1378864,2022-11-30_09-27-02-411664,1378868,47,
1383929,1383966,2022-11-30_09-27-07-626809,1383971,37,
1389037,1389059,2022-11-30_09-27-12-838917,1389062,22,
1394172,1394207,2022-11-30_09-27-18-116816,1394210,35,
1399314,1399397,2022-11-30_09-27-23-406558,1399402,83,
1404414,1404444,2022-11-30_09-27-28-580909,1404447,30,
1409521,1409541,2022-11-30_09-27-33-809429,1409544,20,
1414637,1414687,2022-11-30_09-27-39-061572,1414692,50,
1419737,1419758,2022-11-30_09-27-44-262261,1419760,21,
1424866,1424891,2022-11-30_09-27-49-515959,1424894,25,
1429973,1429995,2022-11-30_09-27-54-748154,1429997,22,
1435133,1435153,2022-11-30_09-28-00-023080,1435155,20,
1440250,1440300,2022-11-30_09-28-05-275813,1440306,50,
1445357,1445391,2022-11-30_09-28-10-505032,1445396,34,
1450506,1450527,2022-11-30_09-28-15-764626,1450530,21,
1455616,1455692,2022-11-30_09-28-21-054812,1455695,76,
1460723,1460805,2022-11-30_09-28-26-277529,1460810,82,
1465841,1465919,2022-11-30_09-28-31-508244,1465924,78,
1470947,1476084,2022-11-30_09-28-36-838224,1476093,5137,
1476093,1476113,2022-11-30_09-28-41-957008,1476117,20,
1481206,1481227,2022-11-30_09-28-47-191868,1481230,21,
1486332,1491445,2022-11-30_09-28-52-555483,1491461,5113,
1491482,1491507,2022-11-30_09-28-57-718773,1491511,25,
1496549,1496569,2022-11-30_09-29-02-894992,1496572,20,
1501673,1501701,2022-11-30_09-29-08-151460,1501704,28,
1506806,0,,1506915,-1506806,
1511928,1512012,2022-11-30_09-29-18-702580,1512014,84,
1517044,1517065,2022-11-30_09-29-23-880556,1517069,21,
1522173,1522247,2022-11-30_09-29-29-161463,1522250,74,
1527306,1527333,2022-11-30_09-29-34-386701,1527336,27,
1532434,1532455,2022-11-30_09-29-39-636983,1532458,21,
1537555,1537655,2022-11-30_09-29-44-952825,1537658,100,
1542662,1542731,2022-11-30_09-29-50-152866,1542734,69,
1547806,1547851,2022-11-30_09-29-55-385124,1547857,45,
1552931,1552951,2022-11-30_09-30-00-602894,1552954,20,
1558047,1558077,2022-11-30_09-30-05-840286,1558080,30,
1563204,0,,1568329,-1563204,
1568341,1568361,2022-11-30_09-30-16-378872,1568364,20,
1573476,1573498,2022-11-30_09-30-21-639926,1573501,22,
1578576,1578668,2022-11-30_09-30-26-910908,1578671,92,
1583701,1583762,2022-11-30_09-30-32-146871,1583767,61,
1588836,1588857,2022-11-30_09-30-37-364800,1588860,21,
1593950,1593980,2022-11-30_09-30-42-603538,1593983,30,
1599090,1599176,2022-11-30_09-30-47-921752,1599182,86,
1604206,1604278,2022-11-30_09-30-53-138114,1604284,72,
1609349,1609380,2022-11-30_09-30-58-361735,1609386,31,
1614481,1614567,2022-11-30_09-31-03-677601,1614569,86,
1619606,1619626,2022-11-30_09-31-08-863649,1619629,20,
1624731,1624781,2022-11-30_09-31-14-134290,1624784,50,
1629867,1629901,2022-11-30_09-31-19-375288,1629905,34,
1634999,1635024,2022-11-30_09-31-24-621988,1635027,25,
1640122,1640196,2022-11-30_09-31-29-905921,1640199,74,
1645231,1645304,2022-11-30_09-31-35-131904,1645309,73,
1650371,1650393,2022-11-30_09-31-40-350387,1650395,22,
1655491,1655511,2022-11-30_09-31-45-589488,1655514,20,
1660599,1660619,2022-11-30_09-31-50-819873,1660622,20,
1665706,1670811,2022-11-30_09-31-56-052643,1670821,5105,
1670839,1670910,2022-11-30_09-32-01-344807,1670912,71,
1675973,1676015,2022-11-30_09-32-06-575131,1676021,42,
1681127,1681148,2022-11-30_09-32-11-826859,1681151,21,
1686244,1686276,2022-11-30_09-32-17-078791,1686278,32,
1691352,1691372,2022-11-30_09-32-22-296121,1691375,20,
1696500,1696524,2022-11-30_09-32-27-569129,1696527,24,
1701647,1701720,2022-11-30_09-32-32-888773,1701722,73,
1706755,1706834,2022-11-30_09-32-38-113921,1706840,79,
1711865,1711944,2022-11-30_09-32-43-353633,1711947,79,
1716966,1717035,2022-11-30_09-32-48-552962,1717040,69,
1722079,1722121,2022-11-30_09-32-53-774715,1722124,42,
1727189,1727219,2022-11-30_09-32-58-996152,1727221,30,
1732287,1732308,2022-11-30_09-33-04-202144,1732311,21,
1737438,1737485,2022-11-30_09-33-09-497034,1737488,47,
1742545,1742565,2022-11-30_09-33-14-701734,1742568,20,
1747670,1747690,2022-11-30_09-33-19-947135,1747693,20,
1752813,1752849,2022-11-30_09-33-25-214772,1752851,36,
1757922,1757970,2022-11-30_09-33-30-468570,1757974,48,
1763029,1763056,2022-11-30_09-33-35-671167,1763062,27,
1768178,1768198,2022-11-30_09-33-40-937822,1768201,20,
1773296,1773347,2022-11-30_09-33-46-214619,1773350,51,
1778402,1778483,2022-11-30_09-33-51-449684,1778488,81,
1783523,1783553,2022-11-30_09-33-56-653581,1783556,30,
1788630,1788658,2022-11-30_09-34-01-885150,1788660,28,
1793739,1793861,2022-11-30_09-34-07-209199,1798870,122,
1798882,1798988,2022-11-30_09-34-12-452657,1803994,106,
1804017,1804062,2022-11-30_09-34-17-647749,1804065,45,
1809101,1809122,2022-11-30_09-34-22-823770,1809125,21,
1814218,1814275,2022-11-30_09-34-28-097323,1814279,57,
1819326,1819378,2022-11-30_09-34-33-326135,1819381,52,
1824457,1824497,2022-11-30_09-34-38-558579,1824502,40,
1829563,1829686,2022-11-30_09-34-43-872616,1834661,123,
1834680,1834770,2022-11-30_09-34-49-085983,1834773,90,
1839813,1839907,2022-11-30_09-34-54-324943,1839913,94,
1844921,1844942,2022-11-30_09-34-59-495005,1844945,21,
1850037,1850097,2022-11-30_09-35-04-766417,1850100,60,
1855145,1855195,2022-11-30_09-35-09-985294,1855198,50,
1860291,1860312,2022-11-30_09-35-15-233950,1860315,21,
1865416,1865514,2022-11-30_09-35-20-561382,1865516,98,
1870514,1870549,2022-11-30_09-35-25-700358,1870551,35,
1875622,1875645,2022-11-30_09-35-30-923066,1875647,23,
1880755,1880774,2022-11-30_09-35-36-178048,1880777,19,
1885875,1885907,2022-11-30_09-35-41-423280,1885910,32,
1890988,1891041,2022-11-30_09-35-46-663613,1891044,53,
1896093,1896208,2022-11-30_09-35-51-977426,1901223,115,
1901235,1901269,2022-11-30_09-35-57-152664,1901272,34,
1906354,1906429,2022-11-30_09-36-02-428113,1906434,75,
1911496,1911521,2022-11-30_09-36-07-653662,1911526,25,
1916621,1916721,2022-11-30_09-36-12-963856,1916724,100,
1921754,1921833,2022-11-30_09-36-18-202482,1921839,79,
1926862,1926918,2022-11-30_09-36-23-411040,1926922,56,
1931987,1932067,2022-11-30_09-36-28-679842,1932070,80,
1937121,0,,1937220,-1937121,
1942261,1942294,2022-11-30_09-36-39-148170,1942296,33,
1947402,1947442,2022-11-30_09-36-44-416747,1947448,40,
1952531,1952584,2022-11-30_09-36-49-684330,1952588,53,
1957666,1957731,2022-11-30_09-36-54-953276,1957734,65,
1962806,1962846,2022-11-30_09-37-00-188146,1962851,40,
1967941,1967963,2022-11-30_09-37-05-426377,1967965,22,
1973077,1973147,2022-11-30_09-37-10-736026,1973151,70,
1978204,1978263,2022-11-30_09-37-15-964220,1978269,59,
1983332,1983366,2022-11-30_09-37-21-192353,1983369,34,
1988457,1988478,2022-11-30_09-37-26-422656,1988481,21,
1993575,1993594,2022-11-30_09-37-31-667463,1993597,19,
1998691,1998748,2022-11-30_09-37-36-950617,1998751,57,
2003830,2003866,2022-11-30_09-37-42-178467,2003871,36,
2008991,2009059,2022-11-30_09-37-47-498969,2009062,68,
2014101,2014121,2022-11-30_09-37-52-677841,2014124,20,
2019228,2019289,2022-11-30_09-37-57-957119,2019294,61,
2024354,2024398,2022-11-30_09-38-03-171474,2024401,44,
2029480,2029499,2022-11-30_09-38-08-415814,2029502,19,
2034603,2034624,2022-11-30_09-38-13-664348,2034627,21,
2039726,2039748,2022-11-30_09-38-18-907898,2039752,22,
2044860,2044895,2022-11-30_09-38-24-167782,2044901,35,
2049970,2049990,2022-11-30_09-38-29-395969,2049993,20,
2055111,2055205,2022-11-30_09-38-34-716562,2055210,94,
2060233,2060268,2022-11-30_09-38-39-917630,2060271,35,
2065359,2065383,2022-11-30_09-38-45-157347,2065386,24,
2070467,2070488,2022-11-30_09-38-50-382583,2070490,21,
2075614,2075719,2022-11-30_09-38-55-712209,2080724,105,
2080737,2080781,2022-11-30_09-39-00-889238,2080784,44,
2085880,2085905,2022-11-30_09-39-06-158730,2085908,25,
2091010,2091030,2022-11-30_09-39-11-397104,2091034,20,
2096125,2096210,2022-11-30_09-39-16-710093,2096214,85,
2101224,2101307,2022-11-30_09-39-21-924778,2101310,83,
2106342,2106378,2022-11-30_09-39-27-116884,2106382,36,
2111460,2111518,2022-11-30_09-39-32-373223,2111524,58,
2116567,2116612,2022-11-30_09-39-37-588468,2116615,45,
2121675,2121707,2022-11-30_09-39-42-802383,2121711,32,
2126774,2126807,2022-11-30_09-39-48-016143,2126810,33,
2131925,2132009,2022-11-30_09-39-53-356107,2132013,84,
2137024,2137048,2022-11-30_09-39-58-514196,2137051,24,
2142168,2142193,2022-11-30_09-40-03-772122,2142196,25,
2147284,2147338,2022-11-30_09-40-09-047656,2147341,54,
2152384,2152404,2022-11-30_09-40-14-233215,2152406,20,
2157500,2157533,2022-11-30_09-40-19-479773,2157535,33,
2162609,2162647,2022-11-30_09-40-24-706683,2162652,38,
2167714,2172814,2022-11-30_09-40-30-027946,2172824,5100,
2172836,2172856,2022-11-30_09-40-35-168086,2172859,20,
2177976,2178046,2022-11-30_09-40-40-476797,2178050,70,
2183083,2183150,2022-11-30_09-40-45-698219,2183156,67,
2188183,2188206,2022-11-30_09-40-50-871586,2188209,23,
2193335,2193363,2022-11-30_09-40-56-146553,2193366,28,
2198441,2198462,2022-11-30_09-41-01-368242,2198465,21,
2203571,2203590,2022-11-30_09-41-06-619838,2203593,19,
2208720,2208766,2022-11-30_09-41-11-919807,2208771,46,
2213826,2213887,2022-11-30_09-41-17-135336,2213892,61,
2218934,2218960,2022-11-30_09-41-22-358204,2218963,26,
2224086,2224106,2022-11-30_09-41-27-627860,2224109,20,
2229202,2229267,2022-11-30_09-41-32-904128,2229270,65,
2234311,2234374,2022-11-30_09-41-38-132967,2234377,63,
2239465,2239484,2022-11-30_09-41-43-365635,2239487,19,
2244594,2244615,2022-11-30_09-41-48-618149,2244617,21,
2249702,2249783,2022-11-30_09-41-53-904109,2249786,81,
2254810,2254829,2022-11-30_09-41-59-076168,2254832,19,
2259927,2259982,2022-11-30_09-42-04-346958,2259986,55,
2265026,2265088,2022-11-30_09-42-09-573420,2265091,62,
2270143,2270198,2022-11-30_09-42-14-800284,2270203,55,
2275252,2275300,2022-11-30_09-42-20-023586,2275305,48,
2280385,0,,2280484,-2280385,
2285501,2285600,2022-11-30_09-42-30-568987,2285606,99,
2290617,2290635,2022-11-30_09-42-35-730588,2290638,18,
2295733,2295795,2022-11-30_09-42-41-007548,2295798,62,
2300841,2300897,2022-11-30_09-42-46-228819,2300900,56,
2305944,2305968,2022-11-30_09-42-51-420531,2305971,24,
2311082,2311102,2022-11-30_09-42-56-683599,2311105,20,
2316248,2316299,2022-11-30_09-43-02-001562,2316302,51,
2321377,2321396,2022-11-30_09-43-07-220009,2321399,19,
2326484,2326513,2022-11-30_09-43-12-455445,2326516,29,
2331615,2331635,2022-11-30_09-43-17-700264,2331639,20,
2336736,2336806,2022-11-30_09-43-22-995738,2336808,70,
2341851,2341871,2022-11-30_09-43-28-181811,2341874,20,
2346996,2347017,2022-11-30_09-43-33-449890,2347020,21,
2352112,0,,2357222,-2352112,
2357234,2357258,2022-11-30_09-43-43-934250,2357261,24,
2362356,2362445,2022-11-30_09-43-49-226260,2362450,89,
2367482,2367524,2022-11-30_09-43-54-438487,2367527,42,
2372609,2372664,2022-11-30_09-43-59-702872,2372667,55,
2377749,2377768,2022-11-30_09-44-04-928144,2377771,19,
2382865,2382930,2022-11-30_09-44-10-212167,2382933,65,
2387982,2388002,2022-11-30_09-44-15-403184,2388005,20,
2393135,2393154,2022-11-30_09-44-20-677247,2393157,19,
2398245,2398267,2022-11-30_09-44-25-907279,2398270,22,
2403376,2403446,2022-11-30_09-44-31-204127,2403448,70,
2408507,2408526,2022-11-30_09-44-36-406776,2408529,19,
2413644,2413663,2022-11-30_09-44-41-664185,2413666,19,
2418750,0,,2418849,-2418750,
2423862,2423881,2022-11-30_09-44-52-126399,2423884,19,
2428986,2429070,2022-11-30_09-44-57-431910,2429075,84,
2434110,2434174,2022-11-30_09-45-02-654826,2434179,64,
2439248,2439269,2022-11-30_09-45-07-881416,2439272,21,
2444391,2444466,2022-11-30_09-45-13-193477,2444469,75,
2449515,2449536,2022-11-30_09-45-18-385755,2449539,21,
2454646,2454674,2022-11-30_09-45-23-648588,2454679,28,
2459777,2459798,2022-11-30_09-45-28-893880,2459801,21,
2464915,2464990,2022-11-30_09-45-34-198359,2464995,75,
2470022,2470043,2022-11-30_09-45-39-371630,2470046,21,
2475151,2475201,2022-11-30_09-45-44-650488,2475206,50,
2480258,2480293,2022-11-30_09-45-49-863343,2480298,35,
2485392,2485415,2022-11-30_09-45-55-113550,2485418,23,
2490510,2490530,2022-11-30_09-46-00-341986,2490533,20,
2495637,2495710,2022-11-30_09-46-05-640113,2495715,73,
2500766,2500812,2022-11-30_09-46-10-860938,2500817,46,
2505893,2505914,2022-11-30_09-46-16-088589,2505917,21,
2511019,2511039,2022-11-30_09-46-21-324389,2511041,20,
2516127,2516221,2022-11-30_09-46-26-635677,2516226,94,
2521291,2521310,2022-11-30_09-46-31-848151,2521312,19,
2526435,2526511,2022-11-30_09-46-37-170284,2526515,76,
2531533,2531556,2022-11-30_09-46-42-334969,2531561,23,
2536650,2536713,2022-11-30_09-46-47-617141,2536717,63,
2541757,2541821,2022-11-30_09-46-52-847910,2541824,64,
2546867,2546937,2022-11-30_09-46-58-074718,2546943,70,
2551972,2552034,2022-11-30_09-47-03-299407,2552039,62,
2557109,2557137,2022-11-30_09-47-08-522740,2557142,28,
2562214,2562265,2022-11-30_09-47-13-770570,2562268,51,
2567320,2567340,2022-11-30_09-47-18-973934,2567343,20,
2572447,2572468,2022-11-30_09-47-24-218812,2572471,21,
2577548,2577645,2022-11-30_09-47-29-512615,2577648,97,
2582678,2582698,2022-11-30_09-47-34-687736,2582700,20,
2587823,2587844,2022-11-30_09-47-39-954079,2587847,21,
2592936,2592957,2022-11-30_09-47-45-183272,2592960,21,
2598039,2598059,2022-11-30_09-47-50-409950,2598062,20,
2603210,2603295,2022-11-30_09-47-55-746377,2603297,85,
2608339,2608359,2022-11-30_09-48-00-954075,2608363,20,
2613445,2613472,2022-11-30_09-48-06-179788,2613475,27,
2618577,2618599,2022-11-30_09-48-11-430498,2618602,22,
2623694,2623781,2022-11-30_09-48-16-725690,2623786,87,
2628792,2628812,2022-11-30_09-48-21-889490,2628815,20,
2633918,2633939,2022-11-30_09-48-27-130507,2633941,21,
2639034,2639092,2022-11-30_09-48-32-401880,2639096,58,
2644133,2644154,2022-11-30_09-48-37-598484,2644157,21,
2649271,2649290,2022-11-30_09-48-42-853606,2649293,19,
2654429,2654522,2022-11-30_09-48-48-206699,2654525,93,
2659549,2659604,2022-11-30_09-48-53-393425,2659609,55,
2664681,2664721,2022-11-30_09-48-58-635582,2664724,40,
2669789,2669900,2022-11-30_09-49-03-937634,2674930,111,
