TE0,TE1,TL0,TL1,TimeSyncsReceived,EmotiBitStartTime, EmotiBitEndTime, DataParserVersion
1261046.000000,6669472.000000,1669793101.803529,1669798638.148030,1432,280014,7.70059e+06,1.5.10
