LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,RD
1669792100.387585,282768.000,41891,2,RD,1,100,TL
1669792100.387585,282768.000,41891,2,RD,1,100,TU
1669792103.016835,285336.500,42723,2,RD,1,100,TL
1669792105.646084,287905.000,42723,2,RD,1,100,TU
1669792108.256396,290455.000,43537,2,RD,1,100,TL
1669792110.866708,293005.000,43537,2,RD,1,100,TU
1669792113.502099,295579.500,44362,2,RD,1,100,TL
1669792116.137491,298154.000,44362,2,RD,1,100,TU
1669792118.739101,300695.500,45174,2,RD,1,100,TL
1669792121.340712,303237.000,45174,2,RD,1,100,TU
1669792123.956142,305792.000,45987,2,RD,1,100,TL
1669792126.571573,308347.000,45987,2,RD,1,100,TU
1669792129.210035,310924.500,46817,2,RD,1,100,TL
1669792131.848497,313502.000,46817,2,RD,1,100,TU
1669792134.446013,316039.500,47640,2,RD,1,100,TL
1669792137.043530,318577.000,47640,2,RD,1,100,TU
1669792139.662030,321135.000,48466,2,RD,1,100,TL
1669792142.280532,323693.000,48466,2,RD,1,100,TU
1669792144.924624,326276.000,49299,2,RD,1,100,TL
1669792147.568716,328859.000,49299,2,RD,1,100,TU
1669792150.166744,331397.000,50116,2,RD,1,100,TL
1669792152.764772,333935.000,50116,2,RD,1,100,TU
1669792155.396581,336506.000,50930,2,RD,1,100,TL
1669792158.028389,339077.000,50930,2,RD,1,100,TU
1669792160.628977,341617.500,51742,2,RD,1,100,TL
1669792163.229564,344158.000,51742,2,RD,1,100,TU
1669792165.854207,346722.000,52565,2,RD,1,100,TL
1669792168.478850,349286.000,52565,2,RD,1,100,TU
1669792171.101445,351848.000,53397,2,RD,1,100,TL
1669792173.724041,354410.000,53397,2,RD,1,100,TU
1669792176.359432,356984.500,54232,2,RD,1,100,TL
1669792178.994824,359559.000,54232,2,RD,1,100,TU
1669792181.621514,362125.000,55064,2,RD,1,100,TL
1669792184.248204,364691.000,55064,2,RD,1,100,TU
1669792186.869776,367252.000,55896,2,RD,1,100,TL
1669792189.491348,369813.000,55896,2,RD,1,100,TU
1669792192.127251,372388.000,56719,2,RD,1,100,TL
1669792194.763155,374963.000,56719,2,RD,1,100,TU
1669792197.394451,377533.500,57532,2,RD,1,100,TL
1669792200.025748,380104.000,57532,2,RD,1,100,TU
1669792202.631965,382650.000,58340,2,RD,1,100,TL
1669792205.238183,385196.000,58340,2,RD,1,100,TU
1669792207.864361,387761.500,59161,2,RD,1,100,TL
1669792210.490539,390327.000,59161,2,RD,1,100,TU
1669792213.119789,392895.500,59982,2,RD,1,100,TL
1669792215.749038,395464.000,59982,2,RD,1,100,TU
1669792218.373169,398027.500,60789,2,RD,1,100,TL
1669792220.997300,400591.000,60789,2,RD,1,100,TU
1669792223.638834,403171.500,61606,2,RD,1,100,TL
1669792226.280367,405752.000,61606,2,RD,1,100,TU
1669792228.888120,408299.500,62396,2,RD,1,100,TL
1669792231.495872,410847.000,62396,2,RD,1,100,TU
1669792234.116421,413407.000,63210,2,RD,1,100,TL
1669792236.736969,415967.000,63210,2,RD,1,100,TU
1669792239.363659,418533.000,64021,2,RD,1,100,TL
1669792241.990350,421099.000,64021,2,RD,1,100,TU
1669792244.624717,423672.500,64828,2,RD,1,100,TL
1669792247.259085,426246.000,64828,2,RD,1,100,TU
1669792249.883728,428810.000,92,2,RD,1,100,TL
1669792252.508371,431374.000,92,2,RD,1,100,TU
1669792255.123289,433928.500,898,2,RD,1,100,TL
1669792257.738208,436483.000,898,2,RD,1,100,TU
1669792260.381788,439065.500,1710,2,RD,1,100,TL
1669792263.025368,441648.000,1710,2,RD,1,100,TU
1669792265.639263,444201.500,2482,2,RD,1,100,TL
1669792268.253158,446755.000,2482,2,RD,1,100,TU
1669792270.862446,449304.000,3288,2,RD,1,100,TL
1669792273.471734,451853.000,3288,2,RD,1,100,TU
1669792276.099960,454420.500,4096,2,RD,1,100,TL
1669792278.728186,456988.000,4096,2,RD,1,100,TU
1669792281.342592,459542.000,4873,2,RD,1,100,TL
1669792283.956999,462096.000,4873,2,RD,1,100,TU
1669792286.571917,464650.500,5678,2,RD,1,100,TL
1669792289.186835,467205.000,5678,2,RD,1,100,TU
1669792291.801242,469759.000,6481,2,RD,1,100,TL
1669792294.415648,472313.000,6481,2,RD,1,100,TU
1669792297.041315,474878.000,7301,2,RD,1,100,TL
1669792299.666981,477443.000,7301,2,RD,1,100,TU
1669792302.348437,480062.500,8109,2,RD,1,100,TL
1669792305.029893,482682.000,8109,2,RD,1,100,TU
1669792307.665284,485256.500,8917,2,RD,1,100,TL
1669792310.300675,487831.000,8917,2,RD,1,100,TU
1669792312.914058,490384.000,9724,2,RD,1,100,TL
1669792315.527441,492937.000,9724,2,RD,1,100,TU
1669792318.153107,495502.000,10518,2,RD,1,100,TL
1669792320.778774,498067.000,10518,2,RD,1,100,TU
1669792323.397275,500625.000,11325,2,RD,1,100,TL
1669792326.015776,503183.000,11325,2,RD,1,100,TU
1669792328.646561,505753.000,12146,2,RD,1,100,TL
1669792331.277346,508323.000,12146,2,RD,1,100,TU
1669792333.886122,510871.500,12954,2,RD,1,100,TL
1669792336.494899,513420.000,12954,2,RD,1,100,TU
1669792339.122101,515986.500,13769,2,RD,1,100,TL
1669792341.749303,518553.000,13769,2,RD,1,100,TU
