LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,B%
1669792098.598242,281020.000,41629,1,B%,1,100,33
1669792099.595279,281994.000,41777,1,B%,1,100,33
1669792100.594363,282970.000,41926,1,B%,1,100,32
1669792101.594471,283947.000,42093,1,B%,1,100,33
1669792102.594579,284924.000,42256,1,B%,1,100,33
1669792103.592639,285899.000,42404,1,B%,1,100,33
1669792104.587628,286871.000,42573,1,B%,1,100,32
1669792105.588760,287849.000,42744,1,B%,1,100,32
1669792106.585797,288823.000,42888,1,B%,1,100,32
1669792107.585904,289800.000,43036,1,B%,1,100,33
1669792108.583965,290775.000,43202,1,B%,1,100,32
1669792109.585096,291753.000,43350,1,B%,1,100,32
1669792110.587251,292732.000,43516,1,B%,1,100,32
1669792111.581217,293703.000,43652,1,B%,1,100,32
1669792112.582348,294681.000,43815,1,B%,1,100,32
1669792113.580409,295656.000,43981,1,B%,1,100,32
1669792114.573351,296626.000,44131,1,B%,1,100,32
1669792115.576530,297606.000,44291,1,B%,1,100,32
1669792116.575613,298582.000,44447,1,B%,1,100,32
1669792117.572650,299556.000,44596,1,B%,1,100,31
1669792118.571734,300532.000,44759,1,B%,1,100,32
1669792119.570818,301508.000,44909,1,B%,1,100,32
1669792120.571950,302486.000,45078,1,B%,1,100,32
1669792121.571034,303462.000,45231,1,B%,1,100,32
1669792122.570118,304438.000,45378,1,B%,1,100,32
1669792123.567155,305412.000,45543,1,B%,1,100,32
1669792124.570333,306392.000,45690,1,B%,1,100,32
1669792125.564299,307363.000,45852,1,B%,1,100,32
1669792126.559289,308335.000,46008,1,B%,1,100,32
1669792127.559396,309312.000,46156,1,B%,1,100,32
1669792128.555409,310285.000,46302,1,B%,1,100,31
1669792129.558588,311265.000,46466,1,B%,1,100,31
1669792130.555625,312239.000,46631,1,B%,1,100,31
1669792131.553685,313214.000,46780,1,B%,1,100,32
1669792132.557888,314195.000,46939,1,B%,1,100,32
1669792133.551853,315166.000,47106,1,B%,1,100,32
1669792134.555032,316146.000,47272,1,B%,1,100,31
1669792135.556164,317124.000,47418,1,B%,1,100,32
1669792136.553200,318098.000,47585,1,B%,1,100,31
1669792137.553308,319075.000,47724,1,B%,1,100,30
1669792138.552392,320051.000,47889,1,B%,1,100,31
1669792139.552500,321028.000,48057,1,B%,1,100,31
1669792140.547489,322000.000,48202,1,B%,1,100,32
1669792141.544526,322974.000,48367,1,B%,1,100,32
1669792142.547705,323954.000,48518,1,B%,1,100,31
1669792143.549860,324933.000,48684,1,B%,1,100,31
1669792144.548944,325909.000,48835,1,B%,1,100,31
1669792145.543933,326881.000,49000,1,B%,1,100,31
1669792146.544041,327858.000,49164,1,B%,1,100,31
1669792147.543125,328834.000,49324,1,B%,1,100,32
1669792148.543233,329811.000,49472,1,B%,1,100,32
1669792149.541293,330786.000,49620,1,B%,1,100,32
1669792150.541401,331763.000,49789,1,B%,1,100,32
1669792151.539461,332738.000,49951,1,B%,1,100,32
1669792152.533427,333709.000,50096,1,B%,1,100,31
1669792153.536606,334689.000,50248,1,B%,1,100,31
1669792154.535690,335665.000,50398,1,B%,1,100,31
1669792155.535798,336642.000,50565,1,B%,1,100,31
1669792156.535905,337619.000,50728,1,B%,1,100,31
1669792157.534989,338595.000,50875,1,B%,1,100,31
1669792158.535097,339572.000,51019,1,B%,1,100,31
1669792159.530087,340544.000,51184,1,B%,1,100,31
1669792160.524052,341515.000,51327,1,B%,1,100,31
1669792161.525184,342493.000,51492,1,B%,1,100,31
1669792162.524268,343469.000,51657,1,B%,1,100,31
1669792163.523352,344445.000,51793,1,B%,1,100,30
1669792164.518341,345417.000,51960,1,B%,1,100,31
1669792165.519473,346395.000,52122,1,B%,1,100,31
1669792166.517533,347370.000,52270,1,B%,1,100,31
1669792167.516617,348346.000,52432,1,B%,1,100,32
1669792168.516725,349323.000,52586,1,B%,1,100,32
1669792169.516833,350300.000,52735,1,B%,1,100,32
1669792170.518987,351279.000,52900,1,B%,1,100,32
1669792171.511930,352249.000,53064,1,B%,1,100,31
1669792172.508966,353223.000,53212,1,B%,1,100,31
1669792173.507027,354198.000,53379,1,B%,1,100,31
1669792174.503040,355171.000,53534,1,B%,1,100,31
1669792175.504171,356149.000,53698,1,B%,1,100,30
1669792176.504279,357126.000,53848,1,B%,1,100,30
1669792177.508481,358107.000,54013,1,B%,1,100,30
1669792178.502447,359078.000,54179,1,B%,1,100,30
1669792179.502555,360055.000,54316,1,B%,1,100,30
1669792180.503686,361033.000,54483,1,B%,1,100,31
1669792181.499699,362006.000,54649,1,B%,1,100,31
1669792182.503902,362987.000,54798,1,B%,1,100,31
1669792183.500938,363961.000,54967,1,B%,1,100,31
1669792184.498999,364936.000,55118,1,B%,1,100,31
1669792185.497059,365911.000,55282,1,B%,1,100,30
1669792186.496143,366887.000,55427,1,B%,1,100,31
1669792187.498298,367866.000,55594,1,B%,1,100,31
1669792188.496359,368841.000,55746,1,B%,1,100,31
1669792189.496466,369818.000,55917,1,B%,1,100,30
1669792190.493503,370792.000,56065,1,B%,1,100,31
