LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,BV
1689086672.521758,213219.000,31842,1,BV,1,100,3.93
1689086673.521562,214196.000,31989,1,BV,1,100,3.93
1689086674.522389,215174.000,32148,1,BV,1,100,3.92
1689086675.518100,216147.000,32292,1,BV,1,100,3.93
1689086676.512787,217119.000,32455,1,BV,1,100,3.92
1689086677.512591,218096.000,32615,1,BV,1,100,3.93
1689086678.512395,219073.000,32747,1,BV,1,100,3.93
1689086679.509129,220047.000,32888,1,BV,1,100,3.93
1689086680.507910,221023.000,33047,1,BV,1,100,3.93
1689086681.509760,222002.000,33191,1,BV,1,100,3.93
1689086682.504447,222974.000,33350,1,BV,1,100,3.93
1689086683.507322,223954.000,33498,1,BV,1,100,3.93
1689086684.506102,224930.000,33645,1,BV,1,100,3.93
1689086685.498743,225900.000,33790,1,BV,1,100,3.94
1689086686.501617,226880.000,33951,1,BV,1,100,3.93
1689086687.499374,227855.000,34109,1,BV,1,100,3.93
1689086688.496108,228829.000,34254,1,BV,1,100,3.93
1689086689.494889,229805.000,34389,1,BV,1,100,3.93
1689086690.495716,230783.000,34548,1,BV,1,100,3.93
1689086691.493473,231758.000,34691,1,BV,1,100,3.93
1689086692.488160,232730.000,34854,1,BV,1,100,3.93
1689086693.485918,233705.000,34996,1,BV,1,100,3.93
1689086694.483675,234680.000,35150,1,BV,1,100,3.93
1689086695.486549,235660.000,35264,1,BV,1,100,3.92
1689086696.484306,236635.000,35427,1,BV,1,100,3.92
1689086697.482064,237610.000,35568,1,BV,1,100,3.93
1689086698.478798,238584.000,35727,1,BV,1,100,3.93
1689086699.475532,239558.000,35876,1,BV,1,100,3.93
1689086700.475336,240535.000,36018,1,BV,1,100,3.92
1689086701.471046,241508.000,36177,1,BV,1,100,3.93
1689086702.468803,242483.000,36336,1,BV,1,100,3.92
1689086703.468607,243460.000,36479,1,BV,1,100,3.93
1689086704.470458,244439.000,36643,1,BV,1,100,3.92
1689086705.466169,245412.000,36788,1,BV,1,100,3.93
1689086706.461879,246385.000,36947,1,BV,1,100,3.92
1689086707.460660,247361.000,37090,1,BV,1,100,3.93
1689086708.454324,248332.000,37249,1,BV,1,100,3.93
1689086709.452081,249307.000,37411,1,BV,1,100,3.93
1689086710.450862,250283.000,37545,1,BV,1,100,3.92
1689086711.449642,251259.000,37706,1,BV,1,100,3.93
1689086712.449446,252236.000,37863,1,BV,1,100,3.93
1689086713.446180,253210.000,38004,1,BV,1,100,3.94
1689086714.445984,254187.000,38163,1,BV,1,100,3.93
1689086715.440671,255159.000,38313,1,BV,1,100,3.93
1689086716.436382,256132.000,38471,1,BV,1,100,3.92
1689086717.433116,257106.000,38613,1,BV,1,100,3.93
1689086718.430873,258081.000,38771,1,BV,1,100,3.93
1689086719.430677,259058.000,38912,1,BV,1,100,3.93
1689086720.433551,260038.000,39061,1,BV,1,100,3.93
1689086721.432332,261014.000,39205,1,BV,1,100,3.93
1689086722.423949,261983.000,39364,1,BV,1,100,3.92
1689086723.425800,262962.000,39506,1,BV,1,100,3.92
1689086724.421510,263935.000,39664,1,BV,1,100,3.92
1689086725.417221,264908.000,39813,1,BV,1,100,3.93
1689086726.416002,265884.000,39957,1,BV,1,100,3.93
1689086727.412736,266858.000,40099,1,BV,1,100,3.93
1689086728.416633,267839.000,40258,1,BV,1,100,3.92
1689086729.416437,268816.000,40420,1,BV,1,100,3.92
1689086730.417264,269794.000,40561,1,BV,1,100,3.92
1689086731.412975,270767.000,40711,1,BV,1,100,3.92
1689086732.406639,271738.000,40854,1,BV,1,100,3.93
1689086733.404396,272713.000,41014,1,BV,1,100,3.93
1689086734.403177,273689.000,41155,1,BV,1,100,3.92
1689086735.402981,274666.000,41314,1,BV,1,100,3.92
1689086736.403808,275644.000,41462,1,BV,1,100,3.92
1689086737.406682,276624.000,41607,1,BV,1,100,3.93
1689086738.401369,277596.000,41764,1,BV,1,100,3.93
1689086739.402197,278574.000,41907,1,BV,1,100,3.93
1689086740.400977,279550.000,42066,1,BV,1,100,3.92
1689086741.394641,280521.000,42217,1,BV,1,100,3.92
1689086742.396492,281500.000,42358,1,BV,1,100,3.92
1689086743.396296,282477.000,42519,1,BV,1,100,3.92
1689086744.395077,283453.000,42676,1,BV,1,100,3.93
1689086745.392834,284428.000,42818,1,BV,1,100,3.93
1689086746.396731,285409.000,42984,1,BV,1,100,3.93
1689086747.393465,286383.000,43126,1,BV,1,100,3.93
1689086748.387129,287354.000,43268,1,BV,1,100,3.93
1689086749.385910,288330.000,43429,1,BV,1,100,3.93
1689086750.378550,289300.000,43570,1,BV,1,100,3.93
1689086751.382447,290281.000,43729,1,BV,1,100,3.93
1689086752.382252,291258.000,43877,1,BV,1,100,3.93
1689086753.380009,292233.000,44019,1,BV,1,100,3.93
1689086754.378789,293209.000,44178,1,BV,1,100,3.92
1689086755.377570,294185.000,44338,1,BV,1,100,3.93
1689086756.375327,295160.000,44479,1,BV,1,100,3.93
1689086757.370015,296132.000,44631,1,BV,1,100,3.93
1689086758.364702,297104.000,44789,1,BV,1,100,3.92
1689086759.362459,298079.000,44931,1,BV,1,100,3.93
1689086760.365333,299059.000,45088,1,BV,1,100,3.93
1689086761.363091,300034.000,45250,1,BV,1,100,3.93
1689086762.359824,301008.000,45400,1,BV,1,100,3.93
1689086763.357582,301983.000,45543,1,BV,1,100,3.93
1689086764.352269,302955.000,45702,1,BV,1,100,3.93
1689086765.351049,303931.000,45862,1,BV,1,100,3.92
1689086766.349830,304907.000,46004,1,BV,1,100,3.92
1689086767.345541,305880.000,46170,1,BV,1,100,3.92
1689086768.346368,306858.000,46314,1,BV,1,100,3.92
1689086769.344125,307833.000,46458,1,BV,1,100,3.93
1689086770.340859,308807.000,46617,1,BV,1,100,3.93
1689086771.337593,309781.000,46777,1,BV,1,100,3.92
1689086772.333304,310754.000,46918,1,BV,1,100,3.93
1689086773.331061,311729.000,47067,1,BV,1,100,3.93
1689086774.328819,312704.000,47226,1,BV,1,100,3.93
1689086775.329646,313682.000,47367,1,BV,1,100,3.93
1689086776.330473,314660.000,47528,1,BV,1,100,3.93
1689086777.329254,315636.000,47686,1,BV,1,100,3.93
1689086778.321894,316606.000,47834,1,BV,1,100,3.93
1689086779.320675,317582.000,47977,1,BV,1,100,3.93
1689086780.315362,318554.000,48136,1,BV,1,100,3.92
1689086781.314143,319530.000,48296,1,BV,1,100,3.93
1689086782.313947,320507.000,48438,1,BV,1,100,3.93
1689086783.311704,321482.000,48584,1,BV,1,100,3.93
1689086784.314578,322462.000,48745,1,BV,1,100,3.93
1689086785.311312,323436.000,48903,1,BV,1,100,3.92
1689086786.309069,324411.000,49047,1,BV,1,100,3.92
1689086787.302733,325382.000,49208,1,BV,1,100,3.92
1689086788.299467,326356.000,49350,1,BV,1,100,3.92
1689086789.298248,327332.000,49503,1,BV,1,100,3.92
1689086790.294982,328306.000,49646,1,BV,1,100,3.92
1689086791.293762,329282.000,49807,1,BV,1,100,3.92
1689086792.295613,330261.000,49949,1,BV,1,100,3.93
1689086793.299510,331242.000,50108,1,BV,1,100,3.93
1689086794.295221,332215.000,50257,1,BV,1,100,3.93
1689086795.291955,333189.000,50400,1,BV,1,100,3.93
1689086796.285619,334160.000,50557,1,BV,1,100,3.92
1689086797.282353,335134.000,50700,1,BV,1,100,3.92
