LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SR
1689086675.417812,216049,32438,1,SR,1,100,1.066667
1689086676.882213,217480,32552,1,SR,1,100,0.333333
1689086683.073425,223530,33648,1,SR,1,100,1.466667
1689086690.058749,230356,34661,1,SR,1,100,1.266667
1689086691.459703,231725,34727,1,SR,1,100,0.200000
1689086695.319745,235497,35393,1,SR,1,100,1.000000
1689086707.690912,247586,37315,1,SR,1,100,1.200000
1689086710.086552,249927,37548,1,SR,1,100,0.333333
1689086728.648931,268066,40403,1,SR,1,100,0.733333
1689086734.970108,274243,41383,1,SR,1,100,1.000000
1689086748.155854,287128,43350,1,SR,1,100,0.733333
1689086750.947528,289856,43752,1,SR,1,100,0.600000
1689086759.995907,298698,45125,1,SR,1,100,0.666667
1689086766.051015,304615,46024,1,SR,1,100,0.400000
1689086767.780461,306305,46380,1,SR,1,100,1.066667
1689086774.963290,313324,47465,1,SR,1,100,0.933333
1689086788.333237,326389,49436,1,SR,1,100,0.600000
1689086789.197960,327234,49486,1,SR,1,100,0.066667
1689086802.317190,340054,51621,1,SR,1,100,1.133333
1689086820.475349,357798,54339,1,SR,1,100,0.933333
1689086824.608623,361837,54872,1,SR,1,100,0.400000
1689086825.406828,362617,54953,1,SR,1,100,0.066667
1689086831.261361,368338,55967,1,SR,1,100,0.933333
1689086843.842313,380632,57941,1,SR,1,100,1.133333
1689086858.425943,394883,60112,1,SR,1,100,0.800000
1689086888.514210,424285,64602,1,SR,1,100,0.133333
1689086895.038007,430660,205,1,SR,1,100,1.133333
1689086903.356745,438789,1395,1,SR,1,100,0.600000
1689086905.549764,440932,1748,1,SR,1,100,0.666667
1689086915.134374,450298,3181,1,SR,1,100,0.733333
1689086934.503145,469225,6282,1,SR,1,100,1.466667
1689086951.474230,485809,8779,1,SR,1,100,0.733333
1689086965.584053,499597,10868,1,SR,1,100,0.133333
1689086970.840954,504734,11781,1,SR,1,100,0.800000
1689086979.162762,512866,13012,1,SR,1,100,0.466667
1689087001.865578,535051,16581,1,SR,1,100,1.000000
1689087002.998416,536158,16632,1,SR,1,100,0.133333
1689087003.263461,536417,16781,1,SR,1,100,0.800000
1689087004.328759,537458,17068,1,SR,1,100,1.666667
