LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EA
1689086672.087861,212795.000,31768,2,EA,1,100,1.411136
1689086672.087861,212795.000,31768,2,EA,1,100,1.409708
1689086672.155402,212861.000,31784,1,EA,1,100,1.408854
1689086672.220896,212925.000,31800,2,EA,1,100,1.410278
1689086672.286390,212989.000,31800,2,EA,1,100,1.410563
1689086672.354953,213056.000,31815,1,EA,1,100,1.410278
1689086672.421982,213121.500,31830,2,EA,1,100,1.408282
1689086672.489011,213187.000,31830,2,EA,1,100,1.407997
1689086672.555528,213252.000,31849,2,EA,1,100,1.408566
1689086672.622045,213317.000,31849,2,EA,1,100,1.408282
1689086672.687539,213381.000,31864,1,EA,1,100,1.409137
1689086672.754568,213446.500,31879,2,EA,1,100,1.408566
1689086672.821597,213512.000,31879,2,EA,1,100,1.408566
1689086672.887432,213576.333,31899,3,EA,1,100,1.408566
1689086672.953267,213640.667,31899,3,EA,1,100,1.407430
1689086673.019102,213705.000,31899,3,EA,1,100,1.408566
1689086673.085107,213769.500,31914,2,EA,1,100,1.407997
1689086673.151113,213834.000,31914,2,EA,1,100,1.408854
1689086673.218653,213900.000,31931,1,EA,1,100,1.409137
1689086673.285682,213965.500,31945,2,EA,1,100,1.409137
1689086673.352711,214031.000,31945,2,EA,1,100,1.409708
1689086673.421274,214098.000,31961,1,EA,1,100,1.410563
1689086673.488303,214163.500,31977,2,EA,1,100,1.411136
1689086673.555332,214229.000,31977,2,EA,1,100,1.410847
1689086673.621849,214294.000,31995,1,EA,1,100,1.411708
1689086673.686831,214357.500,32009,2,EA,1,100,1.411993
1689086673.751814,214421.000,32009,2,EA,1,100,1.411993
1689086673.818331,214486.000,32026,2,EA,1,100,1.411993
1689086673.884848,214551.000,32026,2,EA,1,100,1.412850
1689086673.952388,214617.000,32041,1,EA,1,100,1.412850
1689086674.020441,214683.500,32059,2,EA,1,100,1.413709
1689086674.088493,214750.000,32059,2,EA,1,100,1.415721
1689086674.155010,214815.000,32074,1,EA,1,100,1.416298
1689086674.221527,214880.000,32090,2,EA,1,100,1.416298
1689086674.288044,214945.000,32090,2,EA,1,100,1.416585
1689086674.352515,215008.000,32105,1,EA,1,100,1.416874
1689086674.420567,215074.500,32121,2,EA,1,100,1.416298
1689086674.488619,215141.000,32121,2,EA,1,100,1.416874
1689086674.555136,215206.000,32137,1,EA,1,100,1.419471
1689086674.621653,215271.000,32154,2,EA,1,100,1.418025
1689086674.688170,215336.000,32154,2,EA,1,100,1.418603
1689086674.754688,215401.000,32169,1,EA,1,100,1.419183
1689086674.821205,215466.000,32186,2,EA,1,100,1.420049
1689086674.887722,215531.000,32186,2,EA,1,100,1.421210
1689086674.953727,215595.500,32201,2,EA,1,100,1.422079
1689086675.019733,215660.000,32201,2,EA,1,100,1.423242
1689086675.087273,215726.000,32217,1,EA,1,100,1.424114
1689086675.153279,215790.500,32232,2,EA,1,100,1.426737
1689086675.219284,215855.000,32232,2,EA,1,100,1.428494
1689086675.285801,215920.000,32248,1,EA,1,100,1.430251
1689086675.351807,215984.500,32265,2,EA,1,100,1.433192
1689086675.417812,216049.000,32265,2,EA,1,100,1.439114
1689086675.485353,216115.000,32281,1,EA,1,100,1.442689
1689086675.551358,216179.500,32298,2,EA,1,100,1.446584
1689086675.617364,216244.000,32298,2,EA,1,100,1.450497
1689086675.684904,216310.000,32314,1,EA,1,100,1.453829
1689086675.750398,216374.000,32329,2,EA,1,100,1.458085
1689086675.815892,216438.000,32329,2,EA,1,100,1.460837
1689086675.882409,216503.000,32346,2,EA,1,100,1.464212
1689086675.948926,216568.000,32346,2,EA,1,100,1.465139
1689086676.014420,216632.000,32361,1,EA,1,100,1.468843
1689086676.080937,216697.000,32376,2,EA,1,100,1.473815
1689086676.147455,216762.000,32376,2,EA,1,100,1.475688
1689086676.213972,216827.000,32394,1,EA,1,100,1.477880
1689086676.280489,216892.000,32410,2,EA,1,100,1.481964
1689086676.347006,216957.000,32410,2,EA,1,100,1.485758
1689086676.413523,217022.000,32425,1,EA,1,100,1.488933
1689086676.480040,217087.000,32443,2,EA,1,100,1.491164
1689086676.546557,217152.000,32443,2,EA,1,100,1.491482
1689086676.612051,217216.000,32460,1,EA,1,100,1.493079
1689086676.680103,217282.500,32476,2,EA,1,100,1.495323
1689086676.748155,217349.000,32476,2,EA,1,100,1.496609
1689086676.815184,217414.500,32492,2,EA,1,100,1.499507
1689086676.882213,217480.000,32492,2,EA,1,100,1.503065
1689086676.948730,217545.000,32508,1,EA,1,100,1.507291
