LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PG
1689086672.102188,212809.000,31767,6,PG,1,100,7416
1689086672.102188,212809.000,31767,6,PG,1,100,7419
1689086672.102188,212809.000,31767,6,PG,1,100,7419
1689086672.102188,212809.000,31767,6,PG,1,100,7421
1689086672.102188,212809.000,31767,6,PG,1,100,7429
1689086672.102188,212809.000,31767,6,PG,1,100,7415
1689086672.142098,212848.000,31783,2,PG,1,100,7422
1689086672.182009,212887.000,31783,2,PG,1,100,7420
1689086672.221237,212925.333,31799,3,PG,1,100,7431
1689086672.260465,212963.667,31799,3,PG,1,100,7435
1689086672.299693,213002.000,31799,3,PG,1,100,7441
1689086672.340626,213042.000,31814,2,PG,1,100,7441
1689086672.381560,213082.000,31814,2,PG,1,100,7447
1689086672.421812,213121.333,31829,3,PG,1,100,7446
1689086672.462063,213160.667,31829,3,PG,1,100,7423
1689086672.502314,213200.000,31829,3,PG,1,100,7422
1689086672.542225,213239.000,31848,3,PG,1,100,7411
1689086672.582135,213278.000,31848,3,PG,1,100,7397
1689086672.622045,213317.000,31848,3,PG,1,100,7416
1689086672.661956,213356.000,31863,2,PG,1,100,7412
1689086672.701866,213395.000,31863,2,PG,1,100,7404
1689086672.741776,213434.000,31878,3,PG,1,100,7412
1689086672.781687,213473.000,31878,3,PG,1,100,7404
1689086672.821597,213512.000,31878,3,PG,1,100,7394
1689086672.861098,213550.600,31898,5,PG,1,100,7404
1689086672.900599,213589.200,31898,5,PG,1,100,7410
1689086672.940100,213627.800,31898,5,PG,1,100,7412
1689086672.979601,213666.400,31898,5,PG,1,100,7420
1689086673.019102,213705.000,31898,5,PG,1,100,7431
1689086673.059012,213744.000,31913,3,PG,1,100,7430
1689086673.098922,213783.000,31913,3,PG,1,100,7434
1689086673.138832,213822.000,31913,3,PG,1,100,7434
1689086673.178743,213861.000,31930,2,PG,1,100,7412
1689086673.218653,213900.000,31930,2,PG,1,100,7395
1689086673.263339,213943.667,31944,3,PG,1,100,7389
1689086673.308025,213987.333,31944,3,PG,1,100,7384
1689086673.352711,214031.000,31944,3,PG,1,100,7384
1689086673.393644,214071.000,31960,2,PG,1,100,7388
1689086673.434578,214111.000,31960,2,PG,1,100,7388
1689086673.474829,214150.333,31976,3,PG,1,100,7400
1689086673.515081,214189.667,31976,3,PG,1,100,7387
1689086673.555332,214229.000,31976,3,PG,1,100,7387
1689086673.594901,214267.667,31994,3,PG,1,100,7388
1689086673.634470,214306.333,31994,3,PG,1,100,7396
1689086673.674040,214345.000,31994,3,PG,1,100,7388
1689086673.712927,214383.000,32008,2,PG,1,100,7400
1689086673.751814,214421.000,32008,2,PG,1,100,7397
1689086673.791724,214460.000,32025,3,PG,1,100,7413
1689086673.831634,214499.000,32025,3,PG,1,100,7413
1689086673.871544,214538.000,32025,3,PG,1,100,7404
1689086673.911966,214577.500,32040,2,PG,1,100,7391
1689086673.952388,214617.000,32040,2,PG,1,100,7380
1689086673.993322,214657.000,32058,3,PG,1,100,7369
1689086674.034256,214697.000,32058,3,PG,1,100,7372
1689086674.075189,214737.000,32058,3,PG,1,100,7363
1689086674.115099,214776.000,32073,3,PG,1,100,7368
1689086674.155010,214815.000,32073,3,PG,1,100,7375
1689086674.194920,214854.000,32073,3,PG,1,100,7367
1689086674.234830,214893.000,32089,2,PG,1,100,7379
1689086674.274741,214932.000,32089,2,PG,1,100,7372
1689086674.313969,214970.333,32104,3,PG,1,100,7377
1689086674.353197,215008.667,32104,3,PG,1,100,7389
1689086674.392425,215047.000,32104,3,PG,1,100,7390
1689086674.433358,215087.000,32120,2,PG,1,100,7395
1689086674.474292,215127.000,32120,2,PG,1,100,7391
1689086674.514544,215166.333,32136,3,PG,1,100,7405
1689086674.554795,215205.667,32136,3,PG,1,100,7406
1689086674.595046,215245.000,32136,3,PG,1,100,7412
1689086674.641608,215290.500,32153,2,PG,1,100,7411
