LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,BI
1689086673.993322,214657,32054,1,BI,1,100,3160
1689086675.405532,216037,32260,1,BI,1,100,1400
1689086676.212948,216826,32388,1,BI,1,100,800
1689086678.343544,218908,32698,1,BI,1,100,2120
1689086681.941610,222424,33239,1,BI,1,100,3560
1689086682.993604,223452,33400,1,BI,1,100,1040
1689086683.910518,224348,33532,1,BI,1,100,920
1689086684.484612,224909,33628,1,BI,1,100,560
1689086685.240861,225648,33742,1,BI,1,100,760
1689086686.493430,226872,33933,1,BI,1,100,1240
1689086687.740882,228091,34127,1,BI,1,100,1240
1689086689.196073,229513,34324,1,BI,1,100,1440
1689086690.567350,230853,34531,1,BI,1,100,1360
1689086691.975467,232229,34760,1,BI,1,100,1400
1689086694.476512,234673,35132,1,BI,1,100,2480
1689086695.892815,236057,35312,1,BI,1,100,1400
1689086696.543660,236693,35410,1,BI,1,100,640
1689086701.567240,241602,36179,1,BI,1,100,5000
1689086703.102251,243102,36416,1,BI,1,100,1520
1689086704.726293,244689,36660,1,BI,1,100,1600
1689086705.805918,245744,36820,1,BI,1,100,1080
1689086707.056440,246966,37012,1,BI,1,100,1240
1689086709.512458,249366,37393,1,BI,1,100,2440
1689086714.836900,254569,38211,1,BI,1,100,5280
1689086720.916568,260510,39111,1,BI,1,100,6040
1689086725.756970,265240,39831,1,BI,1,100,4800
1689086729.152415,268558,40353,1,BI,1,100,3360
1689086732.812905,272135,40902,1,BI,1,100,3640
1689086736.571636,275808,41465,1,BI,1,100,3720
1689086738.915086,278098,41829,1,BI,1,100,2320
1689086742.789455,281884,42407,1,BI,1,100,3840
1689086745.452188,284486,42820,1,BI,1,100,2640
1689086754.887390,293706,44242,1,BI,1,100,9360
1689086757.375131,296137,44613,1,BI,1,100,2480
1689086760.491204,299182,45091,1,BI,1,100,3080
1689086761.901368,300560,45315,1,BI,1,100,1400
1689086763.231711,301860,45512,1,BI,1,100,1320
1689086765.197548,303781,45814,1,BI,1,100,1960
1689086767.539976,306070,46172,1,BI,1,100,2320
1689086771.156462,309604,46729,1,BI,1,100,3600
1689086772.367074,310787,46921,1,BI,1,100,1200
1689086778.821285,317094,47898,1,BI,1,100,6400
1689086781.279349,319496,48263,1,BI,1,100,2440
1689086783.947199,322103,48665,1,BI,1,100,2640
1689086786.117705,324224,49000,1,BI,1,100,2160
1689086786.846323,324936,49112,1,BI,1,100,720
1689086789.582736,327610,49521,1,BI,1,100,2720
1689086790.395269,328404,49649,1,BI,1,100,800
1689086794.339225,332258,50239,1,BI,1,100,3920
1689086796.716445,334581,50607,1,BI,1,100,2360
