LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,GY
1689086685.986876,226377.000,33866,3,GY,1,100,4.700
1689086686.026787,226416.000,33866,3,GY,1,100,9.186
1689086686.066697,226455.000,33881,2,GY,1,100,6.073
1689086686.106607,226494.000,33881,2,GY,1,100,0.122
1689086686.146176,226532.667,33898,3,GY,1,100,-0.397
1689086686.185745,226571.333,33898,3,GY,1,100,6.683
1689086686.225315,226610.000,33898,3,GY,1,100,6.042
1689086686.266248,226650.000,33913,2,GY,1,100,-2.960
1689086686.307182,226690.000,33913,2,GY,1,100,-7.172
1689086686.347433,226729.333,33928,3,GY,1,100,4.333
1689086686.387685,226768.667,33928,3,GY,1,100,17.273
1689086686.427936,226808.000,33928,3,GY,1,100,9.583
1689086686.467846,226847.000,33946,2,GY,1,100,-4.608
1689086686.507757,226886.000,33946,2,GY,1,100,-7.721
1689086686.547667,226925.000,33964,3,GY,1,100,-0.732
1689086686.587577,226964.000,33964,3,GY,1,100,6.622
1689086686.627488,227003.000,33964,3,GY,1,100,6.317
1689086686.667398,227042.000,33979,3,GY,1,100,-1.465
1689086686.707308,227081.000,33979,3,GY,1,100,-9.186
1689086686.747219,227120.000,33979,3,GY,1,100,-16.510
1689086686.786617,227158.500,33994,2,GY,1,100,-2.411
1689086686.826016,227197.000,33994,2,GY,1,100,15.228
1689086686.866608,227236.667,34010,3,GY,1,100,18.585
1689086686.907201,227276.333,34010,3,GY,1,100,18.005
1689086686.947793,227316.000,34010,3,GY,1,100,15.472
1689086686.982246,227349.667,34026,3,GY,1,100,3.601
1689086687.016698,227383.333,34026,3,GY,1,100,4.242
1689086687.051151,227417.000,34026,3,GY,1,100,-7.782
1689086687.091061,227456.000,34041,3,GY,1,100,-11.749
1689086687.130971,227495.000,34041,3,GY,1,100,-24.994
1689086687.170882,227534.000,34041,3,GY,1,100,-38.055
1689086687.210792,227573.000,34058,2,GY,1,100,-11.200
1689086687.250702,227612.000,34058,2,GY,1,100,28.839
1689086687.291636,227652.000,34072,3,GY,1,100,35.858
1689086687.332569,227692.000,34072,3,GY,1,100,12.970
1689086687.373503,227732.000,34072,3,GY,1,100,-0.061
1689086687.413413,227771.000,34088,2,GY,1,100,4.364
1689086687.453324,227810.000,34088,2,GY,1,100,6.592
1689086687.493234,227849.000,34104,3,GY,1,100,14.252
1689086687.533144,227888.000,34104,3,GY,1,100,10.162
1689086687.573055,227927.000,34104,3,GY,1,100,-3.387
1689086687.612453,227965.500,34122,4,GY,1,100,-13.092
1689086687.651852,228004.000,34122,4,GY,1,100,-5.432
1689086687.691250,228042.500,34122,4,GY,1,100,10.101
1689086687.730649,228081.000,34122,4,GY,1,100,5.707
1689086687.770559,228120.000,34139,2,GY,1,100,-0.641
1689086687.810470,228159.000,34139,2,GY,1,100,-6.195
1689086687.850721,228198.333,34156,3,GY,1,100,-7.111
1689086687.890972,228237.667,34156,3,GY,1,100,-2.106
1689086687.931224,228277.000,34156,3,GY,1,100,0.061
1689086687.971816,228316.667,34170,3,GY,1,100,-2.136
1689086688.012409,228356.333,34170,3,GY,1,100,-4.242
1689086688.053001,228396.000,34170,3,GY,1,100,-1.465
1689086688.092912,228435.000,34186,2,GY,1,100,-5.615
1689086688.132822,228474.000,34186,2,GY,1,100,-5.829
1689086688.172732,228513.000,34202,3,GY,1,100,-6.683
1689086688.212643,228552.000,34202,3,GY,1,100,-10.223
1689086688.252553,228591.000,34202,3,GY,1,100,6.378
1689086688.291951,228629.500,34218,2,GY,1,100,21.820
1689086688.331350,228668.000,34218,2,GY,1,100,33.936
1689086688.371260,228707.000,34233,3,GY,1,100,28.503
1689086688.411171,228746.000,34233,3,GY,1,100,7.782
1689086688.451081,228785.000,34233,3,GY,1,100,10.986
1689086688.490991,228824.000,34249,2,GY,1,100,11.780
1689086688.530901,228863.000,34249,2,GY,1,100,-3.815
1689086688.571494,228902.667,34266,3,GY,1,100,-3.265
1689086688.612087,228942.333,34266,3,GY,1,100,-22.583
1689086688.652679,228982.000,34266,3,GY,1,100,-34.027
1689086688.690689,229019.143,34288,7,GY,1,100,-14.740
1689086688.728699,229056.286,34288,7,GY,1,100,-3.235
1689086688.766709,229093.429,34288,7,GY,1,100,-13.031
1689086688.804718,229130.571,34288,7,GY,1,100,-11.200
1689086688.842728,229167.714,34288,7,GY,1,100,-8.789
1689086688.880738,229204.857,34288,7,GY,1,100,-0.946
1689086688.918748,229242.000,34288,7,GY,1,100,3.998
1689086688.958658,229281.000,34303,2,GY,1,100,0.549
1689086688.998568,229320.000,34303,2,GY,1,100,-1.984
1689086689.037796,229358.333,34319,3,GY,1,100,-1.617
1689086689.077024,229396.667,34319,3,GY,1,100,1.770
1689086689.116252,229435.000,34319,3,GY,1,100,1.068
1689086689.156163,229474.000,34336,2,GY,1,100,1.221
1689086689.196073,229513.000,34336,2,GY,1,100,1.221
1689086689.235983,229552.000,34352,3,GY,1,100,4.761
1689086689.275894,229591.000,34352,3,GY,1,100,3.540
1689086689.315804,229630.000,34352,3,GY,1,100,-3.265
1689086689.355714,229669.000,34367,3,GY,1,100,-3.296
1689086689.395625,229708.000,34367,3,GY,1,100,2.869
1689086689.435535,229747.000,34367,3,GY,1,100,2.716
1689086689.475445,229786.000,34384,2,GY,1,100,1.007
1689086689.515355,229825.000,34384,2,GY,1,100,-2.380
1689086689.555266,229864.000,34400,3,GY,1,100,-5.219
1689086689.595176,229903.000,34400,3,GY,1,100,-10.010
1689086689.635086,229942.000,34400,3,GY,1,100,-9.003
1689086689.675508,229981.500,34416,2,GY,1,100,-7.233
1689086689.715930,230021.000,34416,2,GY,1,100,-8.606
1689086689.755841,230060.000,34431,3,GY,1,100,-0.519
1689086689.795751,230099.000,34431,3,GY,1,100,10.101
1689086689.835661,230138.000,34431,3,GY,1,100,4.730
1689086689.875230,230176.667,34448,3,GY,1,100,-9.094
1689086689.914799,230215.333,34448,3,GY,1,100,-22.797
1689086689.954369,230254.000,34448,3,GY,1,100,-17.487
1689086689.994279,230293.000,34463,2,GY,1,100,12.299
1689086690.034189,230332.000,34463,2,GY,1,100,35.736
1689086690.074100,230371.000,34478,3,GY,1,100,24.872
1689086690.114010,230410.000,34478,3,GY,1,100,2.136
1689086690.153920,230449.000,34478,3,GY,1,100,-10.620
1689086690.194854,230489.000,34494,2,GY,1,100,-1.740
1689086690.235787,230529.000,34494,2,GY,1,100,7.538
1689086690.276039,230568.333,34510,3,GY,1,100,4.730
