LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,T1
1689086672.081721,212789.000,31770,1,T1,1,100,36.061
1689086672.214756,212919.000,31786,1,T1,1,100,36.133
1689086672.347790,213049.000,31817,1,T1,1,100,36.128
1689086672.481848,213180.000,31832,1,T1,1,100,36.056
1689086672.614882,213310.000,31851,1,T1,1,100,36.130
1689086672.746893,213439.000,31881,1,T1,1,100,36.163
1689086672.879927,213569.000,31901,2,T1,1,100,36.106
1689086673.012961,213699.000,31901,2,T1,1,100,36.010
1689086673.144973,213828.000,31916,1,T1,1,100,35.969
1689086673.278007,213958.000,31947,1,T1,1,100,35.880
1689086673.414111,214091.000,31963,1,T1,1,100,35.913
1689086673.548169,214222.000,31979,1,T1,1,100,36.033
1689086673.680180,214351.000,32011,1,T1,1,100,36.121
1689086673.812191,214480.000,32028,1,T1,1,100,36.052
1689086673.945225,214610.000,32043,1,T1,1,100,36.094
1689086674.082353,214744.000,32061,1,T1,1,100,36.111
1689086674.215387,214874.000,32092,1,T1,1,100,36.119
1689086674.346375,215002.000,32107,1,T1,1,100,36.158
1689086674.481456,215134.000,32123,1,T1,1,100,36.175
1689086674.614490,215264.000,32156,1,T1,1,100,36.005
1689086674.747524,215394.000,32171,1,T1,1,100,36.037
1689086674.880558,215524.000,32188,1,T1,1,100,36.087
1689086675.012569,215653.000,32203,1,T1,1,100,36.073
1689086675.145604,215783.000,32234,1,T1,1,100,36.032
1689086675.279661,215914.000,32250,1,T1,1,100,36.049
1689086675.411672,216043.000,32267,1,T1,1,100,36.128
1689086675.544707,216173.000,32300,1,T1,1,100,36.091
1689086675.677741,216303.000,32316,1,T1,1,100,36.181
1689086675.808729,216431.000,32331,1,T1,1,100,36.078
1689086675.941763,216561.000,32348,1,T1,1,100,36.034
1689086676.073774,216690.000,32378,1,T1,1,100,36.050
1689086676.206808,216820.000,32396,1,T1,1,100,35.986
1689086676.340866,216951.000,32412,1,T1,1,100,35.959
1689086676.472877,217080.000,32445,1,T1,1,100,36.018
1689086676.605911,217210.000,32462,1,T1,1,100,36.079
1689086676.740992,217342.000,32478,1,T1,1,100,36.034
1689086676.875050,217473.000,32494,1,T1,1,100,36.015
1689086677.008084,217603.000,32524,1,T1,1,100,36.148
1689086677.141118,217733.000,32540,1,T1,1,100,36.170
1689086677.272106,217861.000,32558,1,T1,1,100,36.038
1689086677.408210,217994.000,32588,1,T1,1,100,36.052
1689086677.540221,218123.000,32605,1,T1,1,100,36.058
1689086677.672232,218252.000,32622,1,T1,1,100,36.061
1689086677.805267,218382.000,32638,1,T1,1,100,36.062
1689086677.937278,218511.000,32669,1,T1,1,100,36.062
1689086678.069288,218640.000,32684,1,T1,1,100,36.062
1689086678.202834,218770.500,32706,2,T1,1,100,36.027
1689086678.336380,218901.000,32706,2,T1,1,100,36.012
1689086678.472485,219034.000,32721,1,T1,1,100,36.005
1689086678.606542,219165.000,32754,1,T1,1,100,36.038
1689086678.736507,219292.000,32770,1,T1,1,100,36.123
1689086678.869541,219422.000,32786,1,T1,1,100,36.124
1689086679.002575,219552.000,32802,1,T1,1,100,36.125
1689086679.136633,219683.000,32833,1,T1,1,100,36.089
1689086679.269667,219813.000,32848,1,T1,1,100,36.039
1689086679.402702,219943.000,32864,1,T1,1,100,36.017
1689086679.534713,220072.000,32897,1,T1,1,100,36.007
1689086679.670817,220205.000,32912,1,T1,1,100,36.039
1689086679.803851,220335.000,32928,1,T1,1,100,36.052
1689086679.936885,220465.000,32944,1,T1,1,100,36.093
1689086680.069920,220595.000,32974,1,T1,1,100,36.040
1689086680.203977,220726.000,32991,1,T1,1,100,35.947
1689086680.335988,220855.000,33006,1,T1,1,100,36.048
1689086680.467999,220984.000,33037,1,T1,1,100,36.092
1689086680.601034,221114.000,33055,1,T1,1,100,36.111
1689086680.738161,221248.000,33070,1,T1,1,100,36.048
1689086680.871196,221378.000,33087,1,T1,1,100,36.056
1689086681.002183,221506.000,33102,1,T1,1,100,36.024
1689086681.134194,221635.000,33118,1,T1,1,100,36.011
1689086681.268252,221766.000,33149,1,T1,1,100,36.040
1689086681.403333,221898.000,33164,1,T1,1,100,36.053
1689086681.536367,222028.000,33181,1,T1,1,100,36.058
1689086681.668378,222157.000,33213,1,T1,1,100,36.132
1689086681.801412,222287.000,33228,1,T1,1,100,36.057
1689086681.935470,222418.000,33247,1,T1,1,100,36.025
1689086682.067481,222547.000,33262,1,T1,1,100,36.082
1689086682.200515,222677.000,33293,1,T1,1,100,36.142
1689086682.333549,222807.000,33309,1,T1,1,100,36.061
1689086682.464537,222935.000,33324,1,T1,1,100,36.062
1689086682.597572,223065.000,33357,1,T1,1,100,36.027
1689086682.730606,223195.000,33373,1,T1,1,100,36.118
1689086682.863640,223325.000,33389,1,T1,1,100,36.122
1689086683.000768,223459.000,33407,1,T1,1,100,36.159
1689086683.134825,223590.000,33422,1,T1,1,100,36.104
1689086683.266836,223719.000,33453,1,T1,1,100,36.116
1689086683.399871,223849.000,33469,1,T1,1,100,36.263
1689086683.533928,223980.000,33488,1,T1,1,100,36.185
1689086683.666963,224110.000,33506,1,T1,1,100,36.115
1689086683.799997,224240.000,33521,1,T1,1,100,36.085
1689086683.930984,224368.000,33540,1,T1,1,100,36.001
1689086684.068112,224502.000,33570,1,T1,1,100,36.107
1689086684.201147,224632.000,33586,1,T1,1,100,36.153
1689086684.333158,224761.000,33602,1,T1,1,100,36.208
1689086684.466192,224891.000,33617,1,T1,1,100,36.125
1689086684.599226,225021.000,33654,1,T1,1,100,36.125
1689086684.730214,225149.000,33670,1,T1,1,100,36.196
1689086684.863248,225279.000,33686,1,T1,1,100,36.156
1689086684.996282,225409.000,33716,1,T1,1,100,36.209
1689086685.128293,225538.000,33732,1,T1,1,100,36.126
1689086685.262351,225669.000,33750,1,T1,1,100,35.948
1689086685.392315,225796.000,33766,1,T1,1,100,36.084
1689086685.525350,225926.000,33799,1,T1,1,100,36.214
1689086685.659407,226057.000,33814,1,T1,1,100,36.163
1689086685.793465,226188.000,33830,1,T1,1,100,36.071
1689086685.926499,226318.000,33861,1,T1,1,100,36.172
1689086686.059534,226448.000,33876,1,T1,1,100,36.146
1689086686.191545,226577.000,33893,1,T1,1,100,36.028
1689086686.327649,226710.000,33908,1,T1,1,100,36.083
1689086686.461706,226841.000,33941,1,T1,1,100,36.107
1689086686.593717,226970.000,33959,1,T1,1,100,36.082
1689086686.726752,227100.000,33974,1,T1,1,100,36.177
1689086686.859786,227230.000,34005,1,T1,1,100,36.148
1689086686.991797,227359.000,34021,1,T1,1,100,36.135
1689086687.123808,227488.000,34036,1,T1,1,100,36.094
1689086687.256842,227618.000,34053,1,T1,1,100,36.111
1689086687.393970,227752.000,34083,1,T1,1,100,36.048
1689086687.527004,227882.000,34099,1,T1,1,100,36.021
1689086687.657992,228010.000,34117,1,T1,1,100,36.115
1689086687.790003,228139.000,34134,1,T1,1,100,36.156
1689086687.924060,228270.000,34151,1,T1,1,100,36.032
1689086688.059141,228402.000,34181,1,T1,1,100,36.120
1689086688.192176,228532.000,34197,1,T1,1,100,36.158
1689086688.324187,228661.000,34213,1,T1,1,100,36.210
1689086688.456198,228790.000,34228,1,T1,1,100,36.197
1689086688.592302,228923.000,34261,1,T1,1,100,36.263
1689086688.725336,229053.000,34283,2,T1,1,100,36.255
1689086688.858371,229183.000,34283,2,T1,1,100,36.181
1689086688.991405,229313.000,34298,1,T1,1,100,36.114
1689086689.122393,229441.000,34314,1,T1,1,100,36.262
1689086689.255427,229571.000,34347,1,T1,1,100,36.184
1689086689.388461,229701.000,34362,1,T1,1,100,36.222
1689086689.520472,229830.000,34379,1,T1,1,100,36.238
1689086689.655553,229962.000,34411,1,T1,1,100,36.174
1689086689.789611,230093.000,34426,1,T1,1,100,36.146
1689086689.921622,230222.000,34443,1,T1,1,100,36.170
1689086690.053633,230351.000,34458,1,T1,1,100,36.286
1689086690.187690,230482.000,34489,1,T1,1,100,36.195
1689086690.322771,230614.000,34505,1,T1,1,100,36.155
1689086690.455806,230744.000,34520,1,T1,1,100,36.138
1689086690.586793,230872.000,34555,1,T1,1,100,36.166
1689086690.723921,231006.000,34571,1,T1,1,100,36.178
1689086690.856955,231136.000,34587,1,T1,1,100,36.219
1689086690.988966,231265.000,34617,1,T1,1,100,36.166
1689086691.122000,231395.000,34634,1,T1,1,100,36.178
1689086691.255035,231525.000,34649,1,T1,1,100,36.219
1689086691.386022,231653.000,34667,1,T1,1,100,36.166
1689086691.519057,231783.000,34700,1,T1,1,100,36.178
1689086691.652091,231913.000,34715,1,T1,1,100,36.183
1689086691.784102,232042.000,34733,1,T1,1,100,36.221
1689086691.918160,232173.000,34749,1,T1,1,100,36.308
1689086692.050171,232302.000,34781,1,T1,1,100,36.275
1689086692.182182,232431.000,34798,1,T1,1,100,36.190
1689086692.315216,232561.000,34813,1,T1,1,100,36.189
1689086692.448250,232691.000,34829,1,T1,1,100,36.117
1689086692.581285,232821.000,34862,1,T1,1,100,36.192
1689086692.714319,232951.000,34877,1,T1,1,100,36.296
1689086692.845306,233079.000,34894,1,T1,1,100,36.199
1689086692.981411,233212.000,34909,1,T1,1,100,36.192
1689086693.115468,233343.000,34939,1,T1,1,100,36.225
1689086693.247479,233472.000,34956,1,T1,1,100,36.204
1689086693.380514,233602.000,34971,1,T1,1,100,36.230
1689086693.513548,233732.000,35004,1,T1,1,100,36.312
1689086693.648629,233864.000,35020,1,T1,1,100,36.241
1689086693.781663,233994.000,35035,1,T1,1,100,36.282
1689086693.914698,234124.000,35052,1,T1,1,100,36.228
1689086694.047732,234254.000,35075,1,T1,1,100,36.276
1689086694.180766,234384.000,35091,1,T1,1,100,36.226
1689086694.311754,234512.000,35107,1,T1,1,100,36.240
1689086694.443765,234641.000,35140,1,T1,1,100,36.281
1689086694.578846,234773.000,35158,2,T1,1,100,36.157
1689086694.713927,234905.000,35158,2,T1,1,100,36.174
1689086694.846961,235035.000,35174,1,T1,1,100,36.217
1689086694.978972,235164.000,35190,1,T1,1,100,36.236
1689086695.110983,235293.000,35206,1,T1,1,100,36.137
1689086695.247087,235426.000,35222,1,T1,1,100,36.130
1689086695.381145,235557.000,35237,1,T1,1,100,36.198
1689086695.513156,235686.000,35254,1,T1,1,100,36.263
1689086695.646190,235816.000,35286,1,T1,1,100,36.256
1689086695.777178,235944.000,35301,1,T1,1,100,36.288
1689086695.913282,236077.000,35320,1,T1,1,100,36.160
1689086696.046316,236207.000,35350,1,T1,1,100,36.211
1689086696.178327,236336.000,35366,1,T1,1,100,36.269
1689086696.312385,236467.000,35382,1,T1,1,100,36.329
1689086696.444396,236596.000,35399,1,T1,1,100,36.284
1689086696.576407,236725.000,35434,1,T1,1,100,36.300
1689086696.708418,236854.000,35450,1,T1,1,100,36.165
1689086696.842476,236985.000,35466,1,T1,1,100,36.107
1689086696.977557,237117.000,35496,1,T1,1,100,36.295
1689086697.110591,237247.000,35512,1,T1,1,100,36.269
1689086697.241579,237375.000,35528,1,T1,1,100,36.187
1689086697.374613,237505.000,35544,1,T1,1,100,36.294
1689086697.509694,237637.000,35577,1,T1,1,100,36.163
1689086697.644775,237769.000,35592,1,T1,1,100,36.141
1689086697.776786,237898.000,35608,1,T1,1,100,36.309
1689086697.909820,238028.000,35639,1,T1,1,100,36.205
1689086698.040808,238156.000,35654,1,T1,1,100,36.089
1689086698.173842,238286.000,35671,1,T1,1,100,36.109
1689086698.306876,238416.000,35686,1,T1,1,100,36.260
1689086698.438887,238545.000,35717,1,T1,1,100,36.290
1689086698.572945,238676.000,35735,1,T1,1,100,36.267
1689086698.704956,238805.000,35750,1,T1,1,100,36.293
1689086698.836967,238934.000,35781,1,T1,1,100,36.233
1689086698.970001,239064.000,35797,1,T1,1,100,36.207
1689086699.103035,239194.000,35812,1,T1,1,100,36.196
1689086699.236070,239324.000,35834,1,T1,1,100,36.298
1689086699.369104,239454.000,35850,1,T1,1,100,36.341
1689086699.501115,239583.000,35866,1,T1,1,100,36.219
1689086699.635173,239714.000,35884,1,T1,1,100,36.307
1689086699.769230,239845.000,35915,1,T1,1,100,36.310
1689086699.901241,239974.000,35930,1,T1,1,100,36.312
1689086700.034276,240104.000,35946,1,T1,1,100,36.241
1689086700.167310,240234.000,35977,1,T1,1,100,36.282
1689086700.302391,240366.000,35992,1,T1,1,100,36.264
1689086700.435425,240496.000,36008,1,T1,1,100,36.185
1689086700.568460,240626.000,36026,1,T1,1,100,36.293
1689086700.701494,240756.000,36056,1,T1,1,100,36.339
1689086700.834528,240886.000,36073,1,T1,1,100,36.289
1689086700.966539,241015.000,36088,1,T1,1,100,36.267
1689086701.098550,241144.000,36104,1,T1,1,100,36.222
1689086701.231584,241274.000,36135,1,T1,1,100,36.202
1689086701.364619,241404.000,36150,1,T1,1,100,36.336
1689086701.496630,241533.000,36167,1,T1,1,100,36.358
1689086701.628641,241662.000,36201,1,T1,1,100,36.226
1689086701.760652,241791.000,36216,1,T1,1,100,36.240
1689086701.897779,241925.000,36233,1,T1,1,100,36.352
1689086702.031837,242056.000,36248,1,T1,1,100,36.365
1689086702.163848,242185.000,36279,1,T1,1,100,36.300
1689086702.296882,242315.000,36295,1,T1,1,100,36.307
1689086702.427870,242443.000,36310,1,T1,1,100,36.310
1689086702.563974,242576.000,36343,1,T1,1,100,36.241
1689086702.697008,242706.000,36359,1,T1,1,100,36.210
1689086702.830043,242836.000,36375,1,T1,1,100,36.304
1689086702.963077,242966.000,36391,1,T1,1,100,36.273
1689086703.096111,243096.000,36424,1,T1,1,100,36.296
1689086703.229146,243226.000,36439,1,T1,1,100,36.341
1689086703.362180,243356.000,36455,1,T1,1,100,36.360
1689086703.496238,243487.000,36488,1,T1,1,100,36.369
1689086703.631319,243619.000,36503,1,T1,1,100,36.408
1689086703.764353,243749.000,36519,1,T1,1,100,36.389
1689086703.895340,243877.000,36535,1,T1,1,100,36.310
1689086704.028375,244007.000,36565,1,T1,1,100,36.312
1689086704.163456,244139.000,36582,1,T1,1,100,36.383
1689086704.298537,244271.000,36597,1,T1,1,100,36.414
1689086704.430036,244399.500,36633,2,T1,1,100,36.285
1689086704.561535,244528.000,36633,2,T1,1,100,36.336
1689086704.693546,244657.000,36667,1,T1,1,100,36.323
1689086704.828627,244789.000,36684,1,T1,1,100,36.317
1689086704.962685,244920.000,36699,1,T1,1,100,36.385
1689086705.094696,245049.000,36730,1,T1,1,100,36.379
1689086705.228754,245180.000,36746,1,T1,1,100,36.341
1689086705.360765,245309.000,36761,1,T1,1,100,36.290
1689086705.492775,245438.000,36778,1,T1,1,100,36.338
1689086705.625810,245568.000,36810,1,T1,1,100,36.324
1689086705.758844,245698.000,36827,1,T1,1,100,36.353
1689086705.890855,245827.000,36844,1,T1,1,100,36.401
1689086706.022866,245956.000,36859,1,T1,1,100,36.351
1689086706.154877,246085.000,36890,1,T1,1,100,36.329
1689086706.286888,246214.000,36906,1,T1,1,100,36.532
1689086706.420946,246345.000,36921,1,T1,1,100,36.443
1689086706.557050,246478.000,36954,1,T1,1,100,36.298
1689086706.689061,246607.000,36970,1,T1,1,100,36.342
1689086706.821072,246736.000,36986,1,T1,1,100,36.325
1689086706.956153,246868.000,37002,1,T1,1,100,36.318
1689086707.089187,246998.000,37035,1,T1,1,100,36.421
1689086707.222221,247128.000,37050,1,T1,1,100,36.466
1689086707.355256,247258.000,37066,1,T1,1,100,36.414
1689086707.487267,247387.000,37099,1,T1,1,100,36.427
1689086707.619278,247516.000,37114,1,T1,1,100,36.362
1689086707.751289,247645.000,37130,1,T1,1,100,36.405
1689086707.884323,247775.000,37146,1,T1,1,100,36.317
1689086708.017357,247905.000,37176,1,T1,1,100,36.314
1689086708.149368,248034.000,37193,1,T1,1,100,36.278
