LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,B%
1689086672.521758,213219.000,31843,1,B%,1,100,69
1689086673.521562,214196.000,31990,1,B%,1,100,67
1689086674.522389,215174.000,32149,1,B%,1,100,66
1689086675.518100,216147.000,32293,1,B%,1,100,68
1689086676.512787,217119.000,32456,1,B%,1,100,67
1689086677.512591,218096.000,32616,1,B%,1,100,68
1689086678.512395,219073.000,32748,1,B%,1,100,68
1689086679.509129,220047.000,32889,1,B%,1,100,69
1689086680.507910,221023.000,33048,1,B%,1,100,68
1689086681.509760,222002.000,33192,1,B%,1,100,68
1689086682.504447,222974.000,33351,1,B%,1,100,68
1689086683.507322,223954.000,33499,1,B%,1,100,69
1689086684.506102,224930.000,33646,1,B%,1,100,69
1689086685.498743,225900.000,33791,1,B%,1,100,69
1689086686.501617,226880.000,33952,1,B%,1,100,67
1689086687.499374,227855.000,34110,1,B%,1,100,68
1689086688.496108,228829.000,34255,1,B%,1,100,68
1689086689.494889,229805.000,34390,1,B%,1,100,69
1689086690.495716,230783.000,34549,1,B%,1,100,68
1689086691.493473,231758.000,34692,1,B%,1,100,68
1689086692.488160,232730.000,34855,1,B%,1,100,67
1689086693.485918,233705.000,34997,1,B%,1,100,68
1689086694.483675,234680.000,35151,1,B%,1,100,68
1689086695.486549,235660.000,35265,1,B%,1,100,67
1689086696.484306,236635.000,35428,1,B%,1,100,67
1689086697.482064,237610.000,35569,1,B%,1,100,68
1689086698.478798,238584.000,35728,1,B%,1,100,68
1689086699.475532,239558.000,35877,1,B%,1,100,68
1689086700.475336,240535.000,36019,1,B%,1,100,67
1689086701.471046,241508.000,36178,1,B%,1,100,68
1689086702.468803,242483.000,36337,1,B%,1,100,67
1689086703.468607,243460.000,36480,1,B%,1,100,67
1689086704.470458,244439.000,36644,1,B%,1,100,67
1689086705.466169,245412.000,36789,1,B%,1,100,67
1689086706.461879,246385.000,36948,1,B%,1,100,67
1689086707.460660,247361.000,37091,1,B%,1,100,68
1689086708.454324,248332.000,37250,1,B%,1,100,67
1689086709.452081,249307.000,37412,1,B%,1,100,67
1689086710.450862,250283.000,37546,1,B%,1,100,67
1689086711.449642,251259.000,37707,1,B%,1,100,68
1689086712.449446,252236.000,37864,1,B%,1,100,68
1689086713.446180,253210.000,38005,1,B%,1,100,69
1689086714.445984,254187.000,38164,1,B%,1,100,69
1689086715.440671,255159.000,38314,1,B%,1,100,68
1689086716.436382,256132.000,38472,1,B%,1,100,67
1689086717.433116,257106.000,38614,1,B%,1,100,68
1689086718.430873,258081.000,38772,1,B%,1,100,68
1689086719.430677,259058.000,38913,1,B%,1,100,68
1689086720.433551,260038.000,39062,1,B%,1,100,68
1689086721.432332,261014.000,39206,1,B%,1,100,67
1689086722.423949,261983.000,39365,1,B%,1,100,67
1689086723.425800,262962.000,39507,1,B%,1,100,67
1689086724.421510,263935.000,39665,1,B%,1,100,67
1689086725.417221,264908.000,39814,1,B%,1,100,68
1689086726.416002,265884.000,39958,1,B%,1,100,68
1689086727.412736,266858.000,40100,1,B%,1,100,68
1689086728.416633,267839.000,40259,1,B%,1,100,67
1689086729.416437,268816.000,40421,1,B%,1,100,67
1689086730.417264,269794.000,40562,1,B%,1,100,66
1689086731.412975,270767.000,40712,1,B%,1,100,67
1689086732.406639,271738.000,40855,1,B%,1,100,67
1689086733.404396,272713.000,41015,1,B%,1,100,68
1689086734.403177,273689.000,41156,1,B%,1,100,67
1689086735.402981,274666.000,41315,1,B%,1,100,66
1689086736.403808,275644.000,41463,1,B%,1,100,67
1689086737.406682,276624.000,41608,1,B%,1,100,68
1689086738.401369,277596.000,41765,1,B%,1,100,68
1689086739.402197,278574.000,41908,1,B%,1,100,68
1689086740.400977,279550.000,42067,1,B%,1,100,66
1689086741.394641,280521.000,42218,1,B%,1,100,66
1689086742.396492,281500.000,42359,1,B%,1,100,67
1689086743.396296,282477.000,42520,1,B%,1,100,67
1689086744.395077,283453.000,42677,1,B%,1,100,67
1689086745.392834,284428.000,42819,1,B%,1,100,68
1689086746.396731,285409.000,42985,1,B%,1,100,68
1689086747.393465,286383.000,43127,1,B%,1,100,68
1689086748.387129,287354.000,43269,1,B%,1,100,68
1689086749.385910,288330.000,43430,1,B%,1,100,68
1689086750.378550,289300.000,43571,1,B%,1,100,69
1689086751.382447,290281.000,43730,1,B%,1,100,68
1689086752.382252,291258.000,43878,1,B%,1,100,68
1689086753.380009,292233.000,44020,1,B%,1,100,67
1689086754.378789,293209.000,44179,1,B%,1,100,67
1689086755.377570,294185.000,44339,1,B%,1,100,68
1689086756.375327,295160.000,44480,1,B%,1,100,68
1689086757.370015,296132.000,44632,1,B%,1,100,68
1689086758.364702,297104.000,44790,1,B%,1,100,67
1689086759.362459,298079.000,44932,1,B%,1,100,67
1689086760.365333,299059.000,45089,1,B%,1,100,67
1689086761.363091,300034.000,45251,1,B%,1,100,67
1689086762.359824,301008.000,45401,1,B%,1,100,69
1689086763.357582,301983.000,45544,1,B%,1,100,68
1689086764.352269,302955.000,45703,1,B%,1,100,67
1689086765.351049,303931.000,45863,1,B%,1,100,67
1689086766.349830,304907.000,46005,1,B%,1,100,65
