LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,TL
1689086672.942351,213630.000,31891,1,TL,1,100,2023-07-11_16-44-27-868197
1689086678.356847,218921.000,32695,1,TL,1,100,2023-07-11_16-44-38-349683
1689086683.543139,223989.000,33479,1,TL,1,100,2023-07-11_16-44-38-451722
1689086688.777527,229104.000,34271,1,TL,1,100,2023-07-11_16-44-43-668717
1689086688.805157,229131.000,34273,1,TL,1,100,2023-07-11_16-44-43-711073
1689086694.001682,234209.000,35062,1,TL,1,100,2023-07-11_16-44-48-919872
1689086694.020102,234227.000,35064,1,TL,1,100,2023-07-11_16-44-48-992400
1689086694.048755,234255.000,35067,1,TL,1,100,2023-07-11_16-44-54-035008
1689086699.226860,239315.000,35823,1,TL,1,100,2023-07-11_16-44-54-267393
1689086699.256536,239344.000,35826,1,TL,1,100,2023-07-11_16-44-59-246670
1689086704.464318,244433.000,36622,1,TL,1,100,2023-07-11_16-44-59-564828
1689086704.490925,244459.000,36625,1,TL,1,100,2023-07-11_16-45-04-479925
1689086709.719173,249568.000,37429,1,TL,1,100,2023-07-11_16-45-04-669180
1689086709.747827,249596.000,37432,1,TL,1,100,2023-07-11_16-45-09-745866
1689086714.962771,254692.000,38229,1,TL,1,100,2023-07-11_16-45-09-890611
1689086715.018032,254746.000,38232,1,TL,1,100,2023-07-11_16-45-15-012601
1689086720.191020,259801.000,39008,1,TL,1,100,2023-07-11_16-45-15-132586
1689086720.246280,259855.000,39011,1,TL,1,100,2023-07-11_16-45-20-234481
1689086725.418244,264909.000,39791,1,TL,1,100,2023-07-11_16-45-20-436982
1689086725.450991,264941.000,39794,1,TL,1,100,2023-07-11_16-45-25-455021
1689086730.645469,270017.000,40580,1,TL,1,100,2023-07-11_16-45-25-662591
1689086730.679240,270050.000,40583,1,TL,1,100,2023-07-11_16-45-30-671543
1689086735.870647,275123.000,41362,1,TL,1,100,2023-07-11_16-45-30-883001
1689086741.140853,280273.000,42161,1,TL,1,100,2023-07-11_16-45-36-025472
1689086741.159273,280291.000,42163,1,TL,1,100,2023-07-11_16-45-36-049415
1689086741.184856,280316.000,42166,1,TL,1,100,2023-07-11_16-45-41-185150
1689086746.401848,285414.000,42962,1,TL,1,100,2023-07-11_16-45-41-329027
1689086746.453015,285464.000,42965,1,TL,1,100,2023-07-11_16-45-46-441421
1689086751.678193,290570.000,43748,1,TL,1,100,2023-07-11_16-45-51-671052
1689086756.874718,295648.000,44544,1,TL,1,100,2023-07-11_16-45-51-787415
1689086756.902348,295675.000,44547,1,TL,1,100,2023-07-11_16-45-56-897845
1689086762.130596,300784.000,45348,1,TL,1,100,2023-07-11_16-45-57-096686
1689086762.197113,300849.000,45351,1,TL,1,100,2023-07-11_16-46-02-195395
1689086767.368054,305902.000,46148,1,TL,1,100,2023-07-11_16-46-02-322938
1689086767.436618,305969.000,46151,1,TL,1,100,2023-07-11_16-46-07-438967
1689086772.616769,311031.000,46953,1,TL,1,100,2023-07-11_16-46-07-547167
1689086772.653610,311067.000,46956,1,TL,1,100,2023-07-11_16-46-12-661404
1689086777.870601,316165.000,47750,1,TL,1,100,2023-07-11_16-46-12-796906
1689086777.897208,316191.000,47753,1,TL,1,100,2023-07-11_16-46-17-902971
1689086783.119316,321294.000,48549,1,TL,1,100,2023-07-11_16-46-18-088599
1689086783.145923,321320.000,48552,1,TL,1,100,2023-07-11_16-46-23-156787
1689086788.385428,326440.000,49352,1,TL,1,100,2023-07-11_16-46-23-310127
1689086788.414081,326468.000,49355,1,TL,1,100,2023-07-11_16-46-28-429260
1689086793.615723,331551.000,50140,1,TL,1,100,2023-07-11_16-46-28-634270
1689086793.643353,331578.000,50143,1,TL,1,100,2023-07-11_16-46-33-652535
1689086798.842947,336659.000,50924,1,TL,1,100,2023-07-11_16-46-33-856685
1689086798.955515,336769.000,50927,1,TL,1,100,2023-07-11_16-46-38-967570
1689086804.079382,341776.000,51687,1,TL,1,100,2023-07-11_16-46-39-078963
1689086804.105989,341802.000,51690,1,TL,1,100,2023-07-11_16-46-44-123300
1689086809.297397,346875.000,52473,1,TL,1,100,2023-07-11_16-46-44-301471
1689086809.325027,346902.000,52476,1,TL,1,100,2023-07-11_16-46-49-336406
1689086814.532809,351991.000,53277,1,TL,1,100,2023-07-11_16-46-49-525657
1689086819.759010,357098.000,54074,1,TL,1,100,2023-07-11_16-46-54-707121
1689086819.784594,357123.000,54076,1,TL,1,100,2023-07-11_16-46-54-716690
1689086819.870555,357207.000,54079,1,TL,1,100,2023-07-11_16-46-59-866212
1689086824.988282,362208.000,54864,1,TL,1,100,2023-07-11_16-46-59-973776
1689086825.014889,362234.000,54867,1,TL,1,100,2023-07-11_16-47-05-025898
1689086830.290211,367389.000,55671,1,TL,1,100,2023-07-11_16-47-05-196884
1689086830.319888,367418.000,55674,1,TL,1,100,2023-07-11_16-47-10-333200
1689086835.541996,372521.000,56478,1,TL,1,100,2023-07-11_16-47-10-517213
1689086835.568603,372547.000,56481,1,TL,1,100,2023-07-11_16-47-15-576458
1689086840.779454,377639.000,57281,1,TL,1,100,2023-07-11_16-47-15-738415
1689086840.851088,377709.000,57284,1,TL,1,100,2023-07-11_16-47-20-860061
1689086846.043519,382783.000,58086,1,TL,1,100,2023-07-11_16-47-20-964309
1689086846.071149,382810.000,58089,1,TL,1,100,2023-07-11_16-47-26-084999
1689086851.297351,387917.000,58890,1,TL,1,100,2023-07-11_16-47-26-288062
1689086851.326005,387945.000,58893,1,TL,1,100,2023-07-11_16-47-31-333144
1689086856.542996,393043.000,59690,1,TL,1,100,2023-07-11_16-47-31-510339
1689086856.566533,393066.000,59693,1,TL,1,100,2023-07-11_16-47-36-571543
1689086861.773291,398154.000,60491,1,TL,1,100,2023-07-11_16-47-36-730346
1689086861.798874,398179.000,60494,1,TL,1,100,2023-07-11_16-47-41-801355
1689086867.005632,403267.000,61294,1,TL,1,100,2023-07-11_16-47-41-953845
1689086867.033262,403294.000,61297,1,TL,1,100,2023-07-11_16-47-47-032527
1689086872.256394,408398.000,62096,1,TL,1,100,2023-07-11_16-47-47-180384
1689086872.281978,408423.000,62099,1,TL,1,100,2023-07-11_16-47-52-282220
1689086877.515342,413537.000,62893,1,TL,1,100,2023-07-11_16-47-52-423934
1689086877.539903,413561.000,62896,1,TL,1,100,2023-07-11_16-47-57-534314
1689086882.770198,418672.000,63694,1,TL,1,100,2023-07-11_16-47-57-722437
1689086882.795781,418697.000,63697,1,TL,1,100,2023-07-11_16-48-02-792225
1689086888.023006,423805.000,64497,1,TL,1,100,2023-07-11_16-48-02-942175
1689086888.073150,423854.000,64500,1,TL,1,100,2023-07-11_16-48-08-068546
1689086893.275814,428938.000,65306,1,TL,1,100,2023-07-11_16-48-08-197060
1689086893.302421,428964.000,65309,1,TL,1,100,2023-07-11_16-48-13-290958
1689086898.551136,434093.000,553,1,TL,1,100,2023-07-11_16-48-13-492021
1689086898.619700,434160.000,556,1,TL,1,100,2023-07-11_16-48-18-613886
1689086903.811108,439233.000,1356,1,TL,1,100,2023-07-11_16-48-18-670340
1689086903.836691,439258.000,1359,1,TL,1,100,2023-07-11_16-48-23-834442
1689086909.039356,444342.000,2159,1,TL,1,100,2023-07-11_16-48-23-894495
1689086909.066986,444369.000,2162,1,TL,1,100,2023-07-11_16-48-29-061535
1689086914.261464,449445.000,2921,1,TL,1,100,2023-07-11_16-48-29-125959
1689086914.285001,449468.000,2924,1,TL,1,100,2023-07-11_16-48-34-287203
1689086919.532693,454596.000,3743,1,TL,1,100,2023-07-11_16-48-34-342232
1689086919.610467,454672.000,3746,1,TL,1,100,2023-07-11_16-48-39-609444
1689086924.754801,459699.000,4539,1,TL,1,100,2023-07-11_16-48-39-661735
1689086924.832575,459775.000,4542,1,TL,1,100,2023-07-11_16-48-44-826479
1689086929.986119,464811.000,5341,1,TL,1,100,2023-07-11_16-48-44-924345
1689086930.060823,464884.000,5344,1,TL,1,100,2023-07-11_16-48-50-054289
1689086935.256324,469961.000,6150,1,TL,1,100,2023-07-11_16-48-50-148561
1689086935.289071,469993.000,6153,1,TL,1,100,2023-07-11_16-48-55-277361
1689086940.482526,475068.000,6951,1,TL,1,100,2023-07-11_16-48-55-346444
1689086940.525506,475110.000,6954,1,TL,1,100,2023-07-11_16-49-00-522925
1689086945.713844,480180.000,7752,1,TL,1,100,2023-07-11_16-49-00-591169
1689086945.743521,480209.000,7755,1,TL,1,100,2023-07-11_16-49-05-744161
1689086950.977909,485324.000,8577,1,TL,1,100,2023-07-11_16-49-05-821539
