LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SF
1689086672.286390,212989.000,31796,1,SF,1,100,29.0879
1689086672.622045,213317.000,31845,1,SF,1,100,28.7514
1689086673.019102,213705.000,31895,1,SF,1,100,28.4188
1689086673.218653,213900.000,31927,1,SF,1,100,28.0900
1689086673.555332,214229.000,31973,1,SF,1,100,27.7651
1689086673.884848,214551.000,32022,1,SF,1,100,27.4439
1689086674.288044,214945.000,32086,1,SF,1,100,27.1264
1689086674.555136,215206.000,32133,1,SF,1,100,26.8126
1689086674.887722,215531.000,32182,1,SF,1,100,26.5024
1689086675.219284,215855.000,32228,1,SF,1,100,26.1959
1689086675.617364,216244.000,32294,1,SF,1,100,25.8928
1689086675.948926,216568.000,32342,1,SF,1,100,25.5933
1689086676.213972,216827.000,32390,1,SF,1,100,25.2972
1689086676.546557,217152.000,32439,1,SF,1,100,27.0868
1689086676.882213,217480.000,32488,1,SF,1,100,26.7735
1689086677.279269,217868.000,32550,1,SF,1,100,26.4638
1689086677.546361,218129.000,32599,1,SF,1,100,28.2399
1689086677.877924,218453.000,32648,1,SF,1,100,27.9132
1689086678.343544,218908.000,32700,1,SF,1,100,27.5903
1689086678.546165,219106.000,32732,1,SF,1,100,27.2711
1689086678.875681,219428.000,32780,1,SF,1,100,26.9557
1689086679.210314,219755.000,32827,1,SF,1,100,26.6438
1689086679.609416,220145.000,32891,1,SF,1,100,26.3356
1689086679.877532,220407.000,32938,1,SF,1,100,26.0310
1689086680.211141,220733.000,32985,1,SF,1,100,25.7298
1689086680.540657,221055.000,33031,1,SF,1,100,25.4322
1689086680.877336,221384.000,33081,1,SF,1,100,25.1380
1689086681.206851,221706.000,33128,1,SF,1,100,24.8472
1689086681.543530,222035.000,33175,1,SF,1,100,24.5598
1689086681.941610,222424.000,33241,1,SF,1,100,24.2757
1689086682.273172,222748.000,33287,1,SF,1,100,23.9948
1689086682.538218,223007.000,33335,1,SF,1,100,23.7173
1689086682.870804,223332.000,33383,1,SF,1,100,23.4429
1689086683.207483,223661.000,33433,1,SF,1,100,23.1717
1689086683.607609,224052.000,33482,1,SF,1,100,22.9037
1689086683.938148,224375.000,33534,1,SF,1,100,22.6387
1689086684.207287,224638.000,33580,1,SF,1,100,22.3768
1689086684.538849,224962.000,33630,1,SF,1,100,22.1180
1689086684.870411,225286.000,33680,1,SF,1,100,23.9444
1689086685.268491,225675.000,33744,1,SF,1,100,23.6674
1689086685.598007,225997.000,33793,1,SF,1,100,23.3936
1689086685.867145,226260.000,33840,1,SF,1,100,23.1230
1689086686.198708,226584.000,33887,1,SF,1,100,22.8555
1689086686.534364,226912.000,33935,1,SF,1,100,22.5911
1689086686.933466,227302.000,33999,1,SF,1,100,22.3297
1689086687.264006,227625.000,34047,1,SF,1,100,22.0714
1689086687.533144,227888.000,34093,1,SF,1,100,21.8161
1689086687.931224,228277.000,34145,1,SF,1,100,21.5637
1689086688.199339,228539.000,34191,1,SF,1,100,21.3143
1689086688.530901,228863.000,34239,1,SF,1,100,21.0677
1689086688.864511,229189.000,34277,1,SF,1,100,20.8240
1689086689.196073,229513.000,34326,1,SF,1,100,20.5831
1689086689.527636,229837.000,34373,1,SF,1,100,20.3450
1689086689.927762,230228.000,34437,1,SF,1,100,20.1097
1689086690.262394,230555.000,34483,1,SF,1,100,19.8770
1689086690.528463,230815.000,34533,1,SF,1,100,19.6471
1689086690.863095,231142.000,34581,1,SF,1,100,19.4198
1689086691.194658,231466.000,34628,1,SF,1,100,19.1952
1689086691.591714,231854.000,34694,1,SF,1,100,21.0554
1689086691.858806,232115.000,34743,1,SF,1,100,22.8940
1689086692.188322,232437.000,34792,1,SF,1,100,22.6292
1689086692.521931,232763.000,34839,1,SF,1,100,22.3674
1689086692.852470,233086.000,34888,1,SF,1,100,22.1087
1689086693.253619,233478.000,34950,1,SF,1,100,21.8529
1689086693.588252,233805.000,34998,1,SF,1,100,21.6001
1689086693.854321,234065.000,35046,1,SF,1,100,21.3503
1689086694.186906,234390.000,35085,1,SF,1,100,21.1033
1689086694.517445,234713.000,35134,1,SF,1,100,20.8591
1689086694.854124,235042.000,35168,1,SF,1,100,20.6178
1689086695.185687,235366.000,35200,1,SF,1,100,20.3793
1689086695.519296,235692.000,35248,1,SF,1,100,20.1436
1689086695.920445,236084.000,35314,1,SF,1,100,19.9106
1689086696.185491,236343.000,35360,1,SF,1,100,19.6802
1689086696.517053,236667.000,35412,1,SF,1,100,21.5348
1689086696.849639,236992.000,35460,1,SF,1,100,21.2857
1689086697.248742,237382.000,35522,1,SF,1,100,21.0395
1689086697.584398,237710.000,35571,1,SF,1,100,20.7961
1689086697.849443,237969.000,35618,1,SF,1,100,20.5555
1689086698.181005,238293.000,35665,1,SF,1,100,20.3177
1689086698.513591,238618.000,35711,1,SF,1,100,20.0827
1689086698.910647,239006.000,35775,1,SF,1,100,19.8504
1689086699.309750,239396.000,35828,1,SF,1,100,19.6207
1689086699.508278,239590.000,35860,1,SF,1,100,19.3938
1689086699.841887,239916.000,35909,1,SF,1,100,19.1694
1689086700.242014,240307.000,35971,1,SF,1,100,18.9477
1689086700.575623,240633.000,36020,1,SF,1,100,18.7285
1689086700.840668,240892.000,36067,1,SF,1,100,18.5118
1689086701.172230,241216.000,36114,1,SF,1,100,18.2977
1689086701.503793,241540.000,36161,1,SF,1,100,18.0860
1689086701.903919,241931.000,36227,1,SF,1,100,17.8768
1689086702.237528,242257.000,36273,1,SF,1,100,17.6700
1689086702.502574,242516.000,36321,1,SF,1,100,17.4656
1689086702.837206,242843.000,36369,1,SF,1,100,17.2635
1689086703.169792,243168.000,36418,1,SF,1,100,17.0638
1689086703.570941,243560.000,36482,1,SF,1,100,16.8664
1689086703.837010,243820.000,36529,1,SF,1,100,16.6713
1689086704.169596,244145.000,36576,1,SF,1,100,16.4785
1689086704.568699,244535.000,36627,1,SF,1,100,16.2879
1689086704.835791,244796.000,36678,1,SF,1,100,16.0994
1689086705.169400,245122.000,36724,1,SF,1,100,15.9132
1689086705.498915,245444.000,36772,1,SF,1,100,15.7291
1689086705.898018,245834.000,36838,1,SF,1,100,15.5472
1689086706.227534,246156.000,36884,1,SF,1,100,15.3673
1689086706.495650,246418.000,36932,1,SF,1,100,15.1895
1689086706.828235,246743.000,36980,1,SF,1,100,15.0138
1689086707.161844,247069.000,37029,1,SF,1,100,14.8401
1689086707.559924,247458.000,37093,1,SF,1,100,14.6685
1689086707.891486,247782.000,37140,1,SF,1,100,14.4988
1689086708.156532,248041.000,37187,1,SF,1,100,14.3311
1689086708.488094,248365.000,37233,1,SF,1,100,14.1653
1689086708.818633,248688.000,37283,1,SF,1,100,14.0014
1689086709.219783,249080.000,37347,1,SF,1,100,15.9217
1689086709.485851,249340.000,37395,1,SF,1,100,15.7375
1689086709.819460,249666.000,37435,1,SF,1,100,15.5555
1689086710.218563,250056.000,37497,1,SF,1,100,15.3755
1689086710.549103,250379.000,37549,1,SF,1,100,17.2799
1689086710.816194,250640.000,37596,1,SF,1,100,17.0800
1689086711.149803,250966.000,37642,1,SF,1,100,16.8824
1689086711.483413,251292.000,37690,1,SF,1,100,16.6871
1689086711.882515,251682.000,37754,1,SF,1,100,16.4941
1689086712.150631,251944.000,37800,1,SF,1,100,16.3033
1689086712.482193,252268.000,37848,1,SF,1,100,16.1147
1689086712.813756,252592.000,37896,1,SF,1,100,15.9283
1689086713.214905,252984.000,37958,1,SF,1,100,15.7440
1689086713.545444,253307.000,38007,1,SF,1,100,15.5619
1689086713.815606,253571.000,38054,1,SF,1,100,15.3819
1689086714.147169,253895.000,38101,1,SF,1,100,15.2039
1689086714.479754,254220.000,38147,1,SF,1,100,15.0280
