RD,TS_received,TS_sent,AK,RoundTrip,
398157,398179,2023-07-11_16-47-41-801355,398182,22,
403270,403294,2023-07-11_16-47-47-032527,403296,24,
408401,408423,2023-07-11_16-47-52-282220,408426,22,
413540,413561,2023-07-11_16-47-57-534314,413564,21,
418676,418697,2023-07-11_16-48-02-792225,418700,21,
423811,423854,2023-07-11_16-48-08-068546,423860,43,
428941,428964,2023-07-11_16-48-13-290958,428967,23,
434098,434160,2023-07-11_16-48-18-613886,434163,62,
439236,439258,2023-07-11_16-48-23-834442,439261,22,
444346,444369,2023-07-11_16-48-29-061535,444373,23,
449448,449468,2023-07-11_16-48-34-287203,449478,20,
454601,454672,2023-07-11_16-48-39-609444,454674,71,
459704,459775,2023-07-11_16-48-44-826479,459780,71,
464816,464884,2023-07-11_16-48-50-054289,464889,68,
469964,469993,2023-07-11_16-48-55-277361,469996,29,
475071,475110,2023-07-11_16-49-00-522925,475112,39,
480183,480209,2023-07-11_16-49-05-744161,480213,26,
485329,485393,2023-07-11_16-49-11-035734,485396,64,
490437,0,,495565,-490437,
495580,495602,2023-07-11_16-49-21-491027,495606,22,
500679,500724,2023-07-11_16-49-26-718961,500729,45,
505784,505827,2023-07-11_16-49-31-934816,505833,43,
510891,510914,2023-07-11_16-49-37-157602,510917,23,
516037,516122,2023-07-11_16-49-42-481508,516127,85,
521147,521223,2023-07-11_16-49-47-703138,521226,76,
526254,526331,2023-07-11_16-49-52-924921,526334,77,
531371,531436,2023-07-11_16-49-58-149428,531439,65,
536479,536539,2023-07-11_16-50-03-370490,536542,60,
541610,541637,2023-07-11_16-50-08-590044,541640,27,
546727,546752,2023-07-11_16-50-13-818223,546755,25,
551854,551878,2023-07-11_16-50-19-071099,551880,24,
556963,556986,2023-07-11_16-50-24-299313,556989,23,
562076,562148,2023-07-11_16-50-29-584471,562151,72,
567188,567273,2023-07-11_16-50-34-809175,567276,85,
572296,572360,2023-07-11_16-50-40-030794,572363,64,
577428,577450,2023-07-11_16-50-45-240012,577452,22,
582544,582565,2023-07-11_16-50-50-475243,582569,21,
587679,587700,2023-07-11_16-50-55-722598,587703,21,
592787,592809,2023-07-11_16-51-00-952377,592812,22,
597923,597980,2023-07-11_16-51-06-246063,597984,57,
603020,603042,2023-07-11_16-51-11-428676,603045,22,
608138,608177,2023-07-11_16-51-16-688163,608180,39,
613245,613287,2023-07-11_16-51-21-913597,613290,42,
618352,618383,2023-07-11_16-51-27-133624,618386,31,
623507,623588,2023-07-11_16-51-32-462224,623591,81,
628614,628689,2023-07-11_16-51-37-681771,628692,75,
633723,633791,2023-07-11_16-51-42-903491,633794,68,
638822,638844,2023-07-11_16-51-48-069835,638848,22,
643935,644009,2023-07-11_16-51-53-347774,644012,74,
649037,654153,2023-07-11_16-51-58-570398,654162,5116,
654175,654196,2023-07-11_16-52-03-772526,654198,21,
659329,659428,2023-07-11_16-52-09-121380,659430,99,
664450,664524,2023-07-11_16-52-14-339922,664527,74,
669578,669606,2023-07-11_16-52-19-544082,669608,28,
674708,674729,2023-07-11_16-52-24-790491,674733,21,
679850,679924,2023-07-11_16-52-30-108285,679929,74,
685001,685026,2023-07-11_16-52-35-326672,685029,25,
690141,690230,2023-07-11_16-52-40-649408,690233,89,
695251,695275,2023-07-11_16-52-45-810696,695278,24,
700373,705509,2023-07-11_16-52-51-199220,705515,5136,
705515,705547,2023-07-11_16-52-56-318241,705550,32,
710648,710669,2023-07-11_16-53-01-566096,710671,21,
715765,715862,2023-07-11_16-53-06-877714,715867,97,
720896,720917,2023-07-11_16-53-12-059341,720921,21,
726037,726064,2023-07-11_16-53-17-328671,726067,27,
731150,731173,2023-07-11_16-53-22-557926,731175,23,
736277,736363,2023-07-11_16-53-27-865402,736369,86,
741400,741452,2023-07-11_16-53-33-077941,741455,52,
746523,746566,2023-07-11_16-53-38-303060,746570,43,
751655,751681,2023-07-11_16-53-43-538790,751686,26,
756759,756845,2023-07-11_16-53-48-807856,756848,86,
761853,761882,2023-07-11_16-53-53-965567,761885,29,
766975,766996,2023-07-11_16-53-59-209605,766999,21,
772115,772203,2023-07-11_16-54-04-528229,772209,88,
777238,777296,2023-07-11_16-54-09-745635,777299,58,
782367,782392,2023-07-11_16-54-14-966211,782394,25,
787475,787597,2023-07-11_16-54-20-291245,792620,122,
792633,792656,2023-07-11_16-54-25-476906,792659,23,
797770,797794,2023-07-11_16-54-30-736311,797798,24,
802879,802905,2023-07-11_16-54-35-959579,802908,26,
807987,808110,2023-07-11_16-54-41-286176,813111,123,
813123,813210,2023-07-11_16-54-46-505502,813213,87,
818245,818318,2023-07-11_16-54-51-731617,818320,73,
823399,823424,2023-07-11_16-54-56-953421,823427,25,
828525,828626,2023-07-11_16-55-02-267511,828628,101,
833646,833727,2023-07-11_16-55-07-498585,833730,81,
838765,843888,2023-07-11_16-55-12-821000,843897,5123,
843916,844036,2023-07-11_16-55-18-045559,849003,120,
849020,849135,2023-07-11_16-55-23-268635,854103,115,
854116,859246,2023-07-11_16-55-28-518831,859262,5130,
859283,859345,2023-07-11_16-55-33-714538,859348,62,
864353,864378,2023-07-11_16-55-38-861542,864383,25,
869487,869560,2023-07-11_16-55-44-157680,869563,73,
874621,874656,2023-07-11_16-55-49-373816,874660,35,
879720,879805,2023-07-11_16-55-54-637518,879807,85,
884827,884874,2023-07-11_16-55-59-824130,884878,47,
