LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,MX
1700429727.359050,1382161.278,2283,18,MX,1,100,58
1700429646.451465,1303061.556,2283,18,MX,1,100,58
1700429565.543880,1223961.833,2283,18,MX,1,100,57
1700429484.636296,1144862.111,2283,18,MX,1,100,58
1700429403.728711,1065762.389,2283,18,MX,1,100,57
1700429322.821126,986662.667,2283,18,MX,1,100,57
1700429241.913541,907562.944,2283,18,MX,1,100,58
1700429161.005956,828463.222,2283,18,MX,1,100,57
1700429080.098372,749363.500,2283,18,MX,1,100,58
1700428999.190787,670263.778,2283,18,MX,1,100,59
1700428918.283202,591164.056,2283,18,MX,1,100,58
1700428837.375618,512064.333,2283,18,MX,1,100,58
1700428756.468033,432964.611,2283,18,MX,1,100,58
1700428675.560448,353864.889,2283,18,MX,1,100,57
1700428594.652863,274765.167,2283,18,MX,1,100,58
1700428513.745279,195665.444,2283,18,MX,1,100,58
1700428432.837694,116565.722,2283,18,MX,1,100,59
1700428351.930109,37466.000,2283,18,MX,1,100,58
1700428351.970000,37505.000,2300,4,MX,1,100,58
1700428352.009892,37544.000,2300,4,MX,1,100,58
1700428352.049783,37583.000,2300,4,MX,1,100,57
1700428352.089674,37622.000,2300,4,MX,1,100,57
1700428352.123429,37655.000,2317,2,MX,1,100,58
1700428352.157183,37688.000,2317,2,MX,1,100,57
1700428352.197074,37727.000,2333,3,MX,1,100,59
1700428352.236966,37766.000,2333,3,MX,1,100,58
1700428352.276857,37805.000,2333,3,MX,1,100,59
1700428352.316748,37844.000,2349,3,MX,1,100,58
1700428352.356640,37883.000,2349,3,MX,1,100,57
1700428352.396531,37922.000,2349,3,MX,1,100,58
1700428352.436423,37961.000,2364,2,MX,1,100,58
1700428352.476314,38000.000,2364,2,MX,1,100,58
1700428352.516205,38039.000,2379,3,MX,1,100,57
1700428352.556097,38078.000,2379,3,MX,1,100,59
1700428352.595988,38117.000,2379,3,MX,1,100,58
1700428352.635368,38155.500,2396,2,MX,1,100,59
1700428352.674748,38194.000,2396,2,MX,1,100,58
1700428352.715321,38233.667,2411,3,MX,1,100,58
1700428352.755894,38273.333,2411,3,MX,1,100,57
1700428352.796468,38313.000,2411,3,MX,1,100,58
1700428352.836359,38352.000,2427,3,MX,1,100,58
1700428352.876250,38391.000,2427,3,MX,1,100,57
1700428352.916142,38430.000,2427,3,MX,1,100,57
1700428352.956033,38469.000,2442,2,MX,1,100,56
