TE0,TE1,TL0,TL1,TimeSyncsReceived,EmotiBitStartTime, EmotiBitEndTime, DataParserVersion
119305.000000,477615.000000,1700428435.639579,1700428802.138928,51,37366,1.46126e+06,1.8.4
