LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,GY
1700429727.359050,1382161.278,2281,18,GY,1,100,-1.434
1700429646.451465,1303061.556,2281,18,GY,1,100,-3.143
1700429565.543880,1223961.833,2281,18,GY,1,100,-0.916
1700429484.636296,1144862.111,2281,18,GY,1,100,2.014
1700429403.728711,1065762.389,2281,18,GY,1,100,0.763
1700429322.821126,986662.667,2281,18,GY,1,100,-0.977
1700429241.913541,907562.944,2281,18,GY,1,100,-1.221
1700429161.005956,828463.222,2281,18,GY,1,100,-1.709
1700429080.098372,749363.500,2281,18,GY,1,100,-1.892
1700428999.190787,670263.778,2281,18,GY,1,100,-2.228
1700428918.283202,591164.056,2281,18,GY,1,100,-2.808
1700428837.375618,512064.333,2281,18,GY,1,100,-1.587
1700428756.468033,432964.611,2281,18,GY,1,100,-0.977
1700428675.560448,353864.889,2281,18,GY,1,100,-1.404
1700428594.652863,274765.167,2281,18,GY,1,100,-1.312
1700428513.745279,195665.444,2281,18,GY,1,100,-0.549
1700428432.837694,116565.722,2281,18,GY,1,100,-0.977
1700428351.930109,37466.000,2281,18,GY,1,100,-1.129
1700428351.970000,37505.000,2298,4,GY,1,100,0.824
1700428352.009892,37544.000,2298,4,GY,1,100,1.495
1700428352.049783,37583.000,2298,4,GY,1,100,0.793
1700428352.089674,37622.000,2298,4,GY,1,100,1.312
1700428352.123429,37655.000,2315,2,GY,1,100,0.977
1700428352.157183,37688.000,2315,2,GY,1,100,-0.122
1700428352.197074,37727.000,2331,3,GY,1,100,0.183
1700428352.236966,37766.000,2331,3,GY,1,100,2.655
1700428352.276857,37805.000,2331,3,GY,1,100,3.082
1700428352.316748,37844.000,2347,3,GY,1,100,1.312
1700428352.356640,37883.000,2347,3,GY,1,100,0.092
1700428352.396531,37922.000,2347,3,GY,1,100,0.763
1700428352.436423,37961.000,2362,2,GY,1,100,0.824
1700428352.476314,38000.000,2362,2,GY,1,100,1.007
1700428352.516205,38039.000,2377,3,GY,1,100,0.122
1700428352.556097,38078.000,2377,3,GY,1,100,2.136
1700428352.595988,38117.000,2377,3,GY,1,100,2.533
1700428352.635368,38155.500,2394,2,GY,1,100,-0.305
1700428352.674748,38194.000,2394,2,GY,1,100,-0.854
1700428352.715321,38233.667,2409,3,GY,1,100,-0.977
1700428352.755894,38273.333,2409,3,GY,1,100,-3.326
1700428352.796468,38313.000,2409,3,GY,1,100,-3.174
1700428352.836359,38352.000,2425,3,GY,1,100,-0.458
1700428352.876250,38391.000,2425,3,GY,1,100,5.219
1700428352.916142,38430.000,2425,3,GY,1,100,12.054
1700428352.956033,38469.000,2440,2,GY,1,100,19.440
1700428352.995924,38508.000,2440,2,GY,1,100,15.656
1700428353.035816,38547.000,2458,3,GY,1,100,2.106
1700428353.075707,38586.000,2458,3,GY,1,100,-15.045
1700428353.115598,38625.000,2458,3,GY,1,100,-20.569
1700428353.155149,38663.667,2473,3,GY,1,100,-17.029
1700428353.194699,38702.333,2473,3,GY,1,100,-17.242
1700428353.234250,38741.000,2473,3,GY,1,100,-21.942
1700428353.274141,38780.000,2490,2,GY,1,100,-26.337
1700428353.314033,38819.000,2490,2,GY,1,100,-18.768
1700428353.354606,38858.667,2504,3,GY,1,100,-10.498
1700428353.395179,38898.333,2504,3,GY,1,100,-8.301
1700428353.435752,38938.000,2504,3,GY,1,100,-11.658
1700428353.475644,38977.000,2520,2,GY,1,100,-15.228
1700428353.515535,39016.000,2520,2,GY,1,100,-12.665
1700428353.555426,39055.000,2535,3,GY,1,100,-6.683
1700428353.595318,39094.000,2535,3,GY,1,100,0.641
1700428353.635209,39133.000,2535,3,GY,1,100,4.669
1700428353.675101,39172.000,2552,2,GY,1,100,5.402
1700428353.714992,39211.000,2552,2,GY,1,100,-2.716
1700428353.751303,39246.500,2569,4,GY,1,100,-6.836
1700428353.787615,39282.000,2569,4,GY,1,100,0.000
1700428353.823926,39317.500,2569,4,GY,1,100,-0.885
1700428353.860237,39353.000,2569,4,GY,1,100,3.357
1700428353.900129,39392.000,2584,3,GY,1,100,1.740
1700428353.940020,39431.000,2584,3,GY,1,100,-5.798
1700428353.979911,39470.000,2584,3,GY,1,100,-6.439
1700428354.019803,39509.000,2600,2,GY,1,100,0.763
1700428354.059694,39548.000,2600,2,GY,1,100,11.475
1700428354.099245,39586.667,2618,3,GY,1,100,12.543
1700428354.138795,39625.333,2618,3,GY,1,100,5.402
1700428354.178345,39664.000,2618,3,GY,1,100,0.183
1700428354.218237,39703.000,2633,2,GY,1,100,6.134
1700428354.258128,39742.000,2633,2,GY,1,100,10.986
1700428354.298701,39781.667,2650,3,GY,1,100,5.890
1700428354.339275,39821.333,2650,3,GY,1,100,2.777
1700428354.379848,39861.000,2650,3,GY,1,100,4.242
1700428354.420080,39900.333,2664,3,GY,1,100,2.014
1700428354.460313,39939.667,2664,3,GY,1,100,0.488
1700428354.500545,39979.000,2664,3,GY,1,100,4.639
1700428354.540436,40018.000,2680,2,GY,1,100,4.181
1700428354.580328,40057.000,2680,2,GY,1,100,-3.418
1700428354.619878,40095.667,2696,3,GY,1,100,-8.453
1700428354.659428,40134.333,2696,3,GY,1,100,-7.233
1700428354.698979,40173.000,2696,3,GY,1,100,-6.714
1700428354.738359,40211.500,2712,2,GY,1,100,-4.700
1700428354.777739,40250.000,2712,2,GY,1,100,-1.556
1700428354.817630,40289.000,2727,3,GY,1,100,2.319
1700428354.857521,40328.000,2727,3,GY,1,100,-1.465
1700428354.897413,40367.000,2727,3,GY,1,100,1.129
1700428354.937645,40406.333,2745,3,GY,1,100,8.148
1700428354.977877,40445.667,2745,3,GY,1,100,7.385
1700428355.018110,40485.000,2745,3,GY,1,100,7.996
1700428355.058512,40524.500,2760,2,GY,1,100,3.723
1700428355.098915,40564.000,2760,2,GY,1,100,2.777
1700428355.138807,40603.000,2778,3,GY,1,100,4.639
1700428355.178698,40642.000,2778,3,GY,1,100,4.852
1700428355.218589,40681.000,2778,3,GY,1,100,3.662
1700428355.258481,40720.000,2794,2,GY,1,100,1.923
1700428355.298372,40759.000,2794,2,GY,1,100,1.343
1700428355.338264,40798.000,2809,3,GY,1,100,2.197
1700428355.378155,40837.000,2809,3,GY,1,100,0.366
1700428355.418046,40876.000,2809,3,GY,1,100,0.031
1700428355.457597,40914.667,2824,3,GY,1,100,0.885
1700428355.497147,40953.333,2824,3,GY,1,100,-1.556
1700428355.536697,40992.000,2824,3,GY,1,100,-2.350
1700428355.569940,41024.500,2840,2,GY,1,100,0.671
1700428355.603183,41057.000,2840,2,GY,1,100,6.683
1700428355.643075,41096.000,2856,3,GY,1,100,4.028
1700428355.682966,41135.000,2856,3,GY,1,100,0.000
1700428355.722857,41174.000,2856,3,GY,1,100,-0.977
1700428355.762748,41213.000,2874,3,GY,1,100,-2.899
1700428355.802640,41252.000,2874,3,GY,1,100,-1.160
1700428355.842531,41291.000,2874,3,GY,1,100,-2.716
1700428355.882423,41330.000,2888,2,GY,1,100,-6.348
1700428355.922314,41369.000,2888,2,GY,1,100,-1.495
1700428355.962205,41408.000,2905,3,GY,1,100,-3.326
1700428356.002097,41447.000,2905,3,GY,1,100,-4.028
1700428356.041988,41486.000,2905,3,GY,1,100,-0.458
1700428356.081368,41524.500,2922,2,GY,1,100,1.587
1700428356.120748,41563.000,2922,2,GY,1,100,-0.793
1700428356.160384,41601.750,2938,4,GY,1,100,0.336
1700428356.200019,41640.500,2938,4,GY,1,100,3.662
1700428356.239655,41679.250,2938,4,GY,1,100,0.458
1700428356.279290,41718.000,2938,4,GY,1,100,-1.465
1700428356.319182,41757.000,2954,2,GY,1,100,-1.648
1700428356.359073,41796.000,2954,2,GY,1,100,1.526
1700428356.398624,41834.667,2969,3,GY,1,100,-0.397
1700428356.438174,41873.333,2969,3,GY,1,100,-2.014
1700428356.477725,41912.000,2969,3,GY,1,100,0.336
1700428356.517616,41951.000,2986,2,GY,1,100,3.937
1700428356.557507,41990.000,2986,2,GY,1,100,4.669
1700428356.598080,42029.667,3003,3,GY,1,100,4.364
1700428356.638654,42069.333,3003,3,GY,1,100,5.951
1700428356.679227,42109.000,3003,3,GY,1,100,5.402
1700428356.719630,42148.500,3018,2,GY,1,100,3.174
1700428356.760033,42188.000,3018,2,GY,1,100,0.000
1700428356.799924,42227.000,3033,3,GY,1,100,-4.242
1700428356.839815,42266.000,3033,3,GY,1,100,-1.129
1700428356.879707,42305.000,3033,3,GY,1,100,3.723
1700428356.919257,42343.667,3049,3,GY,1,100,3.571
1700428356.958807,42382.333,3049,3,GY,1,100,0.244
1700428356.998358,42421.000,3049,3,GY,1,100,-2.594
1700428357.038045,42459.800,3070,5,GY,1,100,-3.021
1700428357.077732,42498.600,3070,5,GY,1,100,-1.770
1700428357.117418,42537.400,3070,5,GY,1,100,-1.617
1700428357.157105,42576.200,3070,5,GY,1,100,-2.106
1700428357.196792,42615.000,3070,5,GY,1,100,3.021
1700428357.237706,42655.000,3087,2,GY,1,100,9.613
1700428357.278620,42695.000,3087,2,GY,1,100,9.766
1700428357.319194,42734.667,3105,3,GY,1,100,5.249
1700428357.359767,42774.333,3105,3,GY,1,100,3.204
1700428357.400340,42814.000,3105,3,GY,1,100,5.219
1700428357.435799,42848.667,3120,3,GY,1,100,9.308
1700428357.471258,42883.333,3120,3,GY,1,100,9.094
1700428357.506717,42918.000,3120,3,GY,1,100,8.118
1700428357.546268,42956.667,3136,3,GY,1,100,11.322
1700428357.585818,42995.333,3136,3,GY,1,100,16.693
1700428357.625368,43034.000,3136,3,GY,1,100,18.921
1700428357.665771,43073.500,3152,2,GY,1,100,10.498
1700428357.706174,43113.000,3152,2,GY,1,100,-0.031
1700428357.746065,43152.000,3167,3,GY,1,100,-4.181
1700428357.785957,43191.000,3167,3,GY,1,100,3.082
1700428357.825848,43230.000,3167,3,GY,1,100,6.531
1700428357.865739,43269.000,3182,2,GY,1,100,8.575
1700428357.905631,43308.000,3182,2,GY,1,100,14.343
1700428357.945522,43347.000,3199,3,GY,1,100,16.357
1700428357.985414,43386.000,3199,3,GY,1,100,11.200
1700428358.025305,43425.000,3199,3,GY,1,100,7.141
1700428358.065196,43464.000,3218,2,GY,1,100,3.265
1700428358.105088,43503.000,3218,2,GY,1,100,0.671
1700428358.144979,43542.000,3234,3,GY,1,100,1.343
1700428358.184870,43581.000,3234,3,GY,1,100,1.984
1700428358.224762,43620.000,3234,3,GY,1,100,2.502
1700428358.264653,43659.000,3249,3,GY,1,100,3.937
1700428358.304544,43698.000,3249,3,GY,1,100,3.387
1700428358.344436,43737.000,3249,3,GY,1,100,1.465
1700428358.383816,43775.500,3265,2,GY,1,100,1.312
1700428358.423196,43814.000,3265,2,GY,1,100,-0.092
1700428358.462746,43852.667,3280,3,GY,1,100,-0.458
1700428358.502296,43891.333,3280,3,GY,1,100,-0.244
1700428358.541847,43930.000,3280,3,GY,1,100,0.366
1700428358.581738,43969.000,3297,3,GY,1,100,-2.686
1700428358.621629,44008.000,3297,3,GY,1,100,-2.716
1700428358.661521,44047.000,3297,3,GY,1,100,0.366
1700428358.701412,44086.000,3312,3,GY,1,100,2.808
1700428358.741304,44125.000,3312,3,GY,1,100,3.174
1700428358.781195,44164.000,3312,3,GY,1,100,3.021
1700428358.821086,44203.000,3327,2,GY,1,100,3.296
1700428358.860978,44242.000,3327,2,GY,1,100,4.730
1700428358.900869,44281.000,3343,3,GY,1,100,3.662
1700428358.940761,44320.000,3343,3,GY,1,100,0.732
1700428358.980652,44359.000,3343,3,GY,1,100,-0.183
1700428359.020032,44397.500,3359,2,GY,1,100,-0.183
1700428359.059412,44436.000,3359,2,GY,1,100,1.007
1700428359.094530,44470.333,3376,3,GY,1,100,1.862
1700428359.129648,44504.667,3376,3,GY,1,100,3.021
1700428359.164766,44539.000,3376,3,GY,1,100,1.740
1700428359.204316,44577.667,3391,3,GY,1,100,-0.854
1700428359.243867,44616.333,3391,3,GY,1,100,-0.702
1700428359.283417,44655.000,3391,3,GY,1,100,-1.129
1700428359.323990,44694.667,3408,3,GY,1,100,-1.892
1700428359.364564,44734.333,3408,3,GY,1,100,-2.014
1700428359.405137,44774.000,3408,3,GY,1,100,-1.221
1700428359.445028,44813.000,3426,3,GY,1,100,-1.404
1700428359.484920,44852.000,3426,3,GY,1,100,-0.793
1700428359.524811,44891.000,3426,3,GY,1,100,-0.671
1700428359.564702,44930.000,3441,2,GY,1,100,-0.549
1700428359.604594,44969.000,3441,2,GY,1,100,1.007
1700428359.644485,45008.000,3458,3,GY,1,100,0.854
1700428359.684376,45047.000,3458,3,GY,1,100,0.732
1700428359.724268,45086.000,3458,3,GY,1,100,-0.397
1700428359.764159,45125.000,3472,2,GY,1,100,-0.854
1700428359.804050,45164.000,3472,2,GY,1,100,-0.244
1700428359.843260,45202.333,3488,3,GY,1,100,-0.458
1700428359.882469,45240.667,3488,3,GY,1,100,0.671
1700428359.921679,45279.000,3488,3,GY,1,100,3.174
1700428359.962593,45319.000,3504,2,GY,1,100,3.845
1700428360.003507,45359.000,3504,2,GY,1,100,3.937
1700428360.043740,45398.333,3522,3,GY,1,100,1.007
1700428360.083972,45437.667,3522,3,GY,1,100,-1.740
1700428360.124204,45477.000,3522,3,GY,1,100,-1.801
1700428360.164096,45516.000,3537,3,GY,1,100,-2.197
1700428360.203987,45555.000,3537,3,GY,1,100,-5.371
1700428360.243878,45594.000,3537,3,GY,1,100,-5.249
1700428360.283770,45633.000,3553,2,GY,1,100,-4.150
1700428360.323661,45672.000,3553,2,GY,1,100,-9.338
1700428360.363553,45711.000,3568,3,GY,1,100,-15.747
1700428360.403444,45750.000,3568,3,GY,1,100,-13.336
1700428360.443335,45789.000,3568,3,GY,1,100,-7.172
1700428360.482715,45827.500,3584,2,GY,1,100,-6.348
1700428360.522095,45866.000,3584,2,GY,1,100,-2.045
1700428360.562668,45905.667,3600,3,GY,1,100,3.601
1700428360.603242,45945.333,3600,3,GY,1,100,4.761
1700428360.643815,45985.000,3600,3,GY,1,100,4.211
1700428360.683365,46023.667,3617,3,GY,1,100,6.470
1700428360.722916,46062.333,3617,3,GY,1,100,5.890
1700428360.762466,46101.000,3617,3,GY,1,100,4.242
1700428360.802357,46140.000,3632,2,GY,1,100,3.693
1700428360.842249,46179.000,3632,2,GY,1,100,2.197
1700428360.879072,46215.000,3649,4,GY,1,100,2.502
1700428360.915895,46251.000,3649,4,GY,1,100,0.946
1700428360.952717,46287.000,3649,4,GY,1,100,0.549
1700428360.989540,46323.000,3649,4,GY,1,100,-0.092
1700428361.030454,46363.000,3664,2,GY,1,100,0.702
1700428361.071368,46403.000,3664,2,GY,1,100,3.662
1700428361.111260,46442.000,3682,3,GY,1,100,3.021
1700428361.151151,46481.000,3682,3,GY,1,100,-0.061
1700428361.191043,46520.000,3682,3,GY,1,100,1.434
1700428361.230934,46559.000,3697,2,GY,1,100,-1.953
1700428361.270825,46598.000,3697,2,GY,1,100,-4.425
1700428361.310035,46636.333,3715,3,GY,1,100,0.488
1700428361.349244,46674.667,3715,3,GY,1,100,2.350
1700428361.388454,46713.000,3715,3,GY,1,100,0.763
1700428361.428345,46752.000,3730,3,GY,1,100,0.610
1700428361.468236,46791.000,3730,3,GY,1,100,1.282
1700428361.508128,46830.000,3730,3,GY,1,100,2.136
1700428361.548019,46869.000,3746,2,GY,1,100,-0.031
1700428361.587910,46908.000,3746,2,GY,1,100,-1.312
1700428361.628825,46948.000,3762,3,GY,1,100,1.953
1700428361.669739,46988.000,3762,3,GY,1,100,2.563
1700428361.710653,47028.000,3762,3,GY,1,100,-4.425
1700428361.750545,47067.000,3777,2,GY,1,100,-5.310
1700428361.790436,47106.000,3777,2,GY,1,100,-2.319
1700428361.830327,47145.000,3792,3,GY,1,100,-4.242
1700428361.870219,47184.000,3792,3,GY,1,100,-5.768
1700428361.910110,47223.000,3792,3,GY,1,100,-7.904
1700428361.949319,47261.333,3809,3,GY,1,100,-0.244
1700428361.988529,47299.667,3809,3,GY,1,100,6.714
1700428362.027738,47338.000,3809,3,GY,1,100,1.160
1700428362.067630,47377.000,3826,2,GY,1,100,-2.045
1700428362.107521,47416.000,3826,2,GY,1,100,-3.143
1700428362.147072,47454.667,3844,3,GY,1,100,1.343
1700428362.186622,47493.333,3844,3,GY,1,100,4.700
1700428362.226172,47532.000,3844,3,GY,1,100,-0.916
1700428362.266677,47571.600,3866,5,GY,1,100,-7.690
1700428362.307183,47611.200,3866,5,GY,1,100,0.397
1700428362.347687,47650.800,3866,5,GY,1,100,5.310
1700428362.388193,47690.400,3866,5,GY,1,100,-0.031
1700428362.428698,47730.000,3866,5,GY,1,100,-4.303
1700428362.468589,47769.000,3881,2,GY,1,100,-1.892
1700428362.508481,47808.000,3881,2,GY,1,100,-1.617
1700428362.548372,47847.000,3898,3,GY,1,100,-2.960
1700428362.588263,47886.000,3898,3,GY,1,100,-1.495
1700428362.628155,47925.000,3898,3,GY,1,100,2.502
1700428362.663614,47959.667,3912,3,GY,1,100,0.427
1700428362.699073,47994.333,3912,3,GY,1,100,-2.625
1700428362.734531,48029.000,3912,3,GY,1,100,-0.183
1700428362.773400,48067.000,3928,2,GY,1,100,2.472
1700428362.812268,48105.000,3928,2,GY,1,100,1.373
1700428362.852160,48144.000,3943,3,GY,1,100,4.028
1700428362.892051,48183.000,3943,3,GY,1,100,7.446
1700428362.931943,48222.000,3943,3,GY,1,100,5.646
1700428362.971834,48261.000,3962,3,GY,1,100,5.249
1700428363.011725,48300.000,3962,3,GY,1,100,6.531
1700428363.051617,48339.000,3962,3,GY,1,100,0.885
1700428363.091508,48378.000,3978,2,GY,1,100,-3.967
1700428363.131399,48417.000,3978,2,GY,1,100,-3.906
1700428363.171291,48456.000,3994,3,GY,1,100,0.336
1700428363.211182,48495.000,3994,3,GY,1,100,1.587
1700428363.251074,48534.000,3994,3,GY,1,100,-4.150
1700428363.290965,48573.000,4010,2,GY,1,100,-7.843
1700428363.330856,48612.000,4010,2,GY,1,100,-9.949
1700428363.370066,48650.333,4026,3,GY,1,100,-6.439
1700428363.409275,48688.667,4026,3,GY,1,100,-1.709
1700428363.448485,48727.000,4026,3,GY,1,100,-2.655
1700428363.488376,48766.000,4041,3,GY,1,100,-3.418
1700428363.528267,48805.000,4041,3,GY,1,100,2.258
1700428363.568159,48844.000,4041,3,GY,1,100,4.669
1700428363.607539,48882.500,4057,2,GY,1,100,1.251
1700428363.646919,48921.000,4057,2,GY,1,100,5.219
1700428363.686469,48959.667,4072,3,GY,1,100,6.531
1700428363.726019,48998.333,4072,3,GY,1,100,6.989
1700428363.765570,49037.000,4072,3,GY,1,100,8.118
1700428363.805461,49076.000,4088,2,GY,1,100,7.629
1700428363.845353,49115.000,4088,2,GY,1,100,-0.122
1700428363.886267,49155.000,4104,3,GY,1,100,-4.333
1700428363.927181,49195.000,4104,3,GY,1,100,-0.153
