LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,UN
1700428358.000000,44790,3396,2,UN,1,100,sessione workout
1700428370.000000,56108,5121,2,UN,1,100,inizio con spalle alzate 
