LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PI
1669722215.896180,1055004.000,35603,4,PI,1,100,158801
1669722215.896180,1055004.000,35603,4,PI,1,100,158788
1669722215.896180,1055004.000,35603,4,PI,1,100,158783
1669722215.896180,1055004.000,35603,4,PI,1,100,158769
1669722215.936786,1055043.667,35618,3,PI,1,100,158762
1669722215.977393,1055083.333,35618,3,PI,1,100,158754
1669722216.017999,1055123.000,35618,3,PI,1,100,158767
1669722216.057923,1055162.000,35636,2,PI,1,100,158763
1669722216.097847,1055201.000,35636,2,PI,1,100,158762
1669722216.137772,1055240.000,35651,3,PI,1,100,158774
1669722216.177696,1055279.000,35651,3,PI,1,100,158774
1669722216.217620,1055318.000,35651,3,PI,1,100,158766
1669722216.256520,1055356.000,35668,3,PI,1,100,158772
1669722216.295420,1055394.000,35668,3,PI,1,100,158782
1669722216.334321,1055432.000,35668,3,PI,1,100,158802
1669722216.374245,1055471.000,35686,2,PI,1,100,158804
1669722216.414169,1055510.000,35686,2,PI,1,100,158804
1669722216.454434,1055549.333,35702,3,PI,1,100,158810
1669722216.494699,1055588.667,35702,3,PI,1,100,158818
1669722216.534965,1055628.000,35702,3,PI,1,100,158817
1669722216.582567,1055674.500,35718,2,PI,1,100,158792
1669722216.630168,1055721.000,35718,2,PI,1,100,158766
1669722216.670434,1055760.333,35738,3,PI,1,100,158757
1669722216.710699,1055799.667,35738,3,PI,1,100,158747
1669722216.750964,1055839.000,35738,3,PI,1,100,158756
1669722216.790888,1055878.000,35760,5,PI,1,100,158745
1669722216.830812,1055917.000,35760,5,PI,1,100,158736
1669722216.870737,1055956.000,35760,5,PI,1,100,158733
1669722216.910661,1055995.000,35760,5,PI,1,100,158731
1669722216.950585,1056034.000,35760,5,PI,1,100,158750
1669722216.990509,1056073.000,35775,2,PI,1,100,158732
1669722217.030433,1056112.000,35775,2,PI,1,100,158751
1669722217.069674,1056150.333,35791,3,PI,1,100,158753
1669722217.108916,1056188.667,35791,3,PI,1,100,158757
1669722217.148158,1056227.000,35791,3,PI,1,100,158763
1669722217.189106,1056267.000,35806,3,PI,1,100,158773
1669722217.230053,1056307.000,35806,3,PI,1,100,158786
1669722217.271001,1056347.000,35806,3,PI,1,100,158788
1669722217.310925,1056386.000,35824,2,PI,1,100,158781
1669722217.350849,1056425.000,35824,2,PI,1,100,158750
1669722217.390773,1056464.000,35839,3,PI,1,100,158731
1669722217.430697,1056503.000,35839,3,PI,1,100,158749
1669722217.470621,1056542.000,35839,3,PI,1,100,158732
1669722217.510545,1056581.000,35855,2,PI,1,100,158742
1669722217.550469,1056620.000,35855,2,PI,1,100,158728
1669722217.590394,1056659.000,35871,3,PI,1,100,158728
1669722217.630318,1056698.000,35871,3,PI,1,100,158715
1669722217.670242,1056737.000,35871,3,PI,1,100,158723
1669722217.709483,1056775.333,35887,3,PI,1,100,158738
1669722217.748725,1056813.667,35887,3,PI,1,100,158725
1669722217.787966,1056852.000,35887,3,PI,1,100,158728
1669722217.827891,1056891.000,35901,2,PI,1,100,158730
1669722217.867815,1056930.000,35901,2,PI,1,100,158739
1669722217.907739,1056969.000,35918,3,PI,1,100,158730
1669722217.947663,1057008.000,35918,3,PI,1,100,158732
1669722217.987587,1057047.000,35918,3,PI,1,100,158733
1669722218.033653,1057092.000,35935,2,PI,1,100,158754
1669722218.079719,1057137.000,35935,2,PI,1,100,158739
1669722218.119985,1057176.333,35951,3,PI,1,100,158727
1669722218.160250,1057215.667,35951,3,PI,1,100,158698
1669722218.200515,1057255.000,35951,3,PI,1,100,158697
1669722218.241463,1057295.000,35968,2,PI,1,100,158689
1669722218.282411,1057335.000,35968,2,PI,1,100,158680
1669722218.322676,1057374.333,35986,3,PI,1,100,158689
1669722218.362941,1057413.667,35986,3,PI,1,100,158669
1669722218.403207,1057453.000,35986,3,PI,1,100,158669
1669722218.443131,1057492.000,36001,2,PI,1,100,158658
1669722218.483055,1057531.000,36001,2,PI,1,100,158664
1669722218.521955,1057569.000,36018,3,PI,1,100,158663
1669722218.560856,1057607.000,36018,3,PI,1,100,158660
1669722218.599756,1057645.000,36018,3,PI,1,100,158687
1669722218.639680,1057684.000,36033,3,PI,1,100,158697
1669722218.679604,1057723.000,36033,3,PI,1,100,158692
1669722218.719528,1057762.000,36033,3,PI,1,100,158712
1669722218.759964,1057801.500,36048,2,PI,1,100,158716
1669722218.800400,1057841.000,36048,2,PI,1,100,158713
1669722218.841348,1057881.000,36063,3,PI,1,100,158708
1669722218.882296,1057921.000,36063,3,PI,1,100,158698
1669722218.923243,1057961.000,36063,3,PI,1,100,158696
1669722218.963167,1058000.000,36082,2,PI,1,100,158679
1669722219.003091,1058039.000,36082,2,PI,1,100,158690
1669722219.043015,1058078.000,36097,3,PI,1,100,158683
1669722219.082940,1058117.000,36097,3,PI,1,100,158674
1669722219.122864,1058156.000,36097,3,PI,1,100,158680
